# k^2  MgMg MgMg_error  MgCl MgCl_error  MgNa MgNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 4.480000e+02 0.000000e+00 1.238528e+03 0.000000e+00 1.064211e+03 0.000000e+00 3.424000e+03 0.000000e+00 2.942086e+03 1.016846e-13 2.528000e+03 0.000000e+00
2.934445e-04 6.389492e-01 7.863327e-02 1.386180e-01 8.150694e-03 -3.756226e-01 5.771258e-02 8.959771e-02 2.683101e-03 -1.199789e-02 9.415591e-03 3.033658e-01 4.175427e-02
1.173778e-03 2.879145e-01 2.734042e-02 6.689478e-02 4.582759e-03 -1.594446e-01 2.158558e-02 6.707675e-02 2.499019e-03 2.237086e-02 5.360123e-03 1.618981e-01 2.103599e-02
2.641000e-03 3.205423e-01 2.704519e-02 8.812519e-02 9.667491e-03 -1.492947e-01 1.339467e-02 7.699544e-02 1.888836e-03 2.026747e-02 8.282119e-03 1.522390e-01 1.090830e-02
4.695111e-03 4.408407e-01 5.739552e-02 1.043335e-01 1.120462e-02 -2.075823e-01 3.041586e-02 8.167459e-02 5.543602e-03 1.185205e-02 6.606629e-03 1.868950e-01 2.001789e-02
7.336111e-03 6.681533e-01 4.623729e-02 1.519215e-01 9.832015e-03 -2.971625e-01 2.555063e-02 8.962352e-02 3.969454e-03 -9.781365e-03 4.878865e-03 2.296659e-01 1.510042e-02
1.056400e-02 7.715207e-01 8.994087e-02 1.902035e-01 1.832981e-02 -2.915711e-01 3.563146e-02 1.079631e-01 7.496761e-03 -1.328345e-02 7.665731e-03 2.229077e-01 1.277063e-02
1.437878e-02 6.788915e-01 7.490530e-02 1.425377e-01 1.099568e-02 -2.433910e-01 3.442258e-02 9.376733e-02 4.612956e-03 4.171384e-03 6.431335e-03 2.122449e-01 1.829813e-02
2.934445e-04 3.359641e-01 6.784073e-02 6.619944e-02 1.486107e-02 -2.050817e-01 4.673772e-02 6.357492e-02 4.286945e-03 1.877630e-02 8.980334e-03 1.959192e-01 3.612118e-02
5.868889e-04 2.933724e-01 6.988059e-02 8.368033e-02 1.292810e-02 -1.474703e-01 4.477575e-02 7.701651e-02 3.581266e-03 1.996317e-02 7.273568e-03 1.492656e-01 2.939087e-02
1.467222e-03 3.156100e-01 8.594968e-02 8.551112e-02 1.833837e-02 -1.591153e-01 5.207768e-02 7.667497e-02 5.616111e-03 1.812688e-02 9.628109e-03 1.561974e-01 3.327320e-02
2.934445e-03 3.424372e-01 5.522789e-02 8.985733e-02 1.562788e-02 -1.641340e-01 2.781161e-02 8.193588e-02 6.486015e-03 2.533403e-02 7.219417e-03 1.732219e-01 1.529877e-02
4.988556e-03 5.545027e-01 5.926974e-02 1.375435e-01 9.894225e-03 -2.567702e-01 3.740921e-02 8.597325e-02 2.957459e-03 -5.812485e-03 4.506594e-03 2.088627e-01 2.600012e-02
7.629556e-03 6.134789e-01 5.531094e-02 1.367511e-01 1.648000e-02 -2.794556e-01 3.009201e-02 8.886070e-02 5.047784e-03 -8.781874e-05 7.915529e-03 2.312299e-01 1.757624e-02
1.085744e-02 6.195109e-01 8.065571e-02 1.378858e-01 1.905584e-02 -2.584541e-01 3.731241e-02 9.287467e-02 4.510899e-03 4.563491e-04 9.370704e-03 2.225214e-01 1.628591e-02
1.467222e-02 9.507737e-01 1.040649e-01 2.076433e-01 2.050982e-02 -3.493254e-01 4.350276e-02 1.141635e-01 6.570389e-03 -1.347802e-02 9.123431e-03 2.642911e-01 2.127372e-02
1.173778e-03 3.319719e-01 5.470962e-02 8.550213e-02 7.028232e-03 -1.729421e-01 4.316293e-02 7.336930e-02 5.586715e-03 1.507276e-02 4.468563e-03 1.647306e-01 3.185086e-02
1.467222e-03 4.297407e-01 6.051704e-02 1.012317e-01 1.087773e-02 -2.300954e-01 4.970985e-02 8.129195e-02 4.110995e-03 1.173821e-02 6.168060e-03 2.056252e-01 4.021926e-02
2.347556e-03 3.597454e-01 5.985602e-02 8.045105e-02 1.592837e-02 -1.951788e-01 3.358104e-02 7.537958e-02 3.314315e-03 2.161734e-02 1.159086e-02 1.909999e-01 1.678842e-02
3.814778e-03 3.555367e-01 6.847670e-02 8.091351e-02 1.442396e-02 -1.841408e-01 3.414994e-02 7.045991e-02 4.825556e-03 1.469124e-02 4.870380e-03 1.746226e-01 2.032814e-02
5.868889e-03 6.305250e-01 9.430923e-02 1.598934e-01 2.683068e-02 -2.796527e-01 4.278471e-02 9.415845e-02 1.048397e-02 -1.321042e-02 9.590464e-03 2.156279e-01 2.294800e-02
8.509889e-03 6.689229e-01 7.433711e-02 1.543965e-01 1.862915e-02 -2.986407e-01 2.978626e-02 9.133525e-02 5.994493e-03 -1.105632e-02 7.491670e-03 2.369352e-01 1.448311e-02
1.173778e-02 7.511136e-01 1.010239e-01 1.549600e-01 2.187346e-02 -3.111074e-01 4.389832e-02 9.500644e-02 4.103839e-03 -1.070888e-02 1.028696e-02 2.411939e-01 1.905251e-02
1.555256e-02 7.590320e-01 8.268926e-02 1.729657e-01 1.899257e-02 -2.679489e-01 3.314317e-02 1.095655e-01 8.760148e-03 -4.134034e-03 8.784696e-03 2.330204e-01 9.639339e-03
2.641000e-03 4.774856e-01 8.833530e-02 1.208917e-01 2.402272e-02 -2.393474e-01 4.577841e-02 8.183545e-02 9.525528e-03 -2.393255e-03 1.144486e-02 1.984996e-01 2.299665e-02
2.934445e-03 3.784341e-01 2.214964e-02 8.764865e-02 9.018428e-03 -1.961930e-01 1.138211e-02 7.406253e-02 3.251016e-03 1.421513e-02 4.917076e-03 1.803492e-01 5.494940e-03
3.814778e-03 2.911228e-01 4.681154e-02 7.852301e-02 5.244587e-03 -1.317963e-01 3.259370e-02 7.354313e-02 2.990341e-03 2.336451e-02 5.974577e-03 1.434012e-01 1.968668e-02
5.282000e-03 4.298113e-01 6.543254e-02 1.001021e-01 1.235445e-02 -2.041048e-01 3.506928e-02 8.496486e-02 3.611849e-03 2.027069e-02 8.265920e-03 1.957740e-01 1.738970e-02
7.336111e-03 4.645852e-01 5.478515e-02 1.122694e-01 1.718731e-02 -1.986696e-01 2.545793e-02 8.468376e-02 6.507034e-03 1.315158e-02 6.368807e-03 1.862172e-01 1.344202e-02
9.977112e-03 6.249501e-01 1.008507e-01 1.417326e-01 2.545775e-02 -2.637635e-01 4.497205e-02 9.324231e-02 7.965335e-03 5.102659e-04 9.159974e-03 2.226136e-01 2.293119e-02
1.320500e-02 7.573386e-01 8.141190e-02 1.636904e-01 1.724133e-02 -2.938004e-01 3.505563e-02 1.027133e-01 6.207616e-03 -3.006277e-03 5.002958e-03 2.455852e-01 1.693352e-02
1.701978e-02 7.866051e-01 6.681110e-02 1.710374e-01 1.794070e-02 -2.684647e-01 2.014517e-02 1.106682e-01 4.750758e-03 3.717185e-03 9.401071e-03 2.553801e-01 5.122737e-03
4.695111e-03 3.553172e-01 2.471663e-02 9.589978e-02 5.157051e-03 -1.585301e-01 1.615450e-02 8.357930e-02 4.020932e-03 1.966182e-02 5.945397e-03 1.595810e-01 7.544039e-03
4.988556e-03 4.627380e-01 4.927217e-02 1.132161e-01 1.488277e-02 -2.196449e-01 2.252845e-02 8.057512e-02 5.108775e-03 4.930718e-03 5.392038e-03 1.934420e-01 1.291229e-02
5.868889e-03 5.237817e-01 5.670685e-02 1.230091e-01 1.181169e-02 -2.451113e-01 3.548468e-02 8.903096e-02 4.265196e-03 5.748729e-03 7.215438e-03 2.082109e-01 1.949052e-02
7.336111e-03 4.954415e-01 3.200529e-02 1.180725e-01 1.457324e-02 -2.253902e-01 1.106613e-02 8.645565e-02 6.439675e-03 6.603988e-03 5.167084e-03 2.004604e-01 1.009566e-02
9.390223e-03 5.634070e-01 4.612302e-02 1.420565e-01 9.865714e-03 -2.237554e-01 2.919702e-02 9.275060e-02 3.849519e-03 -2.555022e-03 7.551958e-03 1.881308e-01 1.436706e-02
1.203122e-02 6.404371e-01 1.105665e-01 1.401389e-01 2.254398e-02 -2.436770e-01 4.783234e-02 9.360845e-02 4.489482e-03 3.573790e-03 1.168029e-02 2.112881e-01 2.106005e-02
1.525911e-02 8.535792e-01 1.318746e-01 1.996065e-01 2.956504e-02 -2.785864e-01 5.867716e-02 1.121912e-01 6.274353e-03 -1.346477e-02 1.596452e-02 2.257037e-01 2.076977e-02
1.907389e-02 8.511904e-01 6.220054e-02 1.872544e-01 1.578939e-02 -2.834901e-01 2.833976e-02 1.186998e-01 5.601408e-03 -9.287140e-03 5.636437e-03 2.608921e-01 1.961543e-02
7.336111e-03 5.371942e-01 6.973888e-02 1.342661e-01 1.566316e-02 -2.272796e-01 5.030941e-02 8.866801e-02 7.694863e-03 7.474049e-04 8.239150e-03 1.929660e-01 3.433108e-02
7.629556e-03 5.170172e-01 1.514021e-02 1.173214e-01 6.981831e-03 -2.368021e-01 4.981536e-03 8.432369e-02 3.834025e-03 6.212043e-03 7.071866e-03 2.098293e-01 4.579803e-03
8.509889e-03 5.657548e-01 6.729478e-02 1.341434e-01 1.117542e-02 -2.396672e-01 3.629115e-02 9.093198e-02 2.296915e-03 -1.410749e-03 6.933351e-03 1.971347e-01 1.920226e-02
9.977112e-03 6.626884e-01 8.600392e-02 1.564226e-01 1.740249e-02 -2.678802e-01 4.229195e-02 9.528305e-02 8.492116e-03 -9.385265e-03 2.917137e-03 2.108091e-01 2.641431e-02
1.203122e-02 6.861233e-01 7.654809e-02 1.527360e-01 3.054859e-02 -2.698536e-01 3.086260e-02 9.695055e-02 1.042802e-02 -3.222437e-03 1.034459e-02 2.241839e-01 1.646005e-02
1.467222e-02 8.614714e-01 9.021369e-02 1.866300e-01 2.162985e-02 -3.241590e-01 3.437438e-02 1.064667e-01 6.422354e-03 -1.225890e-02 9.156335e-03 2.584014e-01 1.645468e-02
1.790011e-02 7.573293e-01 6.544523e-02 1.671398e-01 1.727143e-02 -2.487961e-01 2.590186e-02 1.122587e-01 6.558562e-03 1.846826e-03 6.757022e-03 2.456521e-01 1.587641e-02
2.171489e-02 9.387329e-01 1.034464e-01 1.985947e-01 2.765745e-02 -2.825639e-01 1.569612e-02 1.264905e-01 9.734566e-03 -4.925919e-03 2.947078e-03 2.879467e-01 8.490823e-03
1.056400e-02 6.233690e-01 5.130497e-02 1.441370e-01 1.366429e-02 -2.416671e-01 1.689824e-02 9.548811e-02 2.264732e-03 4.047003e-03 5.827259e-03 2.052992e-01 4.551066e-03
1.085744e-02 7.214731e-01 1.116107e-01 1.729376e-01 3.416508e-02 -2.808728e-01 3.646539e-02 1.083725e-01 1.264855e-02 -4.821841e-03 1.055766e-02 2.338699e-01 1.282188e-02
1.173778e-02 6.342661e-01 7.504214e-02 1.371076e-01 1.379514e-02 -2.544759e-01 3.302974e-02 8.883206e-02 6.226581e-03 4.946291e-03 1.100658e-02 2.269258e-01 9.121603e-03
1.320500e-02 7.794876e-01 9.871915e-02 1.707555e-01 2.648965e-02 -3.011241e-01 3.807274e-02 1.052144e-01 5.698951e-03 1.018976e-04 1.114364e-02 2.581470e-01 2.171077e-02
1.525911e-02 7.094099e-01 2.289255e-02 1.609149e-01 1.241620e-02 -2.614873e-01 1.460393e-02 1.084667e-01 4.303740e-03 -5.347834e-03 8.112195e-03 2.331632e-01 1.204774e-02
1.790011e-02 9.338992e-01 1.041558e-01 2.058002e-01 2.028095e-02 -3.123924e-01 3.753331e-02 1.145295e-01 5.713955e-03 -1.736902e-02 7.129354e-03 2.541120e-01 1.230716e-02
2.112800e-02 8.973450e-01 6.680399e-02 1.906800e-01 2.197283e-02 -2.860509e-01 2.843282e-02 1.271200e-01 4.928312e-03 -2.860836e-03 5.610095e-03 2.725656e-01 1.459108e-02
