system,system_label,method,kcut,temperature_K,coanion,salt,quantity,x_Cl,x_F,x_coanion,mu_ex,mu_ex_units,mu_ex_kBT,mu_ex_eV,mu_ex_kJ_mol,mu_ex_raw_kBT,mu_ex_reference_kBT,reference_x_Cl,reference_x_coanion,source_s0_csv,source_split,mu_ex_std_split1_to3,mu_ex_se_split1_to3,mu_ex_kBT_std_split1_to3,mu_ex_kBT_se_split1_to3,mu_ex_uncertainty_n_splits
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.05,0.0275,0.0275,4.231250033068768,kJ/mol,1.7068670342169823,0.04385381632505415,4.231250033068768,1.7479143637836678,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.28236917967999237,0.1630259218990974,0.11390644384234568,0.06576391601481127,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.05,0.03,0.03,4.454993070967809,kJ/mol,1.797123958894264,0.04617274950351202,4.454993070967809,1.8381712884609496,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2728248124570211,0.15751547891367032,0.11005628947944324,0.06354102835696794,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.05,0.0325,0.0325,4.687119642386282,kJ/mol,1.8907627628939059,0.048578571884036144,4.687119642386282,1.9318100924605914,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25934702650659214,0.14973407556711,0.1046194118774983,0.06040204560993398,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.05,0.034999999999999996,0.034999999999999996,4.924078233455145,kJ/mol,1.9863507816611652,0.051034474619200416,4.924078233455145,2.0273981112278507,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24451103005455507,0.14116850902183006,0.09863463833165895,0.05694673499220468,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.05,0.0375,0.0375,5.161071061602501,kJ/mol,2.081952611510297,0.05349073219667844,5.161071061602501,2.1229999410769826,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23275750482002103,0.13438260806374477,0.09389331966651886,0.05420933338457225,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.05,0.04,0.04,5.392027921943031,kJ/mol,2.175119559376906,0.05588443137617105,5.392027921943031,2.216166888943592,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2302160235586286,0.13291528317333945,0.09286809767555906,0.053617421192112484,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0,0.0,2.774889037753404,kJ/mol,1.1193776272106182,0.028759698252997623,2.774889037753404,1.1604249567773037,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2631467820766369,0.1519278654683301,0.10615221600627915,0.06128701048630057,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0025,0.0025,2.8731633961182994,kJ/mol,1.1590210567623835,0.029778240203370387,2.8731633961182994,1.200068386329069,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2616043840509756,0.151037361553017,0.10553001965223077,0.060927785253801936,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.005,0.005,2.986370213358537,kJ/mol,1.2046881723631713,0.030951546184155635,2.986370213358537,1.2457355019298568,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25825307379449286,0.14910248167429874,0.10417811632495914,0.06014726350388331,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0075,0.0075,3.1124512597057064,kJ/mol,1.2555486934781306,0.03225828414701937,3.1124512597057064,1.2965960230448161,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25562264279944574,0.14758380163122356,0.1031170124156796,0.0595346348762226,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.01,0.01,3.250253958718285,kJ/mol,1.3111376760086917,0.033686508478922406,3.250253958718285,1.3521850055753772,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.255087367958795,0.1472747605578834,0.1029010849775439,0.059409969111689526,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0125,0.0125,3.3993813778975674,kJ/mol,1.3712949991887557,0.035232105264412894,3.3993813778975674,1.4123423287554413,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2570508341159276,0.14840836827224865,0.10369313830226304,0.05986726131192866,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.015,0.015,3.5599993872564974,kJ/mol,1.43608757422774,0.03689679362503284,3.5599993872564974,1.4771349037944255,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2611447029159943,0.15077196452599415,0.10534458637142269,0.060820725299210676,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0175,0.0175,3.7326106915587736,kJ/mol,1.5057181899427536,0.038685783728510614,3.7326106915587736,1.5467655195094392,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2664064361313027,0.15380982761425646,0.10746714563827388,0.06204618546329815,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.02,0.02,3.9178068889250643,kJ/mol,1.5804254943271283,0.04060520705729687,3.9178068889250643,1.6214728238938139,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.27146714228865926,0.15673162767649587,0.10950861150352446,0.063224826330142,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0225,0.0225,4.116010726826212,kJ/mol,1.6603800217894047,0.04265944508017583,4.116010726826212,1.7014273513560902,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2747895970619177,0.158649847834207,0.11084887465999865,0.06399862762431731,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.025,0.025,4.327221183467468,kJ/mol,1.7455813601422252,0.044848487206991194,4.327221183467468,1.7866286897089108,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.27496534343050716,0.1587513150474212,0.11091976994639981,0.0640395590370053,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0275,0.0275,4.550773935063908,kJ/mol,1.835761524189803,0.04716544820689706,4.550773935063908,1.8768088537564886,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2710532328342147,0.15649265694155215,0.10934164231063345,0.06312842662168,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.03,0.03,4.7851291469880985,kJ/mol,1.9302993516412859,0.04959436881858892,4.7851291469880985,1.9713466812079714,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2629389868909962,0.15180789486196414,0.10606839237272718,0.06123861488890489,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0325,0.0325,5.027697403029422,kJ/mol,2.028150283765039,0.052108411634208096,5.027697403029422,2.069197613331725,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2517019720985606,0.14532020134666365,0.10153543167262263,0.058621508808473534,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.034999999999999996,0.034999999999999996,5.274712970760598,kJ/mol,2.1277952412134526,0.054668547587425564,5.274712970760598,2.1688425707801384,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23995109302092307,0.13853582814797488,0.09679518045514893,0.055884723492038636,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.0375,0.0375,5.521161625985376,kJ/mol,2.2272115087331468,0.05722280790655531,5.521161625985376,2.2682588382998325,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23195973543847007,0.13392201569655507,0.0935715031235031,0.05402353251683242,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.052500000000000005,0.04,0.04,5.760767932166145,kJ/mol,2.3238676037438784,0.05970615227511188,5.760767932166145,2.364914933310564,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2331679810297105,0.13461959661390493,0.09405890390407833,0.05430493348870077,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0,0.0,2.9953794400271283,kJ/mol,1.2083224534584092,0.031044920238741728,2.9953794400271283,1.2493697830250947,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.27301903282814843,0.15762761209722279,0.11013463709451198,0.06358626237361824,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0025,0.0025,3.1054532581410212,kJ/mol,1.2527257314496973,0.03218575497174925,3.1054532581410212,1.293773061016383,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2672630645887922,0.1543044022847835,0.1078127056650352,0.062245694637769966,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.005,0.005,3.2291905370117084,kJ/mol,1.30264078741601,0.03346820149647556,3.2291905370117084,1.3436881169826955,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.26025251028956725,0.1502568568729575,0.10498467992053509,0.06061293321290764,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0075,0.0075,3.364967220942684,kJ/mol,1.357412484669977,0.03487542766174556,3.364967220942684,1.3984598142366627,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2543166221879684,0.14682977027961994,0.10259016963628424,0.05923046205571808,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.01,0.01,3.5120047560567587,kJ/mol,1.4167267581157168,0.036399364325234274,3.5120047560567587,1.4577740876824024,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2507645145260612,0.14477895996482726,0.10115726554819816,0.05840317449473867,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0125,0.0125,3.6702129368827165,kJ/mol,1.4805472192760838,0.03803907657311357,3.6702129368827165,1.5215945488427693,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25000332418554083,0.1443394865168233,0.10085020482409887,0.05822589290302238,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.015,0.015,3.839992991105534,kJ/mol,1.5490357215757986,0.03979872283730401,3.839992991105534,1.5900830511424842,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25170807745942175,0.14532372627840032,0.10153789454744767,0.05862293074991675,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0175,0.0175,4.0220106206913435,kJ/mol,1.622460806162684,0.04168520263249321,4.0220106206913435,1.6635081357293695,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2549899310544221,0.1472185053349147,0.10286177937312654,0.05938727601039851,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.02,0.02,4.216950069130069,kJ/mol,1.7010984937509972,0.043705607642721134,4.216950069130069,1.7421458233176828,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25857811137976267,0.14929014221165102,0.10430923500970765,0.06022296491181865,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0225,0.0225,4.42526116930179,kJ/mol,1.7851302448802748,0.04586460005725712,4.42526116930179,1.8261775744469604,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2610496059435151,0.1507170602633342,0.1053062246848974,0.060798577169168734,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.025,0.025,4.646911688289035,kJ/mol,1.8745430569380928,0.048161845805452685,4.646911688289035,1.9155903865047783,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2611174177538589,0.1507562114302904,0.10533357966101602,0.06081437057199449,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0275,0.0275,4.881157122873046,kJ/mol,1.9690366007094353,0.05058962865518879,4.881157122873046,2.010083930276121,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25796202857719236,0.14893444663974395,0.10406071000696926,0.06007947893458729,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.03,0.03,5.1263394122261845,kJ/mol,2.067942021991572,0.053130764016941605,5.1263394122261845,2.108989351558258,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.251581598831081,0.14525070380828106,0.10148687364356355,0.05859347381732496,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0325,0.0325,5.37972484842,kJ/mol,2.1701565554296356,0.055756919004579686,5.37972484842,2.2112038849963214,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24312846787684098,0.14037028637635543,0.09807691903229056,0.05662473560458209,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.034999999999999996,0.034999999999999996,5.6373898345027715,kJ/mol,2.2740974398442795,0.05842742840127357,5.6373898345027715,2.3151447694109653,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2351489028149168,0.13576328233983737,0.0948579987498345,0.054766291113006134,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.0375,0.0375,5.894161149061334,kJ/mol,2.377677821227392,0.06108867554530661,5.894161149061334,2.418725150794078,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23150219319203072,0.1336578535574077,0.09338693266061282,0.05391697071039827,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.055,0.04,0.04,6.143615079299237,kJ/mol,2.4783064030297615,0.06367408334506308,6.143615079299237,2.5193537325964472,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23661607393911419,0.13661035398333998,0.09544984891370485,0.05510799596443661,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0,0.0,3.2245890650556714,kJ/mol,1.3007845745405593,0.03342051060030827,3.2245890650556714,1.3418319041072448,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2826941902133672,0.16321356681803084,0.11403755161448278,0.06583961112234749,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0025,0.0025,3.3470622112179003,kJ/mol,1.3501896851171928,0.034689855312763036,3.3470622112179003,1.3912370146838784,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.27278512515203146,0.15749256543745113,0.11004027980097128,0.0635317851647925,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.005,0.005,3.481866569923056,kJ/mol,1.4045691507938438,0.03608700403719922,3.481866569923056,1.4456164803605294,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2621742845395565,0.1513663937535105,0.10575991491938366,0.06106051534817808,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0075,0.0075,3.6277971073248754,kJ/mol,1.4634368663932649,0.03759946747788945,3.6277971073248754,1.5044841959599504,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2529448635631548,0.1460377850683206,0.10203680844105868,0.058910978820695514,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.01,0.01,3.7844394403942516,kJ/mol,1.5266256716846986,0.039222950857379146,3.7844394403942516,1.5676730012513842,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24632150592288646,0.1422137877517725,0.0993649760691474,0.05736839568154298,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0125,0.0125,3.9520063689005656,kJ/mol,1.5942214091280342,0.040959659689860935,3.9520063689005656,1.6352687386947198,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24271405406499486,0.14013102445053016,0.09790974638391564,0.05652821843104169,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.015,0.015,4.1311375301369395,kJ/mol,1.6664821055004542,0.042816223348722815,4.1311375301369395,1.7075294350671397,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2418539827224865,0.13963446202941068,0.09756279751298409,0.05632790740701432,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0175,0.0175,4.322671887958815,kJ/mol,1.7437461950085307,0.044801337081594284,4.322671887958815,1.7847935245752162,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24295157641877965,0.1402681580454264,0.0980055618220004,0.056583537500012444,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.02,0.02,4.527404011734177,kJ/mol,1.8263342033243506,0.04692323601966564,4.527404011734177,1.8673815328910361,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24487070958168897,0.1413761700936428,0.09877973141832364,0.057030504524848084,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0225,0.0225,4.745835868334542,kJ/mol,1.91444862160267,0.04918712268295167,4.745835868334542,1.9554959511693555,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2463467117080574,0.14222834031862608,0.09937514396833656,0.057374266120876934,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.025,0.025,4.977936120750167,kJ/mol,2.0080768086361713,0.0515926722862332,4.977936120750167,2.049124138202857,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24625903869067933,0.1421777222784422,0.09933977707156069,0.057353847033502985,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0275,0.0275,5.222918686217807,kJ/mol,2.1069016622105528,0.05413173765577994,5.222918686217807,2.1479489917772385,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.243944323504018,0.14084132084232595,0.09840603148459809,0.0568147487675155,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.03,0.03,5.479051548004776,kJ/mol,2.2102244946470844,0.056786367703125507,5.479051548004776,2.25127182421377,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2395170160639527,0.13828521370001903,0.09662007578339105,0.055783626762662866,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0325,0.0325,5.743505598079869,kJ/mol,2.316904056622997,0.05952724078974825,5.743505598079869,2.357951386189683,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.234140729843493,0.13518121340339612,0.09445130635485348,0.05453148714928647,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.034999999999999996,0.034999999999999996,6.012251626311406,kJ/mol,2.425314983082115,0.062312597095342426,6.012251626311406,2.466362312648801,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23013020109718035,0.1328657335521198,0.09283347728463526,0.05359743310009318,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.0375,0.0375,6.280011598368827,kJ/mol,2.5333281389617746,0.06508773364885201,6.280011598368827,2.5743754685284603,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23066835433300303,0.1331764364676873,0.09305056585430244,0.053722769244228516,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0575,0.04,0.04,6.540268079089614,kJ/mol,2.63831442053622,0.0677851019947866,6.540268079089614,2.6793617501029057,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2389908252268443,0.13798141727856938,0.09640781279100144,0.05566107666686773,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.005,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.06,0.0,0.0,3.46355404782622,kJ/mol,1.3971819626021336,0.03589720812010456,3.46355404782622,1.4382292921688191,0.04104732956668566,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2916619612028969,0.16839111181286673,0.11765510967718462,0.06792820924365749,3
