system,system_label,method,kcut,temperature_K,coanion,salt,quantity,x_Cl,x_I,x_coanion,mu_ex,mu_ex_units,mu_ex_kBT,mu_ex_eV,mu_ex_kJ_mol,mu_ex_raw_kBT,mu_ex_reference_kBT,reference_x_Cl,reference_x_coanion,source_s0_csv,source_split,mu_ex_std_split1_to3,mu_ex_se_split1_to3,mu_ex_kBT_std_split1_to3,mu_ex_kBT_se_split1_to3,mu_ex_uncertainty_n_splits
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.0475,0.0475,5.162027546519729,kJ/mol,2.0823384531791143,0.05350064546428257,5.162027546519729,2.096764501438982,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.293871857563002,0.16966699607125457,0.11854657182586885,0.06844289515517268,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.05,0.05,5.498703557655367,kJ/mol,2.2181520260306127,0.056990046430428265,5.498703557655367,2.2325780742904806,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3011038034490415,0.17384236197532427,0.12146390593036506,0.07012721878571965,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.052500000000000005,0.052500000000000005,5.845008730526824,kJ/mol,2.3578499589661432,0.06057924662536606,5.845008730526824,2.372276007226011,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.31144554256240603,0.17981316783631418,0.12563571649015637,0.07253581473542328,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.055,0.055,6.200439208196785,kJ/mol,2.5012289983869964,0.06426302393992955,6.200439208196785,2.5156550466468643,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.32484993351036756,0.18755219655844274,0.1310429868816532,0.07565770375153508,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.0575,0.0575,6.564274109632749,kJ/mol,2.6479983441607393,0.06803390696870792,6.564274109632749,2.6624243924206072,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.34091925440169474,0.19682982330074497,0.13752527790139876,0.07940025621675068,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.06,0.06,6.9356025749638315,kJ/mol,2.797790559554905,0.07188245531438042,6.9356025749638315,2.812216607814773,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3588739459362553,0.2071959692914402,0.1447681188704658,0.08358191239993919,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.0625,0.0625,7.313364011438973,kJ/mol,2.950177806273632,0.07579767670767978,7.313364011438973,2.9646038545335,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3775597844366304,0.21798424317966567,0.15230590120280899,0.08793385305861032,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.065,0.065,7.696399014964003,kJ/mol,3.1046923859743,0.07976755477193365,7.696399014964003,3.119118434234168,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3954999369842061,0.22834199508231143,0.1595428772105994,0.09211212310482698,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.0675,0.0675,8.083507620881429,kJ/mol,3.2608502383673756,0.08377965274985398,8.083507620881429,3.2752762866272436,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.410992633556977,0.23728670761907392,0.1657925606007371,0.09572037949247292,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.07,0.07,8.473510920644282,kJ/mol,3.418175797102618,0.08782175211536014,8.473510920644282,3.432601845362486,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.42225058665027815,0.24378648986801552,0.17033396771625578,0.09834236211311731,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.07250000000000001,0.07250000000000001,8.865311733446074,kJ/mol,3.5762264644288826,0.0918824813907122,8.865311733446074,3.5906525126887505,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.4275751744459942,0.24686064206519595,0.17248188223519764,0.0995824611388247,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.07500000000000001,0.07500000000000001,9.257949922795973,kJ/mol,3.7346149256491543,0.09595188946241251,9.257949922795973,3.7490409739090222,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.4255559863285374,0.2456948632620378,0.17166735092491464,0.09911219126756943,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.07750000000000001,0.07750000000000001,9.650648159238461,kJ/mol,3.89302760959369,0.1000219198783725,9.650648159238461,3.907453657853558,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.4152837955877155,0.2397642111726571,0.16752359586254081,0.09671979316685202,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.08,0.08,10.042844400651726,kJ/mol,4.0512377910247785,0.1040867474824836,10.042844400651726,4.065663839284646,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3965620065833376,0.22895518125126813,0.15997131126026165,0.09235947961872948,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.0825,0.0825,10.434208066697337,kJ/mol,4.209112115336234,0.1081429460509753,10.434208066697337,4.223538163596102,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3700987801543565,0.21367663034886986,0.149296165982239,0.08619618161882474,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.085,0.085,10.824637817465323,kJ/mol,4.36660970246892,0.11218946526969377,10.824637817465323,4.381035750728787,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.33766305818604997,0.19494985753910823,0.13621174314595086,0.0786418865721029,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.0875,0.0875,11.214239908113905,kJ/mol,4.52377341527078,0.11622740639575115,11.214239908113905,4.538199463530647,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.30220754234801034,0.174479605925759,0.12190914918621365,0.0703842800993387,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.09,0.09,11.603287250606737,kJ/mol,4.680713345187691,0.12025959796233111,11.603287250606737,4.695139393447558,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2680463026833326,0.154756605009506,0.10812866035290879,0.06242811116186551,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.0925,0.0925,11.992160484032812,kJ/mol,4.837583040298319,0.12428998501559364,11.992160484032812,4.852009088558186,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.24140054026139315,0.13937266690243644,0.09737988088487061,0.05622230044253374,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.02,0.095,0.095,12.381273490121835,kJ/mol,4.994549458611521,0.1283228571373911,12.381273490121835,5.008975506871389,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.23177291083294277,0.13381415246026265,0.09349613892666718,0.05398002097750195,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0,0.0,0.39366924310971163,kJ/mol,0.1588043836213063,0.0040800941908969435,0.39366924310971163,0.17323043188117412,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.21328600845196788,0.12314073439412446,0.08603860652081487,0.04967441263549276,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0025,0.0025,0.6082822323269553,kJ/mol,0.24537828815230434,0.006304401082843469,0.6082822323269553,0.25980433641217215,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2310014692963223,0.13336876048143076,0.09318494291664815,0.053800351877346726,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.005,0.005,0.8263154335649912,kJ/mol,0.33333189066916896,0.008564155974454478,0.8263154335649912,0.3477579389290368,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2448156503695686,0.14134438164270374,0.09875752078237345,0.05701768120820337,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0075,0.0075,1.0485720417039013,kJ/mol,0.4229891963363668,0.010867683394053529,1.0485720417039013,0.4374152445962346,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.25623941648730825,0.14793989608594005,0.10336581611840513,0.05967828176096657,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.01,0.01,1.275583937185175,kJ/mol,0.5145647633068379,0.013220495893961015,1.275583937185175,0.5289908115667057,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2662303739253596,0.15370817805226109,0.10739612294451976,0.062005180491940634,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0125,0.0125,1.5076857976616949,kJ/mol,0.6081935990247962,0.01562606216361928,1.5076857976616949,0.622619647284664,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.27526099066366627,0.1589220070570708,0.11103903269667267,0.06410841541797963,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.015,0.015,1.7450876409714264,kJ/mol,0.7039604237316406,0.018086558884533588,1.7450876409714264,0.7183864719915084,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2834371439669999,0.16364251136768612,0.11433725578230848,0.0660126454043189,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0175,0.0175,1.987941240479782,kJ/mol,0.8019264621132369,0.02060355907678968,1.987941240479782,0.8163525103731047,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.29062760462790715,0.16779392576585833,0.11723785493551787,0.06768730710623555,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.02,0.02,2.236396549282834,kJ/mol,0.9021522045670715,0.023178616894711013,2.236396549282834,0.9165782528269393,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2965845304665312,0.17123315850233056,0.11964085174727768,0.06907467796236688,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0225,0.0225,2.4906451664446045,kJ/mol,1.0047149412848397,0.025813718122662976,2.4906451664446045,1.0191409895447074,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.30104657529475726,0.17380932128504306,0.12144082035300285,0.07011389032141518,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.025,0.025,2.7509489131031812,kJ/mol,1.1097202897237872,0.02851157634552237,2.7509489131031812,1.124146337983655,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3038219936957372,0.17541170984596266,0.12256041152293332,0.07076028658475686,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0275,0.0275,3.0176526954002507,kJ/mol,1.2173073834540271,0.03127576626354767,3.0176526954002507,1.2317334317138948,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.30485073933137496,0.1760056564156258,0.12297540283716477,0.07099988193173976,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.03,0.03,3.2911819487985903,kJ/mol,1.3276478412078319,0.03411069720459637,3.2911819487985903,1.3420738894676996,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.30424435697487456,0.17565556139886843,0.12273079095028674,0.07085865519300374,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0325,0.0325,3.5720260185825885,kJ/mol,1.4409390626490701,0.0370214408751508,3.5720260185825885,1.4553651109089378,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3023023747017571,0.17453435741072257,0.12194740412674471,0.07040636659955214,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.034999999999999996,0.034999999999999996,3.8607097454478168,kJ/mol,1.5573927661291709,0.04001343686570635,3.8607097454478168,1.5718188143890386,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2995047357353227,0.1729191398003563,0.12081884928169234,0.0697547951559659,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0375,0.0375,4.157756292660284,kJ/mol,1.6772199933321013,0.043092107381426104,4.157756292660284,1.691646041591969,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2964815505837901,0.17117370303930887,0.11959931013057702,0.06905069389878218,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.04,0.04,4.463644747980335,kJ/mol,1.8006140060831468,0.04626241781704721,4.463644747980335,1.8150400543430145,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2939635652429581,0.16971994352496397,0.11858356628719313,0.06846425391737679,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0425,0.0425,4.778766326070418,kJ/mol,1.9277326185992447,0.04952842282682469,4.778766326070418,1.9421586668591124,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.29271832040558604,0.16900100108290023,0.1180812401788733,0.06817423580351735,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.045,0.045,5.103382985599349,kJ/mol,2.0586815038169113,0.05289283742104089,5.103382985599349,2.073107552076779,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2934773290346148,0.16943921491918726,0.11838742081047164,0.0683510092735913,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0475,0.0475,5.437592017075729,kJ/mol,2.193499908285175,0.056356669944761954,5.437592017075729,2.207925956545043,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.29685854733541167,0.1713913622153412,0.1197513889069009,0.06913849662123081,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.05,0.05,5.781299662977492,kJ/mol,2.33215001064572,0.05991894866974689,5.781299662977492,2.3465760589055877,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.30328725363598724,0.17510297752851955,0.12234469981298256,0.07063574537094944,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.052500000000000005,0.052500000000000005,6.134206119651756,kJ/mol,2.4745108714674453,0.06357656635009334,6.134206119651756,2.4889369197273132,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.31291928488566434,0.1806640333633635,0.12623021744586485,0.07287905002223508,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.055,0.055,6.495803413255915,kJ/mol,2.620377576410757,0.06732425820791832,6.495803413255915,2.634803624670625,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.32557434548134506,0.1879704360048908,0.13133521137861984,0.07582641964352257,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0575,0.0575,6.865386666264514,kJ/mol,2.7694657810852354,0.07115471870247347,6.865386666264514,2.7838918293451034,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3406914923865946,0.19669832484001573,0.13743339973958293,0.07934721033529366,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.06,0.06,7.242078290263238,kJ/mol,2.9214214703127905,0.07505885227078578,7.242078290263238,2.9358475185726585,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3573199451632922,0.20629876652684906,0.14414124202088494,0.08321998488208492,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0625,0.0625,7.624863658653856,kJ/mol,3.0758353483347163,0.07902614304919098,7.624863658653856,3.090261396594584,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.37415444151024235,0.21601816752443254,0.15093220134205176,0.08714074707421639,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.065,0.065,8.012635932863995,kJ/mol,3.2322609215009988,0.08304511946425917,8.012635932863995,3.2466869697608667,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3896177796870101,0.2249459299833596,0.15717004168866247,0.09074216587749398,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0675,0.0675,8.40424700573467,kJ/mol,3.390235048601333,0.08710388222380061,8.40424700573467,3.4046610968612008,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.4019873278264949,0.23208749193144518,0.16215986119411363,0.09362303951217386,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.07,0.07,8.798560975767217,kJ/mol,3.5492995121333184,0.09119065853838038,8.798560975767217,3.5637255603931863,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.40955850514319,0.23645871319332148,0.16521403971608215,0.09538637030398556,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.07250000000000001,0.07250000000000001,9.194506291595728,kJ/mol,3.709022053145664,0.0952943425606918,9.194506291595728,3.723448101405532,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.41083570792402385,0.23719610656264564,0.16572925751356002,0.09568383143805069,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.07500000000000001,0.07500000000000001,9.59112263796574,kJ/mol,3.86901528482892,0.09940498132448282,9.59112263796574,3.883441333088788,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.40473840301559927,0.2336758259324355,0.16326963242300205,0.09426376622991149,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.07750000000000001,0.07750000000000001,9.98759887112574,kJ/mol,4.02895199548001,0.10351416791718293,9.98759887112574,4.043378043739877,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3908060511163361,0.2256319788129513,0.15764938498309466,0.09101891485756866,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.08,0.08,10.383298752145228,kJ/mol,4.188575529205786,0.10761530818695066,10.383298752145228,4.2030015774656535,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3693797700980126,0.21326150969928967,0.14900612059308627,0.0860287238353202,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0825,0.0825,10.777771916046191,kJ/mol,4.347704210820826,0.11170373442971027,10.777771916046191,4.362130259080693,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3417330275278768,0.1972996554342055,0.13785355028226873,0.07958978436421346,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.085,0.085,11.17074837171746,kJ/mol,4.506229127137871,0.11577664838478086,11.17074837171746,4.520655175397739,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.3101293361273492,0.179053255696725,0.1251047647958191,0.07222926963177098,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0875,0.0875,11.562115804545265,kJ/mol,4.664104970952145,0.11983288599321895,11.562115804545265,4.678531019212013,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2778456319921271,0.16041425042381627,0.11208166526254454,0.06471037961055162,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.09,0.09,11.95188002495888,kJ/mol,4.821334086164414,0.12387250747588041,11.95188002495888,4.835760134424281,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.24943331387275974,0.14401039090929826,0.10062026525436253,0.05809313723053776,3
NaClIWater,NaCl/NaI/water,"BC S-loss, fixed kappa_D",0.005,298.15,I,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0225,0.0925,0.0925,12.340109952921958,kJ/mol,4.977944274774802,0.1278962271378532,12.340109952921958,4.992370323034669,0.014426048259867806,0.0,0.0,NaClIWater/data/S0_NaClIWater_matrix_BC_s_loss_split0.csv,0,0.2319853510954726,0.13393680490302096,0.09358183636312613,0.054029498415510385,3
