system,system_label,method,kcut,temperature_K,coanion,salt,quantity,x_Cl,x_F,x_coanion,mu_ex,mu_ex_units,mu_ex_kBT,mu_ex_eV,mu_ex_kJ_mol,mu_ex_raw_kBT,mu_ex_reference_kBT,reference_x_Cl,reference_x_coanion,source_s0_csv,source_split,mu_ex_std_split1_to3,mu_ex_se_split1_to3,mu_ex_kBT_std_split1_to3,mu_ex_kBT_se_split1_to3,mu_ex_uncertainty_n_splits
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.025,0.025,-0.5096354840239474,kJ/mol,-0.20558463819184888,-0.0052819995827348976,-0.5096354840239474,-0.1611325066245104,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.31730250225617085,0.1831946850921421,0.12799838741338107,0.07389990342895357,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0275,0.0275,-0.44212587519289187,kJ/mol,-0.178351568790124,-0.004582311792432847,-0.44212587519289187,-0.13389943722278552,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.3127364433817629,0.18055846977186696,0.126156460014123,0.07283646614916418,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.03,0.03,-0.3692183153043902,kJ/mol,-0.1489409904630783,-0.003826678181781063,-0.3692183153043902,-0.10448885889573979,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.30014991474240726,0.17329163407377207,0.12107911156110267,0.06990505765304336,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0325,0.0325,-0.29251264951841477,kJ/mol,-0.11799827347766986,-0.0030316799774254832,-0.29251264951841477,-0.07354614191033138,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2807249437599216,0.1620766218480333,0.11324316654449972,0.06538097268835254,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.034999999999999996,0.034999999999999996,-0.21347924116373987,kJ/mol,-0.08611655571858816,-0.0022125564213979487,-0.21347924116373987,-0.04166442415124967,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2571786645904558,0.14848217123112814,0.10374470453475584,0.05989703309013948,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.0375,0.0375,-0.1336888048001131,kJ/mol,-0.05392945630104612,-0.0013855868229484258,-0.1336888048001131,-0.009477324733707633,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.23500123715616078,0.13567802753200453,0.09479843109416615,0.05473189971097102,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0,0.04,0.04,-0.055017412115245176,kJ/mol,-0.02219377401796661,-0.0005702152949424999,-0.055017412115245176,0.022258357549371877,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.22433333843232223,0.12951891333210866,0.09049504922975776,0.052247341033129086,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0,0.0,-0.019058523816994265,kJ/mol,-0.007688121895380796,-0.0001975276800862958,-0.019058523816994265,0.03676400967195769,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.15570991773022907,0.08989916291704224,0.06281267318102893,0.03626491376958704,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0025,0.0025,-0.21675082907319845,kJ/mol,-0.0874362994133723,-0.002246464040695173,-0.21675082907319845,-0.04298416784603381,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.18379100731817485,0.10611178754978073,0.07414045710491964,0.04280501286736726,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.005,0.005,-0.35276953303530306,kJ/mol,-0.14230562644802497,-0.0036561985668299712,-0.35276953303530306,-0.09785349488068648,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.20707523778918357,0.1195549442800909,0.08353320986059905,0.04822792119929036,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0075,0.0075,-0.43856862721491396,kJ/mol,-0.17691659112189534,-0.004545443515155512,-0.43856862721491396,-0.13246445955455685,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.22714034272880007,0.1311395380182966,0.09162738200638845,0.05290109366652905,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.01,0.01,-0.484325002291858,kJ/mol,-0.19537450488584757,-0.005019674924938045,-0.484325002291858,-0.15092237331850908,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24480396768927293,0.1413376366440902,0.09875280804223469,0.05701496030641564,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0125,0.0125,-0.4988099463731687,kJ/mol,-0.20121766550071069,-0.005169800791350099,-0.4988099463731687,-0.1567655339333722,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.26024024057666784,0.15024977295091216,0.1049797303741118,0.06061007559094778,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.015,0.015,-0.4893353095277976,kJ/mol,-0.19739564005523902,-0.005071603100191169,-0.4893353095277976,-0.15294350848790053,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.27316019987155904,0.1577091149277366,0.11019158323828326,0.0636191402450539,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0175,0.0175,-0.46177186985671376,kJ/mol,-0.18627667375532506,-0.004785928178790755,-0.46177186985671376,-0.14182454218798657,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.28300430075709937,0.16339260922393314,0.11416264879851176,0.06591183601522148,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.02,0.02,-0.42063451766923426,kJ/mol,-0.16968205283360713,-0.004359569567782273,-0.42063451766923426,-0.12522992126626864,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2891331309777991,0.16693109100167164,0.11663499105677295,0.06733924348355746,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0225,0.0225,-0.36922626376448026,kJ/mol,-0.14894419683575644,-0.0038267605617647864,-0.36922626376448026,-0.10449206526841794,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2910151723981125,0.1680176881223156,0.11739419801269801,0.06777757182393143,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.025,0.025,-0.309830862006815,kJ/mol,-0.12498436169202587,-0.0032111706016166863,-0.309830862006815,-0.08053223012468738,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2884127664485142,0.16651518834677437,0.11634439927939132,0.06717147024266189,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0275,0.0275,-0.24394211297203716,kJ/mol,-0.09840513976604273,-0.0025282818393179696,-0.24394211297203716,-0.053953008198704244,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2815684897554575,0.16256364335562978,0.11358344916556283,0.06557743495122388,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.03,0.03,-0.17251675278101558,kJ/mol,-0.06959247406103136,-0.0017880101460150397,-0.17251675278101558,-0.02514034249369288,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2714011563594259,0.15669353068249028,0.10948199307954816,0.06320945817589388,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0325,0.0325,-0.09623725341752414,kJ/mol,-0.03882167067371881,-0.0009974288453804547,-0.09623725341752414,0.005630460893619677,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2597373611123458,0.14995943535681588,0.10477687108356465,0.06049295472494277,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.034999999999999996,0.034999999999999996,-0.015770891781868662,kJ/mol,-0.006361906073215892,-0.00016345377514426213,-0.015770891781868662,0.038090225494122595,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2496197825488607,0.1441180486496406,0.10069548587088595,0.05813656587373616,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.0375,0.0375,0.06798792399294597,kJ/mol,0.02742601956430478,0.0007046451776204776,0.06798792399294597,0.07187815113164327,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.24568206585840327,0.1418446068584125,0.09910702885310171,0.057219469786922286,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0025,0.04,0.04,0.1537039181248213,kJ/mol,0.062003462056570854,0.0015930288546428528,0.1537039181248213,0.10645559362390934,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2543209392071737,0.14683226271182018,0.1025919111022128,0.05923146749154072,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0,0.0,-0.025369271832968738,kJ/mol,-0.010233848965521535,-0.0002629339742554749,-0.025369271832968738,0.03421828260181695,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.25631434892572946,0.14798315834943357,0.1033960435235301,0.05969573356145237,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0025,0.0025,-0.17413297243712136,kJ/mol,-0.07024444972531507,-0.0018047610823543894,-0.17413297243712136,-0.02579231815797658,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2646385399660351,0.1527891322873399,0.10675398435949561,0.06163444160701989,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.005,0.005,-0.270293488360971,kJ/mol,-0.1090351648428229,-0.0028013945996576695,-0.270293488360971,-0.06458303327548441,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2699894443009758,0.15587847834552587,0.10891251485076396,0.06288066976720769,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0075,0.0075,-0.324524709623334,kJ/mol,-0.13091179304361966,-0.003363461600599749,-0.324524709623334,-0.08645966147628116,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2739765278574012,0.15818042211010958,0.1105208862379295,0.0638092634205446,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.01,0.01,-0.3461196086702346,kJ/mol,-0.13962307718006325,-0.0035872769575178154,-0.3461196086702346,-0.09517094561272477,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.27746897805695153,0.16019678917295135,0.11192972477681716,0.06462265673021611,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0125,0.0125,-0.34288663314119533,kJ/mol,-0.1383189095440644,-0.0035537695273433196,-0.34288663314119533,-0.09386677797672592,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.28066801311315825,0.16204375292379933,0.1132202009803195,0.065367713513691,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.015,0.015,-0.32112156293336747,kJ/mol,-0.12953897913465393,-0.0033281904706257137,-0.32112156293336747,-0.08508684756731544,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2832812912291395,0.16355252974752846,0.11427438549613597,0.06597634722767318,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0175,0.0175,-0.2856516807189035,kJ/mol,-0.11523058984395568,-0.002960571046685345,-0.2856516807189035,-0.07077845827661719,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.28474379778690895,0.16439690830234827,0.11486435399510753,0.0663169656993678,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.02,0.02,-0.2399462116796648,kJ/mol,-0.0967932113442688,-0.0024868672408047137,-0.2399462116796648,-0.052341079776930304,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.28444723527451854,0.1642256878559881,0.11474472202535209,0.06624789614942582,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0225,0.0225,-0.1862844121081373,kJ/mol,-0.07514628526579031,-0.0019307018798144782,-0.1862844121081373,-0.030694153698451822,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.28195750965739125,0.16278824410073134,0.11374037802608289,0.06566803787108876,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.025,0.025,-0.12597052942556106,kJ/mol,-0.05081593909103219,-0.0013055925356866283,-0.12597052942556106,-0.006363807523693707,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2772127939814176,0.16004888122797975,0.11182638128498788,0.06456299133738949,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0275,0.0275,-0.05958320838274127,kJ/mol,-0.024035595482789832,-0.0006175364386535875,-0.05958320838274127,0.020416536084548655,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2707003085736242,0.1562888960246967,0.10919927426779283,0.06304623039382197,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.03,0.03,0.012754168760089045,kJ/mol,0.005144973715875481,0.00013218764426881085,0.012754168760089045,0.04959710528321397,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.26361094364252463,0.15219584927334287,0.10633945667255333,0.061395113935377214,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0325,0.0325,0.09109619897004578,kJ/mol,0.036747792673379714,0.0009441455707701609,0.09109619897004578,0.0811999242407182,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2579703479023964,0.14893924980439,0.1040640659849491,0.060081416509377344,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.034999999999999996,0.034999999999999996,0.17540508977905986,kJ/mol,0.07075761607985351,0.0018179456495204251,0.17540508977905986,0.115209747647192,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2567423765441866,0.1482302802101704,0.10356870791962325,0.05979542139701621,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.0375,0.0375,0.265300346431089,kJ/mol,0.10702095407988649,0.0027496443302652547,0.265300346431089,0.15147308564722498,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2638898201171929,0.15235685868106327,0.10645195417506673,0.06146006439873648,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.005,0.04,0.04,0.3598403719078679,kJ/mol,0.14515797071544415,0.0037294826475999794,0.3598403719078679,0.18961010228278263,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.28435783554802074,0.16417407289982913,0.1147086585819643,0.06622707491067797,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0075,0.0,0.0,-0.014571050110064421,kJ/mol,-0.005877895395549289,-0.00015101829251307206,-0.014571050110064421,0.0385742361717892,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.3147349732842068,0.18171232154902647,0.1269626578943519,0.07330192471233445,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0075,0.0025,0.0025,-0.12222357779131932,kJ/mol,-0.04930443582998425,-0.0012667581185610288,-0.12222357779131932,-0.004852304262645759,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.3107890648492196,0.179434150251889,0.12537089636405216,0.07238292076433019,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0075,0.005,0.005,-0.18501585381260113,kJ/mol,-0.07463455461439632,-0.0019175541995650747,-0.18501585381260113,-0.03018242304705783,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.3052266545884152,0.17622269119047043,0.12312704534348944,0.07108743277358688,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0075,0.0075,0.0075,-0.21285115783678374,kJ/mol,-0.08586318975884949,-0.0022060467964308828,-0.21285115783678374,-0.041411058191511,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2996121777888006,0.17298117149885406,0.12086219091778966,0.06977981846123381,3
NaClFWater,NaCl/NaF/water,"BC S-loss, fixed kappa_D",0.01,298.15,F,NaCl,neutral ion-pair NaCl: mu_Na + mu_Cl,0.0075,0.01,0.01,-0.21417880030413075,kJ/mol,-0.08639875469664107,-0.0022198068409693406,-0.21417880030413075,-0.041946623129302585,0.04445213156733849,0.0,0.0,NaClFWater/data/S0_NaClFWater_matrix_BC_s_loss_split0.csv,0,0.2948507366363054,0.17023215216773038,0.11894144719547553,0.06867087655611145,3
