system,x_NaCl,pair,r_A,g_r,g_r_block_sd
cl4256,0.014925373,Cl-Cl,4.15000,1.51216510,0.01902580
cl4256,0.014925373,Cl-Cl,4.17000,1.48174490,0.01289444
cl4256,0.014925373,Cl-Cl,4.19000,1.43569735,0.00714740
cl4256,0.014925373,Cl-Cl,4.21000,1.41032180,0.01681841
cl4256,0.014925373,Cl-Cl,4.23000,1.37712780,0.01407666
cl4256,0.014925373,Cl-Cl,4.25000,1.34743354,0.01053528
cl4256,0.014925373,Cl-Cl,4.27000,1.31628722,0.01279783
cl4256,0.014925373,Cl-Cl,4.29000,1.28277750,0.01408687
cl4256,0.014925373,Cl-Cl,4.31000,1.24983164,0.00948165
cl4256,0.014925373,Cl-Cl,4.33000,1.21896285,0.01082632
cl4256,0.014925373,Cl-Cl,4.35000,1.19132991,0.00771003
cl4256,0.014925373,Cl-Cl,4.37000,1.16086107,0.00687484
cl4256,0.014925373,Cl-Cl,4.39000,1.13255916,0.01580634
cl4256,0.014925373,Cl-Cl,4.41000,1.10509321,0.00967682
cl4256,0.014925373,Cl-Cl,4.43000,1.07887624,0.00741569
cl4256,0.014925373,Cl-Cl,4.45000,1.05479793,0.00438849
cl4256,0.014925373,Cl-Cl,4.47000,1.03010031,0.00717282
cl4256,0.014925373,Cl-Cl,4.49000,0.99648290,0.00644151
cl4256,0.014925373,Cl-Cl,4.51000,0.97367372,0.00476650
cl4256,0.014925373,Cl-Cl,4.53000,0.95811546,0.00776184
cl4256,0.014925373,Cl-Cl,4.55000,0.93535822,0.01447700
cl4256,0.014925373,Cl-Cl,4.57000,0.91807522,0.00547053
cl4256,0.014925373,Cl-Cl,4.59000,0.89597339,0.00804146
cl4256,0.014925373,Cl-Cl,4.61000,0.87923003,0.00712963
cl4256,0.014925373,Cl-Cl,4.63000,0.86530606,0.00506060
cl4256,0.014925373,Cl-Cl,4.65000,0.85241662,0.00466223
cl4256,0.014925373,Cl-Cl,4.67000,0.82900039,0.00617742
cl4256,0.014925373,Cl-Cl,4.69000,0.81133523,0.00489251
cl4256,0.014925373,Cl-Cl,4.71000,0.80903283,0.00928688
cl4256,0.014925373,Cl-Cl,4.73000,0.78662197,0.00786346
cl4256,0.014925373,Cl-Cl,4.75000,0.78228091,0.00315638
cl4256,0.014925373,Cl-Cl,4.77000,0.76035609,0.00430370
cl4256,0.014925373,Cl-Cl,4.79000,0.75501918,0.00487795
cl4256,0.014925373,Cl-Cl,4.81000,0.74521011,0.00688622
cl4256,0.014925373,Cl-Cl,4.83000,0.73470252,0.00831783
cl4256,0.014925373,Cl-Cl,4.85000,0.72740043,0.00406087
cl4256,0.014925373,Cl-Cl,4.87000,0.71943836,0.00329862
cl4256,0.014925373,Cl-Cl,4.89000,0.71410399,0.00656907
cl4256,0.014925373,Cl-Cl,4.91000,0.70038981,0.00426450
cl4256,0.014925373,Cl-Cl,4.93000,0.69718702,0.00980660
cl4256,0.014925373,Cl-Cl,4.95000,0.68653949,0.00619045
cl4256,0.014925373,Cl-Cl,4.97000,0.67822759,0.00689170
cl4256,0.014925373,Cl-Cl,4.99000,0.67953789,0.00673598
cl4256,0.014925373,Cl-Cl,5.01000,0.67439858,0.00722950
cl4256,0.014925373,Cl-Cl,5.03000,0.66934419,0.00453966
cl4256,0.014925373,Cl-Cl,5.05000,0.66729218,0.00385406
cl4256,0.014925373,Cl-Cl,5.07000,0.66306438,0.00582253
cl4256,0.014925373,Cl-Cl,5.09000,0.66704148,0.00816636
cl4256,0.014925373,Cl-Cl,5.11000,0.65960489,0.00516960
cl4256,0.014925373,Cl-Cl,5.13000,0.65546244,0.00405029
cl4256,0.014925373,Cl-Cl,5.15000,0.65289203,0.01088638
cl4256,0.014925373,Cl-Cl,5.17000,0.64970712,0.00211366
cl4256,0.014925373,Cl-Cl,5.19000,0.65001512,0.00228786
cl4256,0.014925373,Cl-Cl,5.21000,0.65139855,0.00488510
cl4256,0.014925373,Cl-Cl,5.23000,0.64861937,0.01018390
cl4256,0.014925373,Cl-Cl,5.25000,0.64944186,0.01313443
cl4256,0.014925373,Cl-Cl,5.27000,0.65258561,0.00639076
cl4256,0.014925373,Cl-Cl,5.29000,0.64966959,0.00907148
cl4256,0.014925373,Cl-Cl,5.31000,0.64831621,0.00592380
cl4256,0.014925373,Cl-Cl,5.33000,0.65112201,0.00631393
cl4256,0.014925373,Cl-Cl,5.35000,0.65255095,0.00167886
cl4256,0.014925373,Cl-Cl,5.37000,0.65380987,0.00651780
cl4256,0.014925373,Cl-Cl,5.39000,0.65890272,0.00748485
cl4256,0.014925373,Cl-Cl,5.41000,0.66233569,0.00633808
cl4256,0.014925373,Cl-Cl,5.43000,0.66674428,0.00393221
cl4256,0.014925373,Cl-Cl,5.45000,0.66431310,0.00740754
cl4256,0.014925373,Cl-Cl,5.47000,0.67208233,0.00511813
cl4256,0.014925373,Cl-Cl,5.49000,0.67080026,0.00449107
cl4256,0.014925373,Cl-Cl,5.51000,0.68210992,0.00400865
cl4256,0.014925373,Cl-Cl,5.53000,0.68370712,0.00485387
cl4256,0.014925373,Cl-Cl,5.55000,0.68980138,0.00478471
cl4256,0.014925373,Cl-Cl,5.57000,0.69440364,0.00887973
cl4256,0.014925373,Cl-Cl,5.59000,0.69599742,0.00325545
cl4256,0.014925373,Cl-Cl,5.61000,0.71111404,0.00411601
cl4256,0.014925373,Cl-Cl,5.63000,0.71131282,0.00420016
cl4256,0.014925373,Cl-Cl,5.65000,0.72202902,0.00408991
cl4256,0.014925373,Cl-Cl,5.67000,0.72877600,0.00807104
cl4256,0.014925373,Cl-Cl,5.69000,0.73231563,0.01275186
cl4256,0.014925373,Cl-Cl,5.71000,0.73831192,0.00531976
cl4256,0.014925373,Cl-Cl,5.73000,0.74869354,0.00402532
cl4256,0.014925373,Cl-Cl,5.75000,0.75611055,0.00872952
cl4256,0.014925373,Cl-Cl,5.77000,0.76497303,0.00688486
cl4256,0.014925373,Cl-Cl,5.79000,0.77395757,0.00530228
cl4256,0.014925373,Cl-Cl,5.81000,0.77738498,0.00329726
cl4256,0.014925373,Cl-Cl,5.83000,0.78427738,0.00654738
cl4256,0.014925373,Cl-Cl,5.85000,0.79468290,0.00284427
cl4256,0.014925373,Cl-Cl,5.87000,0.80326045,0.00358835
cl4256,0.014925373,Cl-Cl,5.89000,0.81143176,0.00503542
cl4256,0.014925373,Cl-Cl,5.91000,0.82692924,0.00563147
cl4256,0.014925373,Cl-Cl,5.93000,0.83449105,0.00430679
cl4256,0.014925373,Cl-Cl,5.95000,0.84150681,0.00983968
cl4256,0.014925373,Cl-Cl,5.97000,0.85356553,0.00663673
cl4256,0.014925373,Cl-Cl,5.99000,0.86037605,0.00805827
cl4256,0.014925373,Cl-Cl,6.01000,0.86805981,0.00728324
cl4256,0.014925373,Cl-Cl,6.03000,0.88552247,0.00577461
cl4256,0.014925373,Cl-Cl,6.05000,0.89215479,0.00356821
cl4256,0.014925373,Cl-Cl,6.07000,0.90152794,0.00753444
cl4256,0.014925373,Cl-Cl,6.09000,0.91481558,0.00355483
cl4256,0.014925373,Cl-Cl,6.11000,0.92247498,0.00481798
cl4256,0.014925373,Cl-Cl,6.13000,0.93325834,0.00585570
cl4256,0.014925373,Cl-Cl,6.15000,0.94028626,0.00388647
cl4256,0.014925373,Cl-Cl,6.17000,0.95201383,0.00647114
cl4256,0.014925373,Cl-Cl,6.19000,0.96284906,0.00451438
cl4256,0.014925373,Cl-Cl,6.21000,0.97499940,0.00249935
cl4256,0.014925373,Cl-Cl,6.23000,0.98860075,0.00649109
cl4256,0.014925373,Cl-Cl,6.25000,0.99914573,0.00734671
cl4256,0.014925373,Cl-Cl,6.27000,1.00728315,0.00540530
cl4256,0.014925373,Cl-Cl,6.29000,1.02191024,0.00478603
cl4256,0.014925373,Cl-Cl,6.31000,1.02987892,0.00770446
cl4256,0.014925373,Cl-Cl,6.33000,1.03945123,0.00413280
cl4256,0.014925373,Cl-Cl,6.35000,1.04436468,0.00485960
cl4256,0.014925373,Cl-Cl,6.37000,1.05603894,0.00181224
cl4256,0.014925373,Cl-Cl,6.39000,1.06659295,0.01118377
cl4256,0.014925373,Cl-Cl,6.41000,1.07454862,0.00663359
cl4256,0.014925373,Cl-Cl,6.43000,1.08257476,0.00274507
cl4256,0.014925373,Cl-Cl,6.45000,1.09308560,0.00373327
cl4256,0.014925373,Cl-Cl,6.47000,1.10782048,0.00520523
cl4256,0.014925373,Cl-Cl,6.49000,1.11186090,0.00724387
cl4256,0.014925373,Cl-Cl,6.51000,1.12156733,0.00787307
cl4256,0.014925373,Cl-Cl,6.53000,1.12198539,0.00557360
cl4256,0.014925373,Cl-Cl,6.55000,1.13687351,0.00474729
cl4256,0.014925373,Cl-Cl,6.57000,1.14077570,0.00383304
cl4256,0.014925373,Cl-Cl,6.59000,1.14767628,0.00524325
cl4256,0.014925373,Cl-Cl,6.61000,1.15437194,0.00475075
cl4256,0.014925373,Cl-Cl,6.63000,1.16516768,0.00583178
cl4256,0.014925373,Cl-Cl,6.65000,1.16807799,0.00501118
cl4256,0.014925373,Cl-Cl,6.67000,1.17186444,0.00630995
cl4256,0.014925373,Cl-Cl,6.69000,1.17894645,0.00701503
cl4256,0.014925373,Cl-Cl,6.71000,1.18007023,0.00574605
cl4256,0.014925373,Cl-Cl,6.73000,1.18298372,0.00567681
cl4256,0.014925373,Cl-Cl,6.75000,1.19444551,0.00210672
cl4256,0.014925373,Cl-Cl,6.77000,1.19461503,0.00923634
cl4256,0.014925373,Cl-Cl,6.79000,1.20295087,0.00864949
cl4256,0.014925373,Cl-Cl,6.81000,1.19832693,0.00481687
cl4256,0.014925373,Cl-Cl,6.83000,1.19956072,0.00219090
cl4256,0.014925373,Cl-Cl,6.85000,1.20811642,0.00588786
cl4256,0.014925373,Cl-Cl,6.87000,1.20474616,0.00336199
cl4256,0.014925373,Cl-Cl,6.89000,1.20603280,0.00819409
cl4256,0.014925373,Cl-Cl,6.91000,1.21115239,0.00633886
cl4256,0.014925373,Cl-Cl,6.93000,1.20890039,0.00779716
cl4256,0.014925373,Cl-Cl,6.95000,1.21515333,0.00583122
cl4256,0.014925373,Cl-Cl,6.97000,1.20289447,0.00609608
cl4256,0.014925373,Cl-Cl,6.99000,1.20804221,0.00766769
cl4256,0.014925373,Cl-Cl,7.01000,1.20861818,0.00654063
cl4256,0.014925373,Cl-Cl,7.03000,1.20930788,0.00406595
cl4256,0.014925373,Cl-Cl,7.05000,1.20113550,0.01334063
cl4256,0.014925373,Cl-Cl,7.07000,1.20217918,0.00530268
cl4256,0.014925373,Cl-Cl,7.09000,1.20331070,0.00599405
cl4256,0.014925373,Cl-Cl,7.11000,1.19781187,0.00511817
cl4256,0.014925373,Cl-Cl,7.13000,1.19246692,0.00449958
cl4256,0.014925373,Cl-Cl,7.15000,1.19001994,0.00977011
cl4256,0.014925373,Cl-Cl,7.17000,1.18781385,0.00421864
cl4256,0.014925373,Cl-Cl,7.19000,1.18444120,0.00488382
cl4256,0.014925373,Cl-Cl,7.21000,1.17949249,0.00819241
cl4256,0.014925373,Cl-Cl,7.23000,1.17227294,0.00439707
cl4256,0.014925373,Cl-Cl,7.25000,1.17627768,0.00675423
cl4256,0.014925373,Cl-Cl,7.27000,1.16668272,0.00175168
cl4256,0.014925373,Cl-Cl,7.29000,1.16065049,0.00353133
cl4256,0.014925373,Cl-Cl,7.31000,1.15500764,0.00732397
cl4256,0.014925373,Cl-Cl,7.33000,1.14856134,0.00428463
cl4256,0.014925373,Cl-Cl,7.35000,1.14238894,0.00342853
cl4256,0.014925373,Cl-Cl,7.37000,1.13791462,0.00533113
cl4256,0.014925373,Cl-Cl,7.39000,1.13232164,0.00664637
cl4256,0.014925373,Cl-Cl,7.41000,1.12859149,0.00340171
cl4256,0.014925373,Cl-Cl,7.43000,1.11772738,0.00800564
cl4256,0.014925373,Cl-Cl,7.45000,1.11523726,0.00681432
cl4256,0.014925373,Cl-Cl,7.47000,1.10920589,0.00534207
cl4256,0.014925373,Cl-Cl,7.49000,1.10391162,0.00458180
cl4256,0.014925373,Cl-Cl,7.51000,1.09516609,0.00311805
cl4256,0.014925373,Cl-Cl,7.53000,1.08817627,0.00384550
cl4256,0.014925373,Cl-Cl,7.55000,1.08020360,0.00625684
cl4256,0.014925373,Cl-Cl,7.57000,1.07415802,0.00562594
cl4256,0.014925373,Cl-Cl,7.59000,1.06790481,0.00521495
cl4256,0.014925373,Cl-Cl,7.61000,1.06366580,0.00246219
cl4256,0.014925373,Cl-Cl,7.63000,1.05797279,0.00579512
cl4256,0.014925373,Cl-Cl,7.65000,1.05296876,0.00457900
cl4256,0.014925373,Cl-Cl,7.67000,1.04265791,0.00526424
cl4256,0.014925373,Cl-Cl,7.69000,1.03732119,0.00388781
cl4256,0.014925373,Cl-Cl,7.71000,1.03548673,0.00326708
cl4256,0.014925373,Cl-Cl,7.73000,1.02387997,0.00428265
cl4256,0.014925373,Cl-Cl,7.75000,1.01949651,0.00804699
cl4256,0.014925373,Cl-Cl,7.77000,1.00836547,0.00667185
cl4256,0.014925373,Cl-Cl,7.79000,1.01031654,0.00495858
cl4256,0.014925373,Cl-Cl,7.81000,0.99886628,0.00638944
cl4256,0.014925373,Cl-Cl,7.83000,0.99284273,0.00189278
cl4256,0.014925373,Cl-Cl,7.85000,0.98850881,0.00479104
cl4256,0.014925373,Cl-Cl,7.87000,0.98280131,0.00962933
cl4256,0.014925373,Cl-Cl,7.89000,0.97704304,0.00557535
cl4256,0.014925373,Cl-Cl,7.91000,0.97451314,0.00396997
cl4256,0.014925373,Cl-Cl,7.93000,0.96894444,0.00315892
cl4256,0.014925373,Cl-Cl,7.95000,0.96120287,0.00216808
cl4256,0.014925373,Cl-Cl,7.97000,0.96239280,0.00478177
cl4256,0.014925373,Cl-Cl,7.99000,0.95448117,0.00457793
cl4224,0.058823529,Mg-Cl,0.01000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.03000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.05000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.07000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.09000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.11000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.13000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.15000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.17000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.19000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.21000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.23000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.25000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.27000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.29000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.31000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.33000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.35000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.37000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.39000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.41000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.43000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.45000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.47000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.49000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.51000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.53000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.55000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.57000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.59000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.61000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.63000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.65000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.67000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.69000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.71000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.73000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.75000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.77000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.79000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.81000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.83000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.85000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.87000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.89000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.91000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.93000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.95000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.97000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,0.99000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.01000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.03000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.05000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.07000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.09000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.11000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.13000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.15000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.17000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.19000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.21000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.23000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.25000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.27000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.29000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.31000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.33000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.35000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.37000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.39000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.41000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.43000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.45000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.47000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.49000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.51000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.53000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.55000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.57000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.59000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.61000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.63000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.65000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.67000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.69000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.71000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.73000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.75000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.77000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.79000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.81000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.83000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.85000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.87000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.89000,0.00000000,0.00000000
cl4224,0.058823529,Mg-Cl,1.91000,0.00026804,0.00059865
cl4224,0.058823529,Mg-Cl,1.93000,0.00061254,0.00049825
cl4224,0.058823529,Mg-Cl,1.95000,0.00265731,0.00055870
cl4224,0.058823529,Mg-Cl,1.97000,0.00503929,0.00122807
cl4224,0.058823529,Mg-Cl,1.99000,0.01761401,0.00443203
cl4224,0.058823529,Mg-Cl,2.01000,0.04033933,0.00468467
cl4224,0.058823529,Mg-Cl,2.03000,0.08146968,0.00563829
cl4224,0.058823529,Mg-Cl,2.05000,0.15620778,0.00898380
cl4224,0.058823529,Mg-Cl,2.07000,0.29005282,0.00844189
cl4224,0.058823529,Mg-Cl,2.09000,0.48436202,0.00617374
cl4224,0.058823529,Mg-Cl,2.11000,0.77510245,0.01403171
cl4224,0.058823529,Mg-Cl,2.13000,1.13952150,0.02590284
cl4224,0.058823529,Mg-Cl,2.15000,1.60447169,0.02830839
cl4224,0.058823529,Mg-Cl,2.17000,2.18181550,0.01386039
cl4224,0.058823529,Mg-Cl,2.19000,2.79369436,0.03994542
cl4224,0.058823529,Mg-Cl,2.21000,3.52578378,0.04454284
cl4224,0.058823529,Mg-Cl,2.23000,4.17982535,0.05064589
cl4224,0.058823529,Mg-Cl,2.25000,4.83681396,0.04849851
cl4224,0.058823529,Mg-Cl,2.27000,5.40241838,0.04144069
cl4224,0.058823529,Mg-Cl,2.29000,5.89546365,0.04651451
cl4224,0.058823529,Mg-Cl,2.31000,6.26312887,0.06612608
cl4224,0.058823529,Mg-Cl,2.33000,6.54494780,0.04810364
cl4224,0.058823529,Mg-Cl,2.35000,6.62111980,0.01620192
cl4224,0.058823529,Mg-Cl,2.37000,6.62532349,0.04242773
cl4224,0.058823529,Mg-Cl,2.39000,6.52842798,0.04970336
cl4224,0.058823529,Mg-Cl,2.41000,6.30081857,0.02789462
cl4224,0.058823529,Mg-Cl,2.43000,6.05941830,0.02787910
cl4224,0.058823529,Mg-Cl,2.45000,5.72560066,0.03555037
cl4224,0.058823529,Mg-Cl,2.47000,5.32583724,0.04726512
cl4224,0.058823529,Mg-Cl,2.49000,4.97939611,0.03212469
cl4224,0.058823529,Mg-Cl,2.51000,4.57053382,0.03725963
cl4224,0.058823529,Mg-Cl,2.53000,4.20784096,0.01488853
cl4224,0.058823529,Mg-Cl,2.55000,3.79436375,0.03909572
cl4224,0.058823529,Mg-Cl,2.57000,3.47615473,0.02351513
cl4224,0.058823529,Mg-Cl,2.59000,3.12501020,0.04875574
cl4224,0.058823529,Mg-Cl,2.61000,2.82781731,0.01382678
cl4224,0.058823529,Mg-Cl,2.63000,2.54143636,0.03149706
cl4224,0.058823529,Mg-Cl,2.65000,2.30386657,0.03529648
cl4224,0.058823529,Mg-Cl,2.67000,2.05668871,0.01898753
cl4224,0.058823529,Mg-Cl,2.69000,1.85716546,0.01722176
cl4224,0.058823529,Mg-Cl,2.71000,1.66989941,0.00998105
cl4224,0.058823529,Mg-Cl,2.73000,1.51366134,0.01480928
cl4224,0.058823529,Mg-Cl,2.75000,1.35246537,0.00993852
cl4224,0.058823529,Mg-Cl,2.77000,1.22969241,0.02422520
cl4224,0.058823529,Mg-Cl,2.79000,1.11606680,0.01866167
cl4224,0.058823529,Mg-Cl,2.81000,1.02143278,0.01871509
cl4224,0.058823529,Mg-Cl,2.83000,0.93387052,0.01704634
cl4224,0.058823529,Mg-Cl,2.85000,0.84307893,0.01579884
cl4224,0.058823529,Mg-Cl,2.87000,0.77426719,0.01238598
cl4224,0.058823529,Mg-Cl,2.89000,0.72253218,0.01123353
cl4224,0.058823529,Mg-Cl,2.91000,0.67033230,0.01449191
cl4224,0.058823529,Mg-Cl,2.93000,0.61622023,0.01160459
cl4224,0.058823529,Mg-Cl,2.95000,0.58497065,0.00693205
cl4224,0.058823529,Mg-Cl,2.97000,0.53990799,0.01028343
cl4224,0.058823529,Mg-Cl,2.99000,0.50459908,0.00414745
cl4224,0.058823529,Mg-Cl,3.01000,0.48852586,0.01327452
cl4224,0.058823529,Mg-Cl,3.03000,0.45863036,0.00687975
cl4224,0.058823529,Mg-Cl,3.05000,0.43721807,0.01070071
cl4224,0.058823529,Mg-Cl,3.07000,0.42071518,0.00511348
cl4224,0.058823529,Mg-Cl,3.09000,0.39876396,0.00510415
cl4224,0.058823529,Mg-Cl,3.11000,0.38802375,0.00928079
cl4224,0.058823529,Mg-Cl,3.13000,0.37196837,0.00970031
cl4224,0.058823529,Mg-Cl,3.15000,0.36206971,0.00206130
cl4224,0.058823529,Mg-Cl,3.17000,0.34272438,0.00356686
cl4224,0.058823529,Mg-Cl,3.19000,0.33786382,0.00728845
cl4224,0.058823529,Mg-Cl,3.21000,0.32911163,0.00476073
cl4224,0.058823529,Mg-Cl,3.23000,0.32236171,0.00691793
cl4224,0.058823529,Mg-Cl,3.25000,0.31957905,0.00306376
cl4224,0.058823529,Mg-Cl,3.27000,0.32162598,0.00451215
cl4224,0.058823529,Mg-Cl,3.29000,0.31062074,0.00770247
cl4224,0.058823529,Mg-Cl,3.31000,0.31684485,0.00968853
cl4224,0.058823529,Mg-Cl,3.33000,0.31058122,0.01088707
cl4224,0.058823529,Mg-Cl,3.35000,0.31031111,0.00529362
cl4224,0.058823529,Mg-Cl,3.37000,0.31189107,0.00332125
cl4224,0.058823529,Mg-Cl,3.39000,0.31117157,0.00705783
cl4224,0.058823529,Mg-Cl,3.41000,0.31055957,0.00441263
cl4224,0.058823529,Mg-Cl,3.43000,0.31016228,0.00763720
cl4224,0.058823529,Mg-Cl,3.45000,0.30841144,0.00251236
cl4224,0.058823529,Mg-Cl,3.47000,0.32045905,0.00672215
cl4224,0.058823529,Mg-Cl,3.49000,0.32054324,0.00736122
cl4224,0.058823529,Mg-Cl,3.51000,0.32661042,0.00882223
cl4224,0.058823529,Mg-Cl,3.53000,0.32809923,0.00965291
cl4224,0.058823529,Mg-Cl,3.55000,0.33442214,0.01153913
cl4224,0.058823529,Mg-Cl,3.57000,0.33846044,0.00390609
cl4224,0.058823529,Mg-Cl,3.59000,0.33657134,0.00529513
cl4224,0.058823529,Mg-Cl,3.61000,0.34418254,0.00585194
cl4224,0.058823529,Mg-Cl,3.63000,0.35009710,0.00795244
cl4224,0.058823529,Mg-Cl,3.65000,0.35270557,0.00757926
cl4224,0.058823529,Mg-Cl,3.67000,0.36387605,0.00470850
cl4224,0.058823529,Mg-Cl,3.69000,0.36575940,0.00424479
cl4224,0.058823529,Mg-Cl,3.71000,0.37622477,0.00670066
cl4224,0.058823529,Mg-Cl,3.73000,0.38487557,0.00678831
cl4224,0.058823529,Mg-Cl,3.75000,0.38991363,0.00603446
cl4224,0.058823529,Mg-Cl,3.77000,0.39892851,0.01091516
cl4224,0.058823529,Mg-Cl,3.79000,0.40326153,0.00530330
cl4224,0.058823529,Mg-Cl,3.81000,0.41599208,0.00527669
cl4224,0.058823529,Mg-Cl,3.83000,0.42328025,0.00645558
cl4224,0.058823529,Mg-Cl,3.85000,0.42146683,0.00652661
cl4224,0.058823529,Mg-Cl,3.87000,0.44149713,0.00293080
cl4224,0.058823529,Mg-Cl,3.89000,0.45045329,0.00601090
