system,x_NaCl,pair,r_A,g_r,g_r_block_sd
cl3552,0.752808989,Na-Na,7.07000,0.92130771,0.01246001
cl3552,0.752808989,Na-Na,7.09000,0.94299920,0.01475532
cl3552,0.752808989,Na-Na,7.11000,0.93833955,0.01257349
cl3552,0.752808989,Na-Na,7.13000,0.94380133,0.01425040
cl3552,0.752808989,Na-Na,7.15000,0.94873673,0.01038767
cl3552,0.752808989,Na-Na,7.17000,0.95440915,0.01218309
cl3552,0.752808989,Na-Na,7.19000,0.96722396,0.00901120
cl3552,0.752808989,Na-Na,7.21000,0.97214798,0.00878338
cl3552,0.752808989,Na-Na,7.23000,0.96798912,0.00978709
cl3552,0.752808989,Na-Na,7.25000,0.97734018,0.01356852
cl3552,0.752808989,Na-Na,7.27000,0.98613790,0.01251044
cl3552,0.752808989,Na-Na,7.29000,0.98331399,0.00988279
cl3552,0.752808989,Na-Na,7.31000,0.98613296,0.00751003
cl3552,0.752808989,Na-Na,7.33000,1.00612378,0.01457789
cl3552,0.752808989,Na-Na,7.35000,1.00519787,0.00926960
cl3552,0.752808989,Na-Na,7.37000,1.01663201,0.01536870
cl3552,0.752808989,Na-Na,7.39000,1.02349801,0.00884116
cl3552,0.752808989,Na-Na,7.41000,1.02089682,0.00803304
cl3552,0.752808989,Na-Na,7.43000,1.03287452,0.01351239
cl3552,0.752808989,Na-Na,7.45000,1.03279515,0.00819063
cl3552,0.752808989,Na-Na,7.47000,1.03350697,0.01228437
cl3552,0.752808989,Na-Na,7.49000,1.03926858,0.00914342
cl3552,0.752808989,Na-Na,7.51000,1.04150230,0.00939033
cl3552,0.752808989,Na-Na,7.53000,1.05816355,0.01047939
cl3552,0.752808989,Na-Na,7.55000,1.05331258,0.00785269
cl3552,0.752808989,Na-Na,7.57000,1.05706195,0.01198478
cl3552,0.752808989,Na-Na,7.59000,1.06765631,0.01117106
cl3552,0.752808989,Na-Na,7.61000,1.06752222,0.00852325
cl3552,0.752808989,Na-Na,7.63000,1.07542865,0.00887908
cl3552,0.752808989,Na-Na,7.65000,1.08172219,0.01083037
cl3552,0.752808989,Na-Na,7.67000,1.08650603,0.01276559
cl3552,0.752808989,Na-Na,7.69000,1.08522551,0.00853624
cl3552,0.752808989,Na-Na,7.71000,1.09072652,0.00682098
cl3552,0.752808989,Na-Na,7.73000,1.08896489,0.00752635
cl3552,0.752808989,Na-Na,7.75000,1.09204028,0.01429364
cl3552,0.752808989,Na-Na,7.77000,1.10178632,0.01414177
cl3552,0.752808989,Na-Na,7.79000,1.09611716,0.00956720
cl3552,0.752808989,Na-Na,7.81000,1.10458093,0.01252170
cl3552,0.752808989,Na-Na,7.83000,1.10781430,0.00909299
cl3552,0.752808989,Na-Na,7.85000,1.11143040,0.01493475
cl3552,0.752808989,Na-Na,7.87000,1.10078532,0.00743278
cl3552,0.752808989,Na-Na,7.89000,1.11440195,0.00727963
cl3552,0.752808989,Na-Na,7.91000,1.11823747,0.01359786
cl3552,0.752808989,Na-Na,7.93000,1.10950808,0.00726873
cl3552,0.752808989,Na-Na,7.95000,1.11434043,0.00717727
cl3552,0.752808989,Na-Na,7.97000,1.12266499,0.00337892
cl3552,0.752808989,Na-Na,7.99000,1.12080507,0.00834340
cl3552,0.752808989,Cl-Cl,0.01000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.03000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.05000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.07000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.09000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.11000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.13000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.15000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.17000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.19000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.21000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.23000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.25000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.27000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.29000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.31000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.33000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.35000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.37000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.39000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.41000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.43000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.45000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.47000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.49000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.51000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.53000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.55000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.57000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.59000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.61000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.63000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.65000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.67000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.69000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.71000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.73000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.75000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.77000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.79000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.81000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.83000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.85000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.87000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.89000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.91000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.93000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.95000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.97000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,0.99000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.01000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.03000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.05000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.07000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.09000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.11000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.13000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.15000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.17000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.19000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.21000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.23000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.25000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.27000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.29000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.31000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.33000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.35000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.37000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.39000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.41000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.43000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.45000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.47000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.49000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.51000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.53000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.55000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.57000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.59000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.61000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.63000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.65000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.67000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.69000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.71000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.73000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.75000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.77000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.79000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.81000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.83000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.85000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.87000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.89000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.91000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.93000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.95000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.97000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,1.99000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.01000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.03000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.05000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.07000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.09000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.11000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.13000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.15000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.17000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.19000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.21000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.23000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.25000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.27000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.29000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.31000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.33000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.35000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.37000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.39000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.41000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.43000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.45000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.47000,0.00006878,0.00015380
cl3552,0.752808989,Cl-Cl,2.49000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.51000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.53000,0.00006556,0.00014662
cl3552,0.752808989,Cl-Cl,2.55000,0.00012907,0.00017674
cl3552,0.752808989,Cl-Cl,2.57000,0.00019060,0.00017399
cl3552,0.752808989,Cl-Cl,2.59000,0.00000000,0.00000000
cl3552,0.752808989,Cl-Cl,2.61000,0.00055442,0.00025773
cl3552,0.752808989,Cl-Cl,2.63000,0.00072803,0.00046006
cl3552,0.752808989,Cl-Cl,2.65000,0.00059756,0.00021129
cl3552,0.752808989,Cl-Cl,2.67000,0.00158934,0.00061039
cl3552,0.752808989,Cl-Cl,2.69000,0.00208773,0.00128673
cl3552,0.752808989,Cl-Cl,2.71000,0.00297127,0.00096030
cl3552,0.752808989,Cl-Cl,2.73000,0.00518011,0.00148434
cl3552,0.752808989,Cl-Cl,2.75000,0.00610385,0.00145509
cl3552,0.752808989,Cl-Cl,2.77000,0.00842244,0.00095551
cl3552,0.752808989,Cl-Cl,2.79000,0.01347747,0.00166012
cl3552,0.752808989,Cl-Cl,2.81000,0.01599671,0.00144646
cl3552,0.752808989,Cl-Cl,2.83000,0.02205901,0.00183648
cl3552,0.752808989,Cl-Cl,2.85000,0.02939676,0.00313177
cl3552,0.752808989,Cl-Cl,2.87000,0.03892302,0.00248278
cl3552,0.752808989,Cl-Cl,2.89000,0.04808318,0.00173396
cl3552,0.752808989,Cl-Cl,2.91000,0.06253891,0.00079496
cl3552,0.752808989,Cl-Cl,2.93000,0.08265809,0.00566952
cl3552,0.752808989,Cl-Cl,2.95000,0.10367438,0.00811656
cl3552,0.752808989,Cl-Cl,2.97000,0.12164517,0.00767590
cl3552,0.752808989,Cl-Cl,2.99000,0.15006428,0.00619460
cl3552,0.752808989,Cl-Cl,3.01000,0.17966516,0.00699397
cl3552,0.752808989,Cl-Cl,3.03000,0.20340042,0.00816400
cl3552,0.752808989,Cl-Cl,3.05000,0.24558145,0.00982302
cl3552,0.752808989,Cl-Cl,3.07000,0.28607079,0.00761110
cl3552,0.752808989,Cl-Cl,3.09000,0.33116426,0.00326012
cl3552,0.752808989,Cl-Cl,3.11000,0.37633605,0.00979544
cl3552,0.752808989,Cl-Cl,3.13000,0.42345682,0.01163602
cl3552,0.752808989,Cl-Cl,3.15000,0.47654393,0.01097306
cl3552,0.752808989,Cl-Cl,3.17000,0.52751016,0.00691236
cl3552,0.752808989,Cl-Cl,3.19000,0.59935073,0.00398230
cl3552,0.752808989,Cl-Cl,3.21000,0.66236072,0.01095603
cl3552,0.752808989,Cl-Cl,3.23000,0.71319037,0.01201724
cl3552,0.752808989,Cl-Cl,3.25000,0.76911893,0.01282391
cl3552,0.752808989,Cl-Cl,3.27000,0.84933537,0.01581198
cl3552,0.752808989,Cl-Cl,3.29000,0.92138605,0.01694783
cl3552,0.752808989,Cl-Cl,3.31000,0.98531875,0.01231884
cl3552,0.752808989,Cl-Cl,3.33000,1.05253546,0.01560874
cl3552,0.752808989,Cl-Cl,3.35000,1.12398962,0.00884365
cl3552,0.752808989,Cl-Cl,3.37000,1.18983560,0.01670667
cl3552,0.752808989,Cl-Cl,3.39000,1.26037122,0.01245259
cl3552,0.752808989,Cl-Cl,3.41000,1.29983512,0.02003207
cl3552,0.752808989,Cl-Cl,3.43000,1.37389307,0.01488704
cl3552,0.752808989,Cl-Cl,3.45000,1.45239176,0.01542465
cl3552,0.752808989,Cl-Cl,3.47000,1.48428044,0.01675463
cl3552,0.752808989,Cl-Cl,3.49000,1.53570657,0.01899988
cl3552,0.752808989,Cl-Cl,3.51000,1.58712782,0.01691156
cl3552,0.752808989,Cl-Cl,3.53000,1.64934464,0.01495353
cl3552,0.752808989,Cl-Cl,3.55000,1.68275808,0.01670747
cl3552,0.752808989,Cl-Cl,3.57000,1.71746152,0.00984328
cl3552,0.752808989,Cl-Cl,3.59000,1.76281568,0.01646194
cl3552,0.752808989,Cl-Cl,3.61000,1.78661478,0.02802470
cl3552,0.752808989,Cl-Cl,3.63000,1.81022966,0.02033372
cl3552,0.752808989,Cl-Cl,3.65000,1.82619689,0.01473109
cl3552,0.752808989,Cl-Cl,3.67000,1.85071365,0.00366535
cl3552,0.752808989,Cl-Cl,3.69000,1.85175581,0.02050000
cl3552,0.752808989,Cl-Cl,3.71000,1.86407053,0.01529207
cl3552,0.752808989,Cl-Cl,3.73000,1.88352570,0.02230786
cl3552,0.752808989,Cl-Cl,3.75000,1.88285527,0.01814997
cl3552,0.752808989,Cl-Cl,3.77000,1.89558609,0.02159675
cl3552,0.752808989,Cl-Cl,3.79000,1.88150486,0.00744556
cl3552,0.752808989,Cl-Cl,3.81000,1.88984481,0.01067435
cl3552,0.752808989,Cl-Cl,3.83000,1.88494919,0.01093186
cl3552,0.752808989,Cl-Cl,3.85000,1.85836676,0.01859987
cl3552,0.752808989,Cl-Cl,3.87000,1.85781326,0.01530525
cl3552,0.752808989,Cl-Cl,3.89000,1.85121052,0.01029842
cl3552,0.752808989,Cl-Cl,3.91000,1.82968569,0.02847064
cl3552,0.752808989,Cl-Cl,3.93000,1.81274057,0.00752336
cl3552,0.752808989,Cl-Cl,3.95000,1.79647430,0.01475229
cl3552,0.752808989,Cl-Cl,3.97000,1.79093339,0.01873955
cl3552,0.752808989,Cl-Cl,3.99000,1.76277048,0.00632064
cl3552,0.752808989,Cl-Cl,4.01000,1.74567427,0.00891771
cl3552,0.752808989,Cl-Cl,4.03000,1.71293907,0.01383424
cl3552,0.752808989,Cl-Cl,4.05000,1.69488610,0.01149021
cl3552,0.752808989,Cl-Cl,4.07000,1.67368440,0.01697010
cl3552,0.752808989,Cl-Cl,4.09000,1.65203768,0.02472356
cl3552,0.752808989,Cl-Cl,4.11000,1.62308053,0.01245873
cl3552,0.752808989,Cl-Cl,4.13000,1.59212062,0.00798951
cl3552,0.752808989,Cl-Cl,4.15000,1.57016001,0.01074023
cl3552,0.752808989,Cl-Cl,4.17000,1.55214222,0.00837890
cl3552,0.752808989,Cl-Cl,4.19000,1.51192738,0.01015315
cl3552,0.752808989,Cl-Cl,4.21000,1.49868553,0.01860420
cl3552,0.752808989,Cl-Cl,4.23000,1.47990342,0.01275998
cl3552,0.752808989,Cl-Cl,4.25000,1.45752777,0.01243368
cl3552,0.752808989,Cl-Cl,4.27000,1.43318085,0.00760181
cl3552,0.752808989,Cl-Cl,4.29000,1.40961116,0.00948887
cl3552,0.752808989,Cl-Cl,4.31000,1.38844936,0.01139667
cl3552,0.752808989,Cl-Cl,4.33000,1.36305152,0.00585685
cl3552,0.752808989,Cl-Cl,4.35000,1.34132099,0.01866961
cl3552,0.752808989,Cl-Cl,4.37000,1.31083290,0.01177613
cl3552,0.752808989,Cl-Cl,4.39000,1.29815421,0.01933596
cl3552,0.752808989,Cl-Cl,4.41000,1.26974847,0.01684522
cl3552,0.752808989,Cl-Cl,4.43000,1.25721884,0.01493332
cl3552,0.752808989,Cl-Cl,4.45000,1.23426699,0.00954063
cl3552,0.752808989,Cl-Cl,4.47000,1.22120962,0.01019095
cl3552,0.752808989,Cl-Cl,4.49000,1.20021738,0.00841148
cl3552,0.752808989,Cl-Cl,4.51000,1.18140547,0.00564810
cl3552,0.752808989,Cl-Cl,4.53000,1.16469825,0.00845052
cl3552,0.752808989,Cl-Cl,4.55000,1.14284664,0.00557053
cl3552,0.752808989,Cl-Cl,4.57000,1.13533696,0.02110379
cl3552,0.752808989,Cl-Cl,4.59000,1.11930976,0.00432999
cl3552,0.752808989,Cl-Cl,4.61000,1.10395177,0.00794029
cl3552,0.752808989,Cl-Cl,4.63000,1.09081351,0.01082582
cl3552,0.752808989,Cl-Cl,4.65000,1.08053820,0.00706500
cl3552,0.752808989,Cl-Cl,4.67000,1.07176469,0.00823415
cl3552,0.752808989,Cl-Cl,4.69000,1.05424903,0.00846830
cl3552,0.752808989,Cl-Cl,4.71000,1.04151260,0.01069212
cl3552,0.752808989,Cl-Cl,4.73000,1.03390518,0.00988251
cl3552,0.752808989,Cl-Cl,4.75000,1.01619642,0.01890306
cl3552,0.752808989,Cl-Cl,4.77000,0.99998338,0.00705510
cl3552,0.752808989,Cl-Cl,4.79000,0.99168682,0.00979545
cl3552,0.752808989,Cl-Cl,4.81000,0.99087551,0.00448733
cl3552,0.752808989,Cl-Cl,4.83000,0.97694832,0.00594631
cl3552,0.752808989,Cl-Cl,4.85000,0.97081652,0.00480783
cl3552,0.752808989,Cl-Cl,4.87000,0.96512385,0.00728905
cl3552,0.752808989,Cl-Cl,4.89000,0.96070255,0.01257865
cl3552,0.752808989,Cl-Cl,4.91000,0.94838369,0.00987154
cl3552,0.752808989,Cl-Cl,4.93000,0.94439937,0.01246256
cl3552,0.752808989,Cl-Cl,4.95000,0.93565294,0.00904364
cl3552,0.752808989,Cl-Cl,4.97000,0.92934391,0.00969924
cl3552,0.752808989,Cl-Cl,4.99000,0.92253276,0.00240116
cl3552,0.752808989,Cl-Cl,5.01000,0.91939505,0.00813730
cl3552,0.752808989,Cl-Cl,5.03000,0.90365602,0.01230136
cl3552,0.752808989,Cl-Cl,5.05000,0.90368687,0.00915991
cl3552,0.752808989,Cl-Cl,5.07000,0.90257899,0.00559818
cl3552,0.752808989,Cl-Cl,5.09000,0.89300559,0.00927256
cl3552,0.752808989,Cl-Cl,5.11000,0.88318449,0.00739694
cl3552,0.752808989,Cl-Cl,5.13000,0.88461920,0.01020350
cl3552,0.752808989,Cl-Cl,5.15000,0.87863194,0.00290527
cl3552,0.752808989,Cl-Cl,5.17000,0.86421702,0.00815679
cl3552,0.752808989,Cl-Cl,5.19000,0.86620007,0.00443208
cl3552,0.752808989,Cl-Cl,5.21000,0.85846491,0.00790893
cl3552,0.752808989,Cl-Cl,5.23000,0.85711263,0.01108571
cl3552,0.752808989,Cl-Cl,5.25000,0.85691310,0.00988571
cl3552,0.752808989,Cl-Cl,5.27000,0.84529916,0.00492738
cl3552,0.752808989,Cl-Cl,5.29000,0.84043414,0.00270178
cl3552,0.752808989,Cl-Cl,5.31000,0.84087198,0.00780417
cl3552,0.752808989,Cl-Cl,5.33000,0.83500171,0.00785440
cl3552,0.752808989,Cl-Cl,5.35000,0.82492914,0.00489833
cl3552,0.752808989,Cl-Cl,5.37000,0.82607199,0.00489516
cl3552,0.752808989,Cl-Cl,5.39000,0.82210518,0.01513527
cl3552,0.752808989,Cl-Cl,5.41000,0.81737143,0.00495429
cl3552,0.752808989,Cl-Cl,5.43000,0.81995775,0.00769930
cl3552,0.752808989,Cl-Cl,5.45000,0.81053175,0.00486706
cl3552,0.752808989,Cl-Cl,5.47000,0.80185256,0.00588938
cl3552,0.752808989,Cl-Cl,5.49000,0.80809219,0.00860961
cl3552,0.752808989,Cl-Cl,5.51000,0.80248527,0.00830045
cl3552,0.752808989,Cl-Cl,5.53000,0.79566201,0.00772378
cl3552,0.752808989,Cl-Cl,5.55000,0.79719923,0.00859972
cl3552,0.752808989,Cl-Cl,5.57000,0.78810308,0.00417103
cl3552,0.752808989,Cl-Cl,5.59000,0.79858900,0.00624630
cl3552,0.752808989,Cl-Cl,5.61000,0.78819830,0.00611050
cl3552,0.752808989,Cl-Cl,5.63000,0.79036643,0.00851855
cl3552,0.752808989,Cl-Cl,5.65000,0.78713389,0.00680282
cl3552,0.752808989,Cl-Cl,5.67000,0.78260886,0.01055175
cl3552,0.752808989,Cl-Cl,5.69000,0.78243108,0.00341924
cl3552,0.752808989,Cl-Cl,5.71000,0.78546717,0.00583673
cl3552,0.752808989,Cl-Cl,5.73000,0.77854928,0.00865969
cl3552,0.752808989,Cl-Cl,5.75000,0.78044082,0.00790435
cl3552,0.752808989,Cl-Cl,5.77000,0.78122869,0.00636987
cl3552,0.752808989,Cl-Cl,5.79000,0.77639170,0.00587621
cl3552,0.752808989,Cl-Cl,5.81000,0.78528985,0.00674652
cl3552,0.752808989,Cl-Cl,5.83000,0.78367683,0.00552269
cl3552,0.752808989,Cl-Cl,5.85000,0.77843788,0.00480319
cl3552,0.752808989,Cl-Cl,5.87000,0.78390840,0.00457872
cl3552,0.752808989,Cl-Cl,5.89000,0.78426689,0.00441310
cl3552,0.752808989,Cl-Cl,5.91000,0.78723374,0.00431002
cl3552,0.752808989,Cl-Cl,5.93000,0.79286364,0.00769820
cl3552,0.752808989,Cl-Cl,5.95000,0.78290773,0.00150378
cl3552,0.752808989,Cl-Cl,5.97000,0.79251811,0.00745422
cl3552,0.752808989,Cl-Cl,5.99000,0.79498890,0.00945977
cl3552,0.752808989,Cl-Cl,6.01000,0.79149576,0.00615962
cl3552,0.752808989,Cl-Cl,6.03000,0.79788742,0.00278616
cl3552,0.752808989,Cl-Cl,6.05000,0.80297360,0.00800726
cl3552,0.752808989,Cl-Cl,6.07000,0.80453593,0.00943767
cl3552,0.752808989,Cl-Cl,6.09000,0.80974904,0.00410653
cl3552,0.752808989,Cl-Cl,6.11000,0.81153827,0.00507516
cl3552,0.752808989,Cl-Cl,6.13000,0.81659253,0.00110956
cl3552,0.752808989,Cl-Cl,6.15000,0.81518435,0.00420639
cl3552,0.752808989,Cl-Cl,6.17000,0.82652007,0.00545380
cl3552,0.752808989,Cl-Cl,6.19000,0.82628042,0.00740754
cl3552,0.752808989,Cl-Cl,6.21000,0.82934562,0.00358200
cl3552,0.752808989,Cl-Cl,6.23000,0.83435468,0.01028815
cl3552,0.752808989,Cl-Cl,6.25000,0.84066858,0.00687266
cl3552,0.752808989,Cl-Cl,6.27000,0.84354398,0.00483611
cl3552,0.752808989,Cl-Cl,6.29000,0.84833870,0.00428946
cl3552,0.752808989,Cl-Cl,6.31000,0.85212830,0.00359018
cl3552,0.752808989,Cl-Cl,6.33000,0.85561227,0.00566427
cl3552,0.752808989,Cl-Cl,6.35000,0.86523815,0.00751696
cl3552,0.752808989,Cl-Cl,6.37000,0.86844895,0.01053655
cl3552,0.752808989,Cl-Cl,6.39000,0.87839592,0.00665656
cl3552,0.752808989,Cl-Cl,6.41000,0.88127747,0.00475448
cl3552,0.752808989,Cl-Cl,6.43000,0.89020624,0.00484868
cl3552,0.752808989,Cl-Cl,6.45000,0.89543672,0.00295005
cl3552,0.752808989,Cl-Cl,6.47000,0.90036508,0.00490318
cl3552,0.752808989,Cl-Cl,6.49000,0.90871277,0.00556996
cl3552,0.752808989,Cl-Cl,6.51000,0.91516861,0.01053802
cl3552,0.752808989,Cl-Cl,6.53000,0.92244367,0.00720910
cl3552,0.752808989,Cl-Cl,6.55000,0.93386781,0.00684408
cl3552,0.752808989,Cl-Cl,6.57000,0.93704740,0.00421198
cl3552,0.752808989,Cl-Cl,6.59000,0.94271258,0.00791558
cl3552,0.752808989,Cl-Cl,6.61000,0.95101023,0.00745118
cl3552,0.752808989,Cl-Cl,6.63000,0.96155832,0.00970769
cl3552,0.752808989,Cl-Cl,6.65000,0.96995076,0.00590323
cl3552,0.752808989,Cl-Cl,6.67000,0.97278286,0.00698393
cl3552,0.752808989,Cl-Cl,6.69000,0.97662331,0.00955466
cl3552,0.752808989,Cl-Cl,6.71000,0.99253589,0.00631814
cl3552,0.752808989,Cl-Cl,6.73000,0.98911925,0.00635097
cl3552,0.752808989,Cl-Cl,6.75000,0.99909889,0.00518573
cl3552,0.752808989,Cl-Cl,6.77000,1.00748772,0.00949819
cl3552,0.752808989,Cl-Cl,6.79000,1.01211061,0.00602942
cl3552,0.752808989,Cl-Cl,6.81000,1.01344056,0.00425306
cl3552,0.752808989,Cl-Cl,6.83000,1.02659400,0.00402782
cl3552,0.752808989,Cl-Cl,6.85000,1.02921149,0.00890843
