# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 9.600000e+02 0.000000e+00 1.752712e+03 1.136868e-13 1.466424e+03 5.084230e-14 3.200000e+03 0.000000e+00 2.677312e+03 0.000000e+00 2.240000e+03 0.000000e+00
3.050600e-04 3.248512e-01 9.200561e-02 5.499101e-02 1.277490e-02 -1.464195e-01 4.781683e-02 6.084223e-02 2.408759e-03 3.709179e-02 6.210521e-03 1.418063e-01 2.656625e-02
1.220240e-03 7.861028e-01 1.148623e-01 1.221725e-01 1.143425e-02 -3.657086e-01 6.777419e-02 6.783865e-02 3.569344e-03 1.525256e-03 5.331355e-03 2.452843e-01 4.520137e-02
2.745540e-03 6.198634e-01 1.127905e-01 8.431176e-02 2.206189e-02 -2.974528e-01 5.356196e-02 5.979934e-02 4.942302e-03 1.561630e-02 1.067439e-02 2.206969e-01 2.914028e-02
4.880960e-03 1.076958e+00 1.567457e-01 1.540353e-01 1.462493e-02 -5.010246e-01 8.696972e-02 7.777067e-02 1.642559e-03 -1.197230e-02 7.221050e-03 3.227064e-01 4.998548e-02
7.626501e-03 7.068651e-01 5.572099e-02 9.888076e-02 6.964392e-03 -3.250773e-01 2.816378e-02 7.090308e-02 5.382159e-03 1.499697e-02 6.944349e-03 2.531433e-01 1.815445e-02
1.098216e-02 7.803010e-01 7.553703e-02 1.074688e-01 1.119282e-02 -3.583327e-01 4.342848e-02 8.179536e-02 2.692760e-03 1.330709e-02 1.047035e-02 2.806834e-01 2.313677e-02
1.494794e-02 8.953164e-01 5.041568e-02 1.355612e-01 1.007679e-02 -4.068623e-01 2.882685e-02 8.524803e-02 1.663906e-03 -9.038525e-03 8.205959e-03 3.142472e-01 1.736825e-02
3.050600e-04 5.823531e-01 2.319990e-01 9.441821e-02 2.307978e-02 -2.682427e-01 1.298220e-01 6.983572e-02 5.767028e-03 2.170054e-02 1.125465e-02 2.030537e-01 7.690589e-02
6.101201e-04 3.631344e-01 3.719368e-02 6.846437e-02 8.299082e-03 -1.547881e-01 1.829527e-02 6.613924e-02 3.155231e-03 3.493563e-02 4.534999e-03 1.460867e-01 7.120032e-03
1.525300e-03 6.451649e-01 1.226017e-01 9.147422e-02 2.214277e-02 -3.103057e-01 5.687508e-02 6.506195e-02 3.508047e-03 1.736454e-02 9.854977e-03 2.290035e-01 2.898900e-02
3.050600e-03 8.464690e-01 1.233925e-01 1.306833e-01 1.506163e-02 -3.843617e-01 6.156621e-02 6.765505e-02 3.770464e-03 -5.280872e-03 1.080010e-02 2.506772e-01 2.716267e-02
5.186020e-03 7.411570e-01 1.072807e-01 1.037904e-01 1.149387e-02 -3.479401e-01 5.689115e-02 6.437860e-02 1.034520e-03 5.489075e-03 7.542429e-03 2.478725e-01 2.914659e-02
7.931561e-03 7.489161e-01 7.536556e-02 1.060361e-01 7.854411e-03 -3.422380e-01 3.958172e-02 7.058742e-02 2.976524e-03 8.310682e-03 3.544879e-03 2.579331e-01 2.486961e-02
1.128722e-02 8.835681e-01 9.321806e-02 1.323043e-01 1.275083e-02 -3.835361e-01 4.783100e-02 7.983530e-02 3.214911e-03 6.536511e-04 6.321238e-03 2.878494e-01 2.638856e-02
1.525300e-02 7.691700e-01 3.822312e-02 1.344530e-01 5.448214e-03 -3.180277e-01 2.082585e-02 9.096341e-02 4.291211e-03 4.529483e-03 3.962738e-03 2.807582e-01 1.166289e-02
1.220240e-03 4.496696e-01 5.078816e-02 8.213472e-02 1.624178e-02 -1.915939e-01 1.715805e-02 6.229393e-02 1.791535e-03 2.143328e-02 9.879600e-03 1.544933e-01 1.066280e-02
1.525300e-03 8.091921e-01 1.090673e-01 1.195423e-01 1.495654e-02 -3.857371e-01 5.512755e-02 6.544859e-02 2.384676e-03 2.147583e-04 8.560515e-03 2.601661e-01 2.722353e-02
2.440480e-03 5.209000e-01 5.703367e-02 9.479945e-02 1.047773e-02 -2.200861e-01 2.715884e-02 6.721480e-02 2.379897e-03 1.753416e-02 5.286021e-03 1.701025e-01 1.232191e-02
3.965780e-03 6.972498e-01 2.075972e-02 1.006334e-01 4.806754e-03 -3.294810e-01 1.664483e-02 6.568922e-02 1.910504e-03 1.010636e-02 4.195987e-03 2.387370e-01 1.227969e-02
