# k^2  MgMg MgMg_error  MgCl MgCl_error  MgNa MgNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.280000e+02 0.000000e+00 6.463683e+02 0.000000e+00 6.205030e+02 0.000000e+00 3.264000e+03 0.000000e+00 3.133387e+03 0.000000e+00 3.008000e+03 0.000000e+00
2.932855e-04 1.369450e+00 3.241722e-01 1.705747e-01 3.747232e-02 -3.854343e-01 9.477759e-02 7.662645e-02 4.300441e-03 9.849982e-03 1.341577e-02 1.700481e-01 2.616012e-02
1.173142e-03 6.514154e-01 8.726548e-02 7.809922e-02 1.527615e-02 -1.804634e-01 2.655422e-02 6.760974e-02 2.166505e-03 3.854422e-02 4.295237e-03 1.161359e-01 9.002820e-03
2.639569e-03 7.608787e-01 1.708666e-01 1.034786e-01 2.349909e-02 -1.882497e-01 4.684271e-02 7.195558e-02 4.991907e-03 3.418461e-02 6.586165e-03 1.182701e-01 1.386462e-02
4.692567e-03 7.426217e-01 1.008552e-01 1.002047e-01 1.821968e-02 -1.728382e-01 1.842805e-02 6.763022e-02 3.588983e-03 2.992164e-02 5.758968e-03 1.114550e-01 3.990525e-03
7.332137e-03 8.174188e-01 3.713211e-02 1.091528e-01 1.144227e-02 -1.695135e-01 1.527969e-02 7.449960e-02 5.012014e-03 3.417321e-02 2.179533e-03 1.187560e-01 8.096590e-03
1.055828e-02 9.444649e-01 1.041102e-01 1.248397e-01 2.192958e-02 -1.869666e-01 1.461172e-02 7.952978e-02 5.164223e-03 2.712377e-02 2.531298e-03 1.246613e-01 5.679470e-03
1.437099e-02 1.070276e+00 1.471509e-01 1.064965e-01 1.466334e-02 -2.083280e-01 3.487312e-02 8.062849e-02 4.852321e-03 3.309154e-02 4.642867e-03 1.479109e-01 7.570230e-03
2.932855e-04 1.855255e+00 4.213986e-01 2.156915e-01 5.242274e-02 -5.355735e-01 1.223852e-01 8.019231e-02 6.592350e-03 -4.540341e-03 1.561360e-02 2.161480e-01 3.503763e-02
5.865709e-04 5.171453e-01 1.063769e-01 5.146581e-02 1.422400e-02 -1.566402e-01 3.822285e-02 5.926009e-02 4.280811e-03 4.053190e-02 6.524578e-03 1.077898e-01 1.748930e-02
1.466427e-03 8.090313e-01 2.003167e-01 8.634213e-02 2.263461e-02 -2.342032e-01 5.974035e-02 6.286448e-02 1.277480e-03 3.019877e-02 9.696070e-03 1.299190e-01 1.554731e-02
2.932855e-03 1.348996e+00 2.147253e-01 1.650239e-01 2.981403e-02 -3.522766e-01 5.313114e-02 7.769595e-02 3.922196e-03 1.536467e-02 8.805620e-03 1.619973e-01 1.343879e-02
4.985853e-03 8.541167e-01 1.460920e-01 8.849533e-02 1.660431e-02 -2.246519e-01 4.075128e-02 6.496348e-02 5.427222e-03 3.228248e-02 3.976204e-03 1.345837e-01 1.404619e-02
7.625422e-03 8.637787e-01 8.612282e-02 8.228644e-02 7.431031e-03 -2.130185e-01 3.280317e-02 7.236440e-02 1.669034e-03 3.645514e-02 3.232034e-03 1.331302e-01 8.443300e-03
1.085156e-02 7.887417e-01 1.072910e-01 1.019616e-01 1.388813e-02 -1.550276e-01 2.623093e-02 7.423975e-02 3.892939e-03 3.167634e-02 1.585083e-03 1.246328e-01 8.177713e-03
1.466427e-02 9.329982e-01 6.285690e-02 9.637431e-02 7.533855e-03 -1.954376e-01 2.517057e-02 8.461577e-02 3.713930e-03 3.425703e-02 4.943799e-03 1.470412e-01 1.015298e-02
1.173142e-03 6.181373e-01 1.724989e-01 7.480891e-02 1.564128e-02 -1.682968e-01 5.355437e-02 6.165217e-02 4.722344e-03 3.306686e-02 3.836964e-03 1.041831e-01 1.882258e-02
1.466427e-03 9.842272e-01 2.618127e-01 1.074830e-01 2.748700e-02 -2.814098e-01 8.116507e-02 6.631489e-02 4.596434e-03 2.528625e-02 7.602099e-03 1.431399e-01 2.583645e-02
2.346284e-03 5.549306e-01 1.567425e-01 7.207267e-02 2.441350e-02 -1.431497e-01 4.029837e-02 6.392670e-02 3.441753e-03 3.689793e-02 7.432926e-03 1.024454e-01 1.269374e-02
3.812711e-03 1.053382e+00 2.855673e-01 1.423422e-01 3.760683e-02 -2.465187e-01 6.746515e-02 6.996544e-02 5.822452e-03 1.677183e-02 8.526627e-03 1.206741e-01 1.532017e-02
5.865709e-03 1.073181e+00 3.375905e-01 1.311889e-01 4.068085e-02 -2.566830e-01 8.364790e-02 7.015816e-02 6.368464e-03 2.044274e-02 8.802567e-03 1.332137e-01 2.274320e-02
8.505278e-03 8.451387e-01 1.242376e-01 1.007557e-01 1.644912e-02 -1.748587e-01 2.545720e-02 7.512506e-02 3.992110e-03 3.484016e-02 3.060667e-03 1.192566e-01 6.480054e-03
1.173142e-02 1.062536e+00 7.823139e-02 1.299678e-01 2.441471e-02 -2.083319e-01 1.492501e-02 8.225665e-02 7.510323e-03 2.771078e-02 2.309384e-03 1.340226e-01 6.454401e-03
1.554413e-02 7.516035e-01 3.132841e-02 7.786741e-02 8.482219e-03 -1.389111e-01 2.040743e-02 7.882714e-02 3.088665e-03 3.509932e-02 1.547626e-03 1.358400e-01 6.562216e-03
2.639569e-03 5.268903e-01 8.117345e-02 5.569491e-02 1.035500e-02 -1.493896e-01 2.784134e-02 6.041449e-02 2.118703e-03 3.902932e-02 3.184743e-03 1.066158e-01 1.097143e-02
2.932855e-03 6.027314e-01 1.582583e-01 7.843635e-02 1.679328e-02 -1.536697e-01 4.733878e-02 5.916093e-02 1.709066e-03 3.034153e-02 5.872508e-03 1.013165e-01 1.283199e-02
3.812711e-03 9.498331e-01 1.702461e-01 1.332542e-01 2.599589e-02 -2.228110e-01 4.234216e-02 7.581678e-02 4.913250e-03 2.573358e-02 7.539279e-03 1.233538e-01 1.113510e-02
5.279138e-03 9.524254e-01 1.554187e-01 1.119352e-01 2.509132e-02 -2.346711e-01 3.244196e-02 6.881227e-02 4.703418e-03 2.535534e-02 5.975395e-03 1.311519e-01 8.305375e-03
7.332137e-03 7.998398e-01 1.667578e-01 1.000042e-01 1.405045e-02 -1.842548e-01 4.737164e-02 7.344862e-02 3.404788e-03 3.072521e-02 5.138202e-03 1.201229e-01 1.174586e-02
9.971706e-03 1.032932e+00 2.565664e-01 1.243751e-01 2.735253e-02 -2.255569e-01 6.539642e-02 7.718465e-02 5.575724e-03 2.562722e-02 8.111332e-03 1.366038e-01 1.673650e-02
1.319785e-02 1.109421e+00 1.684524e-01 1.177673e-01 2.027765e-02 -2.237586e-01 3.536356e-02 7.963042e-02 2.213571e-03 3.043701e-02 6.380981e-03 1.484873e-01 5.750470e-03
1.701056e-02 1.169879e+00 2.238635e-01 1.413704e-01 2.453991e-02 -2.113339e-01 4.755211e-02 1.014302e-01 6.668863e-03 3.984963e-02 2.587558e-03 1.743244e-01 1.441274e-02
4.692567e-03 6.288674e-01 1.739180e-01 6.611742e-02 1.252838e-02 -1.596850e-01 5.163928e-02 6.381615e-02 2.410058e-03 3.850717e-02 3.692938e-03 1.121469e-01 1.645655e-02
4.985853e-03 8.986345e-01 2.063480e-01 1.182500e-01 2.277884e-02 -2.079057e-01 6.175753e-02 6.519773e-02 2.718734e-03 2.057923e-02 9.489253e-03 1.136054e-01 1.482899e-02
5.865709e-03 8.473343e-01 1.823059e-01 1.035371e-01 1.944503e-02 -1.992224e-01 4.472895e-02 7.625152e-02 4.392461e-03 3.537833e-02 4.165777e-03 1.254895e-01 1.037738e-02
7.332137e-03 7.649917e-01 1.202183e-01 8.640711e-02 1.518916e-02 -1.845774e-01 3.335493e-02 7.208462e-02 3.889806e-03 3.785438e-02 4.446144e-03 1.283189e-01 9.982359e-03
9.385135e-03 9.467868e-01 1.485597e-01 1.160161e-01 1.822490e-02 -1.994084e-01 3.563272e-02 7.004874e-02 1.463687e-03 2.368713e-02 5.138926e-03 1.246689e-01 1.058992e-02
1.202470e-02 1.089457e+00 1.101651e-01 1.413030e-01 1.328009e-02 -2.115592e-01 2.374801e-02 8.621080e-02 4.070800e-03 2.795359e-02 3.655674e-03 1.399140e-01 1.023050e-02
1.525084e-02 1.055006e+00 1.150469e-01 1.373560e-01 2.147600e-02 -1.717557e-01 1.056945e-02 9.347036e-02 1.795298e-03 3.132665e-02 3.664153e-03 1.444986e-01 4.459924e-03
1.906356e-02 1.071349e+00 1.853005e-01 1.279375e-01 2.045409e-02 -1.863776e-01 3.795885e-02 9.506808e-02 5.265978e-03 2.621701e-02 7.119948e-03 1.559042e-01 6.662690e-03
7.332137e-03 8.090024e-01 9.528075e-02 7.488602e-02 7.824366e-03 -2.067775e-01 3.620724e-02 6.897118e-02 1.531444e-03 3.950684e-02 3.577040e-03 1.362577e-01 1.479434e-02
7.625422e-03 9.958330e-01 1.176655e-01 1.448618e-01 2.288025e-02 -2.030650e-01 2.424080e-02 7.613521e-02 5.983884e-03 2.219790e-02 3.848313e-03 1.223152e-01 5.163467e-03
8.505278e-03 9.547626e-01 1.068450e-01 1.048845e-01 1.106765e-02 -2.238739e-01 3.542635e-02 7.032005e-02 4.069676e-03 2.819579e-02 4.858287e-03 1.377308e-01 1.143896e-02
9.971706e-03 8.885544e-01 8.254939e-02 1.066213e-01 1.664052e-02 -1.738538e-01 1.270750e-02 7.826766e-02 4.124749e-03 3.571150e-02 3.578151e-03 1.230978e-01 6.101971e-03
1.202470e-02 9.330683e-01 8.931785e-02 1.043013e-01 8.828707e-03 -1.885181e-01 2.660573e-02 8.275941e-02 4.545163e-03 3.588648e-02 5.604827e-03 1.361771e-01 6.036979e-03
1.466427e-02 8.774191e-01 7.413455e-02 9.973620e-02 1.182187e-02 -1.796061e-01 2.061767e-02 8.240659e-02 4.686149e-03 2.675763e-02 5.013397e-03 1.287835e-01 8.545909e-03
1.789041e-02 9.010563e-01 1.076098e-01 1.060915e-01 2.188700e-02 -1.499121e-01 1.067201e-02 9.076196e-02 3.976074e-03 3.691608e-02 2.023426e-03 1.489988e-01 5.264094e-03
2.170312e-02 1.056688e+00 1.052949e-01 1.209874e-01 1.381251e-02 -1.655123e-01 2.560143e-02 1.055278e-01 3.498828e-03 3.629265e-02 2.799907e-03 1.766430e-01 1.067286e-02
1.055828e-02 9.573139e-01 1.238697e-01 1.378058e-01 1.655750e-02 -1.834557e-01 2.299350e-02 7.750051e-02 2.167522e-03 2.394731e-02 4.403613e-03 1.220823e-01 3.520709e-03
1.085156e-02 8.309020e-01 1.561970e-01 1.061199e-01 1.658252e-02 -1.715504e-01 4.072048e-02 7.625069e-02 5.572062e-03 3.290744e-02 5.799062e-03 1.296637e-01 9.443470e-03
1.173142e-02 9.671258e-01 1.265780e-01 1.230277e-01 1.735569e-02 -1.904492e-01 3.419591e-02 8.303636e-02 3.397326e-03 2.871724e-02 7.772439e-03 1.319251e-01 1.469989e-02
1.319785e-02 8.312395e-01 1.081482e-01 1.030166e-01 1.279579e-02 -1.586955e-01 2.800437e-02 8.093815e-02 1.825764e-03 3.242412e-02 4.478177e-03 1.296994e-01 1.022721e-02
1.525084e-02 9.176823e-01 1.070765e-01 1.035668e-01 1.426981e-02 -1.692352e-01 1.452909e-02 8.263829e-02 4.940683e-03 3.615538e-02 3.028173e-03 1.489801e-01 8.010796e-03
1.789041e-02 1.164943e+00 1.511648e-01 1.422527e-01 2.095484e-02 -1.979283e-01 2.741076e-02 1.014144e-01 3.689270e-03 3.385801e-02 5.463521e-03 1.625824e-01 8.671218e-03
2.111655e-02 8.738384e-01 1.092148e-01 7.966169e-02 7.239731e-03 -1.557691e-01 2.345381e-02 9.981648e-02 4.274808e-03 4.490828e-02 6.059210e-03 1.855253e-01 6.782680e-03
2.492926e-02 1.002561e+00 1.178611e-01 9.526478e-02 2.437292e-02 -1.728647e-01 2.025943e-02 1.146758e-01 5.655728e-03 3.236776e-02 7.267042e-03 1.968950e-01 1.027124e-02
1.437099e-02 1.100283e+00 3.031773e-02 1.462557e-01 1.356352e-02 -1.782313e-01 8.712040e-03 9.713290e-02 5.628197e-03 3.758728e-02 6.175507e-03 1.410606e-01 8.951841e-03
1.466427e-02 7.347836e-01 6.400468e-02 9.460253e-02 1.146531e-02 -1.107854e-01 2.247149e-02 8.229733e-02 2.038329e-03 3.942599e-02 4.273798e-03 1.234388e-01 4.610543e-03
