system,x_NaCl,r_A,g_LiCl,g_LiCl_block_sd,cutoff_A
li1440,0.55,1.97,0.5357971870216721,0.015513798763674463,3.629865189523814
li1440,0.55,1.99,0.7514189940553887,0.016855023848192104,3.629865189523814
li1440,0.55,2.01,1.011754828062068,0.04261647724752542,3.629865189523814
li1440,0.55,2.0300000000000002,1.3181121134213258,0.023084113395303148,3.629865189523814
li1440,0.55,2.05,1.6285658590231664,0.02597894330156122,3.629865189523814
li1440,0.55,2.0700000000000003,1.9776326880796995,0.012901050637201757,3.629865189523814
li1440,0.55,2.09,2.3353844208885364,0.0291964895438435,3.629865189523814
li1440,0.55,2.1100000000000003,2.670701604492488,0.0395866480793014,3.629865189523814
li1440,0.55,2.13,2.9875362432830372,0.04315300888001877,3.629865189523814
li1440,0.55,2.1500000000000004,3.3560165922653833,0.019884333545640114,3.629865189523814
li1440,0.55,2.17,3.6561306313119464,0.04242626637702842,3.629865189523814
li1440,0.55,2.1900000000000004,3.9161882260818976,0.06457185025365852,3.629865189523814
li1440,0.55,2.21,4.104888851163307,0.0454696859261719,3.629865189523814
li1440,0.55,2.2300000000000004,4.244763877021532,0.04859145181719308,3.629865189523814
li1440,0.55,2.25,4.390201616035377,0.05128047509279147,3.629865189523814
li1440,0.55,2.2700000000000005,4.37674906585945,0.022471818020246465,3.629865189523814
li1440,0.55,2.29,4.433537992257316,0.041135471032541074,3.629865189523814
li1440,0.55,2.31,4.42927012136983,0.05344275402418179,3.629865189523814
li1440,0.55,2.33,4.3122102449700614,0.03147223485489017,3.629865189523814
li1440,0.55,2.3499999999999996,4.211078269633659,0.046776925847017904,3.629865189523814
li1440,0.55,2.37,4.117389220332373,0.05235365896906952,3.629865189523814
li1440,0.55,2.3899999999999997,3.970538577566267,0.03169235892199934,3.629865189523814
li1440,0.55,2.41,3.8605875179974167,0.055688000627949,3.629865189523814
li1440,0.55,2.4299999999999997,3.6663317257935204,0.05274368759000495,3.629865189523814
li1440,0.55,2.45,3.5448261849814235,0.04125871882078953,3.629865189523814
li1440,0.55,2.4699999999999998,3.346139793889832,0.031157423664730455,3.629865189523814
li1440,0.55,2.49,3.1668567637400105,0.046551554899888783,3.629865189523814
li1440,0.55,2.51,2.9926741328469784,0.03115777388056958,3.629865189523814
li1440,0.55,2.5300000000000002,2.815652312880422,0.031149293627396518,3.629865189523814
li1440,0.55,2.55,2.6698659350969605,0.029358744708947806,3.629865189523814
li1440,0.55,2.5700000000000003,2.507423815087727,0.02416653575341233,3.629865189523814
li1440,0.55,2.59,2.391080599675577,0.03811495700570015,3.629865189523814
li1440,0.55,2.6100000000000003,2.2277606663996923,0.03856748304687605,3.629865189523814
li1440,0.55,2.63,2.092790877619879,0.020764976585751983,3.629865189523814
li1440,0.55,2.6500000000000004,1.9836069383023491,0.03463712844277924,3.629865189523814
li1440,0.55,2.67,1.8762729417991564,0.01582936146599036,3.629865189523814
li1440,0.55,2.6900000000000004,1.742107870539205,0.030417677303937418,3.629865189523814
li1440,0.55,2.71,1.6646210935328571,0.019044676795075727,3.629865189523814
li1440,0.55,2.7300000000000004,1.5771340308485289,0.027099368807525524,3.629865189523814
li1440,0.55,2.75,1.4732562802948868,0.015212607813513147,3.629865189523814
li1440,0.55,2.7700000000000005,1.4041864008240705,0.011782461524806054,3.629865189523814
li1440,0.55,2.79,1.314150922809857,0.033645514432850965,3.629865189523814
li1440,0.55,2.81,1.2553532775085054,0.026446339831136843,3.629865189523814
li1440,0.55,2.83,1.1839686320736564,0.015396046866343766,3.629865189523814
li1440,0.55,2.8499999999999996,1.1453784382731425,0.006230620663850235,3.629865189523814
li1440,0.55,2.87,1.0618167668121297,0.016545310802188126,3.629865189523814
li1440,0.55,2.8899999999999997,1.0424099589494353,0.020393763313330537,3.629865189523814
li1440,0.55,2.91,0.9770299280603755,0.01218314367401832,3.629865189523814
li1440,0.55,2.9299999999999997,0.9374678745239079,0.014097609392446463,3.629865189523814
li1440,0.55,2.95,0.9044168350539117,0.012093336670133497,3.629865189523814
li1440,0.55,2.9699999999999998,0.8680750216397504,0.014756393787366316,3.629865189523814
li1440,0.55,2.99,0.8392350581306882,0.010943854103981406,3.629865189523814
li1440,0.55,3.01,0.7845160496189142,0.011438528091402498,3.629865189523814
li1440,0.55,3.0300000000000002,0.7837684526872944,0.00939436642569676,3.629865189523814
li1440,0.55,3.05,0.7510240380526121,0.005855769353666192,3.629865189523814
li1440,0.55,3.0700000000000003,0.728390540468978,0.012883236112127392,3.629865189523814
li1440,0.55,3.09,0.71647122770264,0.016726659702996242,3.629865189523814
li1440,0.55,3.1100000000000003,0.6761790986897955,0.009015969216460166,3.629865189523814
li1440,0.55,3.13,0.6704495829972484,0.013760516578893937,3.629865189523814
li1440,0.55,3.1500000000000004,0.6472503610021703,0.010295092062967465,3.629865189523814
li1440,0.55,3.17,0.6337457301564712,0.013251103924767891,3.629865189523814
li1440,0.55,3.1900000000000004,0.6244871111407894,0.011764291919791862,3.629865189523814
li1440,0.55,3.21,0.6062688172764439,0.017867799260549225,3.629865189523814
li1440,0.55,3.2300000000000004,0.5901075358283298,0.00908905290700375,3.629865189523814
li1440,0.55,3.25,0.5936663823636752,0.01079674465082182,3.629865189523814
li1440,0.55,3.2700000000000005,0.5825119081425577,0.004761421427439671,3.629865189523814
li1440,0.55,3.29,0.5605622172151716,0.013836870210704965,3.629865189523814
li1440,0.55,3.3100000000000005,0.5555756053541594,0.00694034075672511,3.629865189523814
li1440,0.55,3.33,0.5495826981352052,0.009517324287771618,3.629865189523814
li1440,0.55,3.3499999999999996,0.5398230071063501,0.011071131213017277,3.629865189523814
li1440,0.55,3.37,0.5348629110371147,0.011022866522894394,3.629865189523814
li1440,0.55,3.3899999999999997,0.531347875989001,0.005482534746429916,3.629865189523814
li1440,0.55,3.41,0.5192835376584813,0.014293358748363192,3.629865189523814
li1440,0.55,3.4299999999999997,0.5151133897060445,0.007729830775889727,3.629865189523814
li1440,0.55,3.45,0.5120598262151359,0.006591655901515272,3.629865189523814
li1440,0.55,3.4699999999999998,0.5057830432977884,0.004258036487542929,3.629865189523814
li1440,0.55,3.49,0.5096256012866787,0.009176191465429357,3.629865189523814
li1440,0.55,3.51,0.4975062725003568,0.010218872605317945,3.629865189523814
li1440,0.55,3.5300000000000002,0.49801550650428233,0.006543593461294773,3.629865189523814
li1440,0.55,3.55,0.49744373123604346,0.0117735244058296,3.629865189523814
li1440,0.55,3.5700000000000003,0.4887655420496322,0.013381916359893444,3.629865189523814
li1440,0.55,3.59,0.4893029696004951,0.011562399525957019,3.629865189523814
li1440,0.55,3.6100000000000003,0.4896780645731093,0.007308336220077478,3.629865189523814
li1440,0.55,3.63,0.49509802493025223,0.007951887867379397,3.629865189523814
li1440,0.55,3.6500000000000004,0.4954606730095115,0.004650359686991295,3.629865189523814
li1440,0.55,3.67,0.4902695273011961,0.005380433924159154,3.629865189523814
li1440,0.55,3.6900000000000004,0.4900035192233528,0.008990767884152937,3.629865189523814
li1440,0.55,3.71,0.4963294205849319,0.011259678073716289,3.629865189523814
li1440,0.55,3.7300000000000004,0.4953837619172939,0.0161939473734781,3.629865189523814
li1440,0.55,3.75,0.5006438506254031,0.00582006113978844,3.629865189523814
li1440,0.55,3.7700000000000005,0.5002424793381834,0.011992952806806022,3.629865189523814
li1440,0.55,3.79,0.506779326665564,0.008458798598068867,3.629865189523814
li1440,0.55,3.8100000000000005,0.5023018449776933,0.00917325713004057,3.629865189523814
li1440,0.55,3.83,0.5022418162651583,0.007054412349629972,3.629865189523814
li1440,0.55,3.8499999999999996,0.5142641451098272,0.012213875115960768,3.629865189523814
li1440,0.55,3.87,0.5236360482813639,0.007339946288248925,3.629865189523814
li1440,0.55,3.8899999999999997,0.5142889196280728,0.012406353872369963,3.629865189523814
li1440,0.55,3.91,0.5239635914088304,0.0070248008530778994,3.629865189523814
li1440,0.55,3.9299999999999997,0.5296546854296352,0.006200296228029578,3.629865189523814
li1440,0.55,3.95,0.5336948150400349,0.005674682388779865,3.629865189523814
li1440,0.55,3.9699999999999998,0.5354025099759918,0.009017561322248065,3.629865189523814
li1440,0.55,3.99,0.5449702158638647,0.011168595377018075,3.629865189523814
li1440,0.55,4.01,0.5513271937857556,0.004284017841262092,3.629865189523814
li1440,0.55,4.03,0.5603021905296923,0.011057171168415139,3.629865189523814
li1440,0.55,4.050000000000001,0.5601094043220397,0.006055065191419101,3.629865189523814
li1440,0.55,4.07,0.568106160419272,0.01804683481465878,3.629865189523814
li1440,0.55,4.09,0.5763267319038279,0.005355693650582871,3.629865189523814
li1440,0.55,4.109999999999999,0.5800551235590473,0.009306925452234919,3.629865189523814
li1440,0.55,4.13,0.5969981008082617,0.009742835569629255,3.629865189523814
li1440,0.55,4.15,0.5989139610173297,0.01219981200065425,3.629865189523814
li1440,0.55,4.17,0.598779686392847,0.01137803163409866,3.629865189523814
li1440,0.55,4.1899999999999995,0.6179339067215184,0.00850553535815037,3.629865189523814
li1280,0.6,0.01,0.0,0.0,3.682800577075379
li1280,0.6,0.03,0.0,0.0,3.682800577075379
li1280,0.6,0.05,0.0,0.0,3.682800577075379
li1280,0.6,0.07,0.0,0.0,3.682800577075379
li1280,0.6,0.09,0.0,0.0,3.682800577075379
li1280,0.6,0.11,0.0,0.0,3.682800577075379
li1280,0.6,0.13,0.0,0.0,3.682800577075379
li1280,0.6,0.15000000000000002,0.0,0.0,3.682800577075379
li1280,0.6,0.16999999999999998,0.0,0.0,3.682800577075379
li1280,0.6,0.19,0.0,0.0,3.682800577075379
li1280,0.6,0.21000000000000002,0.0,0.0,3.682800577075379
li1280,0.6,0.22999999999999998,0.0,0.0,3.682800577075379
li1280,0.6,0.25,0.0,0.0,3.682800577075379
li1280,0.6,0.27,0.0,0.0,3.682800577075379
li1280,0.6,0.29000000000000004,0.0,0.0,3.682800577075379
li1280,0.6,0.31,0.0,0.0,3.682800577075379
li1280,0.6,0.33,0.0,0.0,3.682800577075379
li1280,0.6,0.35,0.0,0.0,3.682800577075379
li1280,0.6,0.37,0.0,0.0,3.682800577075379
li1280,0.6,0.39,0.0,0.0,3.682800577075379
li1280,0.6,0.41000000000000003,0.0,0.0,3.682800577075379
li1280,0.6,0.43,0.0,0.0,3.682800577075379
li1280,0.6,0.45,0.0,0.0,3.682800577075379
li1280,0.6,0.47,0.0,0.0,3.682800577075379
li1280,0.6,0.49,0.0,0.0,3.682800577075379
li1280,0.6,0.51,0.0,0.0,3.682800577075379
li1280,0.6,0.53,0.0,0.0,3.682800577075379
li1280,0.6,0.55,0.0,0.0,3.682800577075379
li1280,0.6,0.5700000000000001,0.0,0.0,3.682800577075379
li1280,0.6,0.59,0.0,0.0,3.682800577075379
li1280,0.6,0.61,0.0,0.0,3.682800577075379
li1280,0.6,0.63,0.0,0.0,3.682800577075379
li1280,0.6,0.65,0.0,0.0,3.682800577075379
li1280,0.6,0.67,0.0,0.0,3.682800577075379
li1280,0.6,0.6900000000000001,0.0,0.0,3.682800577075379
li1280,0.6,0.71,0.0,0.0,3.682800577075379
li1280,0.6,0.73,0.0,0.0,3.682800577075379
li1280,0.6,0.75,0.0,0.0,3.682800577075379
li1280,0.6,0.77,0.0,0.0,3.682800577075379
li1280,0.6,0.79,0.0,0.0,3.682800577075379
li1280,0.6,0.81,0.0,0.0,3.682800577075379
li1280,0.6,0.8300000000000001,0.0,0.0,3.682800577075379
li1280,0.6,0.85,0.0,0.0,3.682800577075379
li1280,0.6,0.87,0.0,0.0,3.682800577075379
li1280,0.6,0.89,0.0,0.0,3.682800577075379
li1280,0.6,0.91,0.0,0.0,3.682800577075379
li1280,0.6,0.93,0.0,0.0,3.682800577075379
li1280,0.6,0.95,0.0,0.0,3.682800577075379
li1280,0.6,0.97,0.0,0.0,3.682800577075379
li1280,0.6,0.99,0.0,0.0,3.682800577075379
li1280,0.6,1.01,0.0,0.0,3.682800577075379
li1280,0.6,1.03,0.0,0.0,3.682800577075379
li1280,0.6,1.05,0.0,0.0,3.682800577075379
li1280,0.6,1.07,0.0,0.0,3.682800577075379
li1280,0.6,1.09,0.0,0.0,3.682800577075379
li1280,0.6,1.11,0.0,0.0,3.682800577075379
li1280,0.6,1.1300000000000001,0.0,0.0,3.682800577075379
li1280,0.6,1.15,0.0,0.0,3.682800577075379
li1280,0.6,1.17,0.0,0.0,3.682800577075379
li1280,0.6,1.19,0.0,0.0,3.682800577075379
li1280,0.6,1.21,0.0,0.0,3.682800577075379
li1280,0.6,1.23,0.0,0.0,3.682800577075379
li1280,0.6,1.25,0.0,0.0,3.682800577075379
li1280,0.6,1.27,0.0,0.0,3.682800577075379
li1280,0.6,1.29,0.0,0.0,3.682800577075379
li1280,0.6,1.31,0.0,0.0,3.682800577075379
li1280,0.6,1.33,0.0,0.0,3.682800577075379
li1280,0.6,1.35,0.0,0.0,3.682800577075379
li1280,0.6,1.37,0.0,0.0,3.682800577075379
li1280,0.6,1.3900000000000001,0.0,0.0,3.682800577075379
li1280,0.6,1.4100000000000001,0.0,0.0,3.682800577075379
li1280,0.6,1.43,0.0,0.0,3.682800577075379
li1280,0.6,1.45,0.0,0.0,3.682800577075379
li1280,0.6,1.47,0.0,0.0,3.682800577075379
li1280,0.6,1.49,0.0,0.0,3.682800577075379
li1280,0.6,1.51,0.0,0.0,3.682800577075379
li1280,0.6,1.53,0.0,0.0,3.682800577075379
li1280,0.6,1.55,0.0,0.0,3.682800577075379
li1280,0.6,1.57,0.0,0.0,3.682800577075379
li1280,0.6,1.59,0.0,0.0,3.682800577075379
li1280,0.6,1.61,0.0,0.0,3.682800577075379
li1280,0.6,1.6300000000000001,0.0,0.0,3.682800577075379
li1280,0.6,1.6500000000000001,0.0,0.0,3.682800577075379
li1280,0.6,1.67,0.0,0.0,3.682800577075379
li1280,0.6,1.69,0.0,0.0,3.682800577075379
li1280,0.6,1.71,0.0,0.0,3.682800577075379
li1280,0.6,1.73,0.000795240221292806,0.00044450283784912644,3.682800577075379
li1280,0.6,1.75,0.0001942918416927119,0.00043464520289303467,3.682800577075379
li1280,0.6,1.77,0.0009496295935310645,0.0013427309778012689,3.682800577075379
li1280,0.6,1.79,0.0038998158856742493,0.0021168466381755817,3.682800577075379
li1280,0.6,1.81,0.00544872733528131,0.003457639420365667,3.682800577075379
li1280,0.6,1.83,0.01599084437096756,0.0014061113934822856,3.682800577075379
li1280,0.6,1.85,0.0328586341477167,0.00867835252072198,3.682800577075379
li1280,0.6,1.87,0.053769391182423056,0.010979039676558472,3.682800577075379
li1280,0.6,1.8900000000000001,0.10494174411030296,0.006128123428774174,3.682800577075379
li1280,0.6,1.9100000000000001,0.17158543752259206,0.01937523325272573,3.682800577075379
li1280,0.6,1.93,0.26021838024795707,0.0180492491614811,3.682800577075379
li1280,0.6,1.95,0.37461615808915966,0.005327728537745782,3.682800577075379
li1280,0.6,1.97,0.5470462591350781,0.01784032724313884,3.682800577075379
li1280,0.6,1.99,0.7581808783389169,0.025905528901050846,3.682800577075379
li1280,0.6,2.01,1.0235863739575324,0.014639762655371778,3.682800577075379
li1280,0.6,2.0300000000000002,1.2911433599661046,0.03324002429183719,3.682800577075379
li1280,0.6,2.05,1.6361825466424114,0.018715699681575312,3.682800577075379
li1280,0.6,2.0700000000000003,2.0153408838016103,0.04083137254581481,3.682800577075379
li1280,0.6,2.09,2.4042753992239003,0.05666824080692169,3.682800577075379
li1280,0.6,2.1100000000000003,2.7382102548883256,0.0335539123902491,3.682800577075379
li1280,0.6,2.13,3.0760253657358274,0.03795261576695843,3.682800577075379
li1280,0.6,2.1500000000000004,3.3892702293329617,0.054607949568214145,3.682800577075379
li1280,0.6,2.17,3.696436572734166,0.02975389128441135,3.682800577075379
li1280,0.6,2.1900000000000004,3.960852324644853,0.0454895249630717,3.682800577075379
li1280,0.6,2.21,4.181753450053378,0.03232260012097104,3.682800577075379
li1280,0.6,2.2300000000000004,4.312525087200933,0.06795595705018938,3.682800577075379
li1280,0.6,2.25,4.451641014668169,0.03190934356204019,3.682800577075379
li1280,0.6,2.2700000000000005,4.449756323433935,0.06830769552684939,3.682800577075379
li1280,0.6,2.29,4.550624635545782,0.06428569003776893,3.682800577075379
li1280,0.6,2.31,4.453434090509124,0.05693756714236869,3.682800577075379
li1280,0.6,2.33,4.383775435460867,0.06401393936732137,3.682800577075379
li1280,0.6,2.3499999999999996,4.290943814288702,0.036440251179102934,3.682800577075379
li1280,0.6,2.37,4.177620426370697,0.040104694410629145,3.682800577075379
li1280,0.6,2.3899999999999997,4.044243828175644,0.042759220371120524,3.682800577075379
li1280,0.6,2.41,3.913061705540191,0.056989034512016395,3.682800577075379
li1280,0.6,2.4299999999999997,3.701995618090512,0.023161698887457338,3.682800577075379
li1280,0.6,2.45,3.539203369702134,0.015269836737638248,3.682800577075379
li1280,0.6,2.4699999999999998,3.4063397273711193,0.06531509630278653,3.682800577075379
li1280,0.6,2.49,3.179477794052937,0.052462716238955806,3.682800577075379
li1280,0.6,2.51,3.0250254167937145,0.02385566004008291,3.682800577075379
li1280,0.6,2.5300000000000002,2.8460369523463265,0.03804291205101288,3.682800577075379
li1280,0.6,2.55,2.6831588919553298,0.060360542707206415,3.682800577075379
li1280,0.6,2.5700000000000003,2.546607615864718,0.026447808816596002,3.682800577075379
li1280,0.6,2.59,2.386440206828354,0.048395413579648786,3.682800577075379
li1280,0.6,2.6100000000000003,2.2402978111618457,0.027121722686001614,3.682800577075379
li1280,0.6,2.63,2.113706249035563,0.0352906660294693,3.682800577075379
li1280,0.6,2.6500000000000004,2.017356885940414,0.03930140315241793,3.682800577075379
li1280,0.6,2.67,1.8584592406049978,0.02113946308828472,3.682800577075379
li1280,0.6,2.6900000000000004,1.7519042543669587,0.012039110880763655,3.682800577075379
li1280,0.6,2.71,1.6546003363481894,0.01580796733693676,3.682800577075379
li1280,0.6,2.7300000000000004,1.5729628570740701,0.02917106535212368,3.682800577075379
li1280,0.6,2.75,1.475734775522646,0.022144543294719425,3.682800577075379
li1280,0.6,2.7700000000000005,1.3948666768391806,0.020427695513574717,3.682800577075379
li1280,0.6,2.79,1.3329743618619845,0.01880239060671186,3.682800577075379
li1280,0.6,2.81,1.260639460626651,0.02050080960607745,3.682800577075379
li1280,0.6,2.83,1.1919177689887626,0.01570635577694909,3.682800577075379
li1280,0.6,2.8499999999999996,1.130927914052828,0.032588310877062245,3.682800577075379
li1280,0.6,2.87,1.0666764391056187,0.021062625155645793,3.682800577075379
li1280,0.6,2.8899999999999997,1.035720649662814,0.021558054891091378,3.682800577075379
li1280,0.6,2.91,0.9809189399204138,0.007866571024700456,3.682800577075379
li1280,0.6,2.9299999999999997,0.9381163874035552,0.02491090395845021,3.682800577075379
li1280,0.6,2.95,0.9013717568521906,0.018049716284978957,3.682800577075379
li1280,0.6,2.9699999999999998,0.8606716285467194,0.01687883474672055,3.682800577075379
li1280,0.6,2.99,0.8344206037573894,0.01909764600034548,3.682800577075379
li1280,0.6,3.01,0.8041260310248249,0.01608971968297341,3.682800577075379
li1280,0.6,3.0300000000000002,0.7706673048068895,0.02052157639524376,3.682800577075379
li1280,0.6,3.05,0.7404447745253443,0.010133404184304301,3.682800577075379
li1280,0.6,3.0700000000000003,0.7171288623536083,0.010170532242738641,3.682800577075379
li1280,0.6,3.09,0.7044481990341993,0.013898898758254143,3.682800577075379
li1280,0.6,3.1100000000000003,0.6820056755635757,0.02253159727442009,3.682800577075379
li1280,0.6,3.13,0.6529105720467487,0.010838069673444042,3.682800577075379
li1280,0.6,3.1500000000000004,0.6586183194068383,0.0021983826623084295,3.682800577075379
li1280,0.6,3.17,0.630616067656862,0.010453587936268214,3.682800577075379
li1280,0.6,3.1900000000000004,0.618932749385167,0.008552898453869546,3.682800577075379
li1280,0.6,3.21,0.5924767062987969,0.012620798166669885,3.682800577075379
li1280,0.6,3.2300000000000004,0.5970252113990382,0.012624074123175004,3.682800577075379
li1280,0.6,3.25,0.5762361172295825,0.006065280424850303,3.682800577075379
li1280,0.6,3.2700000000000005,0.5760534652937971,0.008743762999263185,3.682800577075379
li1280,0.6,3.29,0.5635738759682958,0.013027833194062862,3.682800577075379
li1280,0.6,3.3100000000000005,0.5495607105488324,0.008840994542760473,3.682800577075379
li1280,0.6,3.33,0.5423353117795173,0.016354701561669467,3.682800577075379
li1280,0.6,3.3499999999999996,0.5346065217750201,0.011652708180627016,3.682800577075379
li1280,0.6,3.37,0.5279655328951516,0.011013049309686345,3.682800577075379
li1280,0.6,3.3899999999999997,0.5178709899760183,0.007386697343118918,3.682800577075379
li1280,0.6,3.41,0.5261420176851306,0.008165259668683218,3.682800577075379
li1280,0.6,3.4299999999999997,0.5020190408708672,0.01244962985760257,3.682800577075379
li1280,0.6,3.45,0.5033641990043137,0.007373931526486696,3.682800577075379
li1280,0.6,3.4699999999999998,0.49629362905210095,0.013690470384953274,3.682800577075379
li1280,0.6,3.49,0.5090878624063604,0.009266902587197888,3.682800577075379
li1280,0.6,3.51,0.5008396896546568,0.008272871151332321,3.682800577075379
li1280,0.6,3.5300000000000002,0.4918379566212334,0.013322890581050139,3.682800577075379
li1280,0.6,3.55,0.4950464714463904,0.004917166413588985,3.682800577075379
li1280,0.6,3.5700000000000003,0.4946975629348716,0.007868974691756772,3.682800577075379
li1280,0.6,3.59,0.48970883324904363,0.00866923357748505,3.682800577075379
li1280,0.6,3.6100000000000003,0.48566749071567733,0.010153457609606693,3.682800577075379
li1280,0.6,3.63,0.4904907697815884,0.009576903037832245,3.682800577075379
li1280,0.6,3.6500000000000004,0.47968137400454997,0.00716331417652883,3.682800577075379
li1280,0.6,3.67,0.48467252482449225,0.003961757894926156,3.682800577075379
li1280,0.6,3.6900000000000004,0.48511387521405586,0.0045443633096197,3.682800577075379
li1280,0.6,3.71,0.4825779154330464,0.012154283282571886,3.682800577075379
li1280,0.6,3.7300000000000004,0.48656900822067023,0.006356968337728296,3.682800577075379
li1280,0.6,3.75,0.4911247365816124,0.00846818089257089,3.682800577075379
li1280,0.6,3.7700000000000005,0.48663940411856516,0.0165580630495753,3.682800577075379
li1280,0.6,3.79,0.49659540401868213,0.0056654282687418215,3.682800577075379
li1280,0.6,3.8100000000000005,0.496437345626413,0.012208707031123478,3.682800577075379
li1280,0.6,3.83,0.5016910241947812,0.007234243193134115,3.682800577075379
li1280,0.6,3.8499999999999996,0.5026341234835906,0.011384404146597875,3.682800577075379
li1280,0.6,3.87,0.5048023217591279,0.007151235760483219,3.682800577075379
li1280,0.6,3.8899999999999997,0.5078825206555965,0.014058300060273723,3.682800577075379
li1280,0.6,3.91,0.5085771207107217,0.007922994984977593,3.682800577075379
li1280,0.6,3.9299999999999997,0.5176298902240299,0.00632034823030693,3.682800577075379
li1280,0.6,3.95,0.5262448817207324,0.009834816040032163,3.682800577075379
li1280,0.6,3.9699999999999998,0.5364725872515592,0.014174459519318408,3.682800577075379
li1280,0.6,3.99,0.5431802394365993,0.009086774204088911,3.682800577075379
li1280,0.6,4.01,0.5529470434475862,0.009698069506995284,3.682800577075379
li1280,0.6,4.03,0.5534808954655,0.005492471017453573,3.682800577075379
li1280,0.6,4.050000000000001,0.5589108530187678,0.008321457762478585,3.682800577075379
li1280,0.6,4.07,0.558603970543589,0.01515417844211682,3.682800577075379
li1280,0.6,4.09,0.5652481317257964,0.002694777955980231,3.682800577075379
li1280,0.6,4.109999999999999,0.5669110022397001,0.009736507362549534,3.682800577075379
li1280,0.6,4.13,0.5868994425132753,0.00397225432628159,3.682800577075379
li1280,0.6,4.15,0.5832600775919891,0.007728959678930755,3.682800577075379
li1280,0.6,4.17,0.5980045424577738,0.010635965231713727,3.682800577075379
li1280,0.6,4.1899999999999995,0.5975287843772431,0.007940279644510675,3.682800577075379
li1120,0.65,0.01,0.0,0.0,3.71959267002497
li1120,0.65,0.03,0.0,0.0,3.71959267002497
li1120,0.65,0.05,0.0,0.0,3.71959267002497
li1120,0.65,0.07,0.0,0.0,3.71959267002497
li1120,0.65,0.09,0.0,0.0,3.71959267002497
li1120,0.65,0.11,0.0,0.0,3.71959267002497
li1120,0.65,0.13,0.0,0.0,3.71959267002497
li1120,0.65,0.15000000000000002,0.0,0.0,3.71959267002497
li1120,0.65,0.16999999999999998,0.0,0.0,3.71959267002497
li1120,0.65,0.19,0.0,0.0,3.71959267002497
li1120,0.65,0.21000000000000002,0.0,0.0,3.71959267002497
li1120,0.65,0.22999999999999998,0.0,0.0,3.71959267002497
li1120,0.65,0.25,0.0,0.0,3.71959267002497
li1120,0.65,0.27,0.0,0.0,3.71959267002497
li1120,0.65,0.29000000000000004,0.0,0.0,3.71959267002497
li1120,0.65,0.31,0.0,0.0,3.71959267002497
li1120,0.65,0.33,0.0,0.0,3.71959267002497
li1120,0.65,0.35,0.0,0.0,3.71959267002497
li1120,0.65,0.37,0.0,0.0,3.71959267002497
li1120,0.65,0.39,0.0,0.0,3.71959267002497
li1120,0.65,0.41000000000000003,0.0,0.0,3.71959267002497
li1120,0.65,0.43,0.0,0.0,3.71959267002497
li1120,0.65,0.45,0.0,0.0,3.71959267002497
li1120,0.65,0.47,0.0,0.0,3.71959267002497
li1120,0.65,0.49,0.0,0.0,3.71959267002497
li1120,0.65,0.51,0.0,0.0,3.71959267002497
li1120,0.65,0.53,0.0,0.0,3.71959267002497
li1120,0.65,0.55,0.0,0.0,3.71959267002497
li1120,0.65,0.5700000000000001,0.0,0.0,3.71959267002497
li1120,0.65,0.59,0.0,0.0,3.71959267002497
li1120,0.65,0.61,0.0,0.0,3.71959267002497
li1120,0.65,0.63,0.0,0.0,3.71959267002497
li1120,0.65,0.65,0.0,0.0,3.71959267002497
li1120,0.65,0.67,0.0,0.0,3.71959267002497
li1120,0.65,0.6900000000000001,0.0,0.0,3.71959267002497
li1120,0.65,0.71,0.0,0.0,3.71959267002497
li1120,0.65,0.73,0.0,0.0,3.71959267002497
li1120,0.65,0.75,0.0,0.0,3.71959267002497
li1120,0.65,0.77,0.0,0.0,3.71959267002497
li1120,0.65,0.79,0.0,0.0,3.71959267002497
li1120,0.65,0.81,0.0,0.0,3.71959267002497
li1120,0.65,0.8300000000000001,0.0,0.0,3.71959267002497
li1120,0.65,0.85,0.0,0.0,3.71959267002497
li1120,0.65,0.87,0.0,0.0,3.71959267002497
li1120,0.65,0.89,0.0,0.0,3.71959267002497
li1120,0.65,0.91,0.0,0.0,3.71959267002497
li1120,0.65,0.93,0.0,0.0,3.71959267002497
li1120,0.65,0.95,0.0,0.0,3.71959267002497
li1120,0.65,0.97,0.0,0.0,3.71959267002497
li1120,0.65,0.99,0.0,0.0,3.71959267002497
li1120,0.65,1.01,0.0,0.0,3.71959267002497
li1120,0.65,1.03,0.0,0.0,3.71959267002497
li1120,0.65,1.05,0.0,0.0,3.71959267002497
li1120,0.65,1.07,0.0,0.0,3.71959267002497
li1120,0.65,1.09,0.0,0.0,3.71959267002497
li1120,0.65,1.11,0.0,0.0,3.71959267002497
li1120,0.65,1.1300000000000001,0.0,0.0,3.71959267002497
li1120,0.65,1.15,0.0,0.0,3.71959267002497
li1120,0.65,1.17,0.0,0.0,3.71959267002497
li1120,0.65,1.19,0.0,0.0,3.71959267002497
li1120,0.65,1.21,0.0,0.0,3.71959267002497
li1120,0.65,1.23,0.0,0.0,3.71959267002497
li1120,0.65,1.25,0.0,0.0,3.71959267002497
li1120,0.65,1.27,0.0,0.0,3.71959267002497
li1120,0.65,1.29,0.0,0.0,3.71959267002497
li1120,0.65,1.31,0.0,0.0,3.71959267002497
li1120,0.65,1.33,0.0,0.0,3.71959267002497
li1120,0.65,1.35,0.0,0.0,3.71959267002497
li1120,0.65,1.37,0.0,0.0,3.71959267002497
li1120,0.65,1.3900000000000001,0.0,0.0,3.71959267002497
li1120,0.65,1.4100000000000001,0.0,0.0,3.71959267002497
