# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.600000e+03 0.000000e+00 2.262742e+03 0.000000e+00 1.600000e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.262742e+03 0.000000e+00 1.600000e+03 0.000000e+00
3.137954e-04 4.798565e-01 8.109225e-02 9.426060e-02 1.733555e-02 -3.468312e-01 8.092985e-02 5.952252e-02 9.358089e-03 -1.006440e-02 1.170789e-02 3.352852e-01 7.490938e-02
1.255181e-03 5.656738e-01 1.209801e-01 1.231057e-01 2.714047e-02 -3.890342e-01 8.660886e-02 6.676870e-02 8.779266e-03 -2.629084e-02 1.771697e-02 3.612939e-01 7.030953e-02
2.824158e-03 6.871987e-01 1.220604e-01 1.601118e-01 3.779875e-02 -4.473520e-01 7.924163e-02 8.633708e-02 1.306908e-02 -3.916302e-02 2.208606e-02 3.995798e-01 5.745004e-02
5.020726e-03 5.885096e-01 1.157775e-01 9.264403e-02 1.268507e-02 -4.373336e-01 9.711050e-02 5.916775e-02 1.534070e-03 -9.139646e-03 1.396380e-02 4.397300e-01 7.626984e-02
7.844884e-03 7.392252e-01 1.319384e-01 1.563248e-01 2.626854e-02 -4.809315e-01 1.042991e-01 8.374438e-02 8.461023e-03 -4.051613e-02 2.503853e-02 4.491406e-01 7.761582e-02
1.129663e-02 5.255997e-01 7.215390e-02 1.214436e-01 2.354757e-02 -3.089821e-01 4.764572e-02 7.867526e-02 1.203341e-02 -2.033835e-02 1.511250e-02 3.160922e-01 2.847874e-02
1.537597e-02 5.880897e-01 8.421631e-02 1.239068e-01 1.931992e-02 -3.613767e-01 6.354530e-02 8.659737e-02 5.596896e-03 -2.258761e-02 1.489272e-02 3.992535e-01 3.594890e-02
3.137954e-04 8.641549e-01 1.714431e-01 1.663454e-01 2.831974e-02 -6.289908e-01 1.360144e-01 8.613343e-02 1.077422e-02 -4.477675e-02 2.019450e-02 5.673330e-01 1.132399e-01
6.275907e-04 4.700144e-01 1.394108e-01 9.654510e-02 2.336873e-02 -3.300334e-01 1.118640e-01 6.481101e-02 6.290009e-03 -3.221127e-03 1.649619e-02 3.286100e-01 9.493293e-02
1.568977e-03 4.484377e-01 1.316391e-01 9.438290e-02 3.323003e-02 -3.117543e-01 9.037012e-02 6.567793e-02 6.852972e-03 -3.806734e-03 2.416979e-02 3.089038e-01 6.454424e-02
3.137954e-03 6.933352e-01 7.582928e-02 1.397090e-01 2.776567e-02 -4.856077e-01 4.958432e-02 7.962033e-02 4.882123e-03 -3.279792e-02 2.318835e-02 4.441942e-01 3.588487e-02
5.334521e-03 6.264511e-01 1.875249e-01 1.289774e-01 4.605807e-02 -4.222996e-01 1.279802e-01 7.624986e-02 1.141658e-02 -2.468948e-02 3.328330e-02 4.029959e-01 8.421647e-02
8.158679e-03 6.476631e-01 5.195573e-02 1.307394e-01 2.399588e-02 -4.271645e-01 2.607916e-02 8.323240e-02 1.026100e-02 -1.543303e-02 1.506751e-02 4.330292e-01 2.889972e-02
1.161043e-02 6.623555e-01 1.125551e-01 1.469911e-01 2.807521e-02 -3.948380e-01 7.493678e-02 8.157656e-02 7.786607e-03 -3.360167e-02 1.767143e-02 3.923335e-01 5.896861e-02
1.568977e-02 6.141483e-01 5.099815e-02 1.338321e-01 1.984703e-02 -3.745578e-01 3.800078e-02 9.354303e-02 6.763149e-03 -2.646491e-02 1.573780e-02 4.064416e-01 2.207909e-02
1.255181e-03 4.979207e-01 1.010565e-01 1.149004e-01 2.716281e-02 -3.280314e-01 6.164304e-02 6.717359e-02 1.036280e-02 -1.988525e-02 1.456627e-02 3.004501e-01 3.946937e-02
1.568977e-03 2.512552e-01 4.824562e-02 6.330925e-02 1.899389e-02 -1.606558e-01 4.194800e-02 6.818222e-02 7.139389e-03 2.960969e-02 1.385174e-02 2.081054e-01 4.851959e-02
