# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.920000e+03 0.000000e+00 2.478709e+03 0.000000e+00 1.567673e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.023858e+03 0.000000e+00 1.280000e+03 0.000000e+00
3.183237e-04 7.803117e-01 1.602468e-01 1.546727e-01 2.646500e-02 -7.078440e-01 1.575828e-01 7.861424e-02 8.427119e-03 -6.406120e-02 2.123134e-02 7.658630e-01 1.614960e-01
1.273295e-03 3.505357e-01 3.933967e-02 8.403911e-02 6.049381e-03 -2.928386e-01 4.134719e-02 6.303467e-02 4.700655e-03 -4.180906e-03 4.070371e-03 3.560209e-01 4.458287e-02
2.864914e-03 5.943939e-01 6.812511e-02 1.332569e-01 1.099267e-02 -5.083241e-01 7.156249e-02 7.831211e-02 3.984892e-03 -3.992908e-02 1.054494e-02 5.727642e-01 7.327248e-02
5.093180e-03 4.361163e-01 5.486904e-02 1.108297e-01 1.107357e-02 -3.350148e-01 5.472569e-02 7.607794e-02 3.309036e-03 -1.821823e-02 8.555961e-03 3.928880e-01 5.842391e-02
7.958093e-03 4.924444e-01 3.500901e-02 1.201367e-01 8.156787e-03 -3.868515e-01 4.091848e-02 7.176963e-02 2.064055e-03 -3.632677e-02 7.492555e-03 4.546276e-01 5.267258e-02
1.145965e-02 6.176936e-01 3.508732e-02 1.556468e-01 6.823693e-03 -4.582746e-01 3.478943e-02 9.119813e-02 3.315834e-03 -5.177196e-02 6.590685e-03 5.188439e-01 3.548185e-02
1.559786e-02 5.879257e-01 2.716627e-02 1.508042e-01 1.413235e-02 -4.167481e-01 1.369454e-02 9.559917e-02 7.096949e-03 -5.140395e-02 8.727783e-03 5.029827e-01 1.586963e-02
3.183237e-04 4.690375e-01 9.992123e-02 1.173287e-01 2.236384e-02 -3.869595e-01 8.894724e-02 7.499748e-02 7.331172e-03 -2.466730e-02 1.752089e-02 4.358752e-01 8.361749e-02
6.366474e-04 4.785933e-01 1.110903e-01 1.159645e-01 1.939961e-02 -4.003184e-01 1.051879e-01 7.109071e-02 5.221152e-03 -2.920376e-02 1.620285e-02 4.465726e-01 1.023143e-01
1.591619e-03 3.792055e-01 8.430476e-02 1.007146e-01 1.472849e-02 -2.976647e-01 8.122404e-02 7.148031e-02 4.016188e-03 -1.055969e-02 1.326836e-02 3.510022e-01 8.068869e-02
3.183237e-03 6.170508e-01 8.376926e-02 1.361035e-01 1.489136e-02 -5.260146e-01 7.964529e-02 7.201344e-02 1.593718e-03 -5.153266e-02 1.650508e-02 5.739984e-01 7.527624e-02
5.411503e-03 4.782016e-01 5.101850e-02 1.245248e-01 1.219317e-02 -3.678748e-01 4.587824e-02 7.807933e-02 3.552327e-03 -2.953138e-02 1.162221e-02 4.227524e-01 3.981395e-02
8.276417e-03 6.033909e-01 7.208330e-02 1.427441e-01 1.327779e-02 -4.696947e-01 7.167463e-02 8.242772e-02 5.487934e-03 -4.408324e-02 1.600805e-02 5.276828e-01 6.239975e-02
