composition_key,n_para,n_water,n_ethanol,x_para,x_water,x_ethanol,S0_NN,S0_OO,S0_CC,S0_NO,S0_NC,S0_OC,S0_NN_split1,S0_OO_split1,S0_CC_split1,S0_NO_split1,S0_NC_split1,S0_OC_split1,S0_NN_split2,S0_OO_split2,S0_CC_split2,S0_NO_split2,S0_NC_split2,S0_OC_split2,S0_NN_split3,S0_OO_split3,S0_CC_split3,S0_NO_split3,S0_NC_split3,S0_OC_split3
P01112_W08000_E02000,1112,8000,2000,0.100072,0.719942,0.179986,1.5986229254314146,8.099166506656028,0.733494313892196,-3.097593169535562,-0.32457428962763685,-0.3414532407641657,1.533006082451454,7.680314656885709,0.6704231518811548,-2.9208482485291674,-0.3562876758147081,-0.1807767647924321,1.7184261416068098,8.745752759507164,0.7905528738395915,-3.3551852289363207,-0.349231418967567,-0.3886084875862583,1.54443655223598,7.871432103575213,0.7395069159558415,-3.0167460311411975,-0.2682037741006355,-0.4549744699138067
P00104_W07000_E03000,104,7000,3000,0.010293,0.692795,0.296912,0.9962051013489983,2.6694216998926645,0.5151308447274644,-0.6387981899808738,-0.05893089849158543,-0.9548418703350383,0.9096433694705344,2.6363914424356256,0.5315660474098418,-0.520280685712321,-0.0741881247128158,-0.9961581753164191,0.8735961329265927,2.6373588931493663,0.5332167796638547,-0.5505218629533039,-0.049379138353495,-0.9745170503371045,1.2053758016498677,2.734514764093002,0.4806097071086965,-0.8455920212769965,-0.0532254324084455,-0.8938503853515912
P00152_W07000_E03000,152,7000,3000,0.014972,0.689519,0.295508,1.0440657847259571,3.311288838960739,0.530156264193022,-0.9322764405203636,-0.02937793089879717,-1.0509859063288702,1.0315294257101832,3.2191981566116263,0.5096058866372574,-0.8775000303634296,-0.0374315173664968,-1.007155657621011,1.0332359202177357,3.3129939059857563,0.5110867026823951,-0.9674404638887726,-0.0254320375761166,-1.0400049893980496,1.0674320082499524,3.4016744542848345,0.5697762032594136,-0.9518888273088886,-0.0252702377537781,-1.10579707196755
P00208_W07000_E03000,208,7000,3000,0.020376,0.685737,0.293887,1.1127923068040135,3.6870539080997804,0.530348627925775,-1.1290821561294064,-0.048409700544845134,-1.0118959499557614,1.0037967333594482,3.661092219260199,0.5030944689486763,-1.0759155086168657,-0.0485493541128809,-1.004662399752811,1.2279702761492164,3.790517075010576,0.5856094452461083,-1.1816208610559011,-0.0812530994199826,-1.0685235063857148,1.106609910903376,3.6095524300285664,0.5023419695825403,-1.129710098715452,-0.0154266481016719,-0.962501943728758
P00256_W07000_E03000,256,7000,3000,0.024961,0.682527,0.292512,1.3555533214143443,4.4880815823004765,0.5718254606173123,-1.6057785584453175,-0.014963417844079965,-1.0976191856670734,1.321604965868291,4.0762184956284715,0.512239455989881,-1.5003503629289865,-0.06197151312831,-0.948457681514609,1.3608021415091225,4.914858446964018,0.5844368467728354,-1.7070880811119789,0.0314077267730253,-1.2057390927484006,1.384252856865619,4.473167804308939,0.6188000790892206,-1.6098972312949869,-0.0143264671769552,-1.1386607827382105
P00312_W07000_E03000,312,7000,3000,0.030256,0.678821,0.290923,1.3516439120310928,4.227191120946598,0.5302578515893864,-1.5933543084725363,-0.10459698123995682,-0.8698927558061295,1.12614706493739,4.780802823719464,0.6609085365127876,-1.4243338115659934,-0.0861032064918694,-1.1707821737829514,1.52379015223117,4.258619787590894,0.5122769485570796,-1.7648123616126694,-0.1050263741988052,-0.8231889967823633,1.4049945189247184,3.642150751529436,0.4175880696982922,-1.5909167522389462,-0.1226613630291959,-0.6157070968530737
P00416_W07000_E03000,416,7000,3000,0.039939,0.672043,0.288018,1.1712493399812396,3.638858617944809,0.5071656401763359,-1.3280504597160825,-0.19330491847762377,-0.6276588690325821,1.1153964738160258,3.3719328832668394,0.4348087340325764,-1.263285223803592,-0.1991173045054024,-0.4886397901650942,1.34535578337886,3.5242121913812885,0.4841761746327313,-1.476720919332584,-0.2119953281580281,-0.5221055319776609,1.0529957627488329,4.0204307791863,0.6025120118636998,-1.2441452360120713,-0.1688021227694408,-0.8722312849549909
P00528_W07000_E03000,528,7000,3000,0.050152,0.664894,0.284954,1.3303612576700878,4.605348121049755,0.5172181813361246,-1.8024891601110624,-0.26108890277458147,-0.4821005296097074,1.2523284035658862,4.179740666375405,0.4914064885081587,-1.5878121796001186,-0.27564130044732,-0.4205336940066273,1.3104462231620269,4.320288081582978,0.5499694135108839,-1.7657323488140333,-0.3014121822068235,-0.4459950548573615,1.4283091462823507,5.3160156151908815,0.5102786419893315,-2.053922951919035,-0.2062132256696009,-0.5797728399651334
P00640_W07000_E03000,640,7000,3000,0.06015,0.657895,0.281955,1.4493500287505034,5.199640079167186,0.5795945739335154,-2.093655482315855,-0.3681878543666821,-0.37410198830157565,1.5050775538681378,4.891258002382802,0.5728677763009502,-2.0143929959665443,-0.4264848239211882,-0.2732062398303566,1.4693664578063084,5.290756154107499,0.5759384845124255,-2.20742711819256,-0.3807227018119257,-0.2889231719937938,1.3736060745770646,5.416906081011258,0.5899774609871707,-2.05914633278846,-0.2973560373669325,-0.5601765530805766
P00752_W07000_E03000,752,7000,3000,0.06994,0.651042,0.279018,1.1487674696156687,5.1786583440818355,0.5363707648580366,-1.8061828946500995,-0.2780981375641933,-0.4296865008673865,1.0518352148827153,5.12824567514402,0.5253738932764327,-1.6792296794142534,-0.2509937842182699,-0.4854925389995411,1.0899751320014048,4.970553957326219,0.5397703476938249,-1.6861469103712792,-0.288160163451044,-0.4040697278288714,1.304492061962886,5.437175399775267,0.5439680536038523,-2.053172094164766,-0.2951404650232661,-0.3994972357737471
P00872_W07000_E03000,872,7000,3000,0.080206,0.643856,0.275938,1.6325636652472346,6.693219238257364,0.6577688020632547,-2.6244686005706033,-0.5468909868737398,-0.00029797273758839826,1.752655936718287,5.822498906153065,0.6782608249504178,-2.481888125518015,-0.6215510045162647,-0.0008178688671395,1.4283255469521912,5.7605822163120735,0.6416156172038248,-2.278662221867142,-0.4950445271877526,-0.0373816905424918,1.716709512071226,8.496576592306955,0.6534299640355214,-3.112855454326652,-0.524077428917202,0.0373056411968661
P00992_W07000_E03000,992,7000,3000,0.090247,0.636827,0.272926,1.6180811622106617,6.073315767475401,0.749960075265134,-2.600211582702986,-0.6547318977069185,0.24846505824776557,1.670667683897307,6.598429055171313,0.7687917452132551,-2.8212098379060264,-0.6226932697767112,0.2019478106516872,1.5667196273397344,5.581589081388797,0.7197827846268178,-2.408829191973412,-0.6399462315168393,0.2441170038821319,1.6168561753949438,6.039929165866093,0.7613056959553289,-2.5705957182295194,-0.7015561918272051,0.2993303602094777
P01112_W07000_E03000,1112,7000,3000,0.100072,0.62995,0.269978,1.1333029952641844,4.695890918362051,0.687631449313678,-1.7237207411199214,-0.48300644025543676,-0.019306731021373407,1.0718212092213182,4.533727681415045,0.6217629935650212,-1.6415477298127683,-0.4332809291540752,-0.0558630021415638,1.0665045977443783,4.704136848259006,0.6894078393053286,-1.6390512346071922,-0.4441436335712103,-0.145763945578108,1.2615831788268566,4.849808225412103,0.7517235150706846,-1.890563258939804,-0.5715947580410247,0.1437067546555516
P00104_W06000_E04000,104,6000,4000,0.010293,0.593824,0.395883,0.9201321354148332,2.585202733910739,0.36565514582734293,-0.46197494725754523,-0.10492580816406094,-0.7696787742874261,0.8340595168188046,2.579015030584663,0.3563249586945393,-0.4434818367947823,-0.0792990802962042,-0.7619133942204441,0.9508848808664244,2.5674588127188027,0.3619426788075002,-0.5225148001622204,-0.1066575404157964,-0.7415630118026928,0.9754520085592702,2.609134358428751,0.3786977999799892,-0.419928204815633,-0.1288208037801822,-0.8055599168391417
