# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 2.720000e+03 0.000000e+00 2.950254e+03 0.000000e+00 1.142629e+03 0.000000e+00 3.200000e+03 0.000000e+00 1.239355e+03 0.000000e+00 4.800000e+02 0.000000e+00
3.306182e-04 2.348270e-01 7.041678e-02 8.667835e-02 1.439279e-02 -3.327059e-01 1.317586e-01 6.573892e-02 4.240261e-03 -3.564630e-02 3.192172e-02 7.034804e-01 2.332149e-01
1.322473e-03 2.177925e-01 3.617188e-02 8.721031e-02 8.925815e-03 -2.792540e-01 6.349162e-02 6.743319e-02 4.372315e-03 -3.272509e-02 1.558955e-02 5.765761e-01 1.087258e-01
2.975564e-03 3.014650e-01 4.719487e-02 1.087917e-01 1.456245e-02 -4.018726e-01 7.309781e-02 7.354938e-02 4.507874e-03 -6.306661e-02 2.288423e-02 7.941238e-01 1.186347e-01
5.289892e-03 2.779353e-01 2.610826e-02 9.859844e-02 7.609785e-03 -3.609104e-01 4.468798e-02 7.404669e-02 2.483156e-03 -4.595983e-02 1.271290e-02 7.478692e-01 7.860664e-02
8.265456e-03 3.042291e-01 2.055849e-02 1.073266e-01 6.166191e-03 -3.623173e-01 3.032780e-02 8.094020e-02 3.103909e-03 -4.442622e-02 1.012027e-02 7.767016e-01 4.699215e-02
1.190226e-02 3.382682e-01 2.670616e-02 1.152570e-01 3.694366e-03 -3.865576e-01 4.850749e-02 8.063080e-02 1.786872e-03 -6.236839e-02 7.403308e-03 8.100975e-01 1.045459e-01
1.620029e-02 3.467148e-01 1.999845e-02 1.158673e-01 9.260209e-03 -3.587893e-01 2.757465e-02 9.387942e-02 4.516672e-03 -4.671593e-02 1.237999e-02 8.018071e-01 5.337635e-02
3.306182e-04 1.782057e-01 2.378237e-02 8.319774e-02 6.551968e-03 -2.066567e-01 4.259286e-02 7.488627e-02 5.911310e-03 -3.971466e-03 3.146882e-03 4.840722e-01 9.567347e-02
6.612365e-04 2.979384e-01 7.625089e-02 1.056483e-01 1.916278e-02 -4.262828e-01 1.355900e-01 7.294923e-02 6.969505e-03 -5.966085e-02 2.959435e-02 8.613030e-01 2.484089e-01
1.653091e-03 2.229889e-01 3.135919e-02 8.752138e-02 8.042625e-03 -2.900953e-01 5.375432e-02 6.482140e-02 2.057944e-03 -4.001542e-02 1.368861e-02 5.899444e-01 9.535967e-02
3.306182e-03 2.689613e-01 2.006500e-02 9.759562e-02 7.654059e-03 -3.520782e-01 3.280130e-02 7.536168e-02 3.359955e-03 -3.252902e-02 1.123086e-02 7.557044e-01 6.421134e-02
5.620510e-03 2.721396e-01 2.544982e-02 9.652573e-02 7.735523e-03 -3.511862e-01 5.258058e-02 7.137346e-02 4.355812e-03 -4.401633e-02 1.268222e-02 7.393559e-01 1.002705e-01
8.596074e-03 2.817847e-01 1.742966e-02 9.753495e-02 3.635700e-03 -3.456665e-01 3.741653e-02 7.369452e-02 1.279458e-03 -4.318122e-02 1.156914e-02 7.552817e-01 7.541276e-02
1.223288e-02 3.340943e-01 1.487205e-02 1.239347e-01 9.303632e-03 -3.548168e-01 2.565977e-02 9.150499e-02 7.163342e-03 -6.119707e-02 7.953603e-03 7.145379e-01 5.501002e-02
1.653091e-02 3.434988e-01 2.128395e-02 1.148262e-01 7.193714e-03 -3.451231e-01 4.059616e-02 9.363756e-02 4.545597e-03 -4.077618e-02 1.123814e-02 8.101294e-01 6.657382e-02
1.322473e-03 2.659719e-01 5.207115e-02 1.016393e-01 1.146365e-02 -3.571293e-01 9.355047e-02 7.421615e-02 3.868260e-03 -4.725774e-02 2.005368e-02 7.309035e-01 1.700937e-01
