# k^2  MgMg MgMg_error  MgCl MgCl_error  MgNa MgNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.344000e+03 0.000000e+00 2.281221e+03 0.000000e+00 1.261466e+03 0.000000e+00 3.872000e+03 0.000000e+00 2.141132e+03 1.016846e-13 1.184000e+03 0.000000e+00
2.906388e-04 1.135767e-01 3.050525e-02 8.288421e-02 1.724405e-02 -8.897064e-02 3.410689e-02 1.082667e-01 1.563811e-02 2.205511e-02 1.029794e-02 2.310360e-01 5.957557e-02
1.162555e-03 1.506802e-01 1.017524e-02 9.422263e-02 5.957700e-03 -1.416562e-01 1.990492e-02 1.083732e-01 6.337219e-03 -5.769445e-04 6.035409e-03 3.011312e-01 3.722011e-02
2.615749e-03 1.615885e-01 2.215270e-02 9.286990e-02 7.328328e-03 -1.482999e-01 3.620272e-02 1.061420e-01 5.218613e-03 1.016447e-02 5.848359e-03 3.353043e-01 6.653862e-02
4.650221e-03 1.957415e-01 1.822079e-02 1.042173e-01 6.164940e-03 -1.746623e-01 2.274473e-02 9.855065e-02 9.775274e-04 -1.784555e-02 9.087025e-03 3.403558e-01 3.264272e-02
7.265970e-03 2.622769e-01 2.826646e-02 1.414725e-01 1.489248e-02 -2.008068e-01 3.300358e-02 1.272422e-01 7.961310e-03 -2.356217e-02 1.806807e-02 3.885955e-01 3.455980e-02
1.046300e-02 4.107698e-01 1.450867e-02 1.925336e-01 8.023528e-03 -3.089586e-01 2.430443e-02 1.369422e-01 6.911009e-03 -7.390727e-02 1.008798e-02 4.891326e-01 3.940897e-02
1.424130e-02 5.955698e-01 3.018962e-02 2.561140e-01 1.742784e-02 -3.967561e-01 3.382990e-02 1.685934e-01 8.294768e-03 -9.659426e-02 1.505484e-02 5.689027e-01 4.207707e-02
2.906388e-04 8.297594e-02 1.035406e-02 6.479596e-02 5.530821e-03 -5.832617e-02 1.885862e-02 9.783984e-02 7.215772e-03 4.015020e-02 7.029844e-03 1.994760e-01 3.291482e-02
5.812776e-04 1.308306e-01 1.750545e-02 8.073225e-02 1.175718e-02 -1.260731e-01 2.609702e-02 1.032233e-01 8.617406e-03 1.847912e-02 1.238778e-02 3.012071e-01 5.133672e-02
1.453194e-03 1.310631e-01 1.324446e-02 8.585772e-02 6.045188e-03 -1.132520e-01 2.327067e-02 1.023156e-01 5.359563e-03 9.244793e-03 7.856245e-03 2.629367e-01 4.162506e-02
2.906388e-03 1.340256e-01 5.844342e-03 7.551774e-02 7.298811e-03 -1.235126e-01 5.450921e-03 9.581388e-02 7.152802e-03 2.607201e-02 9.803960e-03 3.182930e-01 2.396809e-02
4.940859e-03 2.117166e-01 3.759833e-02 1.200875e-01 1.771743e-02 -1.663813e-01 4.678717e-02 1.189307e-01 1.091860e-02 -4.794478e-03 2.013581e-02 3.477583e-01 5.432996e-02
7.556608e-03 2.793296e-01 2.016370e-02 1.423405e-01 9.455625e-03 -2.212215e-01 2.464077e-02 1.183306e-01 5.063392e-03 -3.794880e-02 1.216724e-02 3.881593e-01 2.927161e-02
1.075364e-02 3.606618e-01 3.388129e-02 1.802176e-01 1.619374e-02 -2.288703e-01 2.599991e-02 1.413421e-01 8.328109e-03 -3.665878e-02 1.396259e-02 4.059265e-01 1.406177e-02
1.453194e-02 4.186857e-01 8.929475e-03 1.713163e-01 7.656818e-03 -2.866940e-01 7.840529e-03 1.290491e-01 5.037024e-03 -4.128529e-02 9.287635e-03 5.147234e-01 9.350974e-03
1.162555e-03 1.331660e-01 2.367490e-02 8.188504e-02 9.819827e-03 -1.247670e-01 3.407111e-02 1.017491e-01 4.621956e-03 1.650669e-02 1.418874e-02 2.986146e-01 5.090501e-02
1.453194e-03 1.311931e-01 1.329740e-02 9.149401e-02 9.299869e-03 -9.993478e-02 1.281011e-02 1.124663e-01 8.364495e-03 1.941208e-02 9.187722e-03 2.554718e-01 2.302681e-02
2.325110e-03 1.367404e-01 1.679601e-02 8.091601e-02 8.289372e-03 -1.244516e-01 2.466988e-02 9.094933e-02 5.754850e-03 1.994549e-03 1.051990e-02 2.716716e-01 3.441554e-02
3.778304e-03 2.697612e-01 3.440509e-02 1.463668e-01 1.842307e-02 -2.478753e-01 3.697114e-02 1.238244e-01 1.056902e-02 -5.655118e-02 2.031624e-02 4.054276e-01 5.039453e-02
5.812776e-03 2.165736e-01 1.700928e-02 1.212230e-01 8.826000e-03 -1.647839e-01 1.711976e-02 1.188004e-01 4.016116e-03 -8.831962e-03 9.845907e-03 3.291730e-01 1.299758e-02
8.428525e-03 3.044238e-01 2.119933e-02 1.365321e-01 1.021724e-02 -2.466664e-01 1.441434e-02 1.138146e-01 5.009132e-03 -2.569941e-02 4.350162e-03 4.498083e-01 2.063865e-02
1.162555e-02 4.062541e-01 3.118856e-02 1.850466e-01 1.348773e-02 -2.857744e-01 2.893436e-02 1.327343e-01 5.646268e-03 -6.811692e-02 1.576751e-02 4.485022e-01 2.515275e-02
1.540386e-02 5.593239e-01 3.569378e-02 2.357715e-01 1.758481e-02 -3.544483e-01 1.589761e-02 1.579945e-01 8.919707e-03 -8.345495e-02 8.973318e-03 5.108270e-01 6.242441e-03
2.615749e-03 1.657873e-01 1.610333e-02 1.003817e-01 1.229842e-02 -1.426792e-01 1.421848e-02 1.130705e-01 7.901250e-03 6.478410e-03 1.273608e-02 3.161020e-01 1.389301e-02
2.906388e-03 1.377890e-01 1.336700e-02 8.370264e-02 9.952734e-03 -1.181539e-01 1.028573e-02 9.527818e-02 5.302015e-03 4.281960e-03 1.300999e-02 2.608299e-01 1.317817e-02
3.778304e-03 2.115378e-01 1.749179e-02 1.260221e-01 6.190465e-03 -1.686416e-01 2.642495e-02 1.174533e-01 3.487232e-03 -2.681174e-02 1.419217e-02 3.059480e-01 2.691348e-02
5.231498e-03 2.425250e-01 2.724455e-02 1.375491e-01 1.336324e-02 -1.944406e-01 3.683120e-02 1.277857e-01 9.191811e-03 -2.356218e-02 1.565217e-02 3.708830e-01 4.913014e-02
7.265970e-03 2.643184e-01 1.143005e-02 1.386355e-01 5.965675e-03 -2.023562e-01 1.747792e-02 1.191727e-01 2.337208e-03 -3.337510e-02 1.084287e-02 3.590677e-01 1.838139e-02
9.881719e-03 3.475664e-01 3.921438e-02 1.679412e-01 2.218003e-02 -2.269899e-01 2.841925e-02 1.329084e-01 1.382277e-02 -3.628728e-02 1.054549e-02 3.933396e-01 3.105554e-02
1.307875e-02 5.145767e-01 6.479872e-02 2.271079e-01 2.443336e-02 -3.610809e-01 6.407251e-02 1.529395e-01 9.993769e-03 -8.446276e-02 2.660762e-02 5.537114e-01 5.268313e-02
1.685705e-02 5.268078e-01 2.448736e-02 2.149480e-01 1.844055e-02 -3.304918e-01 2.386050e-02 1.465259e-01 1.239410e-02 -6.450833e-02 8.640288e-03 5.568705e-01 3.986355e-02
4.650221e-03 1.727460e-01 1.546931e-02 9.947444e-02 1.015935e-02 -1.357331e-01 1.584259e-02 1.046262e-01 9.019918e-03 4.131913e-03 3.748400e-03 3.060549e-01 2.626827e-02
4.940859e-03 2.572458e-01 2.255078e-02 1.409899e-01 8.982206e-03 -2.170925e-01 2.538876e-02 1.241961e-01 4.512378e-03 -3.898625e-02 1.059981e-02 3.804672e-01 3.718312e-02
5.812776e-03 2.381629e-01 1.534738e-02 1.270564e-01 1.080737e-02 -1.905505e-01 1.300963e-02 1.155746e-01 8.040974e-03 -2.264978e-02 6.360870e-03 3.474240e-01 3.067660e-02
7.265970e-03 2.742330e-01 1.562101e-02 1.460383e-01 8.075821e-03 -2.065548e-01 1.629931e-02 1.288505e-01 5.927469e-03 -2.563313e-02 8.856519e-03 3.886480e-01 3.164845e-02
9.300441e-03 3.158119e-01 1.611464e-02 1.563657e-01 8.607682e-03 -2.351855e-01 2.101063e-02 1.259536e-01 6.969678e-03 -4.264272e-02 7.405201e-03 4.103915e-01 2.864987e-02
1.191619e-02 4.615423e-01 3.995130e-02 2.118608e-01 1.919793e-02 -3.265149e-01 4.315874e-02 1.466474e-01 1.064715e-02 -7.755834e-02 1.656213e-02 5.109726e-01 5.618048e-02
1.511322e-02 5.338509e-01 6.180541e-02 2.114528e-01 1.716947e-02 -3.812568e-01 5.945206e-02 1.408420e-01 5.858426e-03 -8.254679e-02 2.044489e-02 5.646813e-01 4.434876e-02
1.889152e-02 7.207091e-01 6.213960e-02 3.029774e-01 2.212431e-02 -4.184331e-01 4.647790e-02 1.898942e-01 9.669267e-03 -1.128666e-01 1.875300e-02 6.172691e-01 4.406865e-02
7.265970e-03 3.033289e-01 3.175033e-02 1.550857e-01 2.157040e-02 -2.429668e-01 1.550175e-02 1.291044e-01 1.483416e-02 -4.204924e-02 8.441670e-03 4.154108e-01 2.087919e-02
7.556608e-03 2.556673e-01 2.898866e-02 1.243341e-01 1.104330e-02 -2.072940e-01 3.405780e-02 1.153706e-01 2.980208e-03 -1.215273e-02 1.566697e-02 4.087930e-01 4.405506e-02
8.428525e-03 2.716917e-01 5.950177e-02 1.369296e-01 3.254651e-02 -2.100807e-01 4.808230e-02 1.238700e-01 1.724184e-02 -1.438423e-02 2.952027e-02 4.236486e-01 3.930040e-02
9.881719e-03 3.807445e-01 3.131261e-02 1.842872e-01 1.687727e-02 -2.832548e-01 3.075359e-02 1.410886e-01 7.831268e-03 -6.217986e-02 1.643943e-02 4.528626e-01 4.309913e-02
1.191619e-02 3.911805e-01 2.449124e-02 1.692341e-01 1.185496e-02 -2.834964e-01 2.956326e-02 1.283307e-01 6.280774e-03 -4.444503e-02 1.104700e-02 4.891888e-01 4.897998e-02
1.453194e-02 5.210994e-01 4.853483e-02 2.331788e-01 2.697192e-02 -3.130617e-01 1.821629e-02 1.660113e-01 1.492133e-02 -6.153988e-02 7.579088e-03 5.005892e-01 2.922443e-02
1.772897e-02 8.137101e-01 8.632932e-02 3.269003e-01 3.925655e-02 -4.882153e-01 6.017260e-02 1.945619e-01 1.632626e-02 -1.301201e-01 3.002192e-02 6.299082e-01 3.486898e-02
2.150727e-02 7.521535e-01 8.084993e-02 2.786725e-01 3.040907e-02 -4.319523e-01 5.402417e-02 1.728063e-01 1.246366e-02 -1.093488e-01 1.698238e-02 6.414800e-01 5.069402e-02
1.046300e-02 3.607310e-01 2.870871e-02 1.830534e-01 1.641781e-02 -2.337309e-01 2.158289e-02 1.432085e-01 9.340682e-03 -4.575648e-02 1.173937e-02 3.946098e-01 2.266304e-02
1.075364e-02 3.944977e-01 3.420374e-02 1.849117e-01 1.659329e-02 -2.884931e-01 2.509117e-02 1.418882e-01 6.112087e-03 -5.503759e-02 1.674585e-02 4.881958e-01 1.839307e-02
1.162555e-02 3.981428e-01 3.181047e-02 1.847087e-01 1.437954e-02 -2.852715e-01 2.803217e-02 1.383590e-01 8.647642e-03 -5.539653e-02 5.750826e-03 4.813319e-01 4.164667e-02
1.307875e-02 4.910110e-01 3.280644e-02 2.261891e-01 1.843949e-02 -3.290021e-01 2.335067e-02 1.586255e-01 1.087775e-02 -7.816181e-02 1.188392e-02 5.225399e-01 2.243794e-02
