tag,x_MgCl2,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Mg,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_MgMg,S0_MgCl,S0_MgNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ
cl3232,0.0202020202020202,0,0.01,0.1,64,3232,3104,58.402717026746025,150,1,2,42,260.1418691616603,0.9532492971399203,4,4,0.5,1,lowest-cost,,,7.609616772821247,3.94340461203092,0.8277249670782805,0.075721825816107,-0.1604414287684841,0.0600318287828655,0.0395110533966359,0.0863935776595637,0.1080173567585812,2.157669689264717e-18
cl3232,0.0202020202020202,1,0.01,0.1,64,3232,3104,58.4169553938313,150,1,2,30,294.02234999894995,0.9794860106181096,4,4,1.0,1,lowest-cost,,,7.606834825854179,0.760683482585418,0.9216079433022918,0.0849858790061373,-0.1779499132716512,0.0600462888356028,0.0368653275550529,0.088721995564255,0.1063520571355332,4.945450082776181e-18
cl3232,0.0202020202020202,2,0.01,0.1,64,3232,3104,58.38546360494601,150,1,2,83,270.4073882942089,0.9886362601224302,4,4,0.5,1,lowest-cost,,,7.612990085769758,5.047248788631157,0.791037910430791,0.069109267096454,-0.1566530429241698,0.059667087693407,0.0410378840369292,0.0868636103112237,0.1087933515435315,-2.699359667146538e-18
cl3232,0.0202020202020202,3,0.01,0.1,64,3232,3104,58.41154378697968,150,1,2,97,280.54287348729554,0.9778691766123756,4,4,1.0,1,lowest-cost,,,7.607891966709277,18.529798442370012,0.5469736568875984,0.04927010238635,-0.1068059614636689,0.0588742206825105,0.0459263104640003,0.0775365633007067,0.1103904678282183,-5.7708807576081155e-18
cl3232,0.0202020202020202,4,0.01,0.1,64,3232,3104,58.39587555433205,150,1,2,219,293.68847033570205,0.9720404497559496,4,4,0.3,1,lowest-cost,,,7.610954089220712,3.936057918867943,0.7491638685218283,0.0725059528761862,-0.141161505870951,0.0591174659499893,0.0395015730597429,0.0808470326497396,0.1062988556937028,7.423827031412966e-18
cl3264,0.0408163265306122,0,0.01,0.1,128,3264,3008,58.39218195969234,150,1,2,41,259.0998148766248,0.9717732601514024,4,4,1.0,1,lowest-cost,,,7.721730287848875,5.7421776611647966,0.7176117460130157,0.0853584019891957,-0.2071474850550349,0.0629736925515081,0.0303825252098089,0.1171115293308241,0.1083354636285139,-1.2997092546645037e-17
cl3264,0.0408163265306122,1,0.01,0.1,128,3264,3008,58.408524704242915,150,1,2,32,296.0356844454643,0.9801215666622394,4,4,0.5,1,lowest-cost,,,7.718489696552487,5.0153220284081215,0.7543124934806928,0.0945903851459701,-0.2126722445238396,0.0628565782461233,0.0264517036360224,0.1152961955486095,0.1051010270155736,1.3860230140277288e-17
cl3264,0.0408163265306122,2,0.01,0.1,128,3264,3008,58.38680709037884,150,1,2,29,274.24468952705,0.9961956380546544,4,4,1.0,1,lowest-cost,,,7.722796562450554,3.7081610624625054,0.6590230390871923,0.0793149309820536,-0.1892710196613209,0.0632735270587846,0.0331882038968908,0.1126588945561524,0.1102167944961006,-4.4755217728327966e-18
cl3264,0.0408163265306122,3,0.01,0.1,128,3264,3008,58.38351322818848,150,1,2,38,267.9996684889043,0.9981393282130204,4,4,0.5,1,lowest-cost,,,7.723450125031239,5.9329037225112735,0.6951670389320693,0.0778645862130974,-0.2056936969233431,0.0622243848665272,0.0326936954086096,0.1189192520791201,0.1093853349870489,3.888722922824574e-18
cl3264,0.0408163265306122,4,0.01,0.1,128,3264,3008,58.3896635490812,150,1,2,35,298.9320144779485,0.983232483667031,4,4,0.75,1,lowest-cost,,,7.722229863355826,6.869137169245429,0.6997620364839319,0.0772963915557019,-0.208181327673017,0.0628721809901559,0.0336029137396982,0.1208926887113167,0.1110282784202215,-6.1100726894807085e-18
