tag,x_MgCl2,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Mg,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_MgMg,S0_MgCl,S0_MgNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ
cl3744,0.4096385542168674,1,0.015,0.1224744871391589,1088,3744,1568,58.564513466799845,259,1,2,246,257.91950553790616,0.6403060633672295,4,4,0.5,1,lowest-cost,,,9.175514282309589,8.009117468710723,0.1362771632216212,0.0713615593195289,-0.1167654117930898,0.0888621691226177,0.0184256689421439,0.2230015829659273,0.1410871413938194,1.65798341191981e-17
cl3744,0.4096385542168674,2,0.015,0.1224744871391589,1088,3744,1568,58.563438870235686,259,1,2,117,244.50892246390228,0.6220316631970118,4,4,0.75,1,lowest-cost,,,9.175766829501397,7.733726262685229,0.1393585477399481,0.0780872326088942,-0.1115062018032747,0.0961075397713369,0.0184165991320904,0.2142257964078383,0.1500811930712431,3.1815318417208762e-18
cl3744,0.4096385542168674,3,0.015,0.1224744871391589,1088,3744,1568,58.5531076847575,259,1,2,241,259.0631019642482,0.6400635492401124,4,4,0.3,1,lowest-cost,,,9.178195412735112,7.077759455772605,0.1377032369158659,0.0739766879056003,-0.1151002394491261,0.0913117480287307,0.0178540788106327,0.2193441869299706,0.1437627927611735,-7.340776302944071e-18
cl3744,0.4096385542168674,4,0.015,0.1224744871391589,1088,3744,1568,58.571233547475515,259,1,2,230,250.22643720722613,0.6336160813530178,4,4,0.5,1,lowest-cost,,,9.173935219760596,6.669383105378916,0.1398270570123958,0.0772260538750294,-0.1136174564185219,0.0960089486098593,0.0196989644286641,0.2197246749350625,0.1510164510930716,-4.0418869741610315e-18
cl3808,0.4691358024691358,0,0.015,0.1224744871391589,1216,3808,1376,58.595360509393345,259,1,2,151,109.5209223257485,0.3959769478232732,4,4,1.0,1,lowest-cost,,,9.34864636188526,7.68018476494251,0.1300393538370524,0.0755018976893104,-0.1188885505475544,0.0954012580232453,0.0167527225774372,0.2513949788778467,0.1502187343431101,1.2731180725869961e-17
cl3808,0.4691358024691358,1,0.015,0.1224744871391589,1216,3808,1376,58.62416085198134,259,1,2,190,269.8806214857523,0.6615339843185706,4,4,0.75,1,lowest-cost,,,9.341758131588003,6.990269531614063,0.1304311887428764,0.0744879494867556,-0.1213120172933814,0.0939875732088029,0.0163073218840824,0.2552104560119777,0.1482922886368488,1.6125413186943373e-17
cl3808,0.4691358024691358,2,0.015,0.1224744871391589,1216,3808,1376,58.60195034005445,259,1,2,216,263.2046555994516,0.6531544409669471,4,4,0.5,1,lowest-cost,,,9.34706951339807,7.638146772760971,0.129672565606161,0.0776409048495318,-0.1146405683160739,0.0984284402571895,0.0177670223077586,0.245095577305863,0.1544769525843321,-8.150497184168095e-18
cl3808,0.4691358024691358,3,0.015,0.1224744871391589,1216,3808,1376,58.57719214536555,259,1,2,261,243.1576832300217,0.6261449772890528,4,4,0.75,1,lowest-cost,,,9.352996078222414,8.307529362492108,0.1256996743732821,0.0729270145676275,-0.1150128751733568,0.0934301579736595,0.018314784976434,0.2467067998021839,0.1481659795476809,-9.718739295139701e-18
cl3808,0.4691358024691358,4,0.015,0.1224744871391589,1216,3808,1376,58.57776499004191,259,1,2,170,260.3361442129375,0.6558022792588449,4,4,0.5,1,lowest-cost,,,9.352858881090189,7.640136606176415,0.127985383975696,0.0750196819509072,-0.115829019236921,0.0938987423537709,0.0151598207230341,0.2429927738308693,0.1469010326089713,1.7822802182003272e-18
cl3872,0.5316455696202531,0,0.015,0.1224744871391589,1344,3872,1184,58.65745338359904,259,1,2,126,115.35710516647336,0.4081272477590254,4,4,0.3,1,lowest-cost,,,9.51048680637923,6.502389400248496,0.1218269103438178,0.0773944305153089,-0.1196361838489946,0.0996981397805462,0.0153767413701911,0.2827344184242805,0.1565070375935781,1.2986004378914273e-17
cl3872,0.5316455696202531,1,0.015,0.1224744871391589,1344,3872,1184,58.664346837457025,259,1,2,143,236.7472250844133,0.6116184791918187,4,4,1.0,1,lowest-cost,,,9.508810536731852,7.32964616557096,0.1149258660266013,0.0752980288293631,-0.1087221725490097,0.0986592551241211,0.0179651607197118,0.2641591179712604,0.1555326892782043,4.093126934257503e-18
cl3872,0.5316455696202531,2,0.015,0.1224744871391589,1344,3872,1184,58.63634405800661,259,1,2,238,246.48124892032428,0.6223495994874074,4,4,0.3,1,lowest-cost,,,9.515622990258446,5.775679163958769,0.1184814282621514,0.0751931067913856,-0.1164882978833056,0.0962449759894745,0.0138227788147393,0.2732165631397498,0.1505863957965947,4.2169172517709826e-17
cl3872,0.5316455696202531,3,0.015,0.1224744871391589,1344,3872,1184,58.664205512393416,259,1,2,104,276.32369364831436,0.6655994859216484,4,4,1.0,1,lowest-cost,,,9.508844897567004,6.534772639584039,0.1274697799781355,0.0778584196761961,-0.1308212446961372,0.0997306363119198,0.014446814383254,0.3048864851151985,0.1571091432662208,9.723925180128902e-18
