tag,x_MgCl2,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Mg,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_MgMg,S0_MgCl,S0_MgNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ
cl3360,0.1052631578947368,4,0.02,0.1414213562373095,320,3360,2720,58.36392080055984,367,1,2,127,602.2514922509761,0.8636652319012955,4,4,0.5,1,lowest-cost,,,8.048704489226902,6.131511891168551,0.4701269828831296,0.0954693616333559,-0.216396186574557,0.0698985019457923,0.0121963996731447,0.1620020996690261,0.1084219854914896,-1.0996032327357465e-19
cl3424,0.1505376344086021,0,0.02,0.1414213562373095,448,3424,2528,58.37636020305407,367,1,2,52,300.66329958444294,0.57685900023218,4,4,0.3,1,lowest-cost,,,8.25336243699846,6.995843386297118,0.344371146931553,0.084892975637008,-0.1911409498355286,0.072507006312539,0.0129089712820891,0.1759524215552661,0.1135570107903292,2.0094286637789672e-18
cl3424,0.1505376344086021,1,0.02,0.1414213562373095,448,3424,2528,58.37634030957153,367,1,2,404,514.2786777396659,0.7813384059581149,4,4,1.0,1,lowest-cost,,,8.253366655868673,5.8480013961014565,0.3285800977765352,0.0797632436054845,-0.1838158365850807,0.070633106509874,0.0150470466123346,0.1722734173073545,0.1124123152516806,1.903186567499701e-17
cl3424,0.1505376344086021,2,0.02,0.1414213562373095,448,3424,2528,58.39158467868759,367,1,2,70,520.4273708201438,0.8103049496676601,4,4,0.3,1,lowest-cost,,,8.250134790619764,6.275650910041469,0.3481944561593458,0.0847951310694911,-0.1944738133074144,0.0724589652897934,0.0129354402681634,0.1787892928695551,0.1137975741801302,8.720340205018138e-18
cl3424,0.1505376344086021,3,0.02,0.1414213562373095,448,3424,2528,58.36470610714511,367,1,2,98,474.6217028716576,0.7637008856612656,4,4,0.5,1,lowest-cost,,,8.255834571748492,9.581229258533789,0.3226392977809051,0.0817032546759421,-0.176556262379368,0.071884355620357,0.014869879913433,0.1659551143033921,0.1131724083865228,2.0112511606663126e-17
cl3424,0.1505376344086021,4,0.02,0.1414213562373095,448,3424,2528,58.37248135860813,367,1,2,918,517.5463529043578,0.7920842891303673,4,4,0.3,1,lowest-cost,,,8.25418510309355,6.104910540158868,0.3505939812694743,0.0860733258217215,-0.1950065033182292,0.072047366496716,0.0113802599868297,0.17742786642884,0.1120952944000315,-1.164873044766633e-17
cl3488,0.1978021978021978,0,0.02,0.1414213562373095,576,3488,2336,58.41759332503768,367,1,2,619,222.23066899927863,0.4846373789404872,4,4,0.3,1,lowest-cost,,,8.446564841479468,8.038665425855402,0.2626318690437719,0.0761015450399601,-0.1678348808596459,0.0735775935666881,0.0143293015774968,0.184190987731724,0.1166184713617959,-2.0437577405689242e-17
cl3488,0.1978021978021978,1,0.02,0.1414213562373095,576,3488,2336,58.43182262765156,367,1,2,662,435.0856197399962,0.721273146261727,4,4,0.3,1,lowest-cost,,,8.443479671334323,6.510183946606296,0.2776579197656353,0.0817268521613668,-0.1758838400846506,0.0749483478974983,0.0104176438376597,0.1874047946132033,0.1159756605095074,-1.1838194416839865e-17
cl3488,0.1978021978021978,2,0.02,0.1414213562373095,576,3488,2336,58.40393221215227,367,1,2,95,454.4125252754808,0.7262360269058088,4,4,0.3,1,lowest-cost,,,8.449528586011034,9.141047577074286,0.2634319220613699,0.0742068267558533,-0.1709446775538832,0.0730652246759483,0.0155849107532872,0.1888136969199752,0.1172520227643967,-9.600509240652688e-18
cl3488,0.1978021978021978,3,0.02,0.1414213562373095,576,3488,2336,58.41925802520098,367,1,2,1134,413.2947279256519,0.6938144122667393,4,4,0.5,1,lowest-cost,,,8.446203807339968,7.660208243083303,0.2384322316033896,0.0693373348050271,-0.1520670618477891,0.0718942464346477,0.0189900634738545,0.1742267366910682,0.1167631492799738,-8.94675789113756e-18
cl3488,0.1978021978021978,4,0.02,0.1414213562373095,576,3488,2336,58.41565966040565,367,1,2,1599,437.6383308144473,0.7090968564662518,4,4,0.75,1,lowest-cost,,,8.446984239949463,7.582539275434176,0.2313513046357284,0.0698426795545605,-0.14441729790373,0.0727411878182192,0.0195231080960879,0.1672809005184977,0.1175245185203935,-1.6523479612717142e-17
cl3552,0.247191011235955,0,0.02,0.1414213562373095,704,3552,2144,58.44124142160074,367,1,2,95,172.1925935522238,0.417939314337614,4,4,0.75,1,lowest-cost,,,8.638541476868383,8.172043260941104,0.220363684310741,0.07580613182244,-0.1549752922931367,0.0786404728162415,0.0143432109821262,0.1960712330978259,0.1239002345042692,-1.2679680580346036e-17
cl3552,0.247191011235955,1,0.02,0.1414213562373095,704,3552,2144,58.43662125336027,367,1,2,109,359.85255453117395,0.6326987303949232,4,4,0.5,1,lowest-cost,,,8.639565979217823,8.831686656808744,0.2161172175984325,0.0756984532254619,-0.1502472218670715,0.0783813921438141,0.0141331443508949,0.1903822392731931,0.1229643862684875,-2.4222935748919833e-18
cl3552,0.247191011235955,2,0.02,0.1414213562373095,704,3552,2144,58.43151340126165,367,1,2,126,379.5566042837756,0.6586429572317236,4,4,0.3,1,lowest-cost,,,8.640698859072666,7.223036297357683,0.2237500322820096,0.078259714939203,-0.155698127066201,0.0789532750186654,0.0119338983123408,0.1937985280150972,0.1225421991380723,1.0553506658141725e-17
cl3552,0.247191011235955,3,0.02,0.1414213562373095,704,3552,2144,58.443616794171106,367,1,2,65,391.3630862645126,0.66996306787341,4,4,1.0,1,lowest-cost,,,8.638014827070785,7.118021328211361,0.2098881570390696,0.0732340987034707,-0.1462803578148999,0.0789494921047958,0.0176886415753272,0.1904124156562967,0.1259759717764516,-3.788637998384637e-18
cl3552,0.247191011235955,4,0.02,0.1414213562373095,704,3552,2144,58.45202274873874,367,1,2,92,377.0038773661613,0.6538126287120357,4,4,1.0,1,lowest-cost,,,8.636151551528252,8.70205815804168,0.2187195099836251,0.0749708363594917,-0.1541661226999323,0.0782220681747972,0.0147619589178265,0.1956828686066416,0.123616066199666,-7.8491258897165e-18
cl3616,0.2988505747126437,0,0.02,0.1414213562373095,832,3616,1952,58.48056214748911,367,1,2,175,125.86247634232988,0.3524751984373162,4,4,0.3,1,lowest-cost,,,8.822341071452955,6.948260835045388,0.1707439188403559,0.0681829056389379,-0.1301442285829001,0.0789286751901088,0.0183977976821015,0.1949729211529378,0.1266607170511418,4.328896351638925e-18
cl3616,0.2988505747126437,1,0.02,0.1414213562373095,832,3616,1952,58.48323235876517,367,1,2,74,302.26925799249716,0.5714868326725935,4,4,1.0,1,lowest-cost,,,8.8217368663305,6.478875793290222,0.1650537156862795,0.0662326334667048,-0.1253688068204455,0.077902056631002,0.019547037094561,0.1903017062122499,0.1257150572666356,5.059300632817557e-18
cl3616,0.2988505747126437,2,0.02,0.1414213562373095,832,3616,1952,58.49062485114025,367,1,2,388,326.02182267680917,0.5958601523394202,4,4,0.5,1,lowest-cost,,,8.820064481344158,8.51785708431247,0.1680091861258318,0.0699503107076823,-0.1241678915284592,0.0822050436005082,0.0205493560532403,0.1900978478977965,0.1317938099226149,-9.424036695336244e-18
cl3616,0.2988505747126437,3,0.02,0.1414213562373095,832,3616,1952,58.478142271950425,367,1,2,66,299.0308024813471,0.5695838995590922,4,4,0.75,1,lowest-cost,,,8.822888691145923,6.693858561447398,0.158714417080612,0.0635799794196323,-0.1207018221801334,0.0769522505722525,0.0217179398573299,0.1871626159648143,0.1256200399277977,2.492427538666677e-18
cl3616,0.2988505747126437,4,0.02,0.1414213562373095,832,3616,1952,58.46914537010029,367,1,2,113,320.00362650242613,0.5967997633622681,4,4,0.3,1,lowest-cost,,,8.824925193901176,6.2612994938017845,0.1761015973062789,0.0691512876516007,-0.1358218668062149,0.0779267835310133,0.0157697316362197,0.198809424741654,0.1240431496818232,-8.973400498734504e-19
cl3680,0.3529411764705882,0,0.02,0.1414213562373095,960,3680,1760,58.521455434859696,367,1,2,131,121.44040479645572,0.3463827351452,4,4,1.0,1,lowest-cost,,,9.001296650663555,8.171853522040545,0.1542075057714057,0.0710659845733936,-0.1250183377534556,0.0844574815000431,0.0171539004883277,0.2094688222507773,0.1338997041094056,-5.794837226804203e-18
cl3680,0.3529411764705882,1,0.02,0.1414213562373095,960,3680,1760,58.49937141812505,367,1,2,162,288.74734817586045,0.562629560631296,4,4,0.3,1,lowest-cost,,,9.006394232242885,8.39108868666678,0.1364309360496155,0.0637759990893373,-0.1093019056887133,0.0806040064360968,0.0223498069413601,0.1937673818999521,0.1309340199024269,-3.827615506030758e-18
cl3680,0.3529411764705882,2,0.02,0.1414213562373095,960,3680,1760,58.5405048204268,367,1,2,488,288.15089673056815,0.5593784646068304,4,4,0.3,1,lowest-cost,,,8.996903404798207,9.430983448790675,0.1568781131955132,0.073961713102885,-0.1247758698136617,0.0871074049824971,0.0167084090071915,0.2084664937506631,0.1369934084382589,-8.286024662633852e-19
cl3680,0.3529411764705882,3,0.02,0.1414213562373095,960,3680,1760,58.52168592150224,367,1,2,167,291.57914521988585,0.5649743151917835,4,4,0.75,1,lowest-cost,,,9.001243473540372,7.478531115534542,0.154882251576525,0.0713016313958693,-0.1256742586173351,0.0851872767099774,0.0178611091937075,0.2114603036744007,0.135402622625735,6.1511052673629515e-18
cl3680,0.3529411764705882,4,0.02,0.1414213562373095,960,3680,1760,58.522728155971585,367,1,2,208,311.61867190027533,0.5887066973128382,4,4,0.3,1,lowest-cost,,,9.001003019154306,7.630745600358979,0.1552414647018901,0.0711545185622973,-0.1264175763733884,0.0834366206233267,0.0155469647311126,0.2092120094004348,0.1316028140445077,-1.4601171511061077e-18
cl3744,0.4096385542168674,0,0.02,0.1414213562373095,1088,3744,1568,58.56326814538606,367,1,2,114,106.3031931184262,0.3229594660711188,4,4,0.5,1,lowest-cost,,,9.175806953608284,9.3076647684971,0.1413696980166854,0.0745673523474814,-0.1202957971364138,0.0909220247165208,0.0162678253749958,0.2255487782997888,0.1427290580724328,-8.864320088257163e-18
cl3744,0.4096385542168674,1,0.02,0.1414213562373095,1088,3744,1568,58.564513466799845,367,1,2,212,274.1473755845212,0.545771850283876,4,4,0.75,1,lowest-cost,,,9.175514282309589,8.780397800857026,0.1392889458522853,0.0713987279833002,-0.1217255658938131,0.0868535834198251,0.0152600069980526,0.2263734358979351,0.1368521683121217,-5.4707894282695735e-18
cl3744,0.4096385542168674,2,0.02,0.1414213562373095,1088,3744,1568,58.563438870235686,367,1,2,162,285.8709073751294,0.5578398569281826,4,4,0.5,1,lowest-cost,,,9.175766829501397,8.440984619654856,0.1364560464320074,0.0738466085116326,-0.1132234406411719,0.0918781126424041,0.0189459564310751,0.2179046748028479,0.1450401493337931,-2.1126267639813777e-18
cl3744,0.4096385542168674,3,0.02,0.1414213562373095,1088,3744,1568,58.5531076847575,367,1,2,495,281.46801815693266,0.5481150518246807,4,4,0.3,1,lowest-cost,,,9.178195412735112,10.891007220007449,0.1432491667974459,0.0772545541856595,-0.1192746045723766,0.0924217048171838,0.014108344117694,0.2205105767801653,0.1431681081986006,7.822119362055811e-19
cl3744,0.4096385542168674,4,0.02,0.1414213562373095,1088,3744,1568,58.571233547475515,367,1,2,258,297.02817459295744,0.5700432200924163,4,4,0.5,1,lowest-cost,,,9.173935219760596,9.057334968627206,0.1390671713702215,0.0748163054026377,-0.1160751281019982,0.093069347564771,0.019171194135802,0.2230035923867201,0.1470483277121066,4.2905518488306884e-18
cl3808,0.4691358024691358,0,0.02,0.1414213562373095,1216,3808,1376,58.595360509393345,367,1,2,205,125.4071240337076,0.3534785008385668,4,4,0.75,1,lowest-cost,,,9.34864636188526,7.080396526040281,0.1328415554369601,0.0758231988356025,-0.1236225453446354,0.0944837475926994,0.0146222986828063,0.2567514037311451,0.1481353546560974,-1.955193061380228e-18
cl3808,0.4691358024691358,1,0.02,0.1414213562373095,1216,3808,1376,58.62416085198134,367,1,2,143,302.7967204188392,0.5793017189260976,4,4,1.0,1,lowest-cost,,,9.341758131588003,6.1986467054582235,0.1337780475175893,0.0753648504445264,-0.1261457623562987,0.0936974873129436,0.014176059111088,0.2607530286703913,0.1470584289327126,-8.717643447364496e-18
cl3808,0.4691358024691358,2,0.02,0.1414213562373095,1216,3808,1376,58.60195034005445,367,1,2,61,305.7222155356409,0.5840824880306147,4,4,0.75,1,lowest-cost,,,9.34706951339807,6.967245422673273,0.1316122226788933,0.0769183375828686,-0.1194894093105977,0.0958039349443221,0.0147595117874689,0.2492088389250283,0.1495709573175269,1.4147480220347414e-17
cl3808,0.4691358024691358,3,0.02,0.1414213562373095,1216,3808,1376,58.57719214536555,367,1,2,95,305.1045781089817,0.5862740407538307,4,4,1.0,1,lowest-cost,,,9.352996078222414,6.939284402694267,0.1279070181463957,0.0712647797935153,-0.1219281977003416,0.090472600355637,0.0165199167609995,0.2567226194170373,0.1437819544660296,-2.1702682057302546e-18
cl3808,0.4691358024691358,4,0.02,0.1414213562373095,1216,3808,1376,58.57776499004191,367,1,2,160,291.38298186856775,0.5683723602570308,4,4,1.0,1,lowest-cost,,,9.352858881090189,7.484057231035618,0.1325248871222823,0.0768278847894738,-0.1213558097941751,0.0950510342129536,0.0136770768747097,0.2509172132642747,0.1480741112622404,-3.1251719170614173e-18
cl3872,0.5316455696202531,0,0.02,0.1414213562373095,1344,3872,1184,58.65745338359904,367,1,2,121,131.4509841513114,0.3612214363745497,4,4,0.3,1,lowest-cost,,,9.51048680637923,6.4311828573586025,0.1259553472821258,0.0783610157005747,-0.1266853200469482,0.099196066449962,0.0124091452419888,0.2923885336376672,0.1547808705419103,-1.669784820457724e-18
cl3872,0.5316455696202531,1,0.02,0.1414213562373095,1344,3872,1184,58.664346837457025,367,1,2,102,289.7575182300371,0.5618582714648993,4,4,0.75,1,lowest-cost,,,9.508810536731852,6.614512793256351,0.1181567699051712,0.0742481175471909,-0.1175054062121293,0.0957939295269188,0.0150207459200492,0.2775502632816999,0.1507740157582143,7.64694236708833e-18
cl3872,0.5316455696202531,2,0.02,0.1414213562373095,1344,3872,1184,58.63634405800661,367,1,2,1025,320.1953851220237,0.6059903845615727,4,4,0.3,1,lowest-cost,,,9.515622990258446,6.714936477228435,0.1278001357238266,0.0798464516484384,-0.1279300498229262,0.098964879468268,0.0088258215310167,0.2885608288950739,0.1524909240744844,1.5813169984133857e-17
cl3872,0.5316455696202531,3,0.02,0.1414213562373095,1344,3872,1184,58.664205512393416,367,1,2,65,328.76143290971305,0.6035760435897402,4,4,1.0,1,lowest-cost,,,9.508844897567004,6.694743148304656,0.1292874952456351,0.0783220008945814,-0.1338561961890178,0.099260661668891,0.0126090933879578,0.308030210728635,0.1556925679090846,1.0615151490999729e-17
cl3872,0.5316455696202531,4,0.02,0.1414213562373095,1344,3872,1184,58.66525538011173,367,1,2,282,310.51204228253454,0.5881964832795792,4,4,0.3,1,lowest-cost,,,9.508589644660464,6.13328402414068,0.1226833542076472,0.0781278395163054,-0.1201348523704716,0.1012872283979522,0.016687643715807,0.2861676296440276,0.1594868178756107,-1.1250194938621002e-17
cl3936,0.5974025974025974,0,0.02,0.1414213562373095,1472,3936,992,58.737153781243144,373,1,2,261,158.13177904785678,0.3966112228324045,4,4,0.5,1,lowest-cost,,,9.664241110699637,6.217240375385079,0.125054636398866,0.0838655420193796,-0.1376153361792986,0.1081852643375644,0.0111759512720294,0.3575317501364073,0.168731534858732,2.358622915907088e-18
cl3936,0.5974025974025974,1,0.02,0.1414213562373095,1472,3936,992,58.74582896474226,373,1,2,206,354.66004651033836,0.6326133727440876,4,4,0.3,1,lowest-cost,,,9.662100465877163,5.8585125047023805,0.1225030078146302,0.0818900817395769,-0.1353337992952999,0.1072642969908521,0.0141542427211318,0.3579057921890843,0.1688509503453354,9.675767990335804e-18
cl3936,0.5974025974025974,2,0.02,0.1414213562373095,1472,3936,992,58.7525001189556,373,1,2,193,371.1563062764459,0.6407745672976808,4,4,0.5,1,lowest-cost,,,9.660454862736785,6.359768427087412,0.1265260676672593,0.0852354887451163,-0.1384713387568615,0.1075348965489956,0.0065428907602694,0.3503885342502041,0.1654091202512695,1.0466779335506513e-18
cl3936,0.5974025974025974,3,0.02,0.1414213562373095,1472,3936,992,58.727672230368306,367,1,2,120,370.1773382190083,0.6542655309146018,4,4,0.75,1,lowest-cost,,,9.666581634902164,7.431118135036355,0.1212263726735255,0.0841957420219801,-0.1276308635515138,0.1097803139761329,0.0135486999425986,0.3379330542729045,0.1712781055535329,3.365202775915493e-18
cl3936,0.5974025974025974,4,0.02,0.1414213562373095,1472,3936,992,58.72287242681587,367,1,2,168,325.44617286095735,0.5950554411789245,4,4,0.3,1,lowest-cost,,,9.667766828312429,5.488326569974162,0.1222836551818018,0.0820036531184257,-0.1345731687936758,0.1079505573256966,0.0152445256003854,0.3582244349772077,0.1703178436119342,-3.880199886435719e-18
cl4000,0.6666666666666666,0,0.02,0.1414213562373095,1600,4000,800,58.84728692718652,373,1,2,263,175.51698751897297,0.4310630139903851,4,4,0.5,1,lowest-cost,,,9.80670492868916,5.736109825433305,0.1206731559683438,0.0879387106230673,-0.1446782927627299,0.1176641551346128,0.0143768149545857,0.4413595431504649,0.1852853667949494,-1.3444302338880922e-17
cl4000,0.6666666666666666,1,0.02,0.1414213562373095,1600,4000,800,58.832762197700745,373,1,2,321,381.9753761356368,0.6542311345299578,4,4,0.5,1,lowest-cost,,,9.810336796087338,6.004176083404229,0.1150740471248936,0.0839976611576672,-0.137654075942833,0.1139235516143017,0.0171595424141992,0.4277144255295212,0.1807654271243357,-5.1345404693094514e-18
cl4000,0.6666666666666666,2,0.02,0.1414213562373095,1600,4000,800,58.83485977593175,373,1,2,146,389.607699241488,0.681939547005035,4,4,1.0,1,lowest-cost,,,9.809812164119949,5.873618367202457,0.1210145479811925,0.0887912387753587,-0.1437375842907868,0.1169668098602274,0.0104061897667209,0.429820229958704,0.1822793862468701,-6.30708753422076e-19
cl4000,0.6666666666666666,3,0.02,0.1414213562373095,1600,4000,800,58.870226521978374,373,1,2,163,367.35827997026234,0.6688961925245454,4,4,1.0,1,lowest-cost,,,9.80097351059456,5.93927315129936,0.1249714738654047,0.094471929656758,-0.1422270498223309,0.1275033632742855,0.0178992192728641,0.4423027166284073,0.2006280403187828,-2.1849853561279553e-17
cl4000,0.6666666666666666,4,0.02,0.1414213562373095,1600,4000,800,58.85128158539349,373,1,2,197,356.2685309624561,0.6333196587378703,4,4,0.75,1,lowest-cost,,,9.805706468625893,5.341583696862895,0.1161641428119469,0.0837230953506629,-0.1413512799614219,0.1121607566513453,0.0139944024226929,0.4310942294821075,0.1770650902975757,2.2049034502171275e-18
cl4064,0.7397260273972602,0,0.02,0.1414213562373095,1728,4064,608,58.99643411255283,373,1,2,221,192.5277317447934,0.4433560316032745,4,4,0.75,1,lowest-cost,,,9.93560677443705,5.362083534961487,0.116190634620228,0.0939924330968225,-0.1487544649196874,0.1266158919658002,0.0104355784105822,0.5285367341645243,0.1972998498980945,-3.350251108896514e-18
cl4064,0.7397260273972602,1,0.02,0.1414213562373095,1728,4064,608,58.97043450815458,373,1,2,107,426.4674238905441,0.7138487162327607,4,4,1.0,1,lowest-cost,,,9.942178295878506,5.699293361878488,0.1188401354532706,0.0956871692654402,-0.1533062667095264,0.1287995010704418,0.0103668894340795,0.5437064974869678,0.2007546570833042,-3.4223277187856697e-18
cl4064,0.7397260273972602,2,0.02,0.1414213562373095,1728,4064,608,59.01213875894554,373,1,2,103,414.7304638491735,0.6911165904977287,4,4,1.0,1,lowest-cost,,,9.931640857949352,4.9309592816818695,0.1159263848683481,0.0940944461822249,-0.1475997486729782,0.1261488794024052,0.0088842131622724,0.520632492172673,0.1958733302746239,-1.8524191837477237e-17
cl4064,0.7397260273972602,3,0.02,0.1414213562373095,1728,4064,608,59.00441325852479,373,1,2,98,393.4406917254249,0.6693032474678303,4,4,1.0,1,lowest-cost,,,9.933591459679327,5.010612591499307,0.1108064477884715,0.0910110436395557,-0.1383085908005735,0.1236363925323802,0.0127848056225556,0.4993899416933297,0.1932161495263888,1.1361627182104044e-17
cl4064,0.7397260273972602,4,0.02,0.1414213562373095,1728,4064,608,58.998528710086426,373,1,2,289,389.8467116424307,0.6618550542715402,4,4,0.5,1,lowest-cost,,,9.935077670241064,5.6380982907405945,0.1151809286423403,0.093773556810728,-0.1459159095179886,0.1264209025224998,0.0106694429465487,0.51957058122582,0.1968944723215193,-1.7678537522490423e-18
