tag,x_MgCl2,k2cut_cycles2_per_A2,n_blocks,all_converged,S0_NN,S0_NN_err,S0_NN_blockmean,S0_MgMg,S0_MgMg_err,S0_MgMg_blockmean,S0_MgCl,S0_MgCl_err,S0_MgCl_blockmean,S0_MgNa,S0_MgNa_err,S0_MgNa_blockmean,S0_ClCl,S0_ClCl_err,S0_ClCl_blockmean,S0_ClNa,S0_ClNa_err,S0_ClNa_blockmean,S0_NaNa,S0_NaNa_err,S0_NaNa_blockmean
cl3232,0.0202020202020202,0.015,4,1,0.1064709262551051,0.000554863868188,0.1063118616924881,0.8414734831563224,0.0109104278433362,0.8041681737147732,0.0767036306251522,0.0010233333911055,0.0733358508935742,-0.1633879287757975,0.0030112278269306,-0.1561109852822315,0.0593363662575067,0.0001423067874041,0.0589683888641724,0.038519438386179,0.0004084312141573,0.0391111204498097,0.0862279090096334,0.0010677349425907,0.0847418510818764
cl3264,0.0408163265306122,0.015,4,1,0.1066291196127519,0.000807871129109,0.1070072310082971,0.7058949908371615,0.0187137811369818,0.6864874076725447,0.0867739796893757,0.0033506137719783,0.0837502856805063,-0.2008389357617634,0.0049040587906381,-0.1959817131863339,0.0625324457116548,0.000453514633015,0.0623092842194248,0.0293388624952244,0.0011579782489897,0.0303538795479277,0.1134216534556376,0.0013449134015367,0.1124750438572975
cl3296,0.0618556701030927,0.015,4,1,0.1102043419647935,0.0023955680405049,0.1117771235506782,0.6142398023605433,0.1100521505092413,0.4431126032371221,0.0921530088324222,0.0108770521580824,0.0729549906491428,-0.2174035089306432,0.0450542594443732,-0.1499453279306956,0.0667936394812803,0.0004580341543066,0.06541572408329,0.0237358632703007,0.0057125104494638,0.0321291008230098,0.1369005520410204,0.0170814236376307,0.1111867343589805
cl3360,0.1052631578947368,0.015,4,1,0.1122107891877692,0.000730502030347,0.1115514558135405,0.4728121051036473,0.0213839283740381,0.4342797730866309,0.0938830678080768,0.0048168695130461,0.0874118153919106,-0.2200012322367882,0.009512759564017,-0.2007606654840207,0.0711492217981455,0.0009401528808733,0.0697556181487694,0.0146746856564921,0.0023814566216481,0.0175650243320012,0.1672296014617342,0.0040486801738937,0.1572431133934664
cl3424,0.1505376344086021,0.015,4,1,0.1155462493751669,0.0006390869972701,0.1147982528687376,0.3289914646209646,0.0111939784497505,0.3201140371007221,0.0811439841156791,0.0031219673282821,0.0790047488684135,-0.1825552764776007,0.005962219792918,-0.1775706686966718,0.0725835467881438,0.0008069980948921,0.0717505953804527,0.0161544700998566,0.001751854353787,0.0169861861970872,0.1725009224065788,0.0033787554129633,0.169272139428513
cl3488,0.1978021978021978,0.015,4,1,0.1175630548159247,0.0005449561671385,0.1181043225716209,0.2399489939338429,0.0157690898697954,0.222754707069318,0.0692381600319048,0.0034810682385844,0.066072601255722,-0.1536945857342005,0.0114984481465199,-0.1404866142089779,0.0721582551720692,0.00066089270721,0.071830006851187,0.0194111609010239,0.0026704589349926,0.0221538614592253,0.1763576327992582,0.0083318318200359,0.1665918692565642
cl3552,0.247191011235955,0.015,4,1,0.1277134920465834,0.0004354359176278,0.1271980369541062,0.2172853762371541,0.0050137259259394,0.2129770849564656,0.0759879720451886,0.0015781827625731,0.0758409866995194,-0.1512133414173085,0.0037610059652337,-0.1464650099750098,0.0805916394506355,0.0003353938063223,0.0805074892877158,0.016646227615175,0.0014399287636159,0.0167063676967978,0.1947241388642872,0.002482820095451,0.1893597173901282
cl3616,0.2988505747126437,0.015,4,1,0.1298598459278129,0.0020032664738352,0.1301238009967223,0.1638263614734813,0.0045620573458299,0.1575870911363587,0.066241862978336,0.0016972941850927,0.0645836718842554,-0.1237536577867814,0.0038695223667176,-0.1178637680658943,0.0798110611055421,0.001265775840324,0.0794913579780962,0.0221332377718605,0.0016127832924836,0.0238632473350771,0.1917127158313988,0.0031547942790464,0.186376769727964
cl3680,0.3529411764705882,0.015,4,1,0.1351576867199719,0.0012241953766399,0.1342980096240522,0.1523699258933369,0.0047186667278618,0.1485487475966004,0.0708989761705679,0.0015950833730086,0.06981663956459,-0.1225455461411311,0.0048462702741997,-0.1184663478815143,0.0850389724309617,0.000859693900286,0.0843615993981931,0.0182414227449511,0.0017566358151774,0.0188606600766931,0.2073888215584166,0.0046367227374761,0.2022588621114159
cl3744,0.4096385542168674,0.015,4,1,0.1465955788167747,0.0024154697445193,0.1464868945798269,0.1412781728402715,0.0008113842251837,0.1382915012224577,0.0761011953448768,0.0015455747372282,0.0751628834272632,-0.1177731676323373,0.001117240460711,-0.1142473273660031,0.0934078846159052,0.0017949310667403,0.0930726013831361,0.0175537048790581,0.0003903142896387,0.0185988278283828,0.2233330998546915,0.0018126261992614,0.2190740603096997
cl3808,0.4691358024691358,0.015,4,1,0.1502187343431101,0.0017018657063926,0.1494590633444583,0.1300393538370524,0.0010488050069149,0.1284472031745039,0.0755018976893104,0.0009803402109938,0.0750188877137055,-0.1188885505475544,0.0015576946755807,-0.1166986200049333,0.0954012580232453,0.0011704741116494,0.0949362284483557,0.0167527225774372,0.0007148533619074,0.0168872374728273,0.2513949788778467,0.0026798107339692,0.2475014017377235
cl3872,0.5316455696202531,0.015,4,1,0.1565070375935781,0.001676341912127,0.155347302157254,0.1218269103438178,0.0027383820669455,0.1195625894460221,0.0773944305153089,0.0006168617968048,0.0760885489785759,-0.1196361838489946,0.0048177809766528,-0.1171727872895365,0.0996981397805462,0.0008485279235636,0.0986460300430603,0.0153767413701911,0.0012432390169734,0.0162567612798623,0.2827344184242805,0.0088897987835117,0.2790766971896951
