# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 2.080000e+03 0.000000e+00 2.579922e+03 0.000000e+00 1.526303e+03 0.000000e+00 3.200000e+03 0.000000e+00 1.893146e+03 0.000000e+00 1.120000e+03 0.000000e+00
3.208232e-04 7.620303e-01 6.881393e-02 1.332990e-01 2.242312e-02 -8.091923e-01 7.152625e-02 7.096156e-02 1.067615e-02 -6.034506e-02 1.880613e-02 1.001014e+00 8.407719e-02
1.283293e-03 3.848769e-01 1.102556e-01 9.881459e-02 2.251836e-02 -3.555337e-01 1.135584e-01 6.146632e-02 7.741365e-03 -3.281018e-02 2.267666e-02 4.356417e-01 1.208370e-01
2.887409e-03 5.551490e-01 1.268896e-01 1.361809e-01 2.372075e-02 -5.092029e-01 1.433621e-01 7.386998e-02 7.648320e-03 -5.991136e-02 2.345062e-02 5.958374e-01 1.625639e-01
5.133171e-03 4.543737e-01 7.141074e-02 9.908379e-02 2.689500e-02 -4.217975e-01 6.207391e-02 6.553677e-02 5.482944e-03 -2.230958e-02 2.544390e-02 5.550747e-01 7.188805e-02
8.020580e-03 5.041828e-01 8.469603e-02 1.525560e-01 2.485849e-02 -3.719120e-01 9.097827e-02 1.061377e-01 7.312168e-03 -2.865838e-02 3.027457e-02 4.695513e-01 8.860435e-02
1.154964e-02 5.630035e-01 5.443504e-02 1.686977e-01 2.226342e-02 -4.095518e-01 3.906140e-02 9.904591e-02 1.045796e-02 -6.459863e-02 1.342349e-02 4.821795e-01 4.338530e-02
1.572034e-02 5.454440e-01 5.902619e-02 1.368748e-01 1.927022e-02 -3.991117e-01 3.990262e-02 9.964346e-02 8.774076e-03 -2.401470e-02 1.367785e-02 5.465798e-01 2.985264e-02
3.208232e-04 1.961591e-01 5.152396e-02 5.595887e-02 1.731823e-02 -1.693253e-01 4.676437e-02 5.839700e-02 5.426227e-03 2.360587e-02 1.805708e-02 2.705805e-01 4.642320e-02
6.416464e-04 4.435047e-01 1.069118e-01 1.182125e-01 1.101717e-02 -3.952006e-01 1.263764e-01 7.652076e-02 2.270490e-03 -2.998064e-02 1.439510e-02 4.838347e-01 1.456497e-01
1.604116e-03 5.038006e-01 1.338232e-01 1.489191e-01 3.530002e-02 -4.161909e-01 1.256878e-01 8.958635e-02 8.267805e-03 -5.075295e-02 3.751366e-02 4.736271e-01 1.092984e-01
3.208232e-03 6.861637e-01 7.856029e-02 1.476980e-01 2.368580e-02 -6.455774e-01 7.840339e-02 8.252124e-02 5.351832e-03 -5.810994e-02 2.519746e-02 7.613156e-01 8.918505e-02
5.453995e-03 4.780490e-01 8.168990e-02 1.383535e-01 2.800439e-02 -3.948395e-01 7.339969e-02 8.515548e-02 1.219808e-02 -4.816668e-02 2.068374e-02 4.754707e-01 6.973216e-02
8.341404e-03 4.899823e-01 9.508488e-02 1.374905e-01 2.975879e-02 -3.716980e-01 7.110661e-02 9.329086e-02 9.474961e-03 -2.316150e-02 2.563719e-02 4.889819e-01 5.162211e-02
1.187046e-02 5.429746e-01 5.266050e-02 1.332405e-01 1.103914e-02 -4.407078e-01 5.478818e-02 8.047226e-02 8.310292e-03 -3.801354e-02 1.125190e-02 5.874900e-01 5.787075e-02
1.604116e-02 5.433991e-01 4.482201e-02 1.291337e-01 1.369302e-02 -4.442961e-01 2.842611e-02 1.004814e-01 9.437277e-03 -3.021055e-02 4.046776e-03 6.062572e-01 5.339057e-02
1.283293e-03 4.467699e-01 9.164101e-02 1.222525e-01 1.228745e-02 -3.941364e-01 1.191215e-01 8.000502e-02 6.708670e-03 -3.059993e-02 9.852465e-03 4.888679e-01 1.567291e-01
