# k^2  MgMg MgMg_error  MgCl MgCl_error  MgNa MgNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.216000e+03 0.000000e+00 2.151866e+03 0.000000e+00 1.293529e+03 0.000000e+00 3.808000e+03 0.000000e+00 2.289063e+03 0.000000e+00 1.376000e+03 0.000000e+00
2.912551e-04 1.592315e-01 3.010979e-02 8.776104e-02 1.160510e-02 -1.518582e-01 3.857322e-02 1.022773e-01 3.892251e-03 6.557237e-03 1.817301e-02 2.986630e-01 4.663607e-02
1.165020e-03 1.217059e-01 1.991559e-02 7.282199e-02 3.655358e-03 -1.002724e-01 3.129814e-02 8.944363e-02 3.731364e-03 1.559252e-02 1.124002e-02 2.186601e-01 3.812217e-02
2.621296e-03 1.697104e-01 2.303255e-02 1.005811e-01 6.321124e-03 -1.287259e-01 3.147566e-02 1.075976e-01 3.505785e-03 3.665604e-03 1.303285e-02 2.551362e-01 3.887034e-02
4.660081e-03 2.250084e-01 2.499513e-02 1.087284e-01 1.092394e-02 -1.876525e-01 2.532601e-02 1.004755e-01 5.605452e-03 -1.334204e-02 1.469367e-02 3.270747e-01 2.102804e-02
7.281376e-03 2.141291e-01 1.702718e-02 1.088801e-01 1.093039e-02 -1.352225e-01 1.118122e-02 1.059724e-01 6.524983e-03 7.578548e-03 1.080390e-02 2.803548e-01 1.442857e-02
1.048518e-02 4.301120e-01 2.415600e-02 1.893537e-01 1.183717e-02 -2.904178e-01 2.682715e-02 1.399016e-01 5.168637e-03 -4.978053e-02 1.586077e-02 4.345373e-01 3.327201e-02
1.427150e-02 5.362681e-01 3.967911e-02 2.207396e-01 2.260809e-02 -3.336991e-01 2.885386e-02 1.465409e-01 1.061927e-02 -7.550437e-02 1.641619e-02 4.466400e-01 3.140281e-02
2.912551e-04 1.125422e-01 1.498164e-02 6.678685e-02 6.080253e-03 -9.946219e-02 2.283613e-02 8.767406e-02 8.495378e-03 2.123169e-02 8.850448e-03 2.246986e-01 4.843179e-02
5.825101e-04 1.370709e-01 2.951653e-02 8.071647e-02 5.487293e-03 -1.196581e-01 4.814241e-02 9.871129e-02 3.791982e-03 1.451784e-02 1.077146e-02 2.506440e-01 7.275875e-02
1.456275e-03 1.349095e-01 1.529815e-02 7.976575e-02 1.022019e-02 -1.085613e-01 2.038386e-02 1.001522e-01 9.867114e-03 2.324710e-02 9.559135e-03 2.452503e-01 2.272252e-02
2.912551e-03 2.001802e-01 1.265178e-02 1.078493e-01 6.328173e-03 -1.671218e-01 1.500382e-02 1.057161e-01 2.823750e-03 -9.954466e-03 7.594874e-03 3.025069e-01 1.900877e-02
4.951336e-03 2.202822e-01 1.358202e-02 1.164492e-01 8.845752e-03 -1.629461e-01 1.487554e-02 1.109258e-01 8.000783e-03 -8.255198e-03 1.033478e-02 2.922239e-01 1.050522e-02
7.572631e-03 2.809088e-01 3.812852e-02 1.248131e-01 1.337204e-02 -2.275075e-01 3.785569e-02 1.057872e-01 5.623954e-03 -2.900586e-02 1.350534e-02 3.677120e-01 3.971750e-02
1.077644e-02 3.834612e-01 3.666174e-02 1.548837e-01 1.108991e-02 -2.782410e-01 3.740725e-02 1.188564e-01 3.736595e-03 -3.687250e-02 1.439438e-02 4.326571e-01 2.471233e-02
1.456275e-02 4.982818e-01 4.533068e-02 1.939369e-01 1.467342e-02 -3.246068e-01 4.204664e-02 1.366422e-01 2.728863e-03 -5.500161e-02 1.975633e-02 4.694013e-01 3.359455e-02
1.165020e-03 1.659822e-01 2.069971e-02 8.243555e-02 4.375628e-03 -1.658018e-01 4.040844e-02 1.021142e-01 8.345935e-03 1.911537e-02 1.277161e-02 3.451129e-01 5.755054e-02
1.456275e-03 1.803162e-01 3.836007e-02 9.830776e-02 1.484697e-02 -1.646224e-01 4.544964e-02 1.058393e-01 4.519881e-03 -2.566852e-03 1.984814e-02 3.083785e-01 5.417184e-02
2.330040e-03 1.648454e-01 8.944443e-03 8.907024e-02 1.020153e-02 -1.379606e-01 1.535508e-02 1.010328e-01 7.980791e-03 1.286014e-02 9.957014e-03 2.807515e-01 3.389860e-02
3.786316e-03 2.029722e-01 2.372629e-02 1.001105e-01 1.268517e-02 -1.824421e-01 2.116127e-02 9.857760e-02 6.304674e-03 -1.151140e-02 1.023569e-02 3.271892e-01 3.362707e-02
5.825101e-03 2.533479e-01 1.885661e-02 1.287929e-01 7.091773e-03 -1.888619e-01 3.041662e-02 1.162075e-01 7.029822e-03 -1.452936e-02 7.653080e-03 3.384514e-01 4.245578e-02
8.446397e-03 2.954023e-01 3.179522e-02 1.484041e-01 4.961523e-03 -1.801527e-01 3.850353e-02 1.269202e-01 4.672461e-03 -1.607996e-02 1.329368e-02 3.122590e-01 3.593180e-02
1.165020e-02 3.883026e-01 6.284659e-02 1.655514e-01 2.181979e-02 -2.539287e-01 6.269644e-02 1.234193e-01 8.214766e-03 -3.679320e-02 2.203221e-02 4.040763e-01 6.049817e-02
1.543652e-02 5.711705e-01 7.234270e-02 2.317844e-01 2.688543e-02 -3.318395e-01 5.015901e-02 1.551169e-01 9.622623e-03 -6.685359e-02 1.624019e-02 4.655194e-01 3.752748e-02
2.621296e-03 1.688631e-01 1.019585e-02 8.689769e-02 7.060740e-03 -1.472368e-01 8.023324e-03 9.287555e-02 5.786802e-03 4.014488e-03 6.811288e-03 2.841244e-01 1.458241e-02
2.912551e-03 1.476301e-01 6.932235e-03 9.466802e-02 2.984323e-03 -9.360528e-02 1.374430e-02 1.058823e-01 4.427897e-03 1.278379e-02 4.344864e-03 2.042794e-01 2.002912e-02
