mixture,central_cation,system,x_NaCl,criterion,cutoff_A,mean_cation_degree,n_cation_Cl,P_MD,P_MD_block_sd,P_random,delta_P,delta_P_block_sd
LiCl-NaCl,Li,li2080,0.35,union,4.196943810509818,5.59726125,3+,0.771096875,0.0009294051567064307,0.8083874135339353,-0.03729053853393527,0.0009853897944998372
LiCl-NaCl,Li,li1920,0.4,M-Cl,3.593186248679602,4.32934125,0,0.0253125,0.0004071624368725577,0.02559638394133536,-0.000283883941335359,0.0003480753340094534
LiCl-NaCl,Li,li1920,0.4,M-Cl,3.593186248679602,4.32934125,1,0.1533125,0.0009472075529879916,0.1414335236669836,0.011878976333016378,0.0009429491046947062
LiCl-NaCl,Li,li1920,0.4,M-Cl,3.593186248679602,4.32934125,2,0.323553125,0.00102177704041171,0.30371487952632253,0.019838245473677463,0.001202471431730798
LiCl-NaCl,Li,li1920,0.4,M-Cl,3.593186248679602,4.32934125,3+,0.497821875,0.0005607263704339186,0.5292552128653583,-0.031433337865358235,0.0009980535422035963
LiCl-NaCl,Li,li1920,0.4,union,4.196943810509818,5.57799,0,0.012334375,0.0002874320571891728,0.009139302093467057,0.0031950729065329427,0.00026623145727563583
LiCl-NaCl,Li,li1920,0.4,union,4.196943810509818,5.57799,1,0.08142625,0.000699475249740833,0.06442659507062579,0.01699965492937422,0.0006150086062929634
LiCl-NaCl,Li,li1920,0.4,union,4.196943810509818,5.57799,2,0.211116875,0.0008356865861748044,0.18759489482254732,0.02352198017745269,0.0010388426541897112
LiCl-NaCl,Li,li1920,0.4,union,4.196943810509818,5.57799,3+,0.6951225,0.0007997417796154376,0.7388392080133598,-0.043716708013359806,0.0008808454845606264
LiCl-NaCl,Li,li1760,0.45,M-Cl,3.61837556799174,4.37629875,0,0.03914375,0.0008127133133445626,0.03827977305252879,0.0008639769474712081,0.000807881251451589
LiCl-NaCl,Li,li1760,0.45,M-Cl,3.61837556799174,4.37629875,1,0.19406875,0.0005569956378868682,0.17803058839855715,0.016038161601442863,0.0005511698249606652
LiCl-NaCl,Li,li1760,0.45,M-Cl,3.61837556799174,4.37629875,2,0.34401,0.002234199512339373,0.3246144528779997,0.019395547122000256,0.002215003865247862
LiCl-NaCl,Li,li1760,0.45,M-Cl,3.61837556799174,4.37629875,3+,0.4227775,0.001206473424904177,0.4590751856709145,-0.036297685670914515,0.001171064742090601
LiCl-NaCl,Li,li1760,0.45,union,4.196943810509818,5.562670625,0,0.0210225,0.0006546461054932659,0.016068999505161757,0.004953500494838243,0.0006646672530963856
LiCl-NaCl,Li,li1760,0.45,union,4.196943810509818,5.562670625,1,0.114930625,0.0007862073965007554,0.09437572383702644,0.020554901162973552,0.0008195065219611366
LiCl-NaCl,Li,li1760,0.45,union,4.196943810509818,5.562670625,2,0.251969375,0.0008154705313498492,0.22984507107033603,0.02212430392966397,0.0008905900491848288
LiCl-NaCl,Li,li1760,0.45,union,4.196943810509818,5.562670625,3+,0.6120775,0.0009685014802195694,0.6597102055874756,-0.047632705587475566,0.0012538548236307476
LiCl-NaCl,Li,li1600,0.5,M-Cl,3.595666661405148,4.333648125,0,0.059844375,0.0015835386722661687,0.05896504317551169,0.000879331824488308,0.0016133981913658807
LiCl-NaCl,Li,li1600,0.5,M-Cl,3.595666661405148,4.333648125,1,0.24586875,0.0014830981350284925,0.22646512917023673,0.01940362082976327,0.0014239265618555702
LiCl-NaCl,Li,li1600,0.5,M-Cl,3.595666661405148,4.333648125,2,0.357173125,0.00156916640389891,0.3417777182181901,0.015395406781809895,0.001593126476813312
LiCl-NaCl,Li,li1600,0.5,M-Cl,3.595666661405148,4.333648125,3+,0.33711375,0.0012824814965770406,0.37279210943606134,-0.035678359436061347,0.0012070694177330355
LiCl-NaCl,Li,li1600,0.5,union,4.196943810509818,5.546899375,0,0.03399125,0.0013583498289514728,0.026959971910544975,0.007031278089455025,0.0013810966651656709
LiCl-NaCl,Li,li1600,0.5,union,4.196943810509818,5.546899375,1,0.1565125,0.0007586255303590175,0.13196182041333915,0.02455067958666085,0.0007185937318596344
