mixture,central_cation,system,x_NaCl,criterion,cutoff_A,mean_cation_degree,n_cation_Cl,P_MD,P_MD_block_sd,P_random,delta_P,delta_P_block_sd
LiCl-NaCl,Li,li1600,0.5,union,4.196943810509818,5.546899375,2,0.287270625,0.0015492904121726144,0.2687195343662121,0.018551090633787903,0.0015722125779481495
LiCl-NaCl,Li,li1600,0.5,union,4.196943810509818,5.546899375,3+,0.522225625,0.0006136922388807626,0.572358673309904,-0.05013304830990395,0.0006841819559706713
LiCl-NaCl,Li,li1440,0.55,M-Cl,3.629865189523814,4.396858125,0,0.08715125,0.0008149560235451382,0.08219650976963469,0.004954740230365309,0.0007722027002359387
LiCl-NaCl,Li,li1440,0.55,M-Cl,3.629865189523814,4.396858125,1,0.290359375,0.0005488491154793836,0.26677101807769443,0.023588356922305542,0.0006963014172293005
LiCl-NaCl,Li,li1440,0.55,M-Cl,3.629865189523814,4.396858125,2,0.34996125,0.0013784962651835662,0.3428862889163557,0.007074961083644304,0.0014080330381129444
LiCl-NaCl,Li,li1440,0.55,M-Cl,3.629865189523814,4.396858125,3+,0.272528125,0.0005181425283524749,0.30814618323631515,-0.03561805823631514,0.0006153247029587708
LiCl-NaCl,Li,li1440,0.55,union,4.196943810509818,5.5329775,0,0.054656875,0.0008265710656455986,0.04334418429423991,0.01131269070576009,0.0008229670822225464
LiCl-NaCl,Li,li1440,0.55,union,4.196943810509818,5.5329775,1,0.205178125,0.000830671203568232,0.17653144542827356,0.028646679571726424,0.0009143961012553245
LiCl-NaCl,Li,li1440,0.55,union,4.196943810509818,5.5329775,2,0.30941375,0.0014737723307256488,0.29990696470886646,0.009506785291133524,0.001452836225688604
LiCl-NaCl,Li,li1440,0.55,union,4.196943810509818,5.5329775,3+,0.43075125,0.0004918108678013317,0.48021740556861997,-0.049466155568619996,0.00040864047000268954
LiCl-NaCl,Li,li1280,0.6,M-Cl,3.682800577075379,4.497089375,0,0.1195725,0.0016384470662986,0.11066613370497681,0.008906366295023185,0.001538032472896421
LiCl-NaCl,Li,li1280,0.6,M-Cl,3.682800577075379,4.497089375,1,0.330044375,0.0016015455791789002,0.30433281885434416,0.025711556145655845,0.001767036899210519
LiCl-NaCl,Li,li1280,0.6,M-Cl,3.682800577075379,4.497089375,2,0.335930625,0.0006590320494387833,0.33435696370296136,0.00157366129703862,0.0006529673856747781
LiCl-NaCl,Li,li1280,0.6,M-Cl,3.682800577075379,4.497089375,3+,0.2144525,0.0004423359953841705,0.2506440837377177,-0.03619158373771769,0.0006627977413377788
LiCl-NaCl,Li,li1280,0.6,union,4.196943810509818,5.518129375,0,0.08211875,0.001640056449104728,0.06738560465996957,0.014733145340030437,0.0016260210094708066
LiCl-NaCl,Li,li1280,0.6,union,4.196943810509818,5.518129375,1,0.255846875,0.0012367244255239373,0.22687906588378695,0.028967809116213022,0.0012381203503491654
LiCl-NaCl,Li,li1280,0.6,union,4.196943810509818,5.518129375,2,0.32177875,0.0016370607115918099,0.31931119435996785,0.0024675556400321486,0.0016707630951066448
LiCl-NaCl,Li,li1280,0.6,union,4.196943810509818,5.518129375,3+,0.340255625,0.0011774873937754084,0.3864241350962758,-0.04616851009627582,0.0012506985063801116
LiCl-NaCl,Li,li1120,0.65,M-Cl,3.71959267002497,4.566263125,0,0.16346375,0.001985973273674645,0.14983672622066913,0.013627023779330866,0.001858367344215944
LiCl-NaCl,Li,li1120,0.65,M-Cl,3.71959267002497,4.566263125,1,0.36889625,0.002533688447389985,0.342841629372751,0.026054620627249003,0.0026297911179689864
LiCl-NaCl,Li,li1120,0.65,M-Cl,3.71959267002497,4.566263125,2,0.30749,0.0011578924145834888,0.3154676109998499,-0.007977610999849893,0.0011185409677682944
LiCl-NaCl,Li,li1120,0.65,M-Cl,3.71959267002497,4.566263125,3+,0.16015,0.0009570640938241873,0.1918540334067299,-0.03170403340672992,0.0011316196732794458
LiCl-NaCl,Li,li1120,0.65,union,4.196943810509818,5.50726375,0,0.1212675,0.0018999853515060323,0.10152646357972385,0.01974103642027615,0.0017970581135374085
LiCl-NaCl,Li,li1120,0.65,union,4.196943810509818,5.50726375,1,0.307600625,0.002189181719630079,0.27979374539466445,0.027806879605335566,0.002253446259901332
LiCl-NaCl,Li,li1120,0.65,union,4.196943810509818,5.50726375,2,0.31530875,0.0011808642723393436,0.3229307737223227,-0.0076220237223226794,0.0011828458982002987
LiCl-NaCl,Li,li1120,0.65,union,4.196943810509818,5.50726375,3+,0.255823125,0.0008082086190303821,0.29574901730328895,-0.03992589230328897,0.0010221185873231784
LiCl-NaCl,Li,li960,0.7,M-Cl,3.589630105549249,4.318263125,0,0.23522125,0.001498515541502654,0.2242855186488686,0.010935731351131406,0.0014562800097097405
LiCl-NaCl,Li,li960,0.7,M-Cl,3.589630105549249,4.318263125,1,0.411288125,0.0025723196000886116,0.39075271591781613,0.020535409082183875,0.00258277962544711
LiCl-NaCl,Li,li960,0.7,M-Cl,3.589630105549249,4.318263125,2,0.2606875,0.0006602149567091719,0.2710220667192855,-0.01033456671928551,0.0006903122309417486
LiCl-NaCl,Li,li960,0.7,M-Cl,3.589630105549249,4.318263125,3+,0.092803125,0.0007312934014897858,0.11393969871402972,-0.021136573714029716,0.0006973513044302572
LiCl-NaCl,Li,li960,0.7,union,4.196943810509818,5.491915,0,0.173074375,0.0018308692010217396,0.14928724901437057,0.02378712598562943,0.0018764510153869154
LiCl-NaCl,Li,li960,0.7,union,4.196943810509818,5.491915,1,0.354930625,0.002153479198007273,0.33117817461564353,0.02375245038435647,0.0020869397570838968
LiCl-NaCl,Li,li960,0.7,union,4.196943810509818,5.491915,2,0.29405375,0.0010797483249871352,0.30807070188130464,-0.01401695188130464,0.0010742371826228593
LiCl-NaCl,Li,li960,0.7,union,4.196943810509818,5.491915,3+,0.17794125,0.0012693144526426461,0.21146387448868126,-0.03352262448868126,0.001146509061014542
LiCl-NaCl,Li,li800,0.75,M-Cl,3.6689356652982226,4.473750625,0,0.305276875,0.001938357421165531,0.2844354780179749,0.020841396982025084,0.0018195733408587036
LiCl-NaCl,Li,li800,0.75,M-Cl,3.6689356652982226,4.473750625,1,0.417100625,0.0026636921480109182,0.4046460518546968,0.012454573145303183,0.0026981622515219266
LiCl-NaCl,Li,li800,0.75,M-Cl,3.6689356652982226,4.473750625,2,0.214876875,0.0010663707068252605,0.2315082434489136,-0.016631368448913608,0.001136782168311941
LiCl-NaCl,Li,li800,0.75,M-Cl,3.6689356652982226,4.473750625,3+,0.062745625,0.0011022185546376469,0.07941022667841446,-0.016664601678414465,0.0011182857863279
LiCl-NaCl,Li,li800,0.75,union,4.196943810509818,5.482813125,0,0.24553625,0.0023534773142628767,0.21415579483249395,0.031380455167506066,0.0022877476931018083
LiCl-NaCl,Li,li800,0.75,union,4.196943810509818,5.482813125,1,0.38617875,0.002792746079410454,0.37356696194814143,0.012611788051858586,0.002841955551367048
LiCl-NaCl,Li,li800,0.75,union,4.196943810509818,5.482813125,2,0.253205625,0.0019639703886515196,0.2735822780645634,-0.020376653064563433,0.0020007445540541954
LiCl-NaCl,Li,li800,0.75,union,4.196943810509818,5.482813125,3+,0.115079375,0.0017112800741513634,0.13869496515480126,-0.02361559015480126,0.001718027623975622
LiCl-NaCl,Li,li640,0.8,M-Cl,3.662374272475747,4.46225375,0,0.398508125,0.0017626933626201289,0.3760652246656058,0.022442900334394167,0.001853357757089403
LiCl-NaCl,Li,li640,0.8,M-Cl,3.662374272475747,4.46225375,1,0.410345,0.0027643602333994096,0.4046482045136622,0.005696795486337836,0.002765641138997741
LiCl-NaCl,Li,li640,0.8,M-Cl,3.662374272475747,4.46225375,2,0.157849375,0.0007139493208992496,0.17534133499824506,-0.01749195999824507,0.0006860539172694258
LiCl-NaCl,Li,li640,0.8,M-Cl,3.662374272475747,4.46225375,3+,0.0332975,0.0007123505874041238,0.04394523582248689,-0.01064773582248689,0.0006767551154062258
LiCl-NaCl,Li,li640,0.8,union,4.196943810509818,5.471568125,0,0.3349525,0.0021163892637284408,0.30127863541980565,0.033673864580194335,0.002206252908373449
LiCl-NaCl,Li,li640,0.8,union,4.196943810509818,5.471568125,1,0.402311875,0.003051762426246513,0.3978985596501515,0.004413315349848512,0.0030374800609397463
LiCl-NaCl,Li,li640,0.8,union,4.196943810509818,5.471568125,2,0.198303125,0.0005554506194298466,0.22078719545487424,-0.022484070454874244,0.0005807994297310361
LiCl-NaCl,Li,li640,0.8,union,4.196943810509818,5.471568125,3+,0.0644325,0.0013601822315870043,0.0800356094751685,-0.015603109475168492,0.0013127989865106908
LiCl-NaCl,Li,li480,0.85,M-Cl,3.690349369455803,4.51795875,0,0.509730625,0.0010543700911267134,0.4843521290352836,0.02537849596471642,0.001119686195376335
LiCl-NaCl,Li,li480,0.85,M-Cl,3.690349369455803,4.51795875,1,0.371973125,0.00222263700013633,0.37640958203380176,-0.004436457033801744,0.002236512009432104
LiCl-NaCl,Li,li480,0.85,M-Cl,3.690349369455803,4.51795875,2,0.103068125,0.0009021009548894765,0.1182865072296795,-0.0152183822296795,0.0008897195424151191
LiCl-NaCl,Li,li480,0.85,M-Cl,3.690349369455803,4.51795875,3+,0.015228125,0.0004378068120615535,0.020951781701234955,-0.005723656701234954,0.00041657412513604114
LiCl-NaCl,Li,li480,0.85,union,4.196943810509818,5.4634275,0,0.451458125,0.0010884595264064685,0.41603354509797497,0.03542457990202502,0.0010632058668194379
LiCl-NaCl,Li,li480,0.85,union,4.196943810509818,5.4634275,1,0.3833575,0.002225482303765875,0.39130688939377817,-0.00794938939377815,0.002219123780835506
LiCl-NaCl,Li,li480,0.85,union,4.196943810509818,5.4634275,2,0.135495625,0.0008443880689218077,0.15471768062436694,-0.019222055624366935,0.0008796314715922826
LiCl-NaCl,Li,li480,0.85,union,4.196943810509818,5.4634275,3+,0.02968875,0.0006389176944744132,0.03794188488387985,-0.008253134883879854,0.0006211142020626733
LiCl-NaCl,Li,li320,0.9,M-Cl,3.6259393792121584,4.394409375,0,0.653255,0.0006758479916464052,0.6317754067591026,0.021479593240897432,0.000631895123148834
LiCl-NaCl,Li,li320,0.9,M-Cl,3.6259393792121584,4.394409375,1,0.291545,0.0012086573290484306,0.3034586231382547,-0.011913623138254725,0.0011777386365472754
LiCl-NaCl,Li,li320,0.9,M-Cl,3.6259393792121584,4.394409375,2,0.050666875,0.0006432932238684002,0.05864250679379442,-0.007975631793794423,0.0006610100277273589
LiCl-NaCl,Li,li320,0.9,M-Cl,3.6259393792121584,4.394409375,3+,0.004533125,0.00011320525468148552,0.0061234633088484295,-0.0015903383088484296,0.00011793417117702816
LiCl-NaCl,Li,li320,0.9,union,4.196943810509818,5.453980625,0,0.59889875,0.000814596453965102,0.5653717190783442,0.033527030921655876,0.0007222832043798677
LiCl-NaCl,Li,li320,0.9,union,4.196943810509818,5.453980625,1,0.318410625,0.0013097228803977967,0.33743964144502764,-0.019029016445027636,0.001261191038969168
