mixture,central_cation,system,x_NaCl,r_A,alpha_XNa,alpha_block_sd,random_reference
LiCl-NaCl,Li,li1440,0.55,4.65,-0.0810226740409623,0.0028431495703314176,0.0
LiCl-NaCl,Li,li1440,0.55,4.75,-0.09145900767355486,0.0013932445431818733,0.0
LiCl-NaCl,Li,li1440,0.55,4.8500000000000005,-0.0994650442528231,0.0030265905138923133,0.0
LiCl-NaCl,Li,li1440,0.55,4.95,-0.10187870711352698,0.0023336551757855775,0.0
LiCl-NaCl,Li,li1440,0.55,5.050000000000001,-0.10654628907402253,0.004376427586067724,0.0
LiCl-NaCl,Li,li1440,0.55,5.15,-0.09539120769015508,0.006032725572177296,0.0
LiCl-NaCl,Li,li1440,0.55,5.25,-0.08362517902184585,0.002434240951383892,0.0
LiCl-NaCl,Li,li1440,0.55,5.3500000000000005,-0.06699344147259545,0.005986798069787648,0.0
LiCl-NaCl,Li,li1440,0.55,5.45,-0.049582243866222564,0.004097860990946602,0.0
LiCl-NaCl,Li,li1440,0.55,5.550000000000001,-0.03148559921912586,0.00341402140131964,0.0
LiCl-NaCl,Li,li1440,0.55,5.65,-0.01249576130524277,0.0053776894379031276,0.0
LiCl-NaCl,Li,li1440,0.55,5.75,0.007427852907758936,0.00347572383706691,0.0
LiCl-NaCl,Li,li1440,0.55,5.8500000000000005,0.01783671801018849,0.004177220240087622,0.0
LiCl-NaCl,Li,li1440,0.55,5.95,0.030491552931681376,0.0014357447802713418,0.0
LiCl-NaCl,Li,li1440,0.55,6.050000000000001,0.0450209976077931,0.002767978335670418,0.0
LiCl-NaCl,Li,li1440,0.55,6.15,0.05181929957595055,0.004792557531410343,0.0
LiCl-NaCl,Li,li1440,0.55,6.25,0.058136124713009774,0.0017677207267456831,0.0
LiCl-NaCl,Li,li1440,0.55,6.3500000000000005,0.059792123619800464,0.002884523279354653,0.0
LiCl-NaCl,Li,li1440,0.55,6.45,0.058528485417461806,0.0020584144267708476,0.0
LiCl-NaCl,Li,li1440,0.55,6.550000000000001,0.05544104361498425,0.004046781256756415,0.0
LiCl-NaCl,Li,li1440,0.55,6.65,0.05377860681347002,0.0014406404072643026,0.0
LiCl-NaCl,Li,li1440,0.55,6.75,0.045192830775536263,0.0029072124396690062,0.0
LiCl-NaCl,Li,li1440,0.55,6.8500000000000005,0.04131232455822631,0.0023023209056500333,0.0
LiCl-NaCl,Li,li1440,0.55,6.95,0.03731465280130297,0.002294072933915307,0.0
LiCl-NaCl,Li,li1440,0.55,7.050000000000001,0.02999233953914915,0.002992862741298455,0.0
LiCl-NaCl,Li,li1440,0.55,7.15,0.021173569644718393,0.0026030865812238925,0.0
LiCl-NaCl,Li,li1440,0.55,7.25,0.013639133603884801,0.0013970329849647373,0.0
LiCl-NaCl,Li,li1440,0.55,7.3500000000000005,0.008862900260334206,0.003962674547622807,0.0
LiCl-NaCl,Li,li1440,0.55,7.45,0.0027143152445974206,0.0023966130707852667,0.0
LiCl-NaCl,Li,li1440,0.55,7.550000000000001,-0.0024238678471115715,0.0032563085249342582,0.0
LiCl-NaCl,Li,li1440,0.55,7.65,-0.010442758328009782,0.0023694413804238863,0.0
LiCl-NaCl,Li,li1440,0.55,7.75,-0.012997720087214448,0.0012674136059413561,0.0
LiCl-NaCl,Li,li1440,0.55,7.8500000000000005,-0.018205766399339574,0.0015762830760615754,0.0
LiCl-NaCl,Li,li1440,0.55,7.95,-0.02190721502743198,0.003847589059444165,0.0
LiCl-NaCl,Li,li1440,0.55,8.05,-0.024734537377102184,0.003667088846795256,0.0
LiCl-NaCl,Li,li1440,0.55,8.15,-0.02654844683984736,0.0016345418045858784,0.0
LiCl-NaCl,Li,li1440,0.55,8.25,-0.02623669735168943,0.001939975333451796,0.0
LiCl-NaCl,Li,li1440,0.55,8.350000000000001,-0.02633211481100095,0.0018218636252658046,0.0
LiCl-NaCl,Li,li1440,0.55,8.45,-0.029829613659071663,0.0037292144354405584,0.0
LiCl-NaCl,Li,li1440,0.55,8.55,-0.025499343540413166,0.0027192771748345557,0.0
LiCl-NaCl,Li,li1440,0.55,8.65,-0.021446451386363474,0.001323105845496713,0.0
LiCl-NaCl,Li,li1440,0.55,8.75,-0.017792825633819342,0.0029238691558750134,0.0
LiCl-NaCl,Li,li1440,0.55,8.850000000000001,-0.016796234121293052,0.003937179356864284,0.0
LiCl-NaCl,Li,li1440,0.55,8.95,-0.013336348518256047,0.0027916665009695076,0.0
LiCl-NaCl,Li,li1440,0.55,9.05,-0.007198673530349087,0.0012656766194173708,0.0
LiCl-NaCl,Li,li1440,0.55,9.15,-0.006013923072920813,0.0017687937977497533,0.0
LiCl-NaCl,Li,li1440,0.55,9.25,-0.00040420948747965646,0.0012725276183052127,0.0
LiCl-NaCl,Li,li1440,0.55,9.350000000000001,0.0036577615489143955,0.0016181064484163102,0.0
LiCl-NaCl,Li,li1440,0.55,9.45,0.005561410076822648,0.003139690275032039,0.0
LiCl-NaCl,Li,li1440,0.55,9.55,0.010202480414085002,0.002031698956618024,0.0
LiCl-NaCl,Li,li1440,0.55,9.650000000000002,0.012188306850790531,0.0019482607990826133,0.0
LiCl-NaCl,Li,li1440,0.55,9.75,0.012477158808140598,0.001880329523643388,0.0
LiCl-NaCl,Li,li1440,0.55,9.850000000000001,0.015967607573517673,0.0011961060316759465,0.0
LiCl-NaCl,Li,li1440,0.55,9.95,0.014561540338157375,0.0014967967272479005,0.0
LiCl-NaCl,Li,li1440,0.55,10.05,0.01582181501356017,0.0018731024261055133,0.0
LiCl-NaCl,Li,li1440,0.55,10.150000000000002,0.013946156146623312,0.0012766360564584283,0.0
LiCl-NaCl,Li,li1440,0.55,10.25,0.015275298096992462,0.0020974103937934597,0.0
LiCl-NaCl,Li,li1440,0.55,10.350000000000001,0.01334040944714665,0.003370491060073499,0.0
LiCl-NaCl,Li,li1440,0.55,10.45,0.010351944026118387,0.0010320969984008073,0.0
LiCl-NaCl,Li,li1440,0.55,10.55,0.008557706276176802,0.0017767852530790253,0.0
LiCl-NaCl,Li,li1440,0.55,10.650000000000002,0.007577504053625228,0.0018930353471233628,0.0
LiCl-NaCl,Li,li1440,0.55,10.75,0.005273809298067644,0.001488558080896349,0.0
LiCl-NaCl,Li,li1440,0.55,10.850000000000001,0.003329421109143693,0.0011057794522564613,0.0
LiCl-NaCl,Li,li1440,0.55,10.95,4.7020248522544605e-06,0.0016377855887482482,0.0
LiCl-NaCl,Li,li1440,0.55,11.05,-0.0015580123461365059,0.001837922530630381,0.0
LiCl-NaCl,Li,li1440,0.55,11.150000000000002,-0.003935186213322783,0.002183999079945848,0.0
LiCl-NaCl,Li,li1440,0.55,11.25,-0.004852205184935343,0.0019538434685272598,0.0
LiCl-NaCl,Li,li1440,0.55,11.350000000000001,-0.007043967354027902,0.001865125811803478,0.0
LiCl-NaCl,Li,li1440,0.55,11.45,-0.008124191942045167,0.001247332731240382,0.0
LiCl-NaCl,Li,li1440,0.55,11.55,-0.007547901717847028,0.0022318121154588652,0.0
LiCl-NaCl,Li,li1440,0.55,11.650000000000002,-0.009719654535033317,0.002094243148233043,0.0
LiCl-NaCl,Li,li1440,0.55,11.75,-0.009563565725777767,0.002760176505866539,0.0
LiCl-NaCl,Li,li1440,0.55,11.850000000000001,-0.009851499163047839,0.0031998131374370476,0.0
LiCl-NaCl,Li,li1440,0.55,11.95,-0.009414565168276434,0.0010813568853626136,0.0
LiCl-NaCl,Li,li1280,0.6,0.05,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.15000000000000002,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.25,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.35000000000000003,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.45,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.55,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.6500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.75,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.8500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,0.95,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.05,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.1500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.25,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.35,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.4500000000000002,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.55,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.6500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.75,nan,nan,0.0
LiCl-NaCl,Li,li1280,0.6,1.85,1.0,0.0,0.0
LiCl-NaCl,Li,li1280,0.6,1.9500000000000002,1.0,0.0,0.0
LiCl-NaCl,Li,li1280,0.6,2.05,0.937126572327044,0.048190930609881055,0.0
LiCl-NaCl,Li,li1280,0.6,2.1500000000000004,0.8682144538606403,0.023723329416314724,0.0
LiCl-NaCl,Li,li1280,0.6,2.25,0.798788643932812,0.03626208738968262,0.0
LiCl-NaCl,Li,li1280,0.6,2.3500000000000005,0.7270816891733894,0.038275051456952675,0.0
LiCl-NaCl,Li,li1280,0.6,2.45,0.6719172297297298,0.011613512258274887,0.0
LiCl-NaCl,Li,li1280,0.6,2.55,0.5830954682130585,0.012504902489835965,0.0
LiCl-NaCl,Li,li1280,0.6,2.6500000000000004,0.5029704059032953,0.0204250447717802,0.0
LiCl-NaCl,Li,li1280,0.6,2.75,0.4286261529345895,0.008204964347881703,0.0
LiCl-NaCl,Li,li1280,0.6,2.8500000000000005,0.3452673788679288,0.006739080742659342,0.0
LiCl-NaCl,Li,li1280,0.6,2.95,0.27964834913431136,0.003623587345049092,0.0
LiCl-NaCl,Li,li1280,0.6,3.05,0.20994920517929483,0.005684251622963281,0.0
LiCl-NaCl,Li,li1280,0.6,3.1500000000000004,0.15444001168742705,0.007179463687727919,0.0
LiCl-NaCl,Li,li1280,0.6,3.25,0.10549280664925975,0.006258077697061202,0.0
LiCl-NaCl,Li,li1280,0.6,3.3500000000000005,0.06757765880451405,0.0024092290449719026,0.0
LiCl-NaCl,Li,li1280,0.6,3.45,0.033164443483430284,0.007237536342568213,0.0
LiCl-NaCl,Li,li1280,0.6,3.55,0.00822411020381264,0.005152286706100808,0.0
LiCl-NaCl,Li,li1280,0.6,3.6500000000000004,-0.011067063663515508,0.005230358928210454,0.0
LiCl-NaCl,Li,li1280,0.6,3.75,-0.025293021006319805,0.006341306168499395,0.0
LiCl-NaCl,Li,li1280,0.6,3.8500000000000005,-0.03615968872988251,0.005045726797925546,0.0
LiCl-NaCl,Li,li1280,0.6,3.95,-0.04537206676256278,0.004325174603960739,0.0
LiCl-NaCl,Li,li1280,0.6,4.050000000000001,-0.047114296253528254,0.004206136468674097,0.0
LiCl-NaCl,Li,li1280,0.6,4.15,-0.04811890807940644,0.00433583065322257,0.0
LiCl-NaCl,Li,li1280,0.6,4.25,-0.04994252685136602,0.005080648719572929,0.0
LiCl-NaCl,Li,li1280,0.6,4.35,-0.052517015747830964,0.003816076156498012,0.0
LiCl-NaCl,Li,li1280,0.6,4.45,-0.05368231349513475,0.0027616453830032173,0.0
LiCl-NaCl,Li,li1280,0.6,4.550000000000001,-0.06449347403759198,0.006120410448986495,0.0
LiCl-NaCl,Li,li1280,0.6,4.65,-0.07432908330113919,0.006289836431087552,0.0
LiCl-NaCl,Li,li1280,0.6,4.75,-0.0824440101198165,0.00464519626862419,0.0
LiCl-NaCl,Li,li1280,0.6,4.8500000000000005,-0.09148621153350378,0.0012879604140433243,0.0
LiCl-NaCl,Li,li1280,0.6,4.95,-0.09583106104877381,0.004140328713861889,0.0
LiCl-NaCl,Li,li1280,0.6,5.050000000000001,-0.09385916502957214,0.002630374851655446,0.0
LiCl-NaCl,Li,li1280,0.6,5.15,-0.09005360736956192,0.004172521490353464,0.0
LiCl-NaCl,Li,li1280,0.6,5.25,-0.07551944514955378,0.005602556780970338,0.0
LiCl-NaCl,Li,li1280,0.6,5.3500000000000005,-0.06394395297649402,0.002821327116817125,0.0
LiCl-NaCl,Li,li1280,0.6,5.45,-0.04424203940672311,0.00751090844840426,0.0
LiCl-NaCl,Li,li1280,0.6,5.550000000000001,-0.03155303833148171,0.0056553237840457835,0.0
LiCl-NaCl,Li,li1280,0.6,5.65,-0.011923012105371278,0.0034306466207223883,0.0
LiCl-NaCl,Li,li1280,0.6,5.75,0.0013297557822943284,0.00673393781033802,0.0
LiCl-NaCl,Li,li1280,0.6,5.8500000000000005,0.015325625797246278,0.005842597725492254,0.0
LiCl-NaCl,Li,li1280,0.6,5.95,0.027186734298586313,0.0032486998774233044,0.0
LiCl-NaCl,Li,li1280,0.6,6.050000000000001,0.04149466282617731,0.0028027333480907042,0.0
LiCl-NaCl,Li,li1280,0.6,6.15,0.045507917062990955,0.003717920553166154,0.0
LiCl-NaCl,Li,li1280,0.6,6.25,0.05279894174379496,0.0022977142220942104,0.0
LiCl-NaCl,Li,li1280,0.6,6.3500000000000005,0.05244654528535364,0.0026366135854516675,0.0
LiCl-NaCl,Li,li1280,0.6,6.45,0.05113653153136555,0.0038377623477168507,0.0
LiCl-NaCl,Li,li1280,0.6,6.550000000000001,0.04813639777632017,0.002253641891712654,0.0
LiCl-NaCl,Li,li1280,0.6,6.65,0.04664158287791531,0.002690753416011596,0.0
LiCl-NaCl,Li,li1280,0.6,6.75,0.04295430112507126,0.0021259696502502127,0.0
LiCl-NaCl,Li,li1280,0.6,6.8500000000000005,0.04023956321332367,0.002946384797384953,0.0
LiCl-NaCl,Li,li1280,0.6,6.95,0.03139305013420468,0.001966131358383743,0.0
LiCl-NaCl,Li,li1280,0.6,7.050000000000001,0.024913919586169286,0.0033428005356683104,0.0
LiCl-NaCl,Li,li1280,0.6,7.15,0.017977937653327225,0.00210951655269934,0.0
LiCl-NaCl,Li,li1280,0.6,7.25,0.01629305792266389,0.0022216008560022584,0.0
LiCl-NaCl,Li,li1280,0.6,7.3500000000000005,0.006471456932163222,0.0014621790971044385,0.0
LiCl-NaCl,Li,li1280,0.6,7.45,0.0007723559264832813,0.003340891834289838,0.0
LiCl-NaCl,Li,li1280,0.6,7.550000000000001,-0.002419753178437123,0.002503332520197231,0.0
LiCl-NaCl,Li,li1280,0.6,7.65,-0.007134614388292437,0.004250431955139617,0.0
LiCl-NaCl,Li,li1280,0.6,7.75,-0.013263455074978836,0.0016336931165333683,0.0
LiCl-NaCl,Li,li1280,0.6,7.8500000000000005,-0.016753191410907586,0.0033206309216168854,0.0
LiCl-NaCl,Li,li1280,0.6,7.95,-0.018480256121653715,0.002335381555336826,0.0
LiCl-NaCl,Li,li1280,0.6,8.05,-0.022068725682142798,0.002053696522048908,0.0
LiCl-NaCl,Li,li1280,0.6,8.15,-0.021916928692370607,0.0017246889872010948,0.0
LiCl-NaCl,Li,li1280,0.6,8.25,-0.024077158026821532,0.0013723890532323173,0.0
LiCl-NaCl,Li,li1280,0.6,8.350000000000001,-0.02502835790418101,0.0029285266455282696,0.0
LiCl-NaCl,Li,li1280,0.6,8.45,-0.024104521616290953,0.0016874761286585426,0.0
LiCl-NaCl,Li,li1280,0.6,8.55,-0.022633142653811777,0.004211351615362499,0.0
LiCl-NaCl,Li,li1280,0.6,8.65,-0.020853005825848703,0.003510241921644079,0.0
LiCl-NaCl,Li,li1280,0.6,8.75,-0.018671286075899518,0.005664903238755237,0.0
LiCl-NaCl,Li,li1280,0.6,8.850000000000001,-0.014473633396679508,0.004359781782801825,0.0
LiCl-NaCl,Li,li1280,0.6,8.95,-0.011427769599608784,0.002676842638204384,0.0
LiCl-NaCl,Li,li1280,0.6,9.05,-0.0071826432560917475,0.0028171363798959494,0.0
LiCl-NaCl,Li,li1280,0.6,9.15,-0.0035713096220035823,0.0037668018323214953,0.0
LiCl-NaCl,Li,li1280,0.6,9.25,-0.0009559974082040679,0.0020844613139647246,0.0
LiCl-NaCl,Li,li1280,0.6,9.350000000000001,0.0015776480796115822,0.0020121817964888693,0.0
LiCl-NaCl,Li,li1280,0.6,9.45,0.004321756155978962,0.001872060340624596,0.0
LiCl-NaCl,Li,li1280,0.6,9.55,0.007943765582053453,0.0029635897155379843,0.0
LiCl-NaCl,Li,li1280,0.6,9.650000000000002,0.011718481841165751,0.0025006029619266206,0.0
LiCl-NaCl,Li,li1280,0.6,9.75,0.011806788261355838,0.0021093958907509713,0.0
LiCl-NaCl,Li,li1280,0.6,9.850000000000001,0.01413966647226561,0.0024205411281394743,0.0
LiCl-NaCl,Li,li1280,0.6,9.95,0.01484896464325014,0.003058048271056878,0.0
LiCl-NaCl,Li,li1280,0.6,10.05,0.014131009972929154,0.0013296591362181836,0.0
LiCl-NaCl,Li,li1280,0.6,10.150000000000002,0.014362571824912407,0.002298785048905654,0.0
LiCl-NaCl,Li,li1280,0.6,10.25,0.014658615681053533,0.002141878180724405,0.0
LiCl-NaCl,Li,li1280,0.6,10.350000000000001,0.013100638838060785,0.0017989328074457958,0.0
LiCl-NaCl,Li,li1280,0.6,10.45,0.011400388377661441,0.0021216830161188377,0.0
LiCl-NaCl,Li,li1280,0.6,10.55,0.00951614300214687,0.001985882573937444,0.0
LiCl-NaCl,Li,li1280,0.6,10.650000000000002,0.008329126932316355,0.0033066549146464038,0.0
LiCl-NaCl,Li,li1280,0.6,10.75,0.004777842999282633,0.0005080661498150317,0.0
LiCl-NaCl,Li,li1280,0.6,10.850000000000001,0.003968833274467953,0.002051746351481652,0.0
LiCl-NaCl,Li,li1280,0.6,10.95,0.0013605433871232142,0.0025424943529252274,0.0
LiCl-NaCl,Li,li1280,0.6,11.05,-0.0009548348156118713,0.002217450596291642,0.0
LiCl-NaCl,Li,li1280,0.6,11.150000000000002,-0.0027884928245656138,0.002556917121594311,0.0
LiCl-NaCl,Li,li1280,0.6,11.25,-0.004318402777209185,0.0011487248615037699,0.0
LiCl-NaCl,Li,li1280,0.6,11.350000000000001,-0.004864499549778856,0.0027673293310579014,0.0
LiCl-NaCl,Li,li1280,0.6,11.45,-0.008042032955006606,0.0015436184766568536,0.0
LiCl-NaCl,Li,li1280,0.6,11.55,-0.007911162216981182,0.001313246017584374,0.0
LiCl-NaCl,Li,li1280,0.6,11.650000000000002,-0.009432540249896704,0.001143369612727643,0.0
LiCl-NaCl,Li,li1280,0.6,11.75,-0.010114705520165801,0.0011175307421905482,0.0
LiCl-NaCl,Li,li1280,0.6,11.850000000000001,-0.009258401488950962,0.003281341726191652,0.0
LiCl-NaCl,Li,li1280,0.6,11.95,-0.010388906411547882,0.0021095466786248966,0.0
LiCl-NaCl,Li,li1120,0.65,0.05,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.15000000000000002,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.25,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.35000000000000003,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.45,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.55,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.6500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.75,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.8500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,0.95,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.05,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.1500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.25,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.35,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.4500000000000002,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.55,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.6500000000000001,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.75,nan,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.85,1.0,nan,0.0
LiCl-NaCl,Li,li1120,0.65,1.9500000000000002,1.0,0.0,0.0
LiCl-NaCl,Li,li1120,0.65,2.05,0.8291132478632479,0.17638608705282344,0.0
LiCl-NaCl,Li,li1120,0.65,2.1500000000000004,0.8462019230769231,0.09258120141470007,0.0
LiCl-NaCl,Li,li1120,0.65,2.25,0.7401097311253562,0.03857340537499644,0.0
LiCl-NaCl,Li,li1120,0.65,2.3500000000000005,0.7163690665944085,0.02427540977738655,0.0
LiCl-NaCl,Li,li1120,0.65,2.45,0.6439374870876662,0.01018720582683954,0.0
LiCl-NaCl,Li,li1120,0.65,2.55,0.5652666665521671,0.019641783293851366,0.0
LiCl-NaCl,Li,li1120,0.65,2.6500000000000004,0.46752506429682394,0.017094704926970416,0.0
LiCl-NaCl,Li,li1120,0.65,2.75,0.3984009330739773,0.003134240354448143,0.0
LiCl-NaCl,Li,li1120,0.65,2.8500000000000005,0.30878750876444694,0.00892277323526793,0.0
LiCl-NaCl,Li,li1120,0.65,2.95,0.24360214611901876,0.012570518335534782,0.0
LiCl-NaCl,Li,li1120,0.65,3.05,0.18924813235607918,0.006761787462294147,0.0
LiCl-NaCl,Li,li1120,0.65,3.1500000000000004,0.13666184132065395,0.009663044682729898,0.0
LiCl-NaCl,Li,li1120,0.65,3.25,0.0958988328125272,0.005012444448184758,0.0
LiCl-NaCl,Li,li1120,0.65,3.3500000000000005,0.05402586238853124,0.005607839043279242,0.0
LiCl-NaCl,Li,li1120,0.65,3.45,0.03005377440249135,0.003942196086684722,0.0
LiCl-NaCl,Li,li1120,0.65,3.55,0.0026218468489364044,0.004908445142080572,0.0
LiCl-NaCl,Li,li1120,0.65,3.6500000000000004,-0.015033125539789971,0.004850925474614253,0.0
LiCl-NaCl,Li,li1120,0.65,3.75,-0.025353374340894907,0.002592462991153435,0.0
LiCl-NaCl,Li,li1120,0.65,3.8500000000000005,-0.034191672452122956,0.005218693515471337,0.0
LiCl-NaCl,Li,li1120,0.65,3.95,-0.03680984499636053,0.0040584566532912815,0.0
LiCl-NaCl,Li,li1120,0.65,4.050000000000001,-0.04247806540341714,0.0022556994232302402,0.0
LiCl-NaCl,Li,li1120,0.65,4.15,-0.04385229631770793,0.005801592625555631,0.0
LiCl-NaCl,Li,li1120,0.65,4.25,-0.04203628868283826,0.003144880552657886,0.0
LiCl-NaCl,Li,li1120,0.65,4.35,-0.04632942290115527,0.004699102846601409,0.0
LiCl-NaCl,Li,li1120,0.65,4.45,-0.04930048671283327,0.003470055114517698,0.0
LiCl-NaCl,Li,li1120,0.65,4.550000000000001,-0.05693414979323075,0.006443027700261013,0.0
LiCl-NaCl,Li,li1120,0.65,4.65,-0.060902418150594606,0.0033623182365162064,0.0
LiCl-NaCl,Li,li1120,0.65,4.75,-0.0723828229385679,0.004973134330714367,0.0
LiCl-NaCl,Li,li1120,0.65,4.8500000000000005,-0.07731951459480046,0.00448218480679364,0.0
LiCl-NaCl,Li,li1120,0.65,4.95,-0.08145664524754515,0.003940385782901567,0.0
LiCl-NaCl,Li,li1120,0.65,5.050000000000001,-0.07951916567579986,0.00478414231119016,0.0
LiCl-NaCl,Li,li1120,0.65,5.15,-0.0765700275498753,0.002190497939733558,0.0
LiCl-NaCl,Li,li1120,0.65,5.25,-0.06320252998672049,0.004807202207480907,0.0
LiCl-NaCl,Li,li1120,0.65,5.3500000000000005,-0.05589962156693762,0.0011733249698971959,0.0
LiCl-NaCl,Li,li1120,0.65,5.45,-0.04162033160235867,0.005215900973561647,0.0
LiCl-NaCl,Li,li1120,0.65,5.550000000000001,-0.025596677289291714,0.0012707710267712334,0.0
LiCl-NaCl,Li,li1120,0.65,5.65,-0.011856421141679618,0.0020536271550661016,0.0
LiCl-NaCl,Li,li1120,0.65,5.75,0.0022552322288268423,0.004968435376011232,0.0
LiCl-NaCl,Li,li1120,0.65,5.8500000000000005,0.014728204975371417,0.002383505812370628,0.0
LiCl-NaCl,Li,li1120,0.65,5.95,0.02525329647015806,0.002959252122933099,0.0
LiCl-NaCl,Li,li1120,0.65,6.050000000000001,0.03581186857436236,0.002302922789826364,0.0
LiCl-NaCl,Li,li1120,0.65,6.15,0.04210249749198425,0.0025068036763504645,0.0
LiCl-NaCl,Li,li1120,0.65,6.25,0.04697979911408279,0.00407720246565789,0.0
LiCl-NaCl,Li,li1120,0.65,6.3500000000000005,0.04613403362887092,0.0012416721451650576,0.0
LiCl-NaCl,Li,li1120,0.65,6.45,0.04899631944099614,0.0011848045022851176,0.0
LiCl-NaCl,Li,li1120,0.65,6.550000000000001,0.04695461691037561,0.004077685120770269,0.0
LiCl-NaCl,Li,li1120,0.65,6.65,0.04355579944413546,0.0025745865608950633,0.0
LiCl-NaCl,Li,li1120,0.65,6.75,0.03793552702868053,0.0032311724821689402,0.0
LiCl-NaCl,Li,li1120,0.65,6.8500000000000005,0.032541950559035415,0.0027718906656106876,0.0
LiCl-NaCl,Li,li1120,0.65,6.95,0.03189245032198096,0.0020569326732553885,0.0
LiCl-NaCl,Li,li1120,0.65,7.050000000000001,0.02467275353059939,0.0023167689401897796,0.0
LiCl-NaCl,Li,li1120,0.65,7.15,0.01875001702739576,0.003381470976661364,0.0
LiCl-NaCl,Li,li1120,0.65,7.25,0.013079022746709246,0.0038176812375811313,0.0
LiCl-NaCl,Li,li1120,0.65,7.3500000000000005,0.005273203489196576,0.0011161025975969774,0.0
LiCl-NaCl,Li,li1120,0.65,7.45,0.002653643556389307,0.0021973930324432037,0.0
LiCl-NaCl,Li,li1120,0.65,7.550000000000001,-0.0017177422570948675,0.0025631494892188,0.0
LiCl-NaCl,Li,li1120,0.65,7.65,-0.006377299177278362,0.002037303239440398,0.0
LiCl-NaCl,Li,li1120,0.65,7.75,-0.010564106200095846,0.002191761191382913,0.0
LiCl-NaCl,Li,li1120,0.65,7.8500000000000005,-0.013724362308167537,0.001348580588275634,0.0
LiCl-NaCl,Li,li1120,0.65,7.95,-0.01678746362367889,0.0014011755106157126,0.0
LiCl-NaCl,Li,li1120,0.65,8.05,-0.01853737690547974,0.001979513411962603,0.0
LiCl-NaCl,Li,li1120,0.65,8.15,-0.020394570839769033,0.002253155181155833,0.0
LiCl-NaCl,Li,li1120,0.65,8.25,-0.020374825231969096,0.002332640602947041,0.0
LiCl-NaCl,Li,li1120,0.65,8.350000000000001,-0.023013320563215256,0.001845089773814637,0.0
LiCl-NaCl,Li,li1120,0.65,8.45,-0.020821510253083098,0.002222902221950815,0.0
LiCl-NaCl,Li,li1120,0.65,8.55,-0.01965922678357912,0.0014826247856609108,0.0
LiCl-NaCl,Li,li1120,0.65,8.65,-0.019133693052839407,0.002349590602755769,0.0
LiCl-NaCl,Li,li1120,0.65,8.75,-0.015942619647763445,0.002165681764456447,0.0
LiCl-NaCl,Li,li1120,0.65,8.850000000000001,-0.015053555185544854,0.002066219849106747,0.0
LiCl-NaCl,Li,li1120,0.65,8.95,-0.010705554256029703,0.002009648546938679,0.0
LiCl-NaCl,Li,li1120,0.65,9.05,-0.006303235355015646,0.003709474627884259,0.0
LiCl-NaCl,Li,li1120,0.65,9.15,-0.004927659555550523,0.0017104423965050867,0.0
LiCl-NaCl,Li,li1120,0.65,9.25,-0.0016544300373082521,0.0019745307479668833,0.0
LiCl-NaCl,Li,li1120,0.65,9.350000000000001,0.001473039808055021,0.0026831594608086305,0.0
LiCl-NaCl,Li,li1120,0.65,9.45,0.005807896443356553,0.002134460250203477,0.0
LiCl-NaCl,Li,li1120,0.65,9.55,0.0044994707294083724,0.002062776733149906,0.0
LiCl-NaCl,Li,li1120,0.65,9.650000000000002,0.009514326854147215,0.002115531763799526,0.0
