tag,x_LiCl,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Li,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_LiLi,S0_LiCl,S0_LiNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ
li160,0.05,0,0.01,0.1,160,3200,3040,58.23133182188903,141,1,2,51,252.2964479791449,0.9160481722177092,4,4,0.5,1,lowest-cost,,,7.531104378638589,4.991636961741857,0.936192334663554,0.0501165808312083,-0.1633587244874882,0.0567434072369986,0.0467199752782376,0.0854107449078814,0.1134868144739972,1.001756794794064e-17
li160,0.05,1,0.01,0.1,160,3200,3040,58.21805745136067,141,1,2,25,270.312077153447,0.9789664369650274,4,4,0.75,1,lowest-cost,,,7.533680289948036,3.5650681435153864,0.9895848049838092,0.0564978288155817,-0.1690607749579176,0.0566627572870775,0.0451732714861768,0.0851320003933795,0.113325514574155,3.1358648306246127e-18
li160,0.05,2,0.01,0.1,160,3200,3040,58.244901785861714,141,1,2,52,284.51235959363225,0.97530594026708,4,4,0.75,1,lowest-cost,,,7.528472623946451,5.188564907819223,0.8570848260797648,0.0494293940056274,-0.1459152561579504,0.0583212667694115,0.0484964764710213,0.0832315905860621,0.1166425335388231,-4.488120718915493e-17
li160,0.05,3,0.01,0.1,160,3200,3040,58.22789639284036,141,1,2,47,270.3394203878023,0.9716413274658956,4,4,0.75,1,lowest-cost,,,7.531770887940023,4.9627124013529835,0.8321726439546361,0.044361797854867,-0.1453992535611875,0.0574257461213678,0.0487402779621695,0.0833633465237708,0.1148514922427357,1.9027923568579965e-17
li160,0.05,4,0.01,0.1,160,3200,3040,58.235064097658366,141,1,2,243,266.43747961072916,0.9504033580438124,4,4,1.0,1,lowest-cost,,,7.530380389360197,8.60406062351255,0.7189829184099574,0.0366756045493737,-0.1273176175501253,0.0537353849988697,0.0467173810169605,0.077139686254429,0.1074707699977394,1.989879292884631e-18
li320,0.1,0,0.01,0.1,320,3200,2880,58.02987134561754,141,1,2,47,258.5672203564187,0.919222081627568,4,4,0.5,1,lowest-cost,,,7.5703566438926355,6.159980375933187,0.850290505163932,0.0685717471038926,-0.2111492003928589,0.0587065801471766,0.0390249199334695,0.1115189442961097,0.1174131602943532,3.5151192709419376e-18
li320,0.1,1,0.01,0.1,320,3200,2880,58.042147214990045,141,1,2,2150,277.86345967378605,0.974343851416612,4,4,0.5,1,lowest-cost,,,7.567955083998225,6.62223259555296,0.6628478263752633,0.0557577086259589,-0.1621754900017384,0.0574529930433127,0.0419748692615728,0.0983038937853662,0.1149059860866254,3.1258292868130765e-18
li320,0.1,2,0.01,0.1,320,3200,2880,58.01680259074246,141,1,2,709,285.40046169745887,0.9714003561452118,4,4,1.0,1,lowest-cost,,,7.572914714196941,6.530885705633256,0.8166076175114061,0.0644544837461473,-0.2042615478210927,0.0578791999700677,0.0395252057692053,0.1097504076795363,0.1157583999401354,1.233045732891103e-18
li320,0.1,3,0.01,0.1,320,3200,2880,58.031268603442086,141,1,2,48,266.90030477726305,0.9681807401891636,4,4,0.75,1,lowest-cost,,,7.57008323069736,6.755020304405096,0.7567190322536337,0.0621622414582141,-0.1867149215947767,0.058068648168729,0.0404889824673117,0.1049174421113686,0.1161372963374581,-4.739542692539673e-18
li320,0.1,4,0.01,0.1,320,3200,2880,58.0312783748312,141,1,2,39,283.092923589387,0.9746804604992642,4,4,0.5,1,lowest-cost,,,7.570081318705386,8.109535683336771,0.8764651640315656,0.0670706773913498,-0.2214563530881798,0.0575951460475904,0.0383537220963601,0.1142471572192686,0.1151902920951809,2.1865047738642348e-18
li480,0.15,0,0.01,0.1,480,3200,2720,57.83415285511007,141,1,2,3531,257.2996183002118,0.9361198463869466,4,4,0.75,1,lowest-cost,,,7.608817783073333,8.263300603341118,0.7910995793651984,0.0813586851002757,-0.2440824116087734,0.05968504925145,0.0305600413726438,0.1356821407808112,0.1193700985029001,-5.97747489036692e-18
li480,0.15,1,0.01,0.1,480,3200,2720,57.82173780995633,141,1,2,9214,268.64718810102056,0.9672658867025152,4,4,0.5,1,lowest-cost,,,7.61126847610969,5.650564236697267,0.1010073274579823,0.0162203191147814,-0.0248381584364212,0.0553161746732808,0.0531849185393561,0.0681212572136881,0.1106323493465616,-4.23970046582454e-18
li480,0.15,2,0.01,0.1,480,3200,2720,57.837499710409894,141,1,2,2155,261.7090644683685,0.9711196453953668,4,4,0.5,1,lowest-cost,,,7.608157348826219,9.294220796733091,0.6784001338705181,0.0686473270202325,-0.2105265785456138,0.0580760164005206,0.0341546386757862,0.1254847595516404,0.1161520328010416,1.289812383690209e-16
li480,0.15,3,0.01,0.1,480,3200,2720,57.83483959017603,141,1,2,1629,270.8437958514787,0.9790682497393016,4,4,0.3,1,lowest-cost,,,7.608682261997078,61.164976027533285,0.629596610792309,0.0666192639804078,-0.1922247413451424,0.057598693428962,0.0344888661071942,0.1181589706603111,0.1151973868579243,1.3428673597012233e-17
li480,0.15,4,0.01,0.1,480,3200,2720,57.843556480432206,141,1,2,233,272.7404725956517,0.9916417303406342,4,4,0.75,1,lowest-cost,,,7.606962410551445,76.0695566560672,0.5966322339645278,0.0680503405702555,-0.1768247127397953,0.0597158764869607,0.0361841011432377,0.1135284052178477,0.1194317529739218,1.1952329092985778e-18
li640,0.2,0,0.01,0.1,640,3200,2560,57.64203885135636,141,1,2,2389,257.3635277908357,0.9399343512134458,4,4,1.0,1,lowest-cost,,,7.6468883762459505,4.61409629591585,0.7301212929590855,0.0852413734693005,-0.2697578936931411,0.0606771038730216,0.0252183777342955,0.1630739502946465,0.1213542077460432,-1.0109064458493417e-17
li640,0.2,1,0.01,0.1,640,3200,2560,57.6292494591519,141,1,2,2195,213.29095425924285,0.979333086773566,4,4,0.3,1,lowest-cost,,,7.649434075209432,50.7356281760884,0.6838972615667476,0.0737474499877377,-0.25949647511345,0.059451257910821,0.0295948020243677,0.1628362321102921,0.1189025158216421,-7.912510039343624e-18
