tag,x_LiCl,k2cut_cycles2_per_A2,n_blocks,all_converged,S0_NN,S0_NN_err,S0_NN_blockmean,S0_LiLi,S0_LiLi_err,S0_LiLi_blockmean,S0_LiCl,S0_LiCl_err,S0_LiCl_blockmean,S0_LiNa,S0_LiNa_err,S0_LiNa_blockmean,S0_ClCl,S0_ClCl_err,S0_ClCl_blockmean,S0_ClNa,S0_ClNa_err,S0_ClNa_blockmean,S0_NaNa,S0_NaNa_err,S0_NaNa_blockmean
li160,0.05,0.015,4,1,0.110669971254754,0.0008432816369812,0.1101166767040433,0.9461774773302156,0.024398512637783,0.8949053666893456,0.0496987586311306,0.0020696316960624,0.047972376712126,-0.1660781498524629,0.0035371957953216,-0.1560867514390251,0.055334985627377,0.0004216408184906,0.0550583383520216,0.0453708201828152,0.0006303623681952,0.0454830452420265,0.0846504199521845,0.0007476293035194,0.0824733764340848
li320,0.1,0.015,4,1,0.1145850050394537,0.0003498756669114,0.1135060923107048,0.8729217528303909,0.0203729218733069,0.8500812422687384,0.0718322767673255,0.001524692535983,0.0699901067464514,-0.2152560495766817,0.0053269103891967,-0.2095843637572116,0.0572925025197268,0.0001749378334557,0.0567530461553524,0.0364475080153158,0.0005517624461108,0.0364929277523748,0.1101710633141076,0.0014334290899238,0.108328377980895
li480,0.15,0.015,4,1,0.1180943063835418,0.0009595687725261,0.1173917310753647,0.8497064311160045,0.0143411449514659,0.7961073331014974,0.087136695846291,0.0025556307801133,0.0837135873666684,-0.2624350812149731,0.0038770896301193,-0.2436318388217366,0.0590471531917709,0.000479784386263,0.0586958655376823,0.0274408959394256,0.0006205581517016,0.0284978641701332,0.1400086158681486,0.0012971437328995,0.1332561171275643
li640,0.2,0.015,4,1,0.1214729998827118,0.0003540925200889,0.1205895753152674,0.7917221983925979,0.0330371332218276,0.7794721252335997,0.093962844093421,0.0036064317939836,0.0924161221121015,-0.290807445820247,0.0126860239635899,-0.2864116969870096,0.0607364999413559,0.0001770462600444,0.0602947876576337,0.0209240492454314,0.0016129396463198,0.0212035608896413,0.1687975211487924,0.0046738500687543,0.1669121502506517
li800,0.25,0.015,4,1,0.1239496338335239,0.0018357551159505,0.1235204584196477,0.7773438821033325,0.0397130169753689,0.7609521034342973,0.103940250256277,0.0051511940667135,0.1026842826766814,-0.3287798366550705,0.0174299774362091,-0.3207663052683522,0.0619748169167619,0.0009178775579752,0.0617602292098238,0.011552422994642,0.0022644652191004,0.0120297716740838,0.2031607162484241,0.0076200334310257,0.199085296522289
li960,0.3,0.015,4,1,0.1278841559729152,0.0037251300694563,0.1236140545108922,0.6817877349819544,0.0904750832597884,0.4916176814209507,0.1045270835026448,0.011126887463984,0.083088553215031,-0.3214010826969677,0.0460096518631377,-0.2225295038163619,0.0639420779864576,0.0018625650347281,0.061807027255446,0.0079963620462993,0.0051031693794483,0.0194793008775845,0.2199638792454206,0.0240325558595485,0.1689619742129277
li1120,0.35,0.015,4,1,0.1315523715530234,0.0011207921355691,0.1309095069764272,0.6583492232728247,0.0190406610283993,0.637413214262218,0.1088370553772606,0.0018237782707784,0.10655061389178,-0.3481005028452932,0.0121490307466066,-0.3355736539222417,0.0657761857765117,0.0005603960677845,0.0654547534882135,0.0017207530729887,0.0007252927732486,0.002999854744811,0.2575702666586144,0.0084793215567184,0.2499646029778265
li1280,0.4,0.015,4,1,0.1364166708509165,0.002561701468699,0.1348871820791221,0.6329332712681454,0.0346057700726755,0.581687700712542,0.1177794090712652,0.0056813846729243,0.1104905017800263,-0.3647352886594546,0.0210001163262463,-0.3323033943634533,0.0682083354254582,0.0012808507343495,0.067443591039561,-0.0081099024185996,0.0030032896135869,-0.003145815293499,0.2873352771319306,0.0134029736580482,0.267263355247782
li1440,0.45,0.015,4,1,0.1363426170749284,0.0017142915079643,0.1350573560296475,0.5910414216138244,0.0436873969018766,0.5426853818281554,0.1159317519892761,0.0081139001937705,0.1072087481440324,-0.3782947387032259,0.0286167593676431,-0.3463171509659866,0.0681713085374642,0.0008571457539822,0.0675286780148237,-0.0129420415848321,0.0063469302648762,-0.0059183105503781,0.3247294206263353,0.0174545831694011,0.3052754011961253
li1600,0.5,0.015,4,1,0.1378149990723576,0.0016819407797308,0.1379411877461487,0.5547231759867695,0.0092246235837099,0.5355070987950122,0.1156309207808983,0.0024430177361405,0.113575737210089,-0.3911963595887339,0.0060266734763979,-0.3748867508759818,0.0689074995361787,0.0008409703898654,0.0689705938730743,-0.0181810003876165,0.0012653947813192,-0.0160365879498603,0.3654845422630562,0.0045957495017772,0.3522075907031002
li1760,0.55,0.015,4,1,0.1378260953421799,0.0012963111304949,0.1372052905563152,0.52818246090254,0.0084859530120397,0.511846909707737,0.1162064701132395,0.0007549150400273,0.113252434221294,-0.410697303487761,0.0086191170081688,-0.3970412888437363,0.0689130476710899,0.0006481555652474,0.0686026452781576,-0.0257415804395942,0.0009760841408849,-0.0229384914499691,0.4156696702190667,0.008335157849859,0.4047509763356458
li1920,0.6,0.015,4,1,0.1419940275015094,0.0015807326263597,0.1408510737951211,0.487592397173954,0.0153243323918822,0.4594655107244786,0.1166306514999913,0.0034659375111109,0.1123048186532857,-0.4127670359036777,0.0138070980860689,-0.3851585182628489,0.0709970137507547,0.0007903663131798,0.0704255368975605,-0.0305866570103346,0.0031974535517882,-0.0261921996599137,0.4571725592210302,0.013034212273981,0.4303074159876006
li2080,0.65,0.015,4,1,0.1425854038933038,0.0016201959074961,0.1419778825753786,0.4461084319242057,0.0087128960640484,0.4350676615499326,0.1139894508176113,0.0017645540512728,0.1125478268693357,-0.4152659774305756,0.008911689605809,-0.40265673283798,0.0712927019466519,0.000810097953748,0.0709889412876893,-0.0348347759272593,0.0015205477223644,-0.0333836228711397,0.5070306173761968,0.0098587138660426,0.4923000098538639
li2240,0.7,0.015,4,1,0.1436683533562671,0.00063822385896,0.1434031106709163,0.4069689942539139,0.0034087791818535,0.4013684695043787,0.1126007262802962,0.0014272056130559,0.111578092129808,-0.4160755479722595,0.0037992174075611,-0.4093876710811784,0.0718341766781335,0.00031911192948,0.0717015553354581,-0.0408497872740696,0.0017367861199553,-0.0395298201430828,0.5609847312700516,0.0053247422367004,0.5531787498154328
li2400,0.75,0.015,4,1,0.1388059100944526,0.0034075748044758,0.1383011419685061,0.2936406186393979,0.041024122648169,0.2814357838267501,0.0953633013965057,0.0080024214170813,0.0941127979510226,-0.3178738678563822,0.0552475652847781,-0.2992354807538571,0.0694029550472263,0.0017037874022379,0.069150570984253,-0.0263681731017982,0.0106286361703058,-0.0247070057251305,0.4978373433220928,0.0745547703338619,0.468877044642718
li2560,0.8,0.015,4,1,0.1461463632497315,0.0013159296818338,0.1435452903457019,0.3145320532590582,0.0298562051404858,0.2736641796290522,0.1060493956312256,0.0046617921607142,0.0986800786691749,-0.3919304489139266,0.0493763064129819,-0.3266729953288024,0.0730731816248657,0.0006579648409169,0.071772645172851,-0.0487021898170629,0.0084414650659702,-0.0368716438068822,0.6749594907438025,0.0799239598295271,0.5708984886632571
li2720,0.85,0.015,4,1,0.1420068715880427,0.0007974592653066,0.1414615700808656,0.2472211789480832,0.0019348732302288,0.2409422879279842,0.0955211753782065,0.0003104645351607,0.0940186147742782,-0.3418695041926057,0.0052872269138941,-0.330802348712841,0.0710034357940213,0.0003987296326533,0.0707307850404327,-0.0440557962220823,0.0005507406716848,-0.0411829677699012,0.7000606219829526,0.0121654927902803,0.6811331335620598
li2880,0.9,0.015,4,1,0.1422548199650672,0.0010372254201696,0.1414341632364183,0.2020789931552919,0.0017150392989061,0.1987144018185126,0.089771439473189,0.0007371645049858,0.0885820054729668,-0.3223547618986523,0.0040367979394643,-0.3160223084554617,0.0711274099825336,0.0005186127100848,0.0707170816182091,-0.0443896988061635,0.0014895503722262,-0.0421189690253338,0.826691732819623,0.0084079433548277,0.814875050548248
