tag,x_LiCl,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Li,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_LiLi,S0_LiCl,S0_LiNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ
li1920,0.6,3,0.015,0.1224744871391589,1920,3200,1280,56.04741069393669,228,1,2,32,418.6186036299979,0.968081781567668,4,4,1.0,1,lowest-cost,,,7.975545940018175,3.032587519893854,0.4811567180621423,0.11995702748639,-0.3996255086820096,0.0721320084625171,-0.032866034729289,0.4374735285341717,0.1442640169250342,-4.01821523639084e-18
li1920,0.6,4,0.015,0.1224744871391589,1920,3200,1280,56.06063766228985,228,1,2,25,431.9494492906998,0.9411272846007248,4,4,1.0,1,lowest-cost,,,7.972723476465437,1.2678908980784347,0.4731678411530703,0.1121820603070991,-0.4021344751692522,0.0712385619059574,-0.0247563465943957,0.4533689151818682,0.142477123811915,3.9713398410083035e-18
li2080,0.65,0,0.015,0.1224744871391589,2080,3200,1120,55.8343114485319,228,1,2,42,363.5478722033034,0.847500636205429,4,4,1.0,1,lowest-cost,,,8.021249113019374,5.186501438454988,0.4461084319242057,0.1139894508176113,-0.4152659774305756,0.0712927019466519,-0.0348347759272593,0.5070306173761968,0.1425854038933038,-8.126431645992637e-18
li2080,0.65,1,0.015,0.1224744871391589,2080,3200,1120,55.82240942750983,228,1,2,137,409.6207229258142,0.9151498019859112,4,4,1.0,1,lowest-cost,,,8.023814592505802,1.502273985072152,0.4145125341535076,0.1083633260949152,-0.3817179132282852,0.0692033746442886,-0.0306992680382834,0.4683025964458349,0.1384067492885772,-3.515476221454183e-18
li2080,0.65,2,0.015,0.1224744871391589,2080,3200,1120,55.82993430879381,228,1,2,45,428.816884475627,0.9539523140140922,4,4,1.0,1,lowest-cost,,,8.022192446112205,1.9031688314151567,0.4536581955304899,0.115947032277201,-0.4222456543535695,0.0711749012721943,-0.0377016292586707,0.5116964471234172,0.1423498025443887,1.255389683022497e-17
li2080,0.65,3,0.015,0.1224744871391589,2080,3200,1120,55.83867220768407,228,1,2,50,446.3644026744424,0.9627741673398594,4,4,0.3,1,lowest-cost,,,8.020309493992785,8.0491672263863,0.4444441128985845,0.1149393271554845,-0.4113923088563023,0.0730873793330113,-0.0330956807196452,0.504691304366817,0.1461747586660227,5.696068193534161e-18
li2080,0.65,4,0.015,0.1224744871391589,2080,3200,1120,55.84582920015778,228,1,2,44,424.5444472154808,0.9302674421172143,4,4,1.0,1,lowest-cost,,,8.01876776411651,2.1612170868371523,0.4276558036171481,0.1109416219497424,-0.3952710549137629,0.0704901099012628,-0.0320379134679596,0.4845096914793865,0.1409802198025258,1.0394461802473209e-17
li2240,0.7,0,0.015,0.1224744871391589,2240,3200,960,55.623590134767795,228,1,2,49,361.7241334602027,0.8834114919319954,4,4,0.5,1,lowest-cost,,,8.066873135531212,7.399131483210102,0.4069689942539139,0.1126007262802962,-0.4160755479722595,0.0718341766781335,-0.0408497872740696,0.5609847312700516,0.1436683533562671,-1.972639346033458e-17
li2240,0.7,1,0.015,0.1224744871391589,2240,3200,960,55.622695244238905,228,1,2,43,444.3308361451199,0.950080045583044,4,4,0.75,1,lowest-cost,,,8.067067813190324,5.3568962362223935,0.4115444557623716,0.1149086964518875,-0.4188509231227821,0.0720886655409959,-0.0439106389756633,0.5596358617659717,0.1441773310819918,-1.0420352837819669e-17
li2240,0.7,2,0.015,0.1224744871391589,2240,3200,960,55.63446134034631,228,1,2,46,429.5457847539858,0.9415677104666637,4,4,1.0,1,lowest-cost,,,8.06450880010202,8.109574390055617,0.3985055410353336,0.108310487735948,-0.4109802777266977,0.071169195188406,-0.0355104241885958,0.562949876089952,0.1423383903768121,-3.588951938530204e-18
li2240,0.7,3,0.015,0.1224744871391589,2240,3200,960,55.6187634005779,228,1,2,35,381.575255650596,0.9693844731329524,4,4,1.0,1,lowest-cost,,,8.067923253191083,6.4485144783906145,0.3970227950252544,0.1127021963848743,-0.4006972194741454,0.0723979505653179,-0.0399754798345932,0.5390902061578696,0.1447959011306358,-2.267154613354807e-17
li2240,0.7,4,0.015,0.1224744871391589,2240,3200,960,55.61863436076096,228,1,2,74,431.9444981184918,0.9452075331282812,4,4,0.3,1,lowest-cost,,,8.067951330577971,9.034907799355816,0.3984010861945554,0.1103909879465221,-0.4070222640010882,0.0711504100471127,-0.0387227375734789,0.5510390552479378,0.1423008200942254,1.7600089996642498e-17
li2400,0.75,0,0.015,0.1224744871391589,2400,3200,800,55.416325901085145,228,1,2,11545,344.9469941324666,0.8195926146438143,4,2,1.0,1,lowest-cost,,,8.112172150623328,12.535692622433618,0.2936406186393979,0.0953633013965057,-0.3178738678563822,0.0694029550472263,-0.0263681731017982,0.4978373433220928,0.1388059100944526,3.5792240536990636e-17
li2400,0.75,1,0.015,0.1224744871391589,2400,3200,800,55.42269179822539,228,1,2,14364,442.5910118482216,0.951385722952946,4,4,0.5,1,lowest-cost,,,8.110774534351869,14.681293422910263,0.3198609598659209,0.1035626084281141,-0.3468902169892962,0.0721028000903833,-0.035170099381088,0.5304912817118772,0.1442056001807667,5.254467183686049e-17
li2400,0.75,2,0.015,0.1224744871391589,2400,3200,800,55.42315996548802,228,1,2,850,448.57973008320175,0.9589988653041756,4,4,1.0,1,lowest-cost,,,8.110671765281273,2.5469894604210506,0.3613213801549459,0.1070546159947382,-0.4117177562997988,0.0706126966858508,-0.0441986407159605,0.6247187908575915,0.1412253933717017,8.494093077864943e-18
li2400,0.75,3,0.015,0.1224744871391589,2400,3200,800,55.413543637731586,228,1,2,8182,407.09841549312654,0.8998268285894575,4,4,1.0,1,lowest-cost,,,8.112783115410519,13.652147372772548,0.2739467386456483,0.0943402690368371,-0.2858091318283808,0.0696115357896502,-0.0241790675922185,0.4466778024094692,0.1392230715793005,3.504550331863321e-17
li2400,0.75,4,0.015,0.1224744871391589,2400,3200,800,55.40724042625812,228,1,2,10171,409.22213374124703,0.9003560747861319,4,4,0.5,1,lowest-cost,,,8.114167538498664,8.809487714533697,0.1706140566404854,0.0714936983444011,-0.1525248178979527,0.0642752513711276,0.0047197847887451,0.2736203035919344,0.1285505027422554,7.958326663705643e-18
