# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 2.880000e+03 0.000000e+00 3.035787e+03 0.000000e+00 9.600000e+02 0.000000e+00 3.200000e+03 0.000000e+00 1.011929e+03 0.000000e+00 3.200000e+02 0.000000e+00
3.333433e-04 1.893614e-01 3.887170e-02 8.272016e-02 1.293418e-02 -3.005272e-01 8.738374e-02 6.823679e-02 6.131721e-03 -3.158653e-02 2.495970e-02 7.970960e-01 1.984245e-01
1.333373e-03 1.492127e-01 1.538686e-02 8.106443e-02 4.708168e-03 -1.789852e-01 3.309634e-02 7.058672e-02 3.504826e-03 -1.721186e-02 7.544621e-03 4.968522e-01 8.094439e-02
3.000090e-03 2.291434e-01 3.740103e-02 9.462035e-02 1.210484e-02 -3.487903e-01 7.538126e-02 7.267040e-02 5.649224e-03 -4.547507e-02 1.720693e-02 9.167676e-01 1.792212e-01
5.333493e-03 2.660375e-01 1.423757e-02 1.054874e-01 6.097361e-03 -3.875805e-01 4.367440e-02 7.743022e-02 5.634201e-03 -6.292736e-02 1.014894e-02 9.606758e-01 1.104434e-01
8.333583e-03 2.657588e-01 2.406909e-02 9.706324e-02 6.552200e-03 -3.849088e-01 3.655587e-02 7.529801e-02 3.337230e-03 -4.615356e-02 6.135013e-03 1.044637e+00 7.373647e-02
1.200036e-02 2.424995e-01 1.589872e-02 1.006498e-01 5.172469e-03 -2.584975e-01 3.216664e-02 8.620413e-02 1.626062e-03 -3.115169e-02 1.242121e-02 7.095532e-01 6.290982e-02
1.633382e-02 2.749576e-01 2.383012e-03 1.026768e-01 3.817955e-03 -2.931985e-01 1.289916e-02 8.925300e-02 3.361908e-03 -4.024906e-02 6.716858e-03 8.087910e-01 2.916276e-02
3.333433e-04 1.882404e-01 3.178157e-02 8.532200e-02 9.586252e-03 -2.887825e-01 6.906007e-02 6.814215e-02 3.848190e-03 -3.921331e-02 2.004998e-02 7.383814e-01 1.472010e-01
6.666866e-04 3.076553e-01 4.200745e-02 1.139806e-01 1.349660e-02 -5.482463e-01 9.058074e-02 8.170155e-02 4.829352e-03 -8.048065e-02 2.810764e-02 1.378225e+00 1.966539e-01
1.666717e-03 2.256968e-01 1.612285e-02 1.061698e-01 6.287144e-03 -3.171265e-01 3.372639e-02 8.009737e-02 3.158100e-03 -5.890129e-02 1.056837e-02 7.668194e-01 8.538845e-02
3.333433e-03 2.633985e-01 2.586981e-02 9.972413e-02 4.600778e-03 -4.347866e-01 7.192747e-02 7.318048e-02 4.199851e-03 -6.362762e-02 9.754156e-03 1.104644e+00 1.898048e-01
5.666836e-03 2.082714e-01 1.411374e-02 9.331222e-02 8.056264e-03 -2.675395e-01 2.052438e-02 8.018599e-02 4.916933e-03 -2.627135e-02 1.063788e-02 7.367580e-01 3.764223e-02
8.666926e-03 2.582993e-01 1.552890e-02 1.049227e-01 7.698633e-03 -3.377790e-01 2.192802e-02 8.167141e-02 4.219725e-03 -5.086387e-02 1.134096e-02 8.782916e-01 4.275676e-02
1.233370e-02 2.645435e-01 1.222613e-02 1.015986e-01 5.244500e-03 -3.295136e-01 1.371027e-02 8.268594e-02 3.283315e-03 -4.851017e-02 8.386270e-03 8.825878e-01 2.391248e-02
1.666717e-02 2.710052e-01 1.391945e-02 1.099906e-01 7.937936e-03 -2.498863e-01 1.767671e-02 9.410985e-02 5.402003e-03 -3.516929e-02 7.391863e-03 7.913180e-01 2.943332e-02
1.333373e-03 2.027838e-01 2.702382e-02 9.202952e-02 6.393925e-03 -3.022887e-01 6.339950e-02 7.330120e-02 3.399499e-03 -4.059204e-02 1.739847e-02 7.862907e-01 1.456047e-01
1.666717e-03 2.407312e-01 2.608726e-02 9.943104e-02 4.336726e-03 -3.856266e-01 6.834954e-02 7.377849e-02 1.979126e-03 -5.942943e-02 1.191888e-02 9.751589e-01 1.690291e-01
2.666746e-03 2.188247e-01 2.266145e-02 9.795811e-02 1.103181e-02 -3.175203e-01 4.089042e-02 7.693265e-02 5.811979e-03 -4.633760e-02 1.773895e-02 8.161921e-01 8.680786e-02
