# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 6.400000e+02 0.000000e+00 1.431084e+03 0.000000e+00 1.280000e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.862167e+03 0.000000e+00 2.560000e+03 0.000000e+00
3.009687e-04 6.292970e-01 1.010871e-01 8.227577e-02 1.527751e-02 -2.226791e-01 4.234814e-02 6.220564e-02 4.338935e-03 2.834805e-02 9.470963e-03 1.442061e-01 1.974455e-02
1.203875e-03 1.002913e+00 2.161585e-01 1.022773e-01 2.134571e-02 -3.852588e-01 8.410643e-02 6.141102e-02 5.196225e-03 1.744862e-02 6.171248e-03 2.159324e-01 3.707449e-02
2.708718e-03 1.023320e+00 1.484176e-01 1.264020e-01 2.245111e-02 -3.608832e-01 5.447793e-02 7.013526e-02 2.993333e-03 1.517144e-02 9.723337e-03 2.033633e-01 2.101206e-02
4.815499e-03 8.554091e-01 7.489756e-02 1.005810e-01 1.389017e-02 -2.999278e-01 3.793542e-02 6.680214e-02 1.966887e-03 2.264056e-02 6.931621e-03 1.868946e-01 2.069969e-02
7.524217e-03 8.425137e-01 4.099618e-02 1.039991e-01 7.386955e-03 -2.992739e-01 1.828197e-02 6.704563e-02 3.359146e-03 1.598215e-02 3.271360e-03 1.926724e-01 1.022081e-02
1.083487e-02 1.015163e+00 1.160464e-01 1.156975e-01 1.281247e-02 -3.564308e-01 5.099300e-02 7.506078e-02 1.925103e-03 1.350291e-02 8.197027e-03 2.251054e-01 2.247312e-02
1.474747e-02 8.342154e-01 3.667222e-02 1.089738e-01 7.456759e-03 -2.781396e-01 2.006692e-02 7.759200e-02 3.716363e-03 1.453305e-02 2.531400e-03 2.106803e-01 1.135799e-02
3.009687e-04 5.679896e-01 1.376606e-01 7.364531e-02 2.182982e-02 -2.014687e-01 5.355538e-02 5.621164e-02 4.276812e-03 2.592825e-02 1.075316e-02 1.307309e-01 2.065134e-02
6.019374e-04 7.932980e-01 7.249351e-02 1.048042e-01 1.704819e-02 -2.775341e-01 3.253213e-02 6.980596e-02 5.998922e-03 2.589040e-02 5.159702e-03 1.696740e-01 1.660183e-02
1.504843e-03 5.768236e-01 9.698526e-02 7.968394e-02 9.388291e-03 -1.978849e-01 4.097931e-02 6.163888e-02 1.889838e-03 2.938777e-02 4.657486e-03 1.382634e-01 1.722141e-02
3.009687e-03 7.768656e-01 9.068455e-02 8.805771e-02 5.717045e-03 -2.846477e-01 4.536245e-02 6.497411e-02 2.976677e-03 2.660447e-02 2.579307e-03 1.798066e-01 2.018955e-02
5.116468e-03 8.331030e-01 8.897366e-02 1.146617e-01 1.672474e-02 -2.726165e-01 2.582240e-02 6.936179e-02 5.293563e-03 1.697502e-02 2.337534e-03 1.672946e-01 1.118022e-02
7.825186e-03 1.001721e+00 7.916587e-02 1.143704e-01 6.331972e-03 -3.667877e-01 3.747188e-02 6.249890e-02 3.029762e-03 4.839572e-03 4.620539e-03 2.142842e-01 1.594459e-02
1.113584e-02 8.618339e-01 8.503964e-02 9.024794e-02 1.155336e-02 -3.006447e-01 4.417590e-02 6.986205e-02 5.210487e-03 2.200110e-02 3.062545e-03 2.048341e-01 2.255049e-02
1.504843e-02 8.571277e-01 3.823242e-02 1.184625e-01 1.268294e-02 -2.679605e-01 1.368959e-02 9.106565e-02 5.576081e-03 2.465752e-02 2.264302e-03 2.038041e-01 7.779198e-03
1.203875e-03 1.295424e+00 7.759603e-01 1.266776e-01 6.314018e-02 -5.017877e-01 3.149370e-01 6.552438e-02 5.816326e-03 9.036121e-03 2.695711e-02 2.630128e-01 1.259312e-01
1.504843e-03 6.696390e-01 1.870182e-02 8.164697e-02 8.205057e-03 -2.429579e-01 1.578213e-02 5.783305e-02 3.815904e-03 2.373811e-02 1.541485e-03 1.536370e-01 7.061754e-03
2.407749e-03 9.014939e-01 1.521029e-01 8.929742e-02 1.348440e-02 -3.459521e-01 6.370042e-02 6.016095e-02 1.053745e-03 2.227646e-02 6.445064e-03 2.048139e-01 2.642099e-02
3.912593e-03 8.092721e-01 4.265705e-02 1.012438e-01 1.186277e-02 -2.843358e-01 2.550442e-02 6.370440e-02 3.048837e-03 1.869906e-02 5.343922e-03 1.743964e-01 1.666021e-02
6.019374e-03 8.182238e-01 8.961473e-02 9.879961e-02 1.796539e-02 -2.818368e-01 2.848329e-02 6.644327e-02 5.798290e-03 2.022650e-02 4.706837e-03 1.770981e-01 1.282465e-02
8.728092e-03 8.138073e-01 4.602558e-02 1.033579e-01 5.135839e-03 -2.684061e-01 1.846456e-02 7.245937e-02 4.107875e-03 2.278596e-02 6.771625e-03 1.855529e-01 1.133551e-02
1.203875e-02 9.645678e-01 8.981122e-02 1.282766e-01 1.654146e-02 -3.169069e-01 2.844607e-02 8.061614e-02 2.624571e-03 1.491981e-02 5.791712e-03 2.121482e-01 1.132991e-02
1.595134e-02 8.745187e-01 7.746477e-02 1.163596e-01 9.135847e-03 -2.962743e-01 3.344226e-02 8.945639e-02 2.129652e-03 1.717465e-02 5.213923e-03 2.299960e-01 1.367036e-02
2.708718e-03 8.630259e-01 2.197124e-01 9.853891e-02 2.003168e-02 -3.078678e-01 7.953022e-02 5.849277e-02 3.029752e-03 1.595452e-02 7.529263e-03 1.771852e-01 3.151329e-02
3.009687e-03 1.099041e+00 2.639641e-01 1.234302e-01 2.546440e-02 -4.007174e-01 1.010472e-01 6.635765e-02 3.193414e-03 1.113303e-02 8.997484e-03 2.178481e-01 3.988895e-02
3.912593e-03 9.221789e-01 1.562885e-01 1.040579e-01 1.829719e-02 -3.393190e-01 5.759791e-02 6.576397e-02 3.528040e-03 1.985278e-02 6.072728e-03 2.040513e-01 2.257738e-02
5.417436e-03 7.849937e-01 1.474635e-01 8.690100e-02 1.673732e-02 -2.845092e-01 5.955201e-02 6.670168e-02 3.164366e-03 2.714263e-02 7.610075e-03 1.876935e-01 2.509604e-02
7.524217e-03 7.995742e-01 5.714320e-02 9.961091e-02 9.788973e-03 -2.753318e-01 2.030758e-02 6.995215e-02 1.671173e-03 2.217239e-02 3.876982e-03 1.857379e-01 1.162435e-02
