# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 8.000000e+02 0.000000e+00 1.600000e+03 0.000000e+00 1.385641e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.771281e+03 0.000000e+00 2.400000e+03 0.000000e+00
3.030676e-04 5.192539e-01 4.493200e-02 8.445547e-02 1.150208e-02 -2.008779e-01 3.265379e-02 6.237230e-02 4.440070e-03 2.359265e-02 2.624699e-03 1.442088e-01 2.143272e-02
1.212270e-03 7.528368e-01 2.167465e-01 1.051522e-01 2.091852e-02 -3.125870e-01 1.080351e-01 6.790730e-02 4.037496e-03 1.764104e-02 8.982597e-03 2.057420e-01 5.521974e-02
2.727609e-03 7.588323e-01 8.323955e-02 1.051815e-01 1.080058e-02 -3.081031e-01 3.901227e-02 6.905385e-02 2.572324e-03 1.960416e-02 4.980521e-03 2.085348e-01 1.991490e-02
4.849082e-03 7.326813e-01 1.077159e-01 8.432332e-02 1.127297e-02 -3.132947e-01 4.953578e-02 5.832788e-02 1.976653e-03 1.570926e-02 5.183378e-03 2.109707e-01 2.213847e-02
7.576691e-03 7.446088e-01 8.174397e-02 9.544895e-02 8.619495e-03 -3.012637e-01 3.873402e-02 6.881526e-02 2.744465e-03 1.783838e-02 3.091199e-03 2.155645e-01 1.839282e-02
1.091043e-02 8.549374e-01 2.869865e-02 1.091218e-01 7.258501e-03 -3.362573e-01 1.533710e-02 7.457137e-02 2.671010e-03 1.454601e-02 3.306519e-03 2.412573e-01 9.443368e-03
1.485031e-02 8.119148e-01 3.490529e-02 1.062050e-01 1.064561e-02 -3.030778e-01 1.306201e-02 8.425819e-02 3.054357e-03 1.964531e-02 2.759293e-03 2.451178e-01 9.919120e-03
3.030676e-04 1.163361e+00 2.782089e-01 1.418566e-01 3.264461e-02 -5.072489e-01 1.285780e-01 6.344660e-02 4.517210e-03 -8.734581e-03 1.515502e-02 2.836536e-01 6.016584e-02
6.061352e-04 9.215987e-01 5.560925e-01 1.065497e-01 5.009120e-02 -4.087506e-01 2.621095e-01 5.940002e-02 5.784298e-03 6.565353e-03 2.309023e-02 2.453732e-01 1.243278e-01
