# k^2  MgMg MgMg_error  MgCl MgCl_error  MgNa MgNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 9.600000e+02 0.000000e+00 1.879574e+03 1.016846e-13 1.299846e+03 0.000000e+00 3.680000e+03 0.000000e+00 2.544956e+03 0.000000e+00 1.760000e+03 0.000000e+00
2.919912e-04 1.843446e-01 4.852078e-02 6.131374e-02 1.275697e-02 -1.824851e-01 5.478211e-02 7.620912e-02 3.829255e-03 2.036578e-02 1.429517e-02 3.003040e-01 6.690565e-02
1.167965e-03 1.517111e-01 3.958210e-02 6.883074e-02 9.541867e-03 -1.161926e-01 4.813176e-02 8.143426e-02 5.940389e-03 2.131018e-02 1.513527e-02 2.058842e-01 4.918970e-02
2.627921e-03 2.443921e-01 3.427444e-02 1.063410e-01 5.396331e-03 -1.816150e-01 4.555772e-02 1.035179e-01 4.967055e-03 1.984647e-03 9.059681e-03 2.691693e-01 5.448777e-02
4.671860e-03 2.208882e-01 3.674084e-02 8.953698e-02 1.305818e-02 -1.635671e-01 3.497557e-02 8.651095e-02 5.477177e-03 3.545055e-03 1.137929e-02 2.509094e-01 3.586702e-02
7.299781e-03 2.156055e-01 2.420424e-02 9.663302e-02 1.017958e-02 -1.285288e-01 2.031084e-02 9.765469e-02 6.493629e-03 1.493346e-02 9.685630e-03 2.355401e-01 1.710017e-02
1.051168e-02 3.573546e-01 3.619613e-02 1.333958e-01 1.391325e-02 -2.058378e-01 2.501507e-02 1.084928e-01 6.811952e-03 -7.304886e-03 9.394571e-03 2.863798e-01 1.637072e-02
1.430757e-02 5.057341e-01 6.379570e-02 1.807990e-01 1.601213e-02 -2.650904e-01 3.863834e-02 1.252431e-01 3.069299e-03 -2.739971e-02 1.380746e-02 3.495569e-01 1.993699e-02
2.919912e-04 1.093860e-01 2.609325e-02 6.529866e-02 1.047077e-02 -6.525916e-02 2.564723e-02 8.531965e-02 5.617727e-03 2.804942e-02 1.179985e-02 1.378994e-01 2.119323e-02
5.839825e-04 1.164089e-01 1.848293e-02 5.781604e-02 6.532124e-03 -8.640061e-02 1.811905e-02 7.949794e-02 7.806809e-03 3.045416e-02 7.102513e-03 1.739470e-01 2.415355e-02
1.459956e-03 1.638992e-01 6.777258e-03 8.112427e-02 3.819479e-03 -1.149487e-01 8.381055e-03 9.147199e-02 4.818216e-03 1.719786e-02 2.274851e-03 1.979588e-01 1.166863e-02
2.919912e-03 2.302919e-01 3.944333e-02 1.073185e-01 1.030686e-02 -1.610866e-01 4.067448e-02 1.056947e-01 4.354995e-03 6.383944e-03 1.626902e-02 2.535703e-01 3.670865e-02
4.963851e-03 2.009834e-01 1.830592e-02 8.509747e-02 5.552386e-03 -1.351235e-01 2.154158e-02 8.912676e-02 1.446720e-03 1.303309e-02 4.076125e-03 2.229590e-01 2.827387e-02
7.591772e-03 2.955848e-01 2.560781e-02 1.231428e-01 9.285939e-03 -1.739528e-01 1.986696e-02 1.055002e-01 2.438400e-03 -3.332184e-03 1.000734e-02 2.519006e-01 8.947082e-03
1.080368e-02 4.038001e-01 4.181198e-02 1.538899e-01 8.657822e-03 -2.445341e-01 4.192273e-02 1.155239e-01 3.378762e-03 -2.334161e-02 1.010747e-02 3.316337e-01 4.261887e-02
1.459956e-02 5.867877e-01 5.131125e-02 2.081692e-01 2.123353e-02 -3.040620e-01 3.337748e-02 1.297631e-01 9.921879e-03 -5.461834e-02 1.155193e-02 3.452275e-01 3.154644e-02
1.167965e-03 1.437933e-01 2.277716e-02 6.647664e-02 1.179220e-02 -1.100213e-01 2.042541e-02 8.072024e-02 9.742525e-03 2.193996e-02 9.372119e-03 1.981961e-01 1.708577e-02
1.459956e-03 1.725587e-01 2.599638e-02 9.003754e-02 1.191435e-02 -1.116047e-01 2.259131e-02 9.385229e-02 5.049387e-03 9.155075e-03 9.345339e-03 1.787557e-01 2.287870e-02
2.335930e-03 2.043622e-01 2.627331e-02 9.446862e-02 1.005564e-02 -1.454312e-01 2.758104e-02 9.994204e-02 8.188688e-03 1.236918e-02 9.733892e-03 2.334759e-01 2.858163e-02
3.795886e-03 1.998380e-01 2.044368e-02 9.303009e-02 5.916461e-03 -1.309755e-01 1.799327e-02 9.378795e-02 2.347024e-03 1.068196e-02 6.254301e-03 2.187731e-01 1.665980e-02
5.839825e-03 2.637319e-01 3.743408e-02 1.113142e-01 1.038211e-02 -1.741217e-01 3.257816e-02 9.946158e-02 4.872444e-03 -1.162976e-03 7.832538e-03 2.602596e-01 3.283327e-02
8.467746e-03 3.695218e-01 2.165836e-02 1.505955e-01 7.850671e-03 -2.257465e-01 2.681895e-02 1.169308e-01 4.656633e-03 -2.046252e-02 6.320733e-03 2.949127e-01 3.050510e-02
1.167965e-02 4.177268e-01 2.657421e-02 1.531434e-01 1.253102e-02 -2.323491e-01 1.977057e-02 1.122456e-01 7.307324e-03 -1.974870e-02 6.279218e-03 3.054100e-01 1.027178e-02
1.547554e-02 6.984403e-01 4.378042e-02 2.512161e-01 1.411937e-02 -3.607375e-01 3.236183e-02 1.504336e-01 6.553979e-03 -7.316107e-02 1.334903e-02 3.872780e-01 2.302618e-02
2.627921e-03 1.805603e-01 2.624348e-02 8.312558e-02 1.189256e-02 -1.278102e-01 2.145115e-02 8.798757e-02 5.034799e-03 1.150073e-02 9.591260e-03 2.091653e-01 2.205096e-02
2.919912e-03 2.813238e-01 7.463524e-02 1.225273e-01 3.094461e-02 -2.086290e-01 5.979852e-02 1.006036e-01 1.107738e-02 -2.365632e-02 2.944013e-02 2.686736e-01 3.900408e-02
3.795886e-03 1.752950e-01 2.915611e-02 8.981502e-02 1.444769e-02 -1.011657e-01 1.674169e-02 9.302942e-02 8.605123e-03 1.242691e-02 7.663097e-03 1.759176e-01 1.067411e-02
5.255842e-03 2.882943e-01 1.880347e-02 1.207262e-01 8.454098e-03 -1.954531e-01 1.259787e-02 9.889530e-02 4.625105e-03 -1.211800e-02 9.728094e-03 2.735630e-01 7.006367e-03
7.299781e-03 3.007635e-01 2.934987e-02 1.274191e-01 7.196713e-03 -1.881625e-01 2.899081e-02 1.077262e-01 2.275651e-03 -8.488691e-03 7.930903e-03 2.718787e-01 2.882566e-02
9.927702e-03 3.267840e-01 3.104789e-02 1.296082e-01 1.298089e-02 -1.929526e-01 3.150448e-02 1.051894e-01 8.110919e-03 -9.872918e-03 1.014623e-02 2.883708e-01 3.693623e-02
1.313961e-02 5.196335e-01 5.044284e-02 1.904727e-01 2.193399e-02 -2.890553e-01 2.902164e-02 1.274534e-01 1.073127e-02 -3.916151e-02 8.610458e-03 3.599114e-01 3.014109e-02
1.693549e-02 7.000380e-01 8.659211e-02 2.398491e-01 3.077914e-02 -3.318479e-01 4.807716e-02 1.509847e-01 1.048376e-02 -4.773859e-02 1.630253e-02 3.948348e-01 3.542330e-02
4.671860e-03 2.198446e-01 4.094883e-02 9.690617e-02 2.022406e-02 -1.469144e-01 2.295825e-02 9.450306e-02 9.713176e-03 7.491402e-03 1.276405e-02 2.337729e-01 1.216156e-02
4.963851e-03 2.501085e-01 1.720704e-02 1.045014e-01 8.838366e-03 -1.738236e-01 1.645847e-02 9.388181e-02 3.416196e-03 -4.551311e-03 1.012374e-02 2.489819e-01 1.629081e-02
5.839825e-03 2.377399e-01 1.509283e-02 1.057485e-01 7.517705e-03 -1.427154e-01 1.227608e-02 9.820142e-02 3.688053e-03 5.502211e-03 9.390943e-03 2.221875e-01 1.089585e-02
7.299781e-03 2.873419e-01 3.779053e-02 1.139884e-01 1.325161e-02 -1.907528e-01 3.030248e-02 1.003662e-01 2.193086e-03 -1.396092e-03 1.711690e-02 2.873481e-01 1.572002e-02
9.343720e-03 4.138067e-01 6.027878e-02 1.584486e-01 2.107047e-02 -2.490914e-01 4.733696e-02 1.171190e-01 6.945218e-03 -2.317664e-02 1.635484e-02 3.197588e-01 3.870312e-02
1.197164e-02 4.019299e-01 7.458758e-02 1.460578e-01 2.832263e-02 -2.462554e-01 4.193216e-02 1.124651e-01 1.010400e-02 -2.366459e-02 1.535321e-02 3.300056e-01 2.765837e-02
1.518354e-02 7.690060e-01 8.899388e-02 2.673270e-01 3.618040e-02 -4.324560e-01 5.224044e-02 1.560635e-01 1.589793e-02 -8.397991e-02 1.902347e-02 4.588703e-01 3.721837e-02
1.897943e-02 7.924971e-01 6.000702e-02 2.513748e-01 1.910064e-02 -4.230204e-01 3.961688e-02 1.502941e-01 8.015443e-03 -8.097261e-02 1.108276e-02 4.455539e-01 2.841038e-02
7.299781e-03 2.816710e-01 3.641937e-02 1.170627e-01 1.093408e-02 -1.745293e-01 3.195848e-02 1.060489e-01 2.303983e-03 1.409510e-04 1.345158e-02 2.560218e-01 2.343911e-02
7.591772e-03 2.964336e-01 2.837338e-02 1.154013e-01 7.798024e-03 -1.881007e-01 2.483132e-02 9.731908e-02 3.441653e-03 -5.001719e-03 6.675054e-03 2.680376e-01 2.635567e-02
8.467746e-03 2.851001e-01 2.218286e-02 1.177975e-01 7.695386e-03 -1.721582e-01 2.337002e-02 1.036423e-01 5.673577e-03 1.768713e-03 7.161086e-03 2.640222e-01 1.943877e-02
9.927702e-03 3.087190e-01 2.776246e-02 1.215399e-01 9.987855e-03 -1.784027e-01 1.688467e-02 1.054677e-01 3.043627e-03 3.133378e-03 9.852543e-03 2.838503e-01 1.044081e-02
1.197164e-02 4.319346e-01 3.180420e-02 1.673826e-01 1.338481e-02 -2.252462e-01 2.577850e-02 1.237814e-01 1.089302e-02 -2.007602e-02 5.482882e-03 3.064787e-01 3.230146e-02
1.459956e-02 5.537005e-01 3.405746e-02 2.108755e-01 1.551702e-02 -2.724239e-01 2.112378e-02 1.394580e-01 5.896385e-03 -4.100697e-02 9.583596e-03 3.339856e-01 1.399780e-02
1.781147e-02 7.894346e-01 1.165553e-01 2.512510e-01 3.183042e-02 -4.049639e-01 6.595914e-02 1.465385e-01 7.744677e-03 -6.640615e-02 2.069191e-02 4.650399e-01 3.309061e-02
2.160735e-02 1.040490e+00 1.033033e-01 3.216666e-01 3.183437e-02 -4.837806e-01 4.969872e-02 1.738100e-01 1.241131e-02 -9.195640e-02 1.508978e-02 4.933488e-01 1.883063e-02
1.051168e-02 3.758864e-01 3.627236e-02 1.495236e-01 1.800675e-02 -2.089887e-01 2.353112e-02 1.129494e-01 8.574918e-03 -1.966499e-02 1.073088e-02 2.855634e-01 1.677136e-02
1.080368e-02 4.320882e-01 3.670433e-02 1.719118e-01 1.980176e-02 -2.418313e-01 1.422903e-02 1.309932e-01 1.011650e-02 -2.135154e-02 1.110689e-02 3.191636e-01 1.789937e-03
1.167965e-02 5.430287e-01 6.493948e-02 2.027617e-01 2.335429e-02 -3.142397e-01 4.635303e-02 1.269505e-01 8.225466e-03 -6.088083e-02 2.087858e-02 3.416718e-01 2.658013e-02
1.313961e-02 4.480774e-01 2.482540e-02 1.718346e-01 1.026657e-02 -2.446872e-01 1.698731e-02 1.238633e-01 6.907694e-03 -3.062113e-02 8.494275e-03 3.234742e-01 1.397310e-02
1.518354e-02 6.217722e-01 5.698051e-02 2.263536e-01 1.368762e-02 -3.185013e-01 5.056082e-02 1.479581e-01 6.196910e-03 -4.687585e-02 1.696806e-02 3.811713e-01 2.718834e-02
1.781147e-02 8.052879e-01 1.555949e-02 2.759425e-01 9.460825e-03 -3.896377e-01 1.602696e-02 1.608504e-01 6.449426e-03 -6.984803e-02 4.290917e-03 4.196176e-01 1.912013e-02
2.102337e-02 8.779544e-01 8.630606e-02 2.836391e-01 2.782923e-02 -4.195912e-01 4.180410e-02 1.703652e-01 1.165635e-02 -7.207123e-02 1.164247e-02 4.772469e-01 3.224542e-02
2.481926e-02 9.467737e-01 7.014001e-02 2.910424e-01 1.480435e-02 -4.334818e-01 4.651692e-02 1.743104e-01 3.302974e-03 -8.907637e-02 1.054304e-02 4.946398e-01 3.726978e-02
