system,solute_cation,tag,x_LiCl,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Li,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_LiLi,S0_LiCl,S0_LiNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ,x_MgCl2,n_Mg,S0_MgMg,S0_MgCl,S0_MgNa
LiCl-NaCl,Li,li800,0.25,1,0.02,0.1414213562373095,800,3200,2400,57.43609372644328,352,1,2,37,568.4223300751335,0.923877822394572,4,4,1.0,1,lowest-cost,,,7.688053699441586,5.814482509030446,0.7309627620676946,0.0993361523680326,-0.3073180388274852,0.0622130320015484,0.0144856672364482,0.1941567602005859,0.1244260640030968,-9.169938709420776e-18,,,,,
LiCl-NaCl,Li,li800,0.25,2,0.02,0.1414213562373095,800,3200,2400,57.43614109555411,352,1,2,1348,601.8721229097192,0.8955413637383807,4,4,0.5,1,lowest-cost,,,7.688044188630472,7.187972853708205,0.7067718824018454,0.0949203764614039,-0.2984503267572196,0.0595353941807735,0.0139432468115879,0.1884106510931079,0.1190707883615471,-1.0962509766926948e-17,,,,,
LiCl-NaCl,Li,li800,0.25,3,0.02,0.1414213562373095,800,3200,2400,57.44943750022355,361,1,2,41,603.7691473638691,0.9191726120814384,4,4,0.3,1,lowest-cost,,,7.685375300054131,4.0183513596615095,0.767479100717462,0.1074571319565581,-0.3190234572737107,0.0622277230354192,0.0098139812296496,0.1955204883443023,0.1244554460708385,-5.678020702924595e-18,,,,,
LiCl-NaCl,Li,li800,0.25,4,0.02,0.1414213562373095,800,3200,2400,57.447844856741845,361,1,2,47,618.5498564636971,0.9300754190466068,4,4,0.75,1,lowest-cost,,,7.685694898145408,5.036100018028661,0.8356940626065543,0.1113641203507169,-0.3538959822809615,0.06217903880956,0.007502064726751,0.2129845788139756,0.1243580776191201,1.4525354486577014e-17,,,,,
LiCl-NaCl,Li,li960,0.3,0,0.02,0.1414213562373095,960,3200,2240,57.25420214745463,352,1,2,87,497.11423052809016,0.8126481473878866,4,4,1.0,1,lowest-cost,,,7.724719190250452,7.139537023294421,0.7049945963429135,0.1071235967222034,-0.3334901127879993,0.0636423856139523,0.0059383442384559,0.2254182054073597,0.1272847712279046,-5.7455942941677025e-18,,,,,
LiCl-NaCl,Li,li960,0.3,1,0.02,0.1414213562373095,960,3200,2240,57.26249948522982,352,1,2,361,603.772403550529,0.8948760274545953,4,4,0.75,1,lowest-cost,,,7.723040283032833,8.576589281368358,0.6674877458628008,0.1007460548209451,-0.3165587359821111,0.0629415512754901,0.0092757682024746,0.2183230020345183,0.1258831025509803,-1.4334311596602118e-17,,,,,
LiCl-NaCl,Li,li960,0.3,2,0.02,0.1414213562373095,960,3200,2240,57.25724283441502,352,1,2,75,619.2549437434786,0.9141091859072752,4,4,0.3,1,lowest-cost,,,7.724103858287904,8.203921310352309,0.6732048914604951,0.106246428572274,-0.3137272822639934,0.0639491054879315,0.0068791859560668,0.2136049167989833,0.1278982109758631,-8.836234676965327e-18,,,,,
LiCl-NaCl,Li,li960,0.3,3,0.02,0.1414213562373095,960,3200,2240,57.24482974468419,352,1,2,2526,623.6545656345589,0.9141376240858646,4,4,0.5,1,lowest-cost,,,7.726616360960059,6.9002632032144025,0.6866548296264324,0.1061369084891486,-0.3226632351917677,0.0629340758127584,0.0057376911734107,0.2180905239627881,0.1258681516255169,1.0118486077059492e-17,,,,,
LiCl-NaCl,Li,li960,0.3,4,0.02,0.1414213562373095,960,3200,2240,57.2517249088151,352,1,2,2288,596.5874722254439,0.9105153982211291,4,4,0.3,1,lowest-cost,,,7.725220559769528,4.929878733116461,0.709655691544599,0.1073793631014499,-0.3362358165775208,0.0631442037475118,0.0051754646200173,0.2263038749264108,0.1262884074950238,3.4511777663116993e-18,,,,,
LiCl-NaCl,Li,li1120,0.35,0,0.02,0.1414213562373095,1120,3200,2080,57.05083036784284,352,1,2,52,497.3314037039478,0.8036506763694649,4,4,0.3,1,lowest-cost,,,7.766060983874357,6.984767880563194,0.6716024621035109,0.112080265140696,-0.3538030147356086,0.0657697048072398,-0.0006671509121688,0.2587929360104699,0.1315394096144796,-2.380314827398497e-17,,,,,
LiCl-NaCl,Li,li1120,0.35,1,0.02,0.1414213562373095,1120,3200,2080,57.06264384926646,352,1,2,32,622.2428188470865,0.9250677880128402,4,4,0.75,1,lowest-cost,,,7.763649437656635,5.5954201197398605,0.6991062885503886,0.1120936240128725,-0.3739687360452256,0.065653787294561,-0.0008207316235593,0.2734000364920185,0.131307574589122,-1.1544890006936988e-17,,,,,
LiCl-NaCl,Li,li1120,0.35,2,0.02,0.1414213562373095,1120,3200,2080,57.0466435444103,352,1,2,87,617.6161381376564,0.9024851962138004,4,4,0.3,1,lowest-cost,,,7.766915961152786,7.336746685644859,0.6357956584278814,0.1106464583186582,-0.3293064226805964,0.0653079257315071,-0.000187790797911,0.2414119248540736,0.1306158514630142,-1.37864056605948e-17,,,,,
LiCl-NaCl,Li,li1120,0.35,3,0.02,0.1414213562373095,1120,3200,2080,57.05813862954133,352,1,2,77,581.8662881809261,0.9108292195629326,4,4,0.75,1,lowest-cost,,,7.764568963893755,7.739690751211922,0.6411059886576005,0.1077019431025231,-0.3368553613743288,0.0649637251598393,0.0015459643933663,0.2491017900801893,0.1299274503196787,-6.1041547059301295e-18,,,,,
LiCl-NaCl,Li,li1120,0.35,4,0.02,0.1414213562373095,1120,3200,2080,57.03555431028065,352,1,2,1165,612.1091960471806,0.9006338865603594,4,4,0.75,1,lowest-cost,,,7.769181214912021,10.543834144591573,0.6323580121984099,0.1079629598645184,-0.3301123501744357,0.0645642299272335,0.0008589176022963,0.2433015959400961,0.1291284598544671,-6.233439399588017e-18,,,,,
LiCl-NaCl,Li,li1280,0.4,0,0.02,0.1414213562373095,1280,3200,1920,56.853441665641114,340,1,2,43,496.19387010451663,0.8126866684438225,4,4,0.75,1,lowest-cost,,,7.8065403926951555,6.076385336712859,0.6374433484437949,0.116935209205384,-0.3695076085935688,0.0672284655487874,-0.0086856226857534,0.2904886083723079,0.1344569310975748,2.0232277964286992e-17,,,,,
LiCl-NaCl,Li,li1280,0.4,1,0.02,0.1414213562373095,1280,3200,1920,56.85829376629243,340,1,2,39,589.248734768968,0.9197564822989712,4,4,0.75,1,lowest-cost,,,7.805541137113304,4.978156764797803,0.6240844823061839,0.1158173071915366,-0.3600433453612457,0.0678199413267339,-0.0070092675677442,0.2849252349535759,0.1356398826534679,1.0762189445735529e-17,,,,,
LiCl-NaCl,Li,li1280,0.4,2,0.02,0.1414213562373095,1280,3200,1920,56.8444575323307,340,1,2,41,609.1606904319815,0.9193283754327318,4,4,0.3,1,lowest-cost,,,7.808391173942464,7.354345354911677,0.6326108149937503,0.1139155639971738,-0.3694602067553394,0.0660525497937735,-0.007738193409539,0.2916730308696265,0.132105099587547,2.807902628644286e-17,,,,,
LiCl-NaCl,Li,li1280,0.4,3,0.02,0.1414213562373095,1280,3200,1920,56.85303737998885,340,1,2,4064,543.4286910878768,0.9130556712194272,4,4,0.5,1,lowest-cost,,,7.806623662069075,4.353124773635433,0.611583141999686,0.1132210545336808,-0.3531877915127838,0.0665828694107103,-0.0064864891256538,0.2800026027425982,0.1331657388214208,3.263827462846917e-17,,,,,
LiCl-NaCl,Li,li1280,0.4,4,0.02,0.1414213562373095,1280,3200,1920,56.85603297393006,340,1,2,59,606.0503468614627,0.9118256701083324,4,4,1.0,1,lowest-cost,,,7.806006704678069,9.066985289680131,0.6282672998536751,0.1163562847107687,-0.3627627846020949,0.0667780410012217,-0.0087944284057663,0.2848410150637828,0.1335560820024435,1.089689330550993e-17,,,,,
LiCl-NaCl,Li,li1440,0.45,0,0.02,0.1414213562373095,1440,3200,1760,56.64788697672505,340,1,2,4304,470.15536303951205,0.8385957002140988,4,4,0.3,1,lowest-cost,,,7.849069581719768,4.4337901695628785,0.607825864995838,0.1186211274495359,-0.3898504858486882,0.068068319477889,-0.0155135436377259,0.3317145745438525,0.1361366389557781,2.408944913119437e-17,,,,,
LiCl-NaCl,Li,li1440,0.45,1,0.02,0.1414213562373095,1440,3200,1760,56.64328844929929,340,1,2,362,590.6311863545695,0.9280665772930292,4,4,0.75,1,lowest-cost,,,7.850025429145386,3.9242417529999134,0.5857963906224205,0.1145147215152553,-0.3754611531648972,0.0668809693474129,-0.0134001823031702,0.3215485892508379,0.1337619386948259,2.135167919115224e-17,,,,,
LiCl-NaCl,Li,li1440,0.45,2,0.02,0.1414213562373095,1440,3200,1760,56.65503236544105,340,1,2,122,559.059391593059,0.9348487557288708,4,4,0.5,1,lowest-cost,,,7.847584729911941,4.156812728064091,0.6159150400939084,0.1195312961049199,-0.3959401488651643,0.0688451675358931,-0.0152893204552356,0.337525224473814,0.1376903350717863,-4.112532650152704e-18,,,,,
LiCl-NaCl,Li,li1440,0.45,3,0.02,0.1414213562373095,1440,3200,1760,56.654359529064344,340,1,2,1354,578.9797003586555,0.9022564413160762,4,4,1.0,1,lowest-cost,,,7.847724529113531,8.075304501837856,0.5772999030116782,0.1126747812621241,-0.3702567658849909,0.0666698243522022,-0.0120206015776386,0.3187012701022546,0.1333396487044045,-1.216652202176982e-18,,,,,
LiCl-NaCl,Li,li1440,0.45,4,0.02,0.1414213562373095,1440,3200,1760,56.63858202573732,340,1,2,281,605.181485935258,0.9070233989990578,4,4,0.3,1,lowest-cost,,,7.851003904704285,5.319712045278456,0.6074348923869892,0.1196164696375533,-0.3881547186851967,0.0679361761940355,-0.0165920464895971,0.3287264424823914,0.135872352388071,-1.7672424927456148e-17,,,,,
LiCl-NaCl,Li,li1600,0.5,0,0.02,0.1414213562373095,1600,3200,1600,56.44825074200895,340,1,2,50,466.08850834194465,0.7816094193004162,4,4,0.75,1,lowest-cost,,,7.89074518628853,5.629878280297084,0.567378663346925,0.1190543922449357,-0.3990103271740507,0.0693733126497619,-0.0209457126288934,0.3693886163007001,0.1387466252995238,-1.1424518341121058e-17,,,,,
LiCl-NaCl,Li,li1600,0.5,1,0.02,0.1414213562373095,1600,3200,1600,56.46114262688455,340,1,2,32,588.2097482683871,0.925761974025888,4,4,1.0,1,lowest-cost,,,7.888042776275747,4.707021328413351,0.5672662501533653,0.1199938276855368,-0.3975693516394189,0.0702109148387379,-0.0207005996939713,0.3682942828029483,0.1404218296774758,-3.0208845082322313e-17,,,,,
LiCl-NaCl,Li,li1600,0.5,2,0.02,0.1414213562373095,1600,3200,1600,56.4516595302011,340,1,2,73,556.8712186525969,0.899151446424007,4,4,0.5,1,lowest-cost,,,7.890030482597276,5.514891202268925,0.5574640971856777,0.1194711565896473,-0.3885063672241985,0.0695847975599888,-0.0210633921453249,0.3587182323826972,0.1391695951199776,2.6528940882282217e-17,,,,,
LiCl-NaCl,Li,li1600,0.5,3,0.02,0.1414213562373095,1600,3200,1600,56.43995171100938,340,1,2,801,589.0880015829448,0.911077152941087,4,4,0.3,1,lowest-cost,,,7.892485654099293,6.2369961713482125,0.554530620128876,0.1172008282326126,-0.3887836193209557,0.068650240504395,-0.0201147270511223,0.3603370995218255,0.13730048100879,-1.3877787807814457e-17,,,,,
LiCl-NaCl,Li,li1600,0.5,4,0.02,0.1414213562373095,1600,3200,1600,56.439753945613475,340,1,2,131,575.8250169670589,0.8947101993415942,4,4,1.0,1,lowest-cost,,,7.892527137144705,5.522200155933916,0.5350020096913822,0.1126068757333312,-0.3757518388128435,0.0680403175092546,-0.0163833359235717,0.3525823029528139,0.1360806350185092,-1.8784326741201253e-17,,,,,
LiCl-NaCl,Li,li1760,0.55,0,0.02,0.1414213562373095,1760,3200,1440,56.24484669214875,340,1,2,60,478.0700516133642,0.8100867567609772,4,4,0.5,1,lowest-cost,,,7.933588037823997,5.130828568324642,0.5387533737678013,0.1196967514291381,-0.4171808831876675,0.0691601460070686,-0.0292318791678852,0.4176345071278918,0.1383202920141372,-2.7310225790204705e-17,,,,,
LiCl-NaCl,Li,li1760,0.55,1,0.02,0.1414213562373095,1760,3200,1440,56.245522836835896,340,1,2,1187,595.8177590056387,0.9065662102427758,4,4,1.0,1,lowest-cost,,,7.933444980109981,3.1446284219739513,0.5032456866217031,0.1139300625800933,-0.3865221302230592,0.0685634130782294,-0.0237461216984139,0.3919176648265013,0.137126826156459,-2.511320491618179e-18,,,,,
LiCl-NaCl,Li,li1760,0.55,2,0.02,0.1414213562373095,1760,3200,1440,56.25047901002486,340,1,2,1544,613.317446182602,0.9137230265942536,4,4,0.75,1,lowest-cost,,,7.932396491406823,5.0678936704866455,0.5274306604553383,0.1196566294862736,-0.4047229628933563,0.0696738278387011,-0.0284217710282133,0.405069395946052,0.1393476556774023,-4.3004573899614876e-18,,,,,
LiCl-NaCl,Li,li1760,0.55,3,0.02,0.1414213562373095,1760,3200,1440,56.24224020464618,340,1,2,44,577.6847073422546,0.913707949565055,4,4,0.5,1,lowest-cost,,,7.934139554910931,4.817278657165758,0.5352605584882084,0.1168119789893597,-0.4176197954561659,0.0678278673651188,-0.0280286869773646,0.4199133559167234,0.1356557347302377,-2.1689947078394353e-17,,,,,
LiCl-NaCl,Li,li1760,0.55,4,0.02,0.1414213562373095,1760,3200,1440,56.24187550321344,340,1,2,62,589.6668562153452,0.9176185807589654,4,4,0.3,1,lowest-cost,,,7.934216728637665,6.339164005991802,0.5262470462035219,0.1167407043004673,-0.4077612327252701,0.0694477071912123,-0.0255351752014585,0.4127314126222841,0.1388954143824247,2.5824917555152807e-18,,,,,
LiCl-NaCl,Li,li1920,0.6,0,0.02,0.1414213562373095,1920,3200,1280,56.048695993795846,340,1,2,32,477.87513398602835,0.8088426127300086,4,4,1.0,1,lowest-cost,,,7.975271600648016,4.832230795546508,0.4996125053624982,0.1205068757640435,-0.4213597530631618,0.0715247328357685,-0.0344996456614043,0.4615094671955418,0.1430494656715371,2.6741937943081986e-17,,,,,
LiCl-NaCl,Li,li1920,0.6,1,0.02,0.1414213562373095,1920,3200,1280,56.051619059651344,340,1,2,42,602.5140200965627,0.9036492417039368,4,4,1.0,1,lowest-cost,,,7.974647748726467,4.50429240800921,0.4906997758212524,0.1188063003746837,-0.4131327790490232,0.0707836798893095,-0.0335885822636658,0.4528740406794865,0.141567359778619,8.522024113255651e-19,,,,,
LiCl-NaCl,Li,li1920,0.6,2,0.02,0.1414213562373095,1920,3200,1280,56.03589096125322,340,1,2,38,601.0163846283434,0.930186367971451,4,4,1.0,1,lowest-cost,,,7.97800545866112,3.9575776098884408,0.4919540557670958,0.1202093117271308,-0.412450596251581,0.071127047811946,-0.0347640008665937,0.450180040802275,0.142254095623892,1.8397645487498277e-17,,,,,
LiCl-NaCl,Li,li1920,0.6,3,0.02,0.1414213562373095,1920,3200,1280,56.04741069393669,340,1,2,57,573.6355175816333,0.91954418154005,4,4,0.5,1,lowest-cost,,,7.975545940018175,5.608941174158527,0.4954276194442421,0.1199695636646359,-0.4170839005216661,0.0708632369460858,-0.0348874922604368,0.455659399406672,0.1417264738921716,-1.6167306947750325e-17,,,,,
LiCl-NaCl,Li,li1920,0.6,4,0.02,0.1414213562373095,1920,3200,1280,56.06063766228985,340,1,2,63,606.9460889865234,0.9069057896538154,4,4,0.75,1,lowest-cost,,,7.972723476465437,5.736718589919079,0.487596292628521,0.1175068403160406,-0.4113864306821393,0.071901184246291,-0.0302301456896528,0.4560453639490293,0.1438023684925821,-1.2684209116534273e-17,,,,,
LiCl-NaCl,Li,li2080,0.65,0,0.02,0.1414213562373095,2080,3200,1120,55.8343114485319,340,1,2,47,489.1430872742515,0.8045003165690174,4,4,0.3,1,lowest-cost,,,8.021249113019374,5.465026701119623,0.4553999265744204,0.1167419833286523,-0.4232755211425998,0.0712721507179682,-0.0386205833660639,0.511546603036309,0.1425443014359365,-3.345581237750804e-17,,,,,
LiCl-NaCl,Li,li2080,0.65,1,0.02,0.1414213562373095,2080,3200,1120,55.82240942750983,340,1,2,30,600.3426546295216,0.9053900928637544,4,4,1.0,1,lowest-cost,,,8.023814592505802,1.5217050072151714,0.4357603272523552,0.1130801705010992,-0.4027008521058522,0.0701360064562818,-0.0355508079589139,0.4886969228858038,0.1402720129125637,-2.3549589002944e-17,,,,,
LiCl-NaCl,Li,li2080,0.65,2,0.02,0.1414213562373095,2080,3200,1120,55.82993430879381,340,1,2,47,611.5405879801554,0.9317718514982852,4,4,0.75,1,lowest-cost,,,8.022192446112205,6.670340863222859,0.4708844695761535,0.1207676454689462,-0.4375727852926329,0.0723745770476936,-0.042243195513146,0.5249071576772476,0.1447491540953872,-1.771176284330987e-18,,,,,
LiCl-NaCl,Li,li2080,0.65,3,0.02,0.1414213562373095,2080,3200,1120,55.83867220768407,340,1,2,44,612.7411336490836,0.9206783217331492,4,4,0.3,1,lowest-cost,,,8.020309493992785,5.449370298375458,0.4452235375463957,0.1150164009996961,-0.412324207033143,0.0712574273923766,-0.0362938980016509,0.5005552936265463,0.1425148547847533,2.134426675903637e-17,,,,,
LiCl-NaCl,Li,li2080,0.65,4,0.02,0.1414213562373095,2080,3200,1120,55.84582920015778,340,1,2,47,597.9689366550838,0.9003401890560092,4,4,0.3,1,lowest-cost,,,8.01876776411651,5.1532538889484805,0.4414708643594399,0.1142192601551279,-0.4085575894671761,0.0707051569855242,-0.0361410855117546,0.4956805593743959,0.1414103139710484,-1.735097021361997e-18,,,,,
LiCl-NaCl,Li,li2240,0.7,0,0.02,0.1414213562373095,2240,3200,960,55.623590134767795,328,1,2,36,487.9208781693514,0.8496587703683954,4,4,1.0,1,lowest-cost,,,8.066873135531212,5.201894600680683,0.413155067445264,0.1149724758492597,-0.4211947283913109,0.0720856995745668,-0.0440134787034689,0.563028324655972,0.1441713991491336,-1.5993521552758538e-17,,,,,
LiCl-NaCl,Li,li2240,0.7,1,0.02,0.1414213562373095,2240,3200,960,55.622695244238905,328,1,2,34,607.376177355259,0.9220828628107955,4,4,0.75,1,lowest-cost,,,8.067067813190324,4.696492516783909,0.4133554450335395,0.1154722753738842,-0.4205883053003685,0.0723189300392812,-0.0443511164660289,0.5614855586874357,0.1446378600785624,1.6310510961464362e-18,,,,,
LiCl-NaCl,Li,li2240,0.7,2,0.02,0.1414213562373095,2240,3200,960,55.63446134034631,328,1,2,41,583.9727001730708,0.9169388120130056,4,4,0.3,1,lowest-cost,,,8.06450880010202,5.023356397325099,0.39970491238335,0.1110864238292504,-0.4077442050012649,0.0712610100688259,-0.0395831063421661,0.5505710270668619,0.142522020137652,1.0198426411298657e-17,,,,,
LiCl-NaCl,Li,li2240,0.7,3,0.02,0.1414213562373095,2240,3200,960,55.6187634005779,328,1,2,41,540.9160397680201,0.9494592053993216,4,4,1.0,1,lowest-cost,,,8.067923253191083,5.886591915757716,0.413049542547254,0.1162817244722185,-0.4186431864331094,0.0730581047638854,-0.0442380281521277,0.5587208106075146,0.1461162095277709,-2.994404897152135e-17,,,,,
LiCl-NaCl,Li,li2240,0.7,4,0.02,0.1414213562373095,2240,3200,960,55.61863436076096,328,1,2,80,591.50471527367,0.9182594823794418,4,4,0.3,1,lowest-cost,,,8.067951330577971,6.102980849953729,0.4058910684332557,0.1132821766088064,-0.413184836694207,0.0710909445202829,-0.0432476699060461,0.5521911821627944,0.142181889040566,9.407931108473765e-18,,,,,
LiCl-NaCl,Li,li2400,0.75,0,0.02,0.1414213562373095,2400,3200,800,55.416325901085145,328,1,2,2967,546.6336318791678,0.8705438015200783,4,4,1.0,1,lowest-cost,,,8.112172150623328,2.103736523539115,0.3615241441169976,0.1101315502089133,-0.4059150853556662,0.0721200546737147,-0.0465133311307309,0.6100388891332094,0.1442401093474296,-1.5389045324848146e-17,,,,,
LiCl-NaCl,Li,li2400,0.75,1,0.02,0.1414213562373095,2400,3200,800,55.42269179822539,328,1,2,1005,626.3089059238225,0.9443485207970008,4,4,1.0,1,lowest-cost,,,8.110774534351869,2.0204266432686353,0.3637557926709792,0.1122686108583654,-0.4055062927368956,0.0731163861657449,-0.0482221657703781,0.6059131702684453,0.1462327723314899,-4.0740249291392705e-18,,,,,
LiCl-NaCl,Li,li2400,0.75,2,0.02,0.1414213562373095,2400,3200,800,55.42315996548802,328,1,2,521,614.6144226123314,0.9358571136976328,4,4,1.0,1,lowest-cost,,,8.110671765281273,1.5788702737558749,0.3591857115014624,0.1078873015957317,-0.406353298481846,0.0704048223535878,-0.0460566431481389,0.6117112724974806,0.1408096447071757,4.326093365403709e-17,,,,,
LiCl-NaCl,Li,li2400,0.75,3,0.02,0.1414213562373095,2400,3200,800,55.413543637731586,328,1,2,1398,598.4825113405237,0.9163742501608352,4,4,1.0,1,lowest-cost,,,8.112783115410519,2.5483419979545476,0.3488018897424588,0.107507477097396,-0.389127640615184,0.071741280072561,-0.0427258523811151,0.588537139412671,0.143482560145122,2.066535315761385e-17,,,,,
LiCl-NaCl,Li,li2400,0.75,4,0.02,0.1414213562373095,2400,3200,800,55.40724042625812,328,1,2,731,613.2115083665558,0.9336759080378548,4,4,1.0,1,lowest-cost,,,8.114167538498664,2.0276974318553904,0.3555767246161556,0.1093879598481143,-0.3971010333278797,0.0719028241588391,-0.0456598558755604,0.5964794537108687,0.1438056483176784,-1.905653642804779e-17,,,,,
LiCl-NaCl,Li,li2560,0.8,0,0.02,0.1414213562373095,2560,3200,640,55.20408389657236,316,1,2,271,553.8216241877665,0.9107370373656508,4,4,1.0,1,lowest-cost,,,8.159000140124594,1.200114964857492,0.314036371401504,0.1048315173774616,-0.3936623437625533,0.0718685986643707,-0.0489599626937393,0.6778468827660518,0.1437371973287415,-3.72840281126463e-19,,,,,
LiCl-NaCl,Li,li2560,0.8,1,0.02,0.1414213562373095,2560,3200,640,55.20587567528709,316,1,2,14318,557.7181917561542,0.9102897181842486,4,4,0.5,1,lowest-cost,,,8.158602926857405,4.798277789149486,0.2989042031512991,0.1031293824236979,-0.3672040967256377,0.0724525472331575,-0.0442499440910412,0.635462310463142,0.1449050944663151,-2.0299991058113945e-17,,,,,
LiCl-NaCl,Li,li2560,0.8,2,0.02,0.1414213562373095,2560,3200,640,55.193151938442014,316,1,2,34,587.8978991668828,0.9343928207167316,4,4,0.3,1,lowest-cost,,,8.16142430674404,3.729774499405805,0.3209913907925638,0.1049611110199413,-0.4072826023506363,0.0706442686350347,-0.0519568351511887,0.6983861894074641,0.1412885372700695,1.618489332753728e-17,,,,,
LiCl-NaCl,Li,li2560,0.8,3,0.02,0.1414213562373095,2560,3200,640,55.207297445447075,316,1,2,44,583.6470689244466,0.9423899558767792,4,4,0.5,1,lowest-cost,,,8.158287762448643,4.741889393645814,0.3197540054462534,0.105108015390116,-0.4044793435001134,0.0718103018392476,-0.0496433143828961,0.697952861411678,0.1436206036784953,-1.932123573073129e-17,,,,,
LiCl-NaCl,Li,li2560,0.8,4,0.02,0.1414213562373095,2560,3200,640,55.2107555816427,316,1,2,8227,558.1204361035927,0.9325306937783464,4,4,0.3,1,lowest-cost,,,8.157521280588439,6.36106241601217,0.3061063671632869,0.1045409584428071,-0.3784520448154766,0.0721736516402822,-0.0476967256335538,0.6502509688101701,0.1443473032805645,5.228861009975053e-19,,,,,
LiCl-NaCl,Li,li2720,0.85,0,0.02,0.1414213562373095,2720,3200,480,54.99669878474258,316,1,2,3394,451.44304753224543,0.8032317575439188,4,4,0.5,1,lowest-cost,,,8.205193347733278,5.895324151884582,0.2543017424300607,0.0967328134669514,-0.355596180546478,0.0705476569015102,-0.0481168878262706,0.7222509541303072,0.1410953138030204,-7.223915718089466e-18,,,,,
LiCl-NaCl,Li,li2720,0.85,1,0.02,0.1414213562373095,2720,3200,480,55.00174805208336,316,1,2,359,560.8714477792693,0.9112686042725536,4,4,1.0,1,lowest-cost,,,8.20406349462666,5.6888861870619545,0.251351199191479,0.0956389672846151,-0.351396781456928,0.0701378473190208,-0.0465711368773392,0.7162454965717343,0.1402756946380416,-2.436313790562689e-17,,,,,
LiCl-NaCl,Li,li2720,0.85,2,0.02,0.1414213562373095,2720,3200,480,54.99121022004631,316,1,2,1874,551.5660243516234,0.904529945705725,4,4,0.3,1,lowest-cost,,,8.206421794735332,6.26063883567588,0.2559443417246614,0.0965600897808174,-0.3599523196194618,0.0697497953855859,-0.0497657927879603,0.7283631849644026,0.1394995907711718,-6.5048005651340085e-18,,,,,
LiCl-NaCl,Li,li2720,0.85,3,0.02,0.1414213562373095,2720,3200,480,54.988824038594416,316,1,2,181,554.8489789928478,0.906619724051182,4,4,1.0,1,lowest-cost,,,8.206955963930136,6.2634282621709545,0.2478657844609385,0.0956561252298299,-0.3430555332188988,0.0704890842347737,-0.045705091139727,0.6986254746187534,0.1409781684695475,-8.999702289196801e-18,,,,,
LiCl-NaCl,Li,li2720,0.85,4,0.02,0.1414213562373095,2720,3200,480,55.00567529705634,316,1,2,99,563.116811964591,0.9132853676666878,4,4,1.0,1,lowest-cost,,,8.203184890959559,7.046446031206416,0.247171876442328,0.0952630971128059,-0.3424184959698158,0.0709585374113482,-0.0435573741938849,0.7026544039542818,0.1419170748226965,1.0241236708960988e-17,,,,,
LiCl-NaCl,Li,li2880,0.9,0,0.02,0.1414213562373095,2880,3200,320,54.771436923655294,316,1,2,36,446.4221616109293,0.8127105358920496,4,4,0.5,1,lowest-cost,,,8.255864363939837,4.2118133747328175,0.2001730044816965,0.0884872875062098,-0.3206976409553058,0.0699047409928039,-0.0444036617372288,0.8216762153246054,0.1398094819856079,-2.3145351284898858e-17,,,,,
LiCl-NaCl,Li,li2880,0.9,1,0.02,0.1414213562373095,2880,3200,320,54.76766641235646,316,1,2,37,558.6138483992129,0.896326807480176,4,4,0.75,1,lowest-cost,,,8.256716948165241,4.616429456280695,0.1966345357642809,0.0863377536361084,-0.3168796577402559,0.0689545444131162,-0.0409598455436396,0.8211125686941689,0.1379090888262324,-3.8969880788590823e-17,,,,,
LiCl-NaCl,Li,li2880,0.9,2,0.02,0.1414213562373095,2880,3200,320,54.75877306250158,316,1,2,259,552.6915691622448,0.9063837956265226,4,4,1.0,1,lowest-cost,,,8.258728484848243,4.406376560531669,0.1970567697206453,0.0878277265977047,-0.313434651398638,0.0699127344731197,-0.0423997014074837,0.8062243256372184,0.1398254689462395,-1.4582462654077457e-17,,,,,
LiCl-NaCl,Li,li2880,0.9,3,0.02,0.1414213562373095,2880,3200,320,54.77460015357448,316,1,2,43,535.966289872207,0.911553079279338,4,4,0.75,1,lowest-cost,,,8.255149210747021,3.6829038827445912,0.198524560806355,0.0889034943154134,-0.3144361484345267,0.0701764709185625,-0.044792996691014,0.8016605525355904,0.140352941837125,-3.855224410449119e-17,,,,,
LiCl-NaCl,Li,li2880,0.9,4,0.02,0.1414213562373095,2880,3200,320,54.784676844848,316,1,2,34,521.5795595607046,0.9102113862827638,4,4,0.5,1,lowest-cost,,,8.252871728166232,4.072223450213916,0.2003607066167839,0.0881565333180499,-0.3223066839407932,0.0694165779078458,-0.0449551063908309,0.8247595231721621,0.1388331558156917,5.898808807155821e-18,,,,,
LiCl-NaCl,Li,li3040,0.95,0,0.02,0.1414213562373095,3040,3200,160,54.56373781362934,316,1,2,35,416.4092395351603,0.7986791861436403,4,4,0.75,1,lowest-cost,,,8.30304862547061,4.662597420682165,0.1365125592722043,0.0795061708110273,-0.2394820452633116,0.0693189915500979,-0.0365554094776461,0.8803972730204952,0.1386379831001959,1.0607323012363917e-17,,,,,
