system,solute_cation,tag,x_LiCl,split,k2cut_cycles2_per_A2,k_max_cycles_per_A,n_Li,n_Cl,n_Na,box_L,n_fit_points,fit_converged,fit_status,fit_nfev,fit_cost,fit_rmse,n_starts,n_starts_converged,best_start_factor,n_basins,selection_rule,alt_S0_NN,alt_cost,kappa_calculated,kappa_used,S0_LiLi,S0_LiCl,S0_LiNa,S0_ClCl,S0_ClNa,S0_NaNa,S0_NN,S0_ZZ,x_MgCl2,n_Mg,S0_MgMg,S0_MgCl,S0_MgNa
LiCl-NaCl,Li,li480,0.15,0,0.02,0.1414213562373095,480,3200,2720,57.83415285511007,361,1,2,439,529.7599966549977,0.8428748619525591,4,4,0.5,1,lowest-cost,,,7.608817783073333,5.54787147321514,0.8564406277131991,0.0873348738553403,-0.2650490553969041,0.0584302979154451,0.0266885710361704,0.1402906937358273,0.1168605958308902,7.705206306531418e-18,,,,,
LiCl-NaCl,Li,li480,0.15,1,0.02,0.1414213562373095,480,3200,2720,57.82173780995633,361,1,2,48,607.3987151576014,0.8998769862840115,4,4,1.0,1,lowest-cost,,,7.61126847610969,5.912717488910746,0.8015554657495737,0.0811703211648897,-0.2486790718219426,0.0569112623096768,0.0276305756969734,0.1344356726547386,0.1138225246193537,1.2519610574004198e-17,,,,,
LiCl-NaCl,Li,li480,0.15,2,0.02,0.1414213562373095,480,3200,2720,57.837499710409894,361,1,2,30,604.050703140927,0.9085451343740956,4,4,0.5,1,lowest-cost,,,7.608157348826219,5.322846583645263,0.8132546140918354,0.0835131302989875,-0.2510525638588622,0.0583663734581354,0.0282246886436873,0.1360771447110411,0.1167327469162708,9.22864076955894e-18,,,,,
LiCl-NaCl,Li,li480,0.15,3,0.02,0.1414213562373095,480,3200,2720,57.83483959017603,361,1,2,48,619.091430216492,0.9126938268272428,4,4,0.75,1,lowest-cost,,,7.608682261997078,4.9389240885908166,0.8084283275876222,0.0875979837652903,-0.2445944723345274,0.0577819949829957,0.0258748595064193,0.1308154560756183,0.1155639899659915,-2.3121531272596066e-17,,,,,
LiCl-NaCl,Li,li480,0.15,4,0.02,0.1414213562373095,480,3200,2720,57.843556480432206,361,1,2,32,619.4758804083054,0.9160048021419532,4,4,1.0,1,lowest-cost,,,7.606962410551445,5.319190841113917,0.8413400123944537,0.0872023575855497,-0.2588492622060523,0.0588973478695403,0.02725082580602,0.1382961105799256,0.1177946957390808,-9.596075926622476e-18,,,,,
LiCl-NaCl,Li,li640,0.2,0,0.02,0.1414213562373095,640,3200,2560,57.64203885135636,361,1,2,48,518.0204606958453,0.834661850069589,4,4,1.0,1,lowest-cost,,,7.6468883762459505,5.129942218473846,0.7966510883615722,0.0961084393960107,-0.2908730423303366,0.0607524631459254,0.0198690989994146,0.1676508491723504,0.1215049262918509,-7.76789728294263e-18,,,,,
LiCl-NaCl,Li,li640,0.2,1,0.02,0.1414213562373095,640,3200,2560,57.6292494591519,361,1,2,65,523.4172724848676,0.921492946751582,4,4,0.5,1,lowest-cost,,,7.649434075209432,6.8715386493875075,0.7771243434041978,0.0920479578238428,-0.2856494262600257,0.0592738604467007,0.020246211711908,0.1654606659673523,0.1185477208934015,1.6174258615434994e-17,,,,,
LiCl-NaCl,Li,li640,0.2,2,0.02,0.1414213562373095,640,3200,2560,57.64454794952201,361,1,2,86,618.0266986770748,0.8969959477536185,4,4,0.3,1,lowest-cost,,,7.646389111731982,4.927030298077714,0.7635134588590392,0.0931033212912186,-0.2776640517604353,0.0604346690636079,0.0210163534663561,0.1623290233751855,0.1208693381272159,-8.267045095571206e-18,,,,,
LiCl-NaCl,Li,li640,0.2,3,0.02,0.1414213562373095,640,3200,2560,57.64787157249,361,1,2,174,608.9269737427775,0.9011398150655952,4,4,0.75,1,lowest-cost,,,7.645727855362645,5.620183826798251,0.7589251716745469,0.0921870343299474,-0.2763943481343388,0.0598994146644364,0.0208760643360901,0.1615373235462477,0.119798829328873,4.597956800256713e-18,,,,,
LiCl-NaCl,Li,li640,0.2,4,0.02,0.1414213562373095,640,3200,2560,57.645476973558914,361,1,2,74,623.4074225930915,0.920233973170554,4,4,0.3,1,lowest-cost,,,7.6462042667701855,6.445774427440446,0.8351218352644134,0.0994505364622317,-0.3063718376680209,0.0604475893878728,0.0178571912425233,0.1731508655867585,0.1208951787757456,-8.718798522353129e-18,,,,,
LiCl-NaCl,Li,li800,0.25,0,0.02,0.1414213562373095,800,3200,2400,57.4420915878288,352,1,2,48,532.8385955993258,0.8607095169106905,4,4,0.75,1,lowest-cost,,,7.686849599571195,5.547136870339085,0.7782169460146818,0.1053577531576581,-0.327647108975929,0.0620932957197144,0.0108708348505082,0.2017197054209691,0.1241865914394289,-1.4881833346510818e-17,,,,,
