# k^2  MgMg MgMg_error  MgCl MgCl_error  MgNa MgNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 2.112000e+03 0.000000e+00 2.998111e+03 0.000000e+00 2.599692e+02 0.000000e+00 4.256000e+03 0.000000e+00 3.690420e+02 0.000000e+00 3.200000e+01 0.000000e+00
2.790965e-04 1.091628e-01 2.104219e-02 1.387741e-01 2.465695e-02 -1.392770e-01 6.138619e-02 1.818788e-01 2.955894e-02 -1.235975e-01 7.421114e-02 7.869891e-01 1.688605e-01
1.116386e-03 1.038594e-01 1.983090e-02 1.331726e-01 2.541402e-02 -3.495827e-02 2.868458e-02 1.792995e-01 3.337647e-02 2.312621e-02 3.022566e-02 8.561724e-01 1.113885e-01
2.511869e-03 1.098674e-01 2.000237e-02 1.357957e-01 2.463859e-02 3.750348e-02 4.966852e-02 1.838923e-01 3.177847e-02 1.562628e-01 8.186908e-02 1.409483e+00 2.354704e-01
4.465544e-03 1.170421e-01 2.778081e-02 1.278782e-01 3.034273e-02 -3.043104e-02 4.819906e-02 1.590049e-01 3.389990e-02 3.151184e-02 5.262252e-02 9.238642e-01 1.540678e-01
6.977413e-03 1.797161e-01 2.669910e-02 1.739246e-01 2.623388e-02 -7.246954e-02 4.341376e-02 1.903495e-01 2.806462e-02 -2.701716e-02 3.241176e-02 8.415973e-01 1.120083e-01
1.004747e-02 3.179800e-01 6.546846e-02 2.586224e-01 4.902144e-02 -7.314363e-02 4.232301e-02 2.407257e-01 3.580254e-02 -4.064171e-02 3.922209e-02 8.338907e-01 8.767966e-02
1.367573e-02 3.449353e-01 7.483548e-02 2.306438e-01 5.220763e-02 -1.085220e-01 6.660782e-02 1.895928e-01 3.656351e-02 -5.102645e-02 4.250372e-02 8.289893e-01 1.551750e-01
2.790965e-04 1.166170e-01 2.986666e-02 1.593941e-01 3.933549e-02 -2.136966e-02 2.734294e-02 2.218492e-01 5.301775e-02 6.571153e-03 2.806266e-02 4.273924e-01 2.110196e-01
5.581930e-04 7.814290e-02 7.440375e-03 1.075226e-01 1.254316e-02 5.347392e-03 3.898974e-02 1.541872e-01 2.148646e-02 6.853115e-02 5.499270e-02 7.976319e-01 1.876445e-01
1.395483e-03 1.281893e-01 1.468488e-02 1.688534e-01 2.216904e-02 5.304127e-02 4.223831e-02 2.305442e-01 3.335199e-02 1.182225e-01 5.945367e-02 6.520098e-01 1.708188e-01
2.790965e-03 1.160171e-01 1.991510e-02 1.394492e-01 2.607495e-02 2.434568e-02 4.209631e-02 1.821367e-01 3.442169e-02 9.742106e-02 4.800182e-02 9.428731e-01 1.546798e-01
4.744641e-03 1.488667e-01 2.792167e-02 1.574522e-01 3.158436e-02 -3.146466e-02 5.189903e-02 1.872885e-01 3.778048e-02 5.334988e-02 8.078029e-02 1.169537e+00 2.837655e-01
7.256509e-03 2.555741e-01 4.218726e-02 2.304148e-01 3.911530e-02 -1.141736e-01 4.836592e-02 2.324739e-01 3.580713e-02 -3.339074e-02 5.659088e-02 1.319758e+00 3.282870e-01
1.032657e-02 2.780100e-01 7.533412e-02 2.290002e-01 6.551224e-02 -3.090690e-02 5.017773e-02 2.195862e-01 5.817033e-02 2.381816e-02 3.734681e-02 8.208732e-01 1.654962e-01
1.395483e-02 3.213479e-01 9.166576e-02 2.085381e-01 6.850755e-02 -2.152519e-01 9.440224e-02 1.752565e-01 4.784384e-02 -1.364526e-01 6.265707e-02 1.404740e+00 1.967946e-01
1.116386e-03 8.349101e-02 8.852291e-03 1.035456e-01 1.094477e-02 -7.805942e-02 2.403280e-02 1.339833e-01 1.342091e-02 -6.164908e-02 2.371634e-02 6.006366e-01 1.610660e-01
1.395483e-03 9.034947e-02 1.430108e-02 1.177429e-01 1.454282e-02 9.744505e-03 4.785057e-02 1.604575e-01 1.429168e-02 4.906692e-02 6.873026e-02 4.972907e-01 1.207007e-01
2.232772e-03 1.217288e-01 3.178047e-02 1.486245e-01 3.684213e-02 -5.338775e-02 7.383051e-02 1.927803e-01 4.308396e-02 -3.724805e-03 8.609321e-02 8.612430e-01 1.449206e-01
3.628255e-03 1.499441e-01 2.214420e-02 1.601034e-01 2.249813e-02 -1.145786e-01 5.748907e-02 1.900059e-01 2.490875e-02 -2.635255e-02 3.271975e-02 1.569969e+00 5.140957e-01
5.581930e-03 2.029267e-01 3.906270e-02 2.000273e-01 3.785825e-02 -5.766368e-02 3.874705e-02 2.151966e-01 3.616594e-02 -1.351232e-02 3.232477e-02 9.034767e-01 1.185230e-01
8.093799e-03 1.978003e-01 3.310579e-02 1.797894e-01 3.420611e-02 -1.786332e-02 2.004376e-02 1.887071e-01 3.429502e-02 1.546034e-02 2.030904e-02 7.461966e-01 1.031782e-01
1.116386e-02 2.574886e-01 5.906460e-02 2.019900e-01 4.576234e-02 -1.761450e-01 5.127988e-02 1.897335e-01 3.361171e-02 -1.259325e-01 4.124667e-02 8.623438e-01 1.094179e-01
1.479212e-02 3.222546e-01 6.185686e-02 2.051438e-01 4.745530e-02 -7.879774e-03 3.421399e-02 1.726186e-01 4.067685e-02 3.609847e-02 2.998473e-02 1.057486e+00 1.782387e-01
2.511869e-03 1.174991e-01 2.122384e-02 1.366747e-01 2.602440e-02 -7.697318e-02 3.541073e-02 1.712841e-01 3.296845e-02 -1.842110e-02 3.680853e-02 1.098956e+00 2.829279e-01
2.790965e-03 1.027176e-01 2.178679e-02 1.211925e-01 2.578820e-02 -1.063933e-02 2.069939e-02 1.573220e-01 3.156353e-02 5.086626e-02 2.231974e-02 8.028417e-01 9.535933e-02
3.628255e-03 1.239069e-01 9.639439e-03 1.395415e-01 1.108663e-02 -4.578699e-02 4.264139e-02 1.716720e-01 1.528052e-02 5.603872e-03 5.293360e-02 1.001702e+00 1.832902e-01
5.023737e-03 1.604192e-01 2.684543e-02 1.650802e-01 3.186266e-02 -9.693892e-02 4.838376e-02 1.866114e-01 3.758989e-02 -4.807523e-02 5.545853e-02 7.869487e-01 6.280178e-02
6.977413e-03 1.563883e-01 2.614336e-02 1.411835e-01 1.911199e-02 -1.670487e-01 7.764566e-02 1.505306e-01 1.423793e-02 -1.025377e-01 7.492810e-02 1.459445e+00 2.392891e-01
9.489282e-03 2.401692e-01 2.882743e-02 1.862103e-01 2.255722e-02 -7.675243e-02 5.024672e-02 1.681919e-01 1.863355e-02 -2.598395e-02 3.995931e-02 1.336377e+00 2.785039e-01
1.255934e-02 2.499380e-01 2.853968e-02 1.925873e-01 2.297530e-02 -1.200834e-01 7.678170e-02 1.793091e-01 1.933817e-02 -6.968987e-02 6.614691e-02 1.061749e+00 1.690119e-01
1.618760e-02 3.003403e-01 4.154009e-02 1.753996e-01 2.715509e-02 -1.359192e-01 8.697704e-02 1.501433e-01 2.061222e-02 -8.159622e-02 6.806126e-02 1.403086e+00 9.787551e-02
4.465544e-03 1.288571e-01 1.521659e-02 1.381399e-01 1.688812e-02 -3.083973e-02 4.445818e-02 1.630219e-01 1.846332e-02 1.611498e-02 4.100372e-02 8.748597e-01 1.774684e-01
4.744641e-03 1.196070e-01 8.897836e-03 1.261784e-01 9.633119e-03 -6.034757e-02 3.308067e-02 1.491676e-01 1.323612e-02 -1.752421e-02 4.588951e-02 8.789065e-01 2.021839e-01
5.581930e-03 1.505213e-01 3.394124e-02 1.523239e-01 3.698458e-02 -4.517297e-02 3.504842e-02 1.727679e-01 4.045773e-02 -1.490387e-02 3.996732e-02 6.810786e-01 9.790215e-02
6.977413e-03 1.517111e-01 1.832474e-02 1.335386e-01 1.770996e-02 -6.560583e-02 1.335935e-02 1.393405e-01 1.800234e-02 -5.723536e-03 1.821265e-02 8.586212e-01 1.261410e-01
8.931089e-03 2.334668e-01 3.155586e-02 1.938719e-01 2.975374e-02 -5.347355e-02 2.153184e-02 1.897636e-01 3.026207e-02 -8.280037e-03 2.709167e-02 8.737446e-01 2.230733e-01
1.144296e-02 2.976083e-01 6.683774e-02 2.442342e-01 5.201216e-02 -1.156438e-01 3.279705e-02 2.374772e-01 4.554255e-02 -7.464075e-02 2.169773e-02 8.798399e-01 1.513457e-01
1.451302e-02 4.075385e-01 3.786774e-02 2.740666e-01 2.905273e-02 -6.979754e-02 7.456390e-02 2.224982e-01 2.305783e-02 -1.386492e-02 5.695000e-02 7.876348e-01 1.371666e-01
1.814127e-02 3.622765e-01 1.735906e-02 2.008625e-01 6.883380e-03 -1.610395e-02 2.760918e-02 1.576080e-01 9.666558e-03 4.782512e-03 2.289706e-02 8.974935e-01 1.394701e-01
6.977413e-03 2.151453e-01 4.941246e-02 1.906662e-01 5.041245e-02 -5.581947e-02 7.209330e-02 1.902184e-01 5.157329e-02 1.612359e-03 6.006037e-02 8.856537e-01 1.015727e-01
7.256509e-03 1.726999e-01 4.344448e-02 1.604076e-01 3.648846e-02 -1.001244e-01 9.645121e-02 1.712505e-01 2.877075e-02 -4.818022e-02 7.977060e-02 1.223455e+00 1.899256e-01
8.093799e-03 2.197736e-01 4.934422e-02 1.932276e-01 4.140624e-02 -7.189303e-02 7.485046e-02 1.927981e-01 3.564758e-02 -3.462565e-02 6.443911e-02 7.965263e-01 6.387500e-02
9.489282e-03 2.114753e-01 1.341784e-02 1.806674e-01 1.152051e-02 -1.130632e-01 6.457709e-02 1.809339e-01 9.154506e-03 -7.316299e-02 5.690645e-02 1.074310e+00 2.219957e-01
1.144296e-02 2.531404e-01 1.584464e-02 1.873715e-01 1.116767e-02 -7.003370e-02 5.079607e-02 1.699794e-01 9.905698e-03 -7.714766e-03 3.121651e-02 8.279341e-01 6.406133e-02
1.395483e-02 4.898745e-01 4.505750e-02 3.422355e-01 2.470011e-02 -2.322152e-01 1.334363e-01 2.795951e-01 1.547317e-02 -1.404702e-01 8.283921e-02 9.206468e-01 2.283789e-01
1.702489e-02 3.345960e-01 5.370643e-02 2.045427e-01 3.518360e-02 -1.592727e-01 3.921606e-02 1.662625e-01 2.066604e-02 -9.059936e-02 3.732542e-02 8.765147e-01 8.647548e-02
