# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.600000e+02 0.000000e+00 7.155418e+02 0.000000e+00 6.974238e+02 0.000000e+00 3.200000e+03 0.000000e+00 3.118974e+03 0.000000e+00 3.040000e+03 0.000000e+00
2.949080e-04 4.383136e-01 6.610299e-02 1.097845e-02 8.850603e-03 -8.953502e-02 2.184892e-02 5.826450e-02 3.861785e-03 5.810821e-02 6.028520e-03 8.224585e-02 1.066278e-02
1.179632e-03 6.475733e-01 8.279200e-02 4.278836e-02 7.776763e-03 -1.040376e-01 1.670073e-02 5.888583e-02 3.818794e-03 5.007529e-02 4.317609e-03 7.851185e-02 7.014174e-03
2.654172e-03 1.092217e+00 1.230368e-01 4.858925e-02 6.766784e-03 -1.929653e-01 3.131823e-02 5.849503e-02 2.121469e-03 4.705640e-02 1.505618e-03 9.847442e-02 7.069412e-03
4.718528e-03 1.307709e+00 2.090869e-01 9.520672e-02 1.071379e-02 -1.973656e-01 3.706517e-02 6.161622e-02 2.751225e-03 3.717417e-02 2.678730e-03 9.566319e-02 4.562022e-03
7.372701e-03 7.479447e-01 1.158885e-01 4.249961e-02 4.114682e-03 -1.226968e-01 2.760856e-02 6.215089e-02 1.832865e-03 4.865657e-02 2.141866e-03 1.014341e-01 6.383938e-03
1.061669e-02 9.273655e-01 6.507699e-02 6.144964e-02 1.013151e-02 -1.498237e-01 1.416822e-02 6.785086e-02 3.319455e-03 4.205825e-02 3.242820e-03 1.115053e-01 4.984047e-03
1.445049e-02 8.667089e-01 4.110355e-02 5.382409e-02 1.200650e-02 -1.372185e-01 1.787678e-02 7.443314e-02 3.608544e-03 4.689246e-02 1.576186e-03 1.254921e-01 5.613910e-03
2.949080e-04 4.847788e-01 2.072049e-01 1.866250e-02 5.962894e-03 -9.127684e-02 5.225201e-02 5.373059e-02 2.472660e-03 5.091000e-02 2.983754e-03 7.417660e-02 1.350005e-02
5.898161e-04 1.508933e+00 5.580049e-01 6.053289e-02 2.830444e-02 -2.827165e-01 1.044681e-01 5.790793e-02 2.441295e-03 4.633784e-02 5.625029e-03 1.150415e-01 2.020013e-02
