algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_I,n_X,x_O,x_Na,x_Cl,x_I,x_X,x_I_anion,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_OI,S0_NaNa,S0_NaCl,S0_NaI,S0_ClCl,S0_ClI,S0_II
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31872-Na64-Cl32-I32-1-allSk.dat,1,main,31872,64,32,32,128,0.996,0.002,0.001,0.001,0.004,0.5,89,0.9163933298014603,1,0.10907651350818841,0.10907651350818841,0.06373391438757432,-0.028844559198996075,0.0006831959889956607,-0.041475562808889546,0.5083004753774467,0.3693889741633509,0.3494564518761257,0.7152985539131639,-0.1929036568602681,0.6871097105622661
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31872-Na64-Cl32-I32-1-allSk.dat,1,main,31872,64,32,32,128,0.996,0.002,0.001,0.001,0.004,0.5,229,0.9224885172694353,1,0.10907651350818841,0.10907651350818841,0.06371815666296363,-0.029086625697521296,0.0014263711086957842,-0.04256107165380017,0.5083937394039634,0.3844358331857161,0.33454148810494183,0.7784363178277902,-0.23476194867434955,0.7078750583288357
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31872-Na64-Cl32-I32-1-allSk.dat,1,main,31872,64,32,32,128,0.996,0.002,0.001,0.001,0.004,0.5,470,0.914257651434024,1,0.10907651350818841,0.10907651350818841,0.06319179621745416,-0.02990366743451238,0.0019410886182677917,-0.044231260668849894,0.49630959545035,0.3708189196910905,0.33106884133069875,0.778946348212218,-0.25452920280053837,0.7227312482895587
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31616-Na192-Cl160-I32-1-allSk.dat,1,main,31616,192,160,32,384,0.988,0.006,0.005,0.001,0.012,0.16666666666666666,89,0.8393977132462317,1,0.1895983020700457,0.1895983020700457,0.06264414712956962,-0.029845041204986496,-0.007420816214577228,-0.056511672800228376,0.4356230448723016,0.39561236152242724,0.18243804703130959,0.5390229573635501,-0.23624355243045295,0.9751367673771163
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31616-Na192-Cl160-I32-1-allSk.dat,1,main,31616,192,160,32,384,0.988,0.006,0.005,0.001,0.012,0.16666666666666666,229,0.8172804523315321,1,0.1895983020700457,0.1895983020700457,0.0635162737884308,-0.034491617021633045,-0.01261199214344054,-0.056285590342069425,0.47522087110141664,0.4392682354358729,0.18181501452841323,0.5756025232081463,-0.21110333288317862,0.9173954157748767
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31616-Na192-Cl160-I32-1-allSk.dat,1,main,31616,192,160,32,384,0.988,0.006,0.005,0.001,0.012,0.16666666666666666,467,0.8202710667132511,1,0.1895983020700457,0.1895983020700457,0.06341159814926933,-0.03612243894185879,-0.01506909915196089,-0.054786013608925765,0.47453344071105796,0.4386456661191293,0.18152326815129646,0.5721742871789723,-0.20496254123456667,0.9029495584546757
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31616-Na192-Cl32-I160-1-allSk.dat,1,main,31616,192,32,160,384,0.988,0.006,0.001,0.005,0.012,0.8333333333333334,89,0.8799039133027915,1,0.1895983020700457,0.1895983020700457,0.07453565956943156,-0.07523518341889292,0.014780452922258942,-0.08902603364761394,0.48396919783831166,0.20651541327793216,0.4378051930892637,0.9108346402222411,-0.1811113337100483,0.5605870108300526
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31616-Na192-Cl32-I160-1-allSk.dat,1,main,31616,192,32,160,384,0.988,0.006,0.001,0.005,0.012,0.8333333333333334,229,0.8558684160521516,1,0.1895983020700457,0.1895983020700457,0.0732441614944648,-0.07081728077029775,0.012017881341786545,-0.08295100420328999,0.46529094106614455,0.20865561203982835,0.41638706196789266,0.8993135842323612,-0.1736144905579875,0.5337719335395638
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31616-Na192-Cl32-I160-1-allSk.dat,1,main,31616,192,32,160,384,0.988,0.006,0.001,0.005,0.012,0.8333333333333334,470,0.8536111853555767,1,0.1895983020700457,0.1895983020700457,0.07294615795235306,-0.07147007820329576,0.009784036762837692,-0.08266710229641919,0.4590223096167845,0.19457594500081726,0.41581673878884917,0.9006029749012496,-0.1896146260738819,0.5403026539316528
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31360-Na320-Cl160-I160-1-allSk.dat,1,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,89,0.8402338348786234,1,0.24452703161864242,0.24452703161864242,0.07406939524933942,-0.06135121751394147,-0.001718181794107293,-0.08504554208221042,0.403002312493723,0.2931003844835536,0.27683095151279014,0.619894275662296,-0.20538773678888622,0.5968858229029225
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31360-Na320-Cl160-I160-1-allSk.dat,1,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,229,0.7687530055106858,1,0.24452703161864242,0.24452703161864242,0.07254375484232892,-0.06376794009113544,0.00036173624648826175,-0.09054322196796707,0.44049937879877865,0.32550576333455783,0.2974544323795987,0.6891182759164434,-0.22878361077810477,0.6494477032373238
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31360-Na320-Cl160-I160-1-allSk.dat,1,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,470,0.7515371851453148,1,0.24452703161864242,0.24452703161864242,0.07268950320910388,-0.06507248241073135,0.0010446773076186744,-0.09307106447015964,0.4496828986680875,0.3347670795619676,0.3011805745016878,0.721677643713609,-0.24824549956104147,0.6741791527446488
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl320-I32-1-allSk.dat,1,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,89,0.8218849034177158,1,0.2551535003183825,0.2551535003183825,0.06287325528744342,-0.036705684152059034,-0.02194884133956433,-0.05233065137098977,0.41763948658602124,0.39475857794331703,0.1368172424525103,0.4521847817389903,-0.12066774774907396,0.8353563810757907
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl320-I32-1-allSk.dat,1,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,229,0.7772867261571383,1,0.2551535003183825,0.2551535003183825,0.06316137238412069,-0.041557356848941296,-0.025989650613819984,-0.05564366841518006,0.4512789475347203,0.43077981895429324,0.13447754682860633,0.4982335357987399,-0.14681775307443778,0.910290066221347
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl320-I32-1-allSk.dat,1,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,467,0.7601149233768134,1,0.2551535003183825,0.2551535003183825,0.06339738958198371,-0.04348711700919243,-0.028020844792402355,-0.055620758827714216,0.46453289345881243,0.44774171120538975,0.12479769951065488,0.5206968255322056,-0.16159668004114217,0.9249207152278435
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl32-I320-1-allSk.dat,1,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,89,0.8068700435820915,1,0.2551535003183825,0.2551535003183825,0.08051752517251022,-0.08534327352866083,0.018734636552807826,-0.09543319267289674,0.39272248819895017,0.15617717368674544,0.3625032617606738,1.0387369840842022,-0.16467747431114976,0.4322722182398453
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl32-I320-1-allSk.dat,1,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,229,0.7432525275312605,1,0.2551535003183825,0.2551535003183825,0.08047818416317495,-0.0891532180455841,0.013271048288994156,-0.09770135788218165,0.40430173867592467,0.13615997232951857,0.3809776769832077,0.9810895587631143,-0.16744197568430275,0.452522560483391
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl32-I320-1-allSk.dat,1,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,470,0.7397161873785895,1,0.2551535003183825,0.2551535003183825,0.08095991057205562,-0.09010013753475216,0.013153328188996456,-0.09865726905668831,0.4084164872772613,0.13987886133699634,0.3841172457613862,0.953795255326541,-0.15491035538716402,0.4518525217062478
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl320-I160-1-allSk.dat,1,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,89,0.8583104957702518,1,0.2998682691886077,0.2998682691886077,0.07011463837029618,-0.058234474286990856,-0.007160684936447545,-0.09073833046412652,0.4086778149618937,0.36956163018707233,0.1852116698969647,0.6487654545750534,-0.27739338464719754,0.7130895090968612
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl320-I160-1-allSk.dat,1,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,229,0.7594018089269947,1,0.2998682691886077,0.2998682691886077,0.07233566844467394,-0.06008648357442761,-0.0031295263156692343,-0.0996470238396383,0.41990256891212197,0.37459491513893056,0.19753537419901307,0.6687745114148047,-0.2969725589346776,0.7621239249028853
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl320-I160-1-allSk.dat,1,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,467,0.7076422799883804,1,0.2998682691886077,0.2998682691886077,0.07309398460301282,-0.06303310209929375,-0.005372895060678784,-0.10157811433063382,0.4204317162240718,0.3679854937897975,0.20779901753938113,0.6556235053341655,-0.2898220813619156,0.7697887742783238
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl160-I320-1-allSk.dat,1,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,89,0.8401275453265157,1,0.2998682691886077,0.2998682691886077,0.08057893481949494,-0.07390759697333812,0.01279337921312211,-0.0995642355458621,0.3741137177390962,0.2756288789037415,0.26329480775451736,0.8394349622864068,-0.25599509835302126,0.503484835457318
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl160-I320-1-allSk.dat,1,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,229,0.7301654950096623,1,0.2998682691886077,0.2998682691886077,0.08113722069125409,-0.0782127942909924,0.018613383727015237,-0.10895236853929804,0.3806239336208921,0.25633526321065825,0.28491080775758515,0.8151193769268634,-0.2624311399274718,0.5345098892423685
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl160-I320-1-allSk.dat,1,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,470,0.6908496167186459,1,0.2998682691886077,0.2998682691886077,0.08202804547580858,-0.08160636551977507,0.016039775242957632,-0.1112888114862553,0.3890367387128586,0.2540394717366753,0.2968377173674318,0.8150493589633935,-0.2651933885842425,0.5510705153751051
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl480-I32-1-allSk.dat,1,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,89,0.8576315535956712,1,0.3102221138316356,0.3102221138316356,0.06288040554123302,-0.04781160618929186,-0.03480130176220601,-0.05646156260580475,0.424601345456068,0.4062347030124693,0.1250651424054627,0.44720725722385635,-0.10708744748121495,0.9150084703044578
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl480-I32-1-allSk.dat,1,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,229,0.7734878622817293,1,0.3102221138316356,0.3102221138316356,0.06284256438556962,-0.050255934158571686,-0.03803657978436081,-0.05370869658276755,0.4291728633153392,0.4217114315274394,0.08341010205029552,0.47812025263825697,-0.16490604984269458,0.9723187929307885
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl480-I32-1-allSk.dat,1,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,467,0.7368275995724756,1,0.3102221138316356,0.3102221138316356,0.0628536914127516,-0.05004188362087003,-0.03818426916515205,-0.05228049591974472,0.427193941852929,0.4221632233575944,0.07374463396651004,0.47934465805937543,-0.16784098432707262,0.9450238729758524
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl32-I480-1-allSk.dat,1,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,89,0.8197993863315827,1,0.3102221138316356,0.3102221138316356,0.08577047693101494,-0.09419245580379777,0.03236974718629422,-0.10563938282929394,0.33205892164737777,0.05383842931750809,0.32904795692445843,0.9058603305802441,-0.17828804091976896,0.3858730428265482
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl32-I480-1-allSk.dat,1,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,229,0.738613317172676,1,0.3102221138316356,0.3102221138316356,0.0856656984500905,-0.09604561248337312,0.020967413960075537,-0.1046092450385328,0.3480535186116708,0.0937164718756596,0.3352706393231885,0.9412913930796466,-0.1462504366644579,0.38402772772407345
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl32-I480-1-allSk.dat,1,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,470,0.7122725640604265,1,0.3102221138316356,0.3102221138316356,0.08617848948809242,-0.0987427093926726,0.01640557924366634,-0.10621693408963229,0.36441409544290426,0.10463669995097269,0.3493481796521479,0.9369071099114343,-0.13384005655876197,0.39536260249267485
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl480-I160-1-allSk.dat,1,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,89,0.878920266094283,1,0.34843836150328816,0.34843836150328816,0.07446426033159875,-0.06329345281997334,-0.01035277711702226,-0.10865536967382766,0.39501008121870057,0.3588932167093846,0.16839887660491962,0.5720595453460204,-0.2730497640752901,0.8097338175829367
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl480-I160-1-allSk.dat,1,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,229,0.7491533816176036,1,0.34843836150328816,0.34843836150328816,0.07497559909421667,-0.06577631561038239,-0.011843467183063144,-0.11103914432192478,0.40430212139892974,0.37488033791455544,0.15929245077126047,0.6046697673315498,-0.2975580829899852,0.8339706194839719
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl480-I160-1-allSk.dat,1,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,467,0.6871958844763039,1,0.34843836150328816,0.34843836150328816,0.07390574440899439,-0.06418040068171776,-0.012062701415158944,-0.10746758963584735,0.39589859562884966,0.3696049312533103,0.15162267159896375,0.6021750174486258,-0.30378786276307423,0.8294213562263335
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl320-I320-1-allSk.dat,1,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,89,0.836789778833646,1,0.34843836150328816,0.34843836150328816,0.08154589675770726,-0.06784609425297432,0.02702503113898308,-0.12297389778558267,0.3297527147444501,0.27553663803840245,0.19080412338254532,0.747691096092497,-0.35802344564790184,0.6278612246922067
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl320-I320-1-allSk.dat,1,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,229,0.7229478363779586,1,0.34843836150328816,0.34843836150328816,0.08274694891029345,-0.07355698995493706,0.019614368290818307,-0.1236396610924318,0.3710053664067855,0.3057398168338744,0.21894100405180117,0.7622584063929613,-0.32987701086903015,0.6395063481586701
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl320-I320-1-allSk.dat,1,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,467,0.6510778180354415,1,0.34843836150328816,0.34843836150328816,0.08334848944550069,-0.07799616869670012,0.013622650934909275,-0.12392589051892244,0.377619282951005,0.30596224183877146,0.2280720695241425,0.755344947419705,-0.3226489954372377,0.6451916093567795
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl160-I480-1-allSk.dat,1,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,89,0.8428260979445586,1,0.34843836150328816,0.34843836150328816,0.08364119536517256,-0.08784245390756584,0.006960213682654148,-0.10545021006291855,0.34364538596455396,0.23336291996727546,0.26207536752283256,0.8083487596368875,-0.19723608465148995,0.4164928745420005
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl160-I480-1-allSk.dat,1,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,229,0.7110557845500073,1,0.34843836150328816,0.34843836150328816,0.08710117357872499,-0.09225204842652046,0.015032905288063378,-0.11520274189945756,0.3552028512569477,0.23142659686408273,0.2765387155831254,0.8608579681903541,-0.2297881636745009,0.4519876619206047
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl160-I480-1-allSk.dat,1,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,470,0.6463685422294755,1,0.34843836150328816,0.34843836150328816,0.08891863979239265,-0.09499589211881376,0.01874778660554946,-0.12051584741683524,0.3597554750993044,0.21994836189079536,0.2884225948365826,0.8697512813758705,-0.24817664453944513,0.47632657806996903
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30656-Na672-Cl640-I32-1-allSk.dat,1,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,86,0.8611552653667747,1,0.35769732802471965,0.35769732802471965,0.06217968806423055,-0.050637113904472494,-0.04112836843821327,-0.04811675217834259,0.39403062629222435,0.384525855527177,0.08602326698491278,0.41719231388131495,-0.1036219074371568,0.8576193904611058
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30656-Na672-Cl640-I32-1-allSk.dat,1,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,228,0.7630199361821306,1,0.35769732802471965,0.35769732802471965,0.06191241983387081,-0.05566513102523443,-0.046290710674724234,-0.04807132490185466,0.42462634095350227,0.417788588612436,0.07747498076934767,0.45643236843923296,-0.12667977411745474,0.9215641364426785
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30656-Na672-Cl640-I32-1-allSk.dat,1,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,467,0.7174095308717464,1,0.35769732802471965,0.35769732802471965,0.062203021944297957,-0.05584830638392543,-0.04572837913445643,-0.05142556294836796,0.4095111277978478,0.404284441557602,0.06860075392369547,0.4461319591611601,-0.14249871950836676,0.9516417946411404
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30656-Na672-Cl32-I640-1-allSk.dat,1,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,89,0.8356678489638044,1,0.35769732802471965,0.35769732802471965,0.09411528598045583,-0.10967196663673372,0.025523177692193397,-0.11808748028541247,0.33471215458813414,0.07396062896713802,0.3264397974803709,0.9769002114300787,-0.1426544356345904,0.3663997548201995
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30656-Na672-Cl32-I640-1-allSk.dat,1,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,229,0.7244315052929443,1,0.35769732802471965,0.35769732802471965,0.09347279579225079,-0.10642981783574201,0.01873709203377133,-0.11324785148810795,0.3282134231081475,0.09020761172840563,0.3161476435403632,0.9823626450527756,-0.12722766967987312,0.35240390561553314
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30656-Na672-Cl32-I640-1-allSk.dat,1,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,470,0.685817174241312,1,0.35769732802471965,0.35769732802471965,0.09379282249013099,-0.10851861970370491,0.014717500815655121,-0.11448942855764688,0.33703592098079604,0.09157246621105436,0.3248828229334857,0.9839606580073711,-0.12618643657077327,0.36112197413161073
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl640-I160-1-allSk.dat,1,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,86,0.9125524171776208,1,0.3909670996920168,0.3909670996920168,0.07058010790896646,-0.04703336607650928,-0.005791650179744395,-0.09358650339821864,0.3121674952815078,0.2992827711557105,0.09946219750387505,0.46631799384590683,-0.26341936689313167,0.7492429685964379
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl640-I160-1-allSk.dat,1,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,228,0.8182270335414422,1,0.3909670996920168,0.3909670996920168,0.07177673088937618,-0.05888880565890789,-0.01720043086230072,-0.097278510842491,0.3556192260733694,0.34405036328451416,0.10708803703689113,0.5290921937186381,-0.2888643874496049,0.8171849052907135
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl640-I160-1-allSk.dat,1,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,467,0.7473009809306083,1,0.3909670996920168,0.3909670996920168,0.0713621942519527,-0.06165048340933321,-0.018819473563729927,-0.1002157246215318,0.36205359833433626,0.34706815787137313,0.11544014163123484,0.5332515366840647,-0.29043507954211045,0.8390021631038654
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl480-I320-1-allSk.dat,1,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,89,0.8619469409287095,1,0.3909670996920168,0.3909670996920168,0.08002932623329415,-0.06285362776792182,0.014292307283047631,-0.11688474152078429,0.3271816819344646,0.29276817371894315,0.15875334252987944,0.6276833914445048,-0.3058448868494819,0.6255930308898919
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl480-I320-1-allSk.dat,1,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,229,0.7217529059763828,1,0.3909670996920168,0.3909670996920168,0.0800709868744032,-0.06802344577835004,0.009675199516577637,-0.1194041624638944,0.3471450777788776,0.31778950792846183,0.15967349213133925,0.6734934587975385,-0.3223883287990294,0.6473094108371193
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl480-I320-1-allSk.dat,1,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,467,0.6276429036626632,1,0.3909670996920168,0.3909670996920168,0.08165673497841289,-0.07247149348306248,0.008217873250514152,-0.1246522905375767,0.3494273158503536,0.3114909084272899,0.17099620480165645,0.6778118503241021,-0.33763621692030066,0.6838869642781236
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl320-I480-1-allSk.dat,1,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,89,0.8748433410097696,1,0.3909670996920168,0.3909670996920168,0.08609937872826154,-0.08502009912440268,0.006523974437700732,-0.1150872788230143,0.34773633746450305,0.28285979780187126,0.2179716235032584,0.7589470045468337,-0.2545072055850809,0.4892044191063261
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl320-I480-1-allSk.dat,1,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,229,0.7283714355131387,1,0.3909670996920168,0.3909670996920168,0.08914560752716125,-0.0868121549975295,0.018742373307806773,-0.12737709390889823,0.347197005204095,0.2715812441517153,0.22648424904221004,0.805819454761107,-0.3073389510768604,0.5433311109797608
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl320-I480-1-allSk.dat,1,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,467,0.617903245333949,1,0.3909670996920168,0.3909670996920168,0.09011058290288737,-0.08786120426910016,0.02184402732332591,-0.1312639005938382,0.3441790327055658,0.2654437850923786,0.2275992776377035,0.807646248270809,-0.31675394730654,0.5524579189377055
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl160-I640-1-allSk.dat,1,main,30400,800,160,640,1600,0.95,0.025,0.005,0.02,0.05,0.8,89,0.8411683399117427,1,0.3909670996920168,0.3909670996920168,0.0897533398130198,-0.08085896006582194,0.05636373685616275,-0.11858493407664072,0.2780681882014893,0.14254632008061485,0.23961652555906013,0.9099480467735466,-0.29560239256542425,0.41570061612389914
