algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_I,n_X,x_O,x_Na,x_Cl,x_I,x_X,x_I_anion,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_OI,S0_NaNa,S0_NaCl,S0_NaI,S0_ClCl,S0_ClI,S0_II
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31872-Na64-Cl32-I32-3-allSk.dat,3,main,31872,64,32,32,128,0.996,0.002,0.001,0.001,0.004,0.5,89,0.9231374657161128,1,0.10907651350818841,0.10907651350818841,0.06358590803359,-0.029902582480975073,0.005471767313240665,-0.04776040500781571,0.48074902424790145,0.3438175408323208,0.33606424935669355,0.7676410071557406,-0.2814095779289071,0.7566761971978768
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31872-Na64-Cl32-I32-3-allSk.dat,3,main,31872,64,32,32,128,0.996,0.002,0.001,0.001,0.004,0.5,229,0.9332652546702428,1,0.10907651350818841,0.10907651350818841,0.0639791900947992,-0.031236905580694814,0.004423337447378217,-0.04859899296616466,0.4879642554116811,0.3397538256022563,0.350331842354232,0.7353145422546918,-0.25483007421983767,0.7502741170083458
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31872-Na64-Cl32-I32-3-allSk.dat,3,main,31872,64,32,32,128,0.996,0.002,0.001,0.001,0.004,0.5,470,0.9219220942460025,1,0.10907651350818841,0.10907651350818841,0.06344523823527226,-0.03233650862521807,0.0016511657992164044,-0.047381894856794345,0.49407940066209477,0.35224522881045134,0.3464885604950535,0.7474979525006025,-0.2493479726356481,0.7393567940948833
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31616-Na192-Cl160-I32-3-allSk.dat,3,main,31616,192,160,32,384,0.988,0.006,0.005,0.001,0.012,0.16666666666666666,89,0.8875315257017485,1,0.1895983020700457,0.1895983020700457,0.06361579107226054,-0.03411729994306961,-0.015247745743223129,-0.049474980276526116,0.48228275746842597,0.4775382305130075,0.11353872225804762,0.6314911889825823,-0.24233222832877985,0.8199832712619477
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31616-Na192-Cl160-I32-3-allSk.dat,3,main,31616,192,160,32,384,0.988,0.006,0.005,0.001,0.012,0.16666666666666666,229,0.8526837187842362,1,0.1895983020700457,0.1895983020700457,0.06389042450577455,-0.035454890655674295,-0.015403474262056613,-0.052403175452946336,0.49594272087962854,0.47504472530807734,0.15257430966105542,0.6179666382425213,-0.21819822893191096,0.8616352789887938
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31616-Na192-Cl160-I32-3-allSk.dat,3,main,31616,192,160,32,384,0.988,0.006,0.005,0.001,0.012,0.16666666666666666,467,0.8376535402866729,1,0.1895983020700457,0.1895983020700457,0.06356790941503457,-0.03625750749303572,-0.01602592365022143,-0.05297733801895859,0.4917814512439205,0.4623297906700816,0.1708127805514581,0.5979831978766388,-0.20465899982541308,0.876035589713812
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31616-Na192-Cl32-I160-3-allSk.dat,3,main,31616,192,32,160,384,0.988,0.006,0.001,0.005,0.012,0.8333333333333334,89,0.8311446773928274,1,0.1895983020700457,0.1895983020700457,0.06935711787860366,-0.05956851047429919,0.006599567934220792,-0.06820545031212194,0.4208188556582234,0.2351570309202252,0.3558185384301106,0.9214399726317924,-0.15447886241615244,0.45886472724325156
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31616-Na192-Cl32-I160-3-allSk.dat,3,main,31616,192,32,160,384,0.988,0.006,0.001,0.005,0.012,0.8333333333333334,229,0.8216124142802758,1,0.1895983020700457,0.1895983020700457,0.07127718674921409,-0.06722234961777741,0.0056823383683753045,-0.07617961348087945,0.4493079804312541,0.21739749992892377,0.39496911470265933,0.8993803731100565,-0.1640681010680434,0.5060404726664739
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31616-Na192-Cl32-I160-3-allSk.dat,3,main,31616,192,32,160,384,0.988,0.006,0.001,0.005,0.012,0.8333333333333334,470,0.8330754509318545,1,0.1895983020700457,0.1895983020700457,0.07208703511005266,-0.06931396790176654,0.006708947913058684,-0.07892998025819406,0.4538284511391729,0.20336139924022167,0.40619817731299024,0.8947434441568066,-0.17737018133201457,0.5242901655915857
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31360-Na320-Cl160-I160-3-allSk.dat,3,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,89,0.8445837528252594,1,0.24452703161864242,0.24452703161864242,0.07362908640927651,-0.056073398540174166,0.018078110284447932,-0.09737787098831395,0.4107912385523257,0.2932254104827805,0.2877211303819602,0.7075847411705445,-0.2929013888333784,0.6998005136008639
