algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_I,n_X,x_O,x_Na,x_Cl,x_I,x_X,x_I_anion,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_OI,S0_NaNa,S0_NaCl,S0_NaI,S0_ClCl,S0_ClI,S0_II,S0_OO_std_split1_to3,S0_OO_se_split1_to3,S0_OO_uncertainty_n_splits,S0_ONa_std_split1_to3,S0_ONa_se_split1_to3,S0_ONa_uncertainty_n_splits,S0_OCl_std_split1_to3,S0_OCl_se_split1_to3,S0_OCl_uncertainty_n_splits,S0_OI_std_split1_to3,S0_OI_se_split1_to3,S0_OI_uncertainty_n_splits,S0_NaNa_std_split1_to3,S0_NaNa_se_split1_to3,S0_NaNa_uncertainty_n_splits,S0_NaCl_std_split1_to3,S0_NaCl_se_split1_to3,S0_NaCl_uncertainty_n_splits,S0_NaI_std_split1_to3,S0_NaI_se_split1_to3,S0_NaI_uncertainty_n_splits,S0_ClCl_std_split1_to3,S0_ClCl_se_split1_to3,S0_ClCl_uncertainty_n_splits,S0_ClI_std_split1_to3,S0_ClI_se_split1_to3,S0_ClI_uncertainty_n_splits,S0_II_std_split1_to3,S0_II_se_split1_to3,S0_II_uncertainty_n_splits
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O27264-Na2368-Cl608-I1760-allSk.dat,0,main,27264,2368,608,1760,4736,0.852,0.074,0.019,0.055,0.148,0.7432432432432432,89,0.9287071844601072,1,0.6878401892134671,0.6878401892134671,0.1072049566446525,-0.0646270040334842,0.0563711315553358,-0.1080956202707027,0.1154939590870701,0.0997752030665539,0.0753224952351423,0.6680637849794515,-0.2769240574904393,0.2501325428117694,0.0031431578307277177,0.001814703019676128,3,0.016702534122115493,0.00964321257155229,3,0.008922507707767724,0.005151412226926206,3,0.018914569698686014,0.01092033190714231,3,0.009977929666279743,0.005760760378781763,3,0.024368996903237666,0.014069446921965423,3,0.005491532264555657,0.003170537631204724,3,0.033426714700044706,0.019298922730195633,3,0.02840271040145902,0.01639831249599735,3,0.023002704895572986,0.013280617863548587,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O27264-Na2368-Cl608-I1760-allSk.dat,0,main,27264,2368,608,1760,4736,0.852,0.074,0.019,0.055,0.148,0.7432432432432432,229,0.784520070182996,1,0.6878401892134671,0.6878401892134671,0.1016965207813593,-0.0621214787395137,0.0633010940117261,-0.1092624798823294,0.1321873299959577,0.1346653474472459,0.0741789434364547,0.8050928525659821,-0.3169930345920586,0.2723567885236082,0.003219192886252596,0.0018586018794512647,3,0.0022275539269861187,0.0012860788593798437,3,0.0080985582774818,0.00467570480155199,3,0.0024454935055390403,0.0014119063337244466,3,0.00307781575718915,0.0017769777559292277,3,0.0019577595675581844,0.0011303130133382831,3,0.0047157679827185385,0.0027226499142583667,3,0.010437561609236415,0.006026129004775948,3,0.004860557262702756,0.002806244044033027,3,0.005282624523250185,0.003049924690526213,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O27264-Na2368-Cl608-I1760-allSk.dat,0,main,27264,2368,608,1760,4736,0.852,0.074,0.019,0.055,0.148,0.7432432432432432,470,0.5814526057740307,1,0.6878401892134671,0.6878401892134671,0.1002001173840864,-0.0619207481720174,0.0722431002491313,-0.1142853432770371,0.139418182696477,0.1435993172072795,0.0773153044143571,0.8661247368279091,-0.3425019125379569,0.290987710910122,9.766407462487456e-05,5.638637977482703e-05,3,0.0013839890762036792,0.0007990464657016957,3,0.0024931536129125255,0.0014394229095461347,3,0.0001790000643352418,0.00010334573532891219,3,0.0024764658076320677,0.0014297882006752785,3,0.0037587858043555498,0.0021701359959708207,3,0.0008126531445098101,0.00046918551174053477,3,0.020114386638145382,0.01161304654011745,3,0.008739305179624112,0.005045640197986272,3,0.006057493434029675,0.0034972954647514236,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O27200-Na2400-Cl2240-I160-allSk.dat,0,main,27200,2400,2240,160,4800,0.85,0.075,0.07,0.005,0.15,0.0666666666666666,86,0.9425592483555532,1,0.6930447783452088,0.6930447783452088,0.0717494126346468,-0.0573203537107828,-0.0363637522987254,-0.0859400729212363,0.1844014521873552,0.2002843195780292,-0.0352115504660359,0.2794490799753861,-0.2699048800848941,0.8735178397468797,0.005803416046680782,0.0033506038167705433,3,0.003986271047180014,0.0023014746621521924,3,0.004735639710082042,0.0027341228614009483,3,0.014498156077122386,0.008370514313879819,3,0.013926332602989226,0.008040371877160092,3,0.016142637438060336,0.009319956070294667,3,0.016919297881309834,0.009768361186273698,3,0.020937707680419856,0.012088391165504099,3,0.016034457457224642,0.00925749832923825,3,0.052709658607529186,0.030431935585950254,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O27200-Na2400-Cl2240-I160-allSk.dat,0,main,27200,2400,2240,160,4800,0.85,0.075,0.07,0.005,0.15,0.0666666666666666,228,0.7541950662908307,1,0.6930447783452088,0.6930447783452088,0.067864227227268,-0.0559361180030566,-0.0350825325378973,-0.0853728364601704,0.1787162483231685,0.1912975100653501,-0.023604688155179,0.270198431808263,-0.2700978876160755,0.9191931922332992,0.002001774591365659,0.0011557250991819164,3,0.0023768798835836426,0.0013722922406184225,3,0.00046140474796361645,0.0002663921554421654,3,0.008186086833366617,0.004726239436853868,3,0.007297452661659224,0.004213186258607504,3,0.011174696200549387,0.006451713859499477,3,0.015999244395699143,0.009237168058687512,3,0.020037575133639275,0.011568699397313987,3,0.031704041003012925,0.018304336607488446,3,0.06682529917480763,0.038581604467252464,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O27200-Na2400-Cl2240-I160-allSk.dat,0,main,27200,2400,2240,160,4800,0.85,0.075,0.07,0.005,0.15,0.0666666666666666,461,0.5882927319562051,1,0.6930447783452088,0.6930447783452088,0.0657209011934857,-0.0568973949181355,-0.0359256231308375,-0.0859412897985701,0.1712566467068378,0.1810576242173837,-0.0141814564618036,0.2590220046469421,-0.2679384337264179,0.9476092750515605,0.00091456934351745,0.0005280268566723791,3,0.0005049679316739952,0.0002915433712841097,3,0.00043463332506473747,0.00025093566722490834,3,0.00328637697933427,0.0018973906336772301,3,0.0027839085688554895,0.0016072903616280228,3,0.004951908179908138,0.0028589855206722736,3,0.008688350691597568,0.005016221610607728,3,0.009436576151916603,0.0054482097815374535,3,0.016180848241328625,0.009342017087847565,3,0.029004533048938793,0.01674577496352421,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O27200-Na2400-Cl1600-I800-allSk.dat,0,main,27200,2400,1600,800,4800,0.85,0.075,0.05,0.025,0.15,0.3333333333333333,86,0.925259780255332,1,0.6930447783452088,0.6930447783452088,0.0984043034236882,-0.054591213949042,0.0410767182715122,-0.1526460082839549,0.1420462730537676,0.1573257521988001,0.0235391494848354,0.4820847909185318,-0.4092746533834726,0.6195727684251482,0.03696192319872702,0.02133997630855132,3,0.023270582689678805,0.013435277180085504,3,0.01583160112136058,0.009140379169120312,3,0.04588947744056756,0.02649430215328294,3,0.005153681473562452,0.002975479386078869,3,0.006263591864616491,0.0036162864491302814,3,0.009431391723515701,0.005445216550404599,3,0.04571771383611968,0.026395134390017977,3,0.06702106147430631,0.03869462788356521,3,0.08492683031841326,0.049032528345757574,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O27200-Na2400-Cl1600-I800-allSk.dat,0,main,27200,2400,1600,800,4800,0.85,0.075,0.05,0.025,0.15,0.3333333333333333,228,0.7732890966408567,1,0.6930447783452088,0.6930447783452088,0.0958484114410364,-0.0518573301123606,0.0440493939827273,-0.1521147808841689,0.1555791373337123,0.1810104533664197,0.0134835323776322,0.5307082110162772,-0.4370154477502657,0.6413873363185354,0.002617672261288983,0.001511313784705411,3,0.002799690851974212,0.001616402267035044,3,0.01008261663965008,0.005821201431037774,3,0.010025277557739421,0.005788096696661569,3,0.007991076875662027,0.004613650385278465,3,0.016389716598730248,0.009462607290218587,3,0.01086123898568444,0.00627073925211777,3,0.04618604330563299,0.02666552453531092,3,0.041746630805961665,0.024102428533581893,3,0.041955765855494535,0.02422317271072668,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O27200-Na2400-Cl1600-I800-allSk.dat,0,main,27200,2400,1600,800,4800,0.85,0.075,0.05,0.025,0.15,0.3333333333333333,467,0.5406579444494205,1,0.6930447783452088,0.6930447783452088,0.0934144846344955,-0.0520815947128394,0.042309814174388,-0.1500430812087537,0.1630483197204814,0.1858159079357479,0.0196245967372031,0.5402251930222913,-0.442151201308491,0.659287024136911,0.0018800451663757846,0.001085444582895714,3,0.0015066252270845512,0.0008698504804251467,3,0.004320098367583221,0.002494209955449836,3,0.0035301414356743725,0.0020381281081640512,3,0.00651863223491904,0.00376353407557868,3,0.011860824314726627,0.006847850110918277,3,0.005502646413191827,0.0031769543879116304,3,0.023052934312162817,0.013309617830737964,3,0.012560799239861553,0.007251980822370915,3,0.00905402910521395,0.005227346141145981,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O27200-Na2400-Cl800-I1600-allSk.dat,0,main,27200,2400,800,1600,4800,0.85,0.075,0.025,0.05,0.15,0.6666666666666666,89,0.9053261292234622,1,0.6930447783452088,0.6930447783452088,0.1088113479039991,-0.0640458672876805,0.0722229344272569,-0.1295091741851178,0.1283537575775397,0.13241571246276,0.0635685580988654,0.7534130419556813,-0.3705680062708184,0.3398864156382185,0.007243236279021047,0.004181884415496865,3,0.009286224299289702,0.005361404098950154,3,0.04000595773256047,0.02309745046608258,3,0.018858308853668772,0.01088784969312677,3,0.013302747672939399,0.00768034494993323,3,0.013552895138529825,0.007824767656528965,3,0.02208678578443191,0.012751811718175363,3,0.16189688601000346,0.09347121071883766,3,0.10030202191970887,0.05790939935560766,3,0.044334259841757484,0.0255963968539615,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O27200-Na2400-Cl800-I1600-allSk.dat,0,main,27200,2400,800,1600,4800,0.85,0.075,0.025,0.05,0.15,0.6666666666666666,229,0.7371299594214654,1,0.6930447783452088,0.6930447783452088,0.1054988328079959,-0.0594270119553477,0.0761458764164883,-0.1266261936879305,0.139457118469008,0.1564505939730388,0.0601721147049679,0.8178568869227042,-0.3867000881885164,0.3471337435292317,0.0032704613929576856,0.0018882017655983984,3,0.004656579174998806,0.0026884772401883665,3,0.013119102380334043,0.00757431729081212,3,0.004651726778991433,0.002685675708047295,3,0.0018558496796767824,0.0010714753121368712,3,0.012275142712433573,0.007087056949364597,3,0.006692190523566386,0.003863738000249316,3,0.05186503198016836,0.029944290175278755,3,0.021680610069782363,0.012517306059984159,3,0.007623215079742936,0.004401265278379999,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O27200-Na2400-Cl800-I1600-allSk.dat,0,main,27200,2400,800,1600,4800,0.85,0.075,0.025,0.05,0.15,0.6666666666666666,470,0.4960923552604423,1,0.6930447783452088,0.6930447783452088,0.1040890934570807,-0.0574203594407936,0.0851713647361493,-0.1305505403064176,0.1464619217733033,0.1678724385833907,0.0606747478493715,0.8624147435478361,-0.404218405154925,0.3601366616169544,0.0024099018915123165,0.0013913575057852244,3,0.002615413615418982,0.0015100097549043616,3,0.00653669421748632,0.003773962166075997,3,0.003373703399065894,0.0019478085656166495,3,0.001773602044204573,0.0010239896176567809,3,0.0050864093124219495,0.002936639785735432,3,0.0036170786825960124,0.002088321351076865,3,0.025192406296610317,0.01454484255688239,3,0.011881484633762608,0.006859778351675244,3,0.007043482060718367,0.004066556263788049,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O27200-Na2400-Cl160-I2240-allSk.dat,0,main,27200,2400,160,2240,4800,0.85,0.075,0.005,0.07,0.15,0.9333333333333332,89,0.8274087601937072,1,0.6930447783452088,0.6930447783452088,0.1037609328415747,-0.0695534346055864,0.0585920691455548,-0.0876540337989883,0.1144766125435857,0.0558777633463613,0.1035605910725241,0.8835833565801853,-0.1783086051851589,0.1548503750718869,0.007159938492337685,0.004133792415932326,3,0.0064102691254281615,0.003700970605143896,3,0.02902596818065245,0.016758150542589206,3,0.007849133412754773,0.0045316992887592545,3,0.008866093148229661,0.005118841265790692,3,0.014365675447114912,0.008294026586482593,3,0.007640307243960822,0.004411133443992229,3,0.06405009878775161,0.03697934177673052,3,0.03174523990292395,0.018328122803442395,3,0.009589505631572346,0.005536503657783727,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O27200-Na2400-Cl160-I2240-allSk.dat,0,main,27200,2400,160,2240,4800,0.85,0.075,0.005,0.07,0.15,0.9333333333333332,238,0.6779527413270582,1,0.6930447783452088,0.6930447783452088,0.1006081733728667,-0.0722016051923583,0.0466499682796095,-0.0872034900663045,0.1205730840518109,0.0700743562150278,0.1060768395635264,0.92814492031087,-0.1755233143513734,0.1567105394181439,0.0025126538764188794,0.0014506813919307967,3,0.003024352117703701,0.0017461105092804467,3,0.01181829903062184,0.006823298126693012,3,0.001341058443630904,0.000774260453429323,3,0.005098015436157692,0.002943340584398511,3,0.011537448852348784,0.006661149200665109,3,0.0028508612938007993,0.0016459455353981763,3,0.034367164894746845,0.019841891903266348,3,0.01610307998462798,0.00929711756390704,3,0.0018398050977036912,0.0010622119684156718,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O27200-Na2400-Cl160-I2240-allSk.dat,0,main,27200,2400,160,2240,4800,0.85,0.075,0.005,0.07,0.15,0.9333333333333332,479,0.556468092982879,1,0.6930447783452088,0.6930447783452088,0.0990904063698362,-0.0728380327375911,0.0489336870456283,-0.0884726046748622,0.1235316890188762,0.0722860872179858,0.1085481766761062,0.9547671000393956,-0.1803490320805283,0.1605583436719305,0.000641544669491085,0.0003703959876278475,3,0.0015308280045391973,0.0008838239605037233,3,0.006541138537926525,0.0037765280956785145,3,0.0002694957708420767,0.0001555934558411387,3,0.0019641231100764284,0.0011339870063241909,3,0.002568345530736142,0.001482834983542484,3,0.0016172970985209737,0.0009337469151906849,3,0.001025731945157496,0.0005922066146530788,3,0.0027499824816055985,0.0015877031260217475,3,0.0014074488140309613,0.000812590951651395,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O26944-Na2528-Cl1408-I1120-allSk.dat,0,main,26944,2528,1408,1120,5056,0.842,0.079,0.044,0.035,0.158,0.4430379746835443,86,0.958346846056432,1,0.7117061928616664,0.7117061928616664,0.0951017368518537,-0.0476798265370515,0.0460646791523557,-0.1232819888267313,0.1463778877359088,0.1743486552578482,0.024431208757366,0.551339274809007,-0.3562369586609527,0.4361263006167782,0.00798086359616033,0.004607753745608852,3,0.009479088828484335,0.005472754486797806,3,0.012755021925942776,0.007364115342462641,3,0.007462105831138619,0.004308248810329358,3,0.010807589964103423,0.006239764975066209,3,0.019928849805360277,0.011505926799764378,3,0.0187297527183132,0.010813627773773251,3,0.061803744597815236,0.03568240858047551,3,0.04414376257583254,0.025486413206199845,3,0.02146213703266005,0.012391170593190916,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O26944-Na2528-Cl1408-I1120-allSk.dat,0,main,26944,2528,1408,1120,5056,0.842,0.079,0.044,0.035,0.158,0.4430379746835443,228,0.844761475807976,1,0.7117061928616664,0.7117061928616664,0.0947362998009602,-0.0493379929129085,0.0524472495648473,-0.1329294732640502,0.1501943068513619,0.1838503617802902,0.0195113772478136,0.6078812502025864,-0.4053580033998091,0.4838105342315176,0.000924581405756226,0.0005338073235010797,3,0.005355595863014457,0.003092054713182243,3,0.0077737215124759305,0.004488160207833164,3,0.002401898686743288,0.001386736853357446,3,0.0041100527849436685,0.002372940081770798,3,0.01100142085733785,0.006351673293452371,3,0.009902436125353601,0.005717174162605977,3,0.025762174170443113,0.014873798192215355,3,0.0133175570101449,0.007688895124755346,3,0.01469774515870183,0.00848574712385702,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O26944-Na2528-Cl1408-I1120-allSk.dat,0,main,26944,2528,1408,1120,5056,0.842,0.079,0.044,0.035,0.158,0.4430379746835443,467,0.626547446854802,1,0.7117061928616664,0.7117061928616664,0.096378236735045,-0.0474120797862565,0.0613340510455543,-0.1400001152142675,0.1560721534891801,0.1913273594288431,0.0199587431137059,0.6522278764432312,-0.4438472123873263,0.5276376653176728,0.0012702061802046065,0.0007333538800674559,3,0.0017877774636565797,0.0010321737998932727,3,0.004650125775758662,0.002684751368399881,3,0.002934271749823842,0.0016941025846363095,3,0.004592123385619553,0.0026512636728394244,3,0.007323997570805223,0.004228511969048561,3,0.0016454365876220202,0.0009499932567980326,3,0.009687090819371432,0.005592844492228449,3,0.002721647877083169,0.0015713441344733412,3,0.003072758030536678,0.0017740576760849353,3
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O26880-Na2560-Cl2240-I320-allSk.dat,0,main,26880,2560,2240,320,5120,0.84,0.08,0.07,0.01,0.16,0.125,86,0.9226917417219808,1,0.7165296389881972,0.7165296389881972,0.0724776660906386,-0.0433517678942999,-0.0030906874598466,-0.1144401258189588,0.1454956434608357,0.1634608322014809,-0.0209528866077488,0.3149973388431573,-0.3710675705938866,0.92248879856924,0.004447554692467487,0.002567796898931687,3,0.006087339174274399,0.0035145269109158788,3,0.007510676692784218,0.004336291210375216,3,0.010887511031975553,0.006285907425116106,3,0.005756087364053086,0.003323278589115053,3,0.006048683409106255,0.0034922089944903196,3,0.010199699349398605,0.005888799165028536,3,0.01593656525619005,0.009200980240619364,3,0.04955697115164695,0.028611730634625885,3,0.11554707298741455,0.06671113369335713,3
