# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 2.560000e+03 0.000000e+00 2.862167e+03 0.000000e+00 1.280000e+03 0.000000e+00 3.200000e+03 0.000000e+00 1.431084e+03 0.000000e+00 6.400000e+02 0.000000e+00
3.281388e-04 2.750998e-01 4.674513e-02 1.016161e-01 1.069581e-02 -3.193190e-01 8.149472e-02 7.597587e-02 4.684611e-03 -3.175369e-02 1.405810e-02 5.690517e-01 1.454846e-01
1.312555e-03 2.827095e-01 3.138771e-02 1.009707e-01 5.872392e-03 -3.270604e-01 5.691098e-02 7.701590e-02 2.900301e-03 -2.708582e-02 9.515633e-03 5.963190e-01 9.921188e-02
2.953249e-03 2.868478e-01 2.523762e-02 9.513345e-02 6.482762e-03 -3.409625e-01 4.123337e-02 7.087313e-02 2.409067e-03 -2.652966e-02 1.001172e-02 6.451989e-01 7.063700e-02
5.250221e-03 3.219943e-01 1.859167e-02 1.054670e-01 2.732174e-03 -3.727162e-01 3.738509e-02 7.421970e-02 1.715425e-03 -4.591782e-02 7.193632e-03 6.652828e-01 7.682310e-02
8.203470e-03 3.807641e-01 4.509493e-02 1.270558e-01 8.811468e-03 -4.199057e-01 7.216138e-02 8.614111e-02 1.727098e-03 -6.149863e-02 1.837933e-02 7.391547e-01 1.090058e-01
1.181300e-02 4.283946e-01 3.671007e-02 1.366743e-01 1.202196e-02 -4.509437e-01 4.142674e-02 8.907998e-02 3.022957e-03 -7.381786e-02 1.767711e-02 7.724915e-01 4.289452e-02
1.607880e-02 4.058535e-01 2.500195e-02 1.224347e-01 9.329220e-03 -3.924332e-01 3.229634e-02 9.166139e-02 4.871459e-03 -4.957622e-02 1.188717e-02 7.389367e-01 3.393703e-02
3.281388e-04 2.807277e-01 5.757160e-02 9.960269e-02 9.340903e-03 -3.352311e-01 9.478640e-02 7.560174e-02 1.442399e-03 -2.937880e-02 1.959622e-02 6.047218e-01 1.483647e-01
6.562776e-04 3.378824e-01 4.777993e-02 1.222638e-01 1.392126e-02 -3.908219e-01 8.049175e-02 8.398201e-02 5.288291e-03 -5.395992e-02 1.876897e-02 6.545170e-01 1.448055e-01
1.640694e-03 3.446715e-01 9.076444e-02 1.089276e-01 2.070498e-02 -4.315004e-01 1.380329e-01 7.542568e-02 7.131317e-03 -4.781658e-02 2.675762e-02 7.556214e-01 2.198052e-01
3.281388e-03 3.233461e-01 3.886027e-02 1.094966e-01 7.610142e-03 -3.666291e-01 6.014910e-02 7.057998e-02 2.999319e-03 -5.444846e-02 9.792741e-03 6.141342e-01 9.887941e-02
5.578359e-03 3.093409e-01 3.153090e-02 1.058448e-01 1.094147e-02 -3.445781e-01 4.610032e-02 7.970276e-02 5.826630e-03 -3.488183e-02 9.518599e-03 6.353718e-01 8.187142e-02
8.531609e-03 3.522549e-01 9.723679e-03 1.202699e-01 4.417231e-03 -3.728035e-01 1.274669e-02 8.076577e-02 3.518974e-03 -5.668989e-02 5.329811e-03 6.642139e-01 2.386991e-02
