# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.440000e+03 0.000000e+00 2.146625e+03 0.000000e+00 1.591980e+03 5.084230e-14 3.200000e+03 0.000000e+00 2.373184e+03 2.033692e-13 1.760000e+03 0.000000e+00
3.116252e-04 4.032559e-01 7.021920e-02 7.274064e-02 1.326841e-02 -2.652360e-01 6.308346e-02 6.164838e-02 3.683424e-03 1.726750e-02 9.589117e-03 2.637904e-01 5.698915e-02
1.246501e-03 8.542921e-01 1.478924e-01 1.380249e-01 1.761161e-02 -5.815586e-01 1.151851e-01 7.128815e-02 6.122652e-03 -2.888718e-02 8.250100e-03 4.894173e-01 9.712117e-02
2.804626e-03 1.070523e+00 2.336888e-01 1.886496e-01 4.774222e-02 -7.024329e-01 1.504295e-01 7.962318e-02 1.042169e-02 -6.292884e-02 2.941690e-02 5.573879e-01 9.861908e-02
4.986003e-03 5.998527e-01 1.074385e-01 1.161254e-01 1.799098e-02 -3.690949e-01 7.267698e-02 7.551345e-02 3.300877e-03 -5.141619e-03 1.263474e-02 3.395495e-01 5.232625e-02
7.790629e-03 7.236119e-01 1.134294e-01 1.462738e-01 2.451438e-02 -4.356335e-01 7.023210e-02 8.661368e-02 5.900788e-03 -1.889112e-02 1.551850e-02 3.954155e-01 4.456143e-02
1.121851e-02 8.746704e-01 8.600399e-02 1.763199e-01 1.389593e-02 -5.069418e-01 6.212942e-02 9.238776e-02 4.626563e-03 -4.497490e-02 6.893090e-03 4.277667e-01 5.143645e-02
1.526963e-02 6.625028e-01 3.935038e-02 1.318211e-01 1.280398e-02 -3.890934e-01 3.387547e-02 9.518901e-02 7.617154e-03 -9.641134e-03 1.157500e-02 4.115305e-01 2.360159e-02
3.116252e-04 1.092683e+00 4.363184e-01 1.789864e-01 5.665454e-02 -7.459840e-01 3.192291e-01 7.909706e-02 8.562094e-03 -5.523217e-02 4.009054e-02 6.012634e-01 2.353505e-01
6.232503e-04 6.430199e-01 1.448020e-01 1.098803e-01 2.191230e-02 -4.300015e-01 1.173158e-01 6.868659e-02 9.113390e-03 -6.544046e-03 1.219834e-02 3.807887e-01 9.339385e-02
1.558126e-03 6.037045e-01 5.080178e-02 1.158338e-01 1.052867e-02 -3.841217e-01 4.729467e-02 7.115533e-02 3.248692e-03 -8.549193e-03 7.673493e-03 3.401904e-01 4.320326e-02
3.116252e-03 8.322753e-01 1.375852e-01 1.388298e-01 2.107111e-02 -5.424949e-01 9.596722e-02 6.997997e-02 4.786184e-03 -3.204965e-02 1.291406e-02 4.447029e-01 6.950418e-02
5.297628e-03 8.362748e-01 1.626887e-01 1.438544e-01 2.066430e-02 -5.337584e-01 1.214252e-01 7.441467e-02 3.113382e-03 -3.092051e-02 1.410377e-02 4.465548e-01 9.277658e-02
8.102254e-03 6.061245e-01 5.105785e-02 1.093857e-01 7.440825e-03 -3.734647e-01 3.772425e-02 7.355943e-02 3.182355e-03 -7.386125e-03 5.308774e-03 3.475068e-01 2.572366e-02
1.153013e-02 7.453237e-01 4.970394e-02 1.433495e-01 2.916688e-03 -4.459111e-01 3.838733e-02 8.350790e-02 2.497433e-03 -2.855238e-02 5.992177e-03 4.063475e-01 2.774212e-02
1.558126e-02 6.884061e-01 5.643536e-02 1.434803e-01 1.528902e-02 -3.820253e-01 3.431339e-02 9.278423e-02 6.201799e-03 -2.637349e-02 6.651731e-03 3.799484e-01 2.376677e-02
1.246501e-03 4.767101e-01 8.826716e-02 9.022570e-02 1.079854e-02 -3.090567e-01 6.747780e-02 5.978865e-02 2.527662e-03 -2.235784e-03 8.439147e-03 2.817545e-01 5.065715e-02
1.558126e-03 5.702289e-01 7.101653e-02 1.164984e-01 1.618259e-02 -3.520523e-01 4.291816e-02 7.076661e-02 2.244012e-03 -1.002993e-02 1.270118e-02 3.074553e-01 2.240283e-02
