# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.440000e+03 0.000000e+00 2.146625e+03 0.000000e+00 1.591980e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.373184e+03 0.000000e+00 1.760000e+03 0.000000e+00
3.116758e-04 2.171335e-01 3.752022e-02 6.607266e-02 1.037802e-02 -1.037461e-01 2.293647e-02 5.896615e-02 8.524288e-03 1.979213e-02 1.229887e-02 1.195007e-01 1.839672e-02
1.246703e-03 1.036395e+00 2.789990e-01 1.816854e-01 6.381775e-02 -6.831805e-01 1.851665e-01 8.637853e-02 1.717970e-02 -4.697291e-02 3.572797e-02 5.546981e-01 1.410644e-01
2.805082e-03 1.579656e+00 3.905318e-01 3.112830e-01 8.182041e-02 -9.981181e-01 2.396251e-01 1.069062e-01 2.206223e-02 -1.343689e-01 4.619934e-02 7.314425e-01 1.507962e-01
4.986813e-03 4.501878e-01 4.479770e-02 8.709127e-02 1.471309e-02 -2.712877e-01 6.163799e-02 7.446970e-02 7.660056e-03 2.087911e-02 1.054037e-02 2.846474e-01 5.856140e-02
7.791895e-03 9.780523e-01 1.671647e-01 2.035362e-01 3.502539e-02 -5.962894e-01 1.099472e-01 1.005624e-01 8.682469e-03 -5.097734e-02 2.744060e-02 5.053012e-01 6.174407e-02
1.122033e-02 7.756566e-01 6.327107e-02 1.718767e-01 1.871204e-02 -4.252080e-01 4.426376e-02 9.760091e-02 1.088915e-02 -3.608433e-02 8.095693e-03 3.663142e-01 3.274049e-02
1.527212e-02 6.093483e-01 9.766321e-02 1.335280e-01 3.864101e-02 -3.227503e-01 3.820653e-02 1.146124e-01 1.142489e-02 1.991882e-02 1.688617e-02 4.059486e-01 5.152233e-02
3.116758e-04 1.190127e+00 5.528954e-01 2.060408e-01 8.468354e-02 -7.962501e-01 3.864287e-01 8.510137e-02 1.412446e-02 -7.063921e-02 6.073444e-02 6.260252e-01 2.679547e-01
6.233516e-04 3.377080e-01 1.028012e-01 7.870027e-02 2.058167e-02 -1.971276e-01 6.908271e-02 6.735321e-02 3.987704e-03 1.800229e-02 1.568449e-02 2.016913e-01 4.734243e-02
1.558379e-03 5.198533e-01 1.995112e-01 1.173720e-01 3.657706e-02 -3.091072e-01 1.338129e-01 7.723515e-02 6.363017e-03 -3.199369e-03 2.854830e-02 2.786172e-01 8.686852e-02
3.116758e-03 7.303032e-01 8.935298e-02 1.199543e-01 1.525192e-02 -4.732675e-01 6.232380e-02 7.113908e-02 7.235632e-03 -1.133253e-02 9.213682e-03 4.106100e-01 4.647575e-02
5.298489e-03 7.096838e-01 8.496863e-02 1.404650e-01 1.307371e-02 -4.188131e-01 6.480223e-02 7.482664e-02 3.431474e-03 -2.792772e-02 9.805258e-03 3.397718e-01 4.437618e-02
8.103571e-03 5.733883e-01 9.732069e-02 9.813622e-02 1.046918e-02 -3.701017e-01 7.629317e-02 6.955168e-02 4.688680e-03 -1.849678e-03 7.777147e-03 3.601394e-01 6.827922e-02
1.153201e-02 6.623670e-01 1.272396e-01 1.442646e-01 2.916831e-02 -3.962231e-01 7.500691e-02 7.826834e-02 6.236216e-03 -4.064368e-02 1.430684e-02 3.666788e-01 5.535922e-02
1.558379e-02 6.676883e-01 5.853226e-02 1.349044e-01 1.913889e-02 -3.679415e-01 5.298344e-02 8.516676e-02 5.366822e-03 -2.358038e-02 1.347237e-02 3.682345e-01 5.079256e-02
1.246703e-03 4.506182e-01 1.941836e-01 8.800316e-02 2.963304e-02 -2.933625e-01 1.420025e-01 6.295547e-02 4.771284e-03 3.687379e-03 2.259532e-02 2.796356e-01 1.022997e-01
1.558379e-03 4.923794e-01 1.351134e-01 1.072199e-01 2.341631e-02 -2.937411e-01 9.032247e-02 6.864027e-02 7.460849e-03 -4.580117e-03 1.382387e-02 2.620507e-01 6.462626e-02
2.493407e-03 5.701010e-01 1.234944e-01 1.034728e-01 1.778496e-02 -3.694077e-01 9.054720e-02 6.456478e-02 3.908341e-03 -5.962412e-03 1.224511e-02 3.329103e-01 6.630294e-02
4.051786e-03 5.801853e-01 1.023384e-01 9.473842e-02 2.311314e-02 -3.860593e-01 6.730122e-02 6.100920e-02 4.953269e-03 -5.819880e-03 1.970973e-02 3.525936e-01 5.599100e-02
6.233516e-03 6.242131e-01 5.940170e-02 1.316616e-01 2.493608e-02 -3.783826e-01 4.725998e-02 9.045670e-02 1.075506e-02 2.358730e-03 1.503720e-02 3.810293e-01 4.843946e-02
9.038599e-03 6.415292e-01 1.220826e-01 1.188855e-01 3.303691e-02 -3.781545e-01 7.150237e-02 7.621265e-02 1.265687e-02 -1.734663e-02 1.573923e-02 3.365863e-01 5.100072e-02
1.246703e-02 7.805837e-01 7.165046e-02 1.557314e-01 1.868633e-02 -4.555958e-01 4.928940e-02 8.825047e-02 7.140437e-03 -3.321798e-02 1.708610e-02 4.127336e-01 3.663646e-02
1.651882e-02 6.603452e-01 5.263015e-02 1.483727e-01 1.648099e-02 -3.595397e-01 4.728521e-02 9.686333e-02 7.032599e-03 -2.774649e-02 1.620568e-02 3.834497e-01 3.866894e-02
2.805082e-03 5.068071e-01 3.822124e-02 1.028840e-01 1.552677e-02 -3.138762e-01 1.914920e-02 6.797666e-02 5.609310e-03 -4.012494e-03 1.043451e-02 2.885821e-01 1.585608e-02
3.116758e-03 8.230819e-01 1.876756e-01 1.587784e-01 4.071457e-02 -5.209359e-01 1.216209e-01 7.803878e-02 7.020026e-03 -3.845822e-02 2.967449e-02 4.297757e-01 7.585279e-02
4.051786e-03 4.976563e-01 9.119464e-02 8.954731e-02 7.683859e-03 -3.203318e-01 6.877429e-02 7.274000e-02 4.350414e-03 1.817552e-02 6.466679e-03 3.344806e-01 5.899645e-02
5.610165e-03 5.685684e-01 1.102422e-01 1.032219e-01 1.249671e-02 -3.630176e-01 8.368813e-02 6.328916e-02 2.560380e-03 -1.390516e-02 1.181038e-02 3.260962e-01 6.237394e-02
7.791895e-03 6.407569e-01 1.338654e-01 9.976752e-02 2.063423e-02 -3.891466e-01 9.344656e-02 6.305887e-02 5.106806e-03 -8.391339e-03 1.594837e-02 3.512706e-01 7.336535e-02
1.059698e-02 5.349526e-01 6.609097e-02 9.033926e-02 2.464359e-02 -3.353431e-01 4.774030e-02 8.220506e-02 8.264035e-03 1.941819e-02 1.303306e-02 3.627703e-01 4.679314e-02
1.402541e-02 8.111463e-01 6.823321e-02 1.420744e-01 3.577367e-02 -4.942963e-01 3.127430e-02 9.342026e-02 1.257462e-02 -1.874056e-02 1.382125e-02 4.673867e-01 4.050787e-02
1.807720e-02 6.248875e-01 6.200117e-02 1.299062e-01 1.672719e-02 -3.687176e-01 5.635360e-02 9.336598e-02 1.000819e-02 -2.410910e-02 1.734359e-02 3.819879e-01 4.710809e-02
4.986813e-03 8.399104e-01 2.520626e-01 1.587483e-01 5.516075e-02 -5.446061e-01 1.625040e-01 8.465892e-02 1.227935e-02 -3.432995e-02 3.082445e-02 4.652708e-01 1.184615e-01
5.298489e-03 6.584616e-01 1.927207e-01 1.440826e-01 3.264581e-02 -3.949583e-01 1.348223e-01 7.607640e-02 8.264288e-03 -3.360710e-02 2.235382e-02 3.329344e-01 9.586665e-02
6.233516e-03 7.880591e-01 2.276640e-01 1.720433e-01 3.836027e-02 -4.624779e-01 1.566948e-01 9.075405e-02 7.628849e-03 -3.646278e-02 2.370969e-02 3.895814e-01 1.125400e-01
7.791895e-03 7.551589e-01 1.969220e-01 1.514661e-01 3.465588e-02 -4.466924e-01 1.233760e-01 7.397054e-02 9.971865e-03 -3.513381e-02 2.244897e-02 3.847306e-01 7.200126e-02
9.973626e-03 6.535101e-01 5.356633e-02 1.255537e-01 2.051448e-02 -3.796794e-01 3.055236e-02 8.609826e-02 7.115409e-03 -3.933863e-03 1.871883e-02 3.600539e-01 2.630930e-02
1.277871e-02 7.679859e-01 1.268105e-01 1.671448e-01 3.525365e-02 -4.362488e-01 7.462870e-02 9.141028e-02 1.035903e-02 -3.832524e-02 2.359185e-02 3.986900e-01 4.602420e-02
1.620714e-02 7.678513e-01 1.744745e-01 1.724887e-01 3.404155e-02 -4.342006e-01 1.212685e-01 9.524905e-02 1.139173e-02 -5.773637e-02 2.376171e-02 3.842272e-01 8.697336e-02
2.025893e-02 5.994851e-01 1.289476e-01 1.155229e-01 1.806132e-02 -2.963707e-01 8.937555e-02 9.429472e-02 5.186698e-03 -1.400418e-03 2.313292e-02 3.740829e-01 4.517967e-02
7.791895e-03 6.080408e-01 5.775597e-02 1.019496e-01 2.646783e-02 -3.929869e-01 5.237713e-02 6.939081e-02 8.844602e-03 -1.982375e-03 1.456644e-02 3.938156e-01 5.298510e-02
8.103571e-03 5.589335e-01 6.750395e-02 1.259035e-01 8.720455e-03 -3.219587e-01 5.515132e-02 7.569600e-02 3.049644e-03 -1.958437e-02 1.352650e-02 3.005332e-01 4.430700e-02
9.038599e-03 6.952507e-01 1.519752e-01 1.455839e-01 3.915238e-02 -4.162412e-01 8.125295e-02 8.101822e-02 7.945777e-03 -3.475429e-02 2.195021e-02 3.634349e-01 5.218791e-02
