# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 4.800000e+02 0.000000e+00 1.239355e+03 0.000000e+00 1.142629e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.950254e+03 0.000000e+00 2.720000e+03 0.000000e+00
2.989725e-04 3.129645e-01 9.751307e-02 3.716218e-02 7.605720e-03 -9.099582e-02 3.751351e-02 5.556852e-02 3.675657e-03 4.487679e-02 5.776824e-03 8.832656e-02 1.376399e-02
1.195890e-03 1.037243e+00 3.023809e-01 9.022793e-02 1.958934e-02 -3.307121e-01 1.059403e-01 5.754747e-02 3.782559e-03 2.533850e-02 9.527166e-03 1.689365e-01 3.588047e-02
2.690753e-03 8.355573e-01 9.126738e-02 8.650513e-02 1.351830e-02 -2.586009e-01 2.420290e-02 6.139399e-02 2.762139e-03 2.757878e-02 4.624138e-03 1.469299e-01 5.126762e-03
4.783560e-03 1.092111e+00 1.397651e-01 1.268075e-01 1.952680e-02 -3.118167e-01 4.242493e-02 6.872507e-02 4.437333e-03 1.806853e-02 4.329165e-03 1.633543e-01 1.520516e-02
7.474313e-03 8.840372e-01 7.435891e-02 8.357999e-02 5.074022e-03 -2.760951e-01 3.134463e-02 6.055006e-02 3.856689e-03 2.447760e-02 4.425938e-03 1.687496e-01 1.001420e-02
1.076301e-02 8.721793e-01 6.602874e-02 9.180985e-02 7.435651e-03 -2.496090e-01 2.506175e-02 6.965171e-02 1.816797e-03 2.455365e-02 1.789757e-03 1.652768e-01 1.076454e-02
1.464965e-02 8.926279e-01 4.480145e-02 1.037354e-01 1.368705e-02 -2.485909e-01 8.426729e-03 8.139326e-02 4.474722e-03 2.850164e-02 4.811959e-03 1.822904e-01 1.141153e-02
2.989725e-04 7.670561e-01 3.263059e-01 8.726722e-02 3.169434e-02 -2.275904e-01 1.062869e-01 6.171064e-02 5.818577e-03 3.084933e-02 9.190025e-03 1.308619e-01 3.688694e-02
5.979450e-04 9.114532e-01 6.717279e-02 1.007928e-01 1.489244e-02 -2.717422e-01 1.297262e-02 6.395696e-02 4.631285e-03 2.662057e-02 3.185151e-03 1.442923e-01 3.426636e-03
1.494863e-03 1.094347e+00 3.280596e-01 1.216921e-01 2.825722e-02 -3.244955e-01 1.089920e-01 6.092528e-02 4.055769e-03 1.442462e-02 7.981320e-03 1.557947e-01 3.768071e-02
2.989725e-03 8.139640e-01 2.000466e-01 7.078998e-02 1.117944e-02 -2.637072e-01 7.384254e-02 5.965578e-02 2.915307e-03 3.479388e-02 5.869477e-03 1.598454e-01 2.661891e-02
5.082533e-03 8.045552e-01 1.461861e-01 8.351247e-02 1.631660e-02 -2.449668e-01 4.509026e-02 6.552438e-02 3.277014e-03 3.207741e-02 4.900595e-03 1.534306e-01 1.460295e-02
7.773285e-03 8.101902e-01 1.458998e-02 8.128645e-02 7.542960e-03 -2.386046e-01 1.252642e-02 6.765301e-02 2.860825e-03 3.272054e-02 2.126855e-03 1.599239e-01 8.674739e-03
1.106198e-02 1.023885e+00 1.401565e-01 1.197440e-01 1.790583e-02 -2.722408e-01 3.925338e-02 7.382789e-02 1.876715e-03 2.068040e-02 7.050563e-03 1.688187e-01 1.042063e-02
1.494863e-02 8.793664e-01 8.542933e-02 1.077973e-01 1.716309e-02 -2.282461e-01 2.753416e-02 8.153218e-02 4.357649e-03 2.743024e-02 7.464471e-03 1.765342e-01 1.142400e-02
1.195890e-03 8.377721e-01 1.325683e-01 7.106544e-02 5.437186e-03 -2.737544e-01 5.151053e-02 5.883986e-02 5.094300e-03 3.349183e-02 5.572634e-03 1.549437e-01 1.862942e-02
1.494863e-03 9.465549e-01 3.297761e-01 1.006356e-01 2.463151e-02 -2.870121e-01 1.144557e-01 6.496416e-02 5.573539e-03 2.824035e-02 5.182591e-03 1.560871e-01 4.230724e-02
2.391780e-03 9.020880e-01 1.135076e-01 8.500449e-02 1.128195e-02 -2.794000e-01 3.552803e-02 6.426498e-02 1.105805e-03 3.463158e-02 3.770457e-03 1.622364e-01 1.128359e-02
3.886643e-03 1.235061e+00 1.740648e-01 1.116374e-01 1.437614e-02 -3.885327e-01 5.519520e-02 6.258001e-02 2.784896e-03 1.736203e-02 5.966575e-03 1.908886e-01 1.699412e-02
