algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_F,n_X,x_O,x_Na,x_Cl,x_F,x_X,x_F_anion,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_OF,S0_NaNa,S0_NaCl,S0_NaF,S0_ClCl,S0_ClF,S0_FF
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl320-F32-1-allSk.dat,1,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,89,0.9423927035711804,1,0.2551535003183825,0.2551535003183825,0.0611513670429217,-0.02549755763145086,-0.039919347661272295,0.0416702295837508,0.4290615845559876,0.39401602267029995,0.17704822168887108,0.4567845751976926,-0.13767634907161486,1.0225733641443597
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl320-F32-1-allSk.dat,1,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,229,0.8838158750267961,1,0.2551535003183825,0.2551535003183825,0.060895758607222863,-0.026452688605884164,-0.03919743391153967,0.03621952679256117,0.45805638554234474,0.4143372000412015,0.20895189220332316,0.46493169900661474,-0.09604209604965369,0.9967268004467765
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl320-F32-1-allSk.dat,1,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,467,0.8661834928072796,1,0.2551535003183825,0.2551535003183825,0.06092211070338539,-0.030688652530057287,-0.04282588022170902,0.03364457853836632,0.47503620774217603,0.440169743189016,0.18357791734544063,0.49573784823046974,-0.10778284053409716,0.9496983404001692
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl32-F320-1-allSk.dat,1,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,86,0.9653916045508586,1,0.2551535003183825,0.2551535003183825,0.0623148117704177,0.05004362232008032,-0.03187581377389982,0.06256621126347461,0.6732395725774792,0.1425110932898408,0.6610336559938874,0.8482790026957158,-0.11878247837667044,0.7308602651236511
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl32-F320-1-allSk.dat,1,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,228,0.9368429877365574,1,0.2551535003183825,0.2551535003183825,0.0618973205794189,0.04664185112070751,-0.036959301827482784,0.060605943600879855,0.6054500530634742,0.12837473008156636,0.5944057186713514,0.911913908704774,-0.15373194535839158,0.672032286791558
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl32-F320-1-allSk.dat,1,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,467,0.8680431220720709,1,0.2551535003183825,0.2551535003183825,0.06067795260377492,0.04225158437277993,-0.038430820749140414,0.05646672813107349,0.5972244805083965,0.12107712206326632,0.5880863716752136,0.9252202337091959,-0.16559357064850452,0.6691554750141724
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl320-F160-1-allSk.dat,1,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,86,0.9132242920985529,1,0.2998682691886077,0.2998682691886077,0.06768618752677463,-0.002428368305265327,-0.07088124518743324,0.09603516097775126,0.4683113060956128,0.30511480693351134,0.3796414778703218,0.6023082100769884,-0.32331809166913,1.1147991585310042
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl320-F160-1-allSk.dat,1,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,228,0.8240333615534412,1,0.2998682691886077,0.2998682691886077,0.06532909425775603,-0.0056052575971013985,-0.06263374896528254,0.07886890630128336,0.5026155636247437,0.33940694841530106,0.39056178326033925,0.5761757902457244,-0.226965537779329,0.9974505938204415
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl320-F160-1-allSk.dat,1,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,467,0.7642098306497898,1,0.2998682691886077,0.2998682691886077,0.06441084294374405,-0.00956352641090609,-0.06258893059560712,0.07194960085951983,0.5055831416644951,0.35422043756453814,0.37475234193969703,0.5842696392233656,-0.2127542529314599,0.9499700464432067
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl160-F320-1-allSk.dat,1,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,86,0.9573749244272757,1,0.2998682691886077,0.2998682691886077,0.06429138240175393,0.013497787873945878,-0.07009851219771666,0.06609847979984015,0.5499540622237421,0.3268461953471786,0.4424382560744858,0.8620753260581832,-0.2092761074640348,0.6898545397628086
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl160-F320-1-allSk.dat,1,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,228,0.8923875720112074,1,0.2998682691886077,0.2998682691886077,0.06418300417355266,0.020634398464552173,-0.07105631923467312,0.0755162788707042,0.5706391638297512,0.28307876963032735,0.4987204717001233,0.8302090531356832,-0.24034717997011973,0.7807564607686555
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl160-F320-1-allSk.dat,1,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,467,0.826114033768387,1,0.2998682691886077,0.2998682691886077,0.06335624226496944,0.01951314495073042,-0.06797374057589987,0.07196331710696174,0.5572650747719718,0.25668650397789605,0.5010027747307849,0.7855134728050382,-0.2410664240314723,0.7840602820535301
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl480-F32-1-allSk.dat,1,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,86,0.8803804206339858,1,0.3102221138316356,0.3102221138316356,0.06149581220555082,-0.04061793797362801,-0.05137659688682808,0.03650895223298488,0.4481591143045017,0.429611637126293,0.12875774129096995,0.4692483576425618,-0.09894452587965147,0.8982414660941589
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl480-F32-1-allSk.dat,1,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,228,0.7961691710581037,1,0.3102221138316356,0.3102221138316356,0.06106817102686978,-0.043529827422943396,-0.05363105847772209,0.033592886631920345,0.47156851251620957,0.449061789641286,0.14706521736603978,0.48748518459803636,-0.09177484290589946,0.9437033076395097
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl480-F32-1-allSk.dat,1,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,467,0.740492148802656,1,0.3102221138316356,0.3102221138316356,0.060498409417728306,-0.0413211752328044,-0.05149654863778641,0.03416057433008945,0.454926471601375,0.4313880816021749,0.1489470306079114,0.4716806954985401,-0.10125915198467918,0.9879631317193934
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl32-F480-1-allSk.dat,1,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,86,0.9279740371079478,1,0.3102221138316356,0.3102221138316356,0.06340110975275168,0.07481348488734481,-0.05568120900067946,0.09164386128786886,0.7375630085621689,-0.09786595588835646,0.7870206808717299,0.9404512636642459,-0.3438989967570962,0.9016258031843867
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl32-F480-1-allSk.dat,1,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,228,0.8979413331117502,1,0.3102221138316356,0.3102221138316356,0.062138463050530446,0.06707562097553585,-0.047600958339828345,0.08156591805418353,0.7141648908693439,0.0039949287597180055,0.7365548415050902,0.9586249753577103,-0.24338995963974774,0.8235535866126313
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl32-F480-1-allSk.dat,1,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,467,0.848246975607447,1,0.3102221138316356,0.3102221138316356,0.06044078062397021,0.059015987405734535,-0.04264401167346239,0.07196208617042538,0.690287804919093,0.06028829682873464,0.6973598080385326,0.9282318829165023,-0.17740295637325143,0.7660353591328075
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl480-F160-1-allSk.dat,1,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,86,0.8717635282235194,1,0.34843836150328816,0.34843836150328816,0.05991855487800402,-0.011255000308328905,-0.043679164566671216,0.05314453164497893,0.390650657286815,0.29506967805371415,0.2702256404116056,0.41255540625839016,-0.12442756846932243,0.7559661512743329
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl480-F160-1-allSk.dat,1,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,228,0.7819689492088334,1,0.34843836150328816,0.34843836150328816,0.061661948236439224,-0.019492881455573444,-0.056194633387669335,0.058346197229002895,0.4424841747541216,0.33141328005249715,0.31094371015426536,0.4668477425617075,-0.14577744941071907,0.8743813692856979
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl480-F160-1-allSk.dat,1,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,467,0.6961016694422273,1,0.34843836150328816,0.34843836150328816,0.06259627857817479,-0.02259584473446727,-0.06292947699043058,0.06380536197222786,0.45185381079051956,0.34410437089290724,0.3077013680879986,0.5034456863541888,-0.18378476583102624,0.933727288252483
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl320-F320-1-allSk.dat,1,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,86,0.963096279998552,1,0.34843836150328816,0.34843836150328816,0.06529193270862639,0.0011447191889342873,-0.0775608299990847,0.07917970740118434,0.4278251408754853,0.26084479267837685,0.3441913238719144,0.6360328298309815,-0.2671425863508228,0.7539026246216346
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl320-F320-1-allSk.dat,1,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,228,0.8930385030895449,1,0.34843836150328816,0.34843836150328816,0.06513851362200071,0.0028317094082173366,-0.07799160839316885,0.0819962502429693,0.4979084078419479,0.2807774298902498,0.42337139329942736,0.6505345577579098,-0.2534553083988579,0.8521928747237016
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl320-F320-1-allSk.dat,1,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,467,0.8100310290886861,1,0.34843836150328816,0.34843836150328816,0.06494545905267742,0.0038121456887755673,-0.07667291927502572,0.08206410740983426,0.5106262804870174,0.2737013343144165,0.4484332768544515,0.6410747947786665,-0.25400265575160613,0.8881830776985804
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl160-F480-1-allSk.dat,1,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,86,0.9656256625250697,1,0.34843836150328816,0.34843836150328816,0.06441592975304895,0.042135904321203836,-0.06940152088265328,0.08872333816856001,0.5415020921766897,0.10915238770542711,0.5622535969454958,0.6998146558898598,-0.2779998591120184,0.8097378245916367
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl160-F480-1-allSk.dat,1,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,228,0.9206060860777058,1,0.34843836150328816,0.34843836150328816,0.06468247941253738,0.04078704342060397,-0.07661445450987488,0.09133019693176192,0.5763360119650083,0.14970998760167253,0.5790604016611447,0.7886664430480486,-0.2824665799102132,0.8317235135004639
