algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_F,n_X,x_O,x_Na,x_Cl,x_F,x_X,x_F_anion,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_OF,S0_NaNa,S0_NaCl,S0_NaF,S0_ClCl,S0_ClF,S0_FF
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31360-Na320-Cl160-F160-3-allSk.dat,3,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,228,0.861981917947366,1,0.24452703161864242,0.24452703161864242,0.06346953641694177,0.0027834717422117045,-0.05608128172115663,0.06001770520947468,0.5063021332486344,0.34591759632700647,0.3701017471716421,0.7112301135532084,-0.2220287573640542,0.7454316676721688
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31360-Na320-Cl160-F160-3-allSk.dat,3,main,31360,320,160,160,640,0.98,0.01,0.005,0.005,0.02,0.5,467,0.8061058819537853,1,0.24452703161864242,0.24452703161864242,0.06279603622956473,0.003799516656205648,-0.054877633005983875,0.060250960991652384,0.521620171089067,0.33628008317252717,0.40140223718900553,0.7061865197720978,-0.23061466539355735,0.798283153193151
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl320-F32-3-allSk.dat,3,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,89,0.905980350585783,1,0.2551535003183825,0.2551535003183825,0.06053110599783429,-0.02421237190703506,-0.03751344624814264,0.038324580126251694,0.4032100588013078,0.39144884862449036,0.09942652763721638,0.4708657807026802,-0.19071938374976588,0.9328681329735131
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl320-F32-3-allSk.dat,3,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,229,0.8760630691437834,1,0.2551535003183825,0.2551535003183825,0.06124744682282403,-0.02601590995829689,-0.03938928176480366,0.03827483386357503,0.42647411202637764,0.405184852365649,0.13314760551697563,0.47154027534101983,-0.14729515254814957,0.9073888195881696
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl320-F32-3-allSk.dat,3,main,31296,352,320,32,704,0.978,0.011,0.01,0.001,0.022,0.09090909090909091,467,0.8583355466084983,1,0.2551535003183825,0.2551535003183825,0.06083952842307559,-0.02935324067340346,-0.04158346860356425,0.034144788102686105,0.4512629726024646,0.4244344181287256,0.15449048324776934,0.4866494250983512,-0.13123089227650037,0.9273754855834776
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31296-Na352-Cl32-F320-3-allSk.dat,3,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,86,0.9465548107859881,1,0.2551535003183825,0.2551535003183825,0.06164219814601085,0.05172342610263593,-0.02911263139464023,0.06345420934291829,0.6697018258976438,0.157276158799162,0.6526541122923868,0.8539618739516419,-0.10509382870850534,0.7177429944415378
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31296-Na352-Cl32-F320-3-allSk.dat,3,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,228,0.8983964191046035,1,0.2551535003183825,0.2551535003183825,0.061636693644359,0.050420847103043134,-0.03329050808699366,0.06340921357582147,0.6551301030185703,0.13395535306531842,0.6447458467026568,0.9091544329226706,-0.1470063157327786,0.7227026276572452
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31296-Na352-Cl32-F320-3-allSk.dat,3,main,31296,352,32,320,704,0.978,0.011,0.001,0.01,0.022,0.9090909090909091,467,0.8309512203789295,1,0.2551535003183825,0.2551535003183825,0.06043239514265785,0.04435526524956334,-0.03533840456331034,0.05769517938633093,0.6283226292067551,0.13845589426381463,0.6152067348826685,0.9294201466738626,-0.1486946896885177,0.6922556565375781
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl320-F160-3-allSk.dat,3,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,86,0.9078546899900936,1,0.2998682691886077,0.2998682691886077,0.0637121826289077,-0.01169194256667265,-0.05999533136704337,0.06459517273368642,0.4644869834654081,0.3531197878608188,0.3051282616814117,0.5850102243529126,-0.21570797967393424,0.8335548024243545
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl320-F160-3-allSk.dat,3,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,228,0.8156911641082848,1,0.2998682691886077,0.2998682691886077,0.0636261937208957,-0.010605168015879199,-0.05989149586779341,0.06633067590073842,0.46639436352073427,0.3464939202573239,0.31780233267393115,0.5779880695643039,-0.21725349246827863,0.8576926224767161
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl320-F160-3-allSk.dat,3,main,31040,480,320,160,960,0.97,0.015,0.01,0.005,0.03,0.3333333333333333,467,0.7557667924472988,1,0.2998682691886077,0.2998682691886077,0.06361006797856757,-0.012652584236453268,-0.06270646528695918,0.06676541491271326,0.4793256194390493,0.34901126786004677,0.3366398578091505,0.5865696073944552,-0.22502944570546848,0.9013170316281847
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O31040-Na480-Cl160-F320-3-allSk.dat,3,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,86,0.9478354018407715,1,0.2998682691886077,0.2998682691886077,0.06398879754847404,0.02687024849021903,-0.06704419408016907,0.08031660330468787,0.5932055124559974,0.259805533035247,0.5428151548626935,0.8176006421935735,-0.25993546425347513,0.8486122064762206
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O31040-Na480-Cl160-F320-3-allSk.dat,3,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,228,0.8952255072644075,1,0.2998682691886077,0.2998682691886077,0.06397514107955525,0.023246942826825573,-0.06671617455261422,0.07564703344366702,0.5975740233409499,0.28026820163135113,0.5336961744391792,0.8063610471431502,-0.22692632195746576,0.814102793611541
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O31040-Na480-Cl160-F320-3-allSk.dat,3,main,31040,480,160,320,960,0.97,0.015,0.005,0.01,0.03,0.6666666666666666,467,0.8328085307820936,1,0.2998682691886077,0.2998682691886077,0.06364104858906508,0.02190045134842361,-0.06664389403370638,0.07394681486605433,0.5881619137396787,0.2685093464456226,0.5304835077168659,0.7893477742331985,-0.22929771889481892,0.8118449273751851
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl480-F32-3-allSk.dat,3,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,86,0.8459709090482849,1,0.3102221138316356,0.3102221138316356,0.059207960222281336,-0.03669399122037427,-0.044065275396817524,0.02388811287642067,0.41086102052362117,0.3942569887526991,0.11649333052939595,0.4276960402804291,-0.07943168623416239,0.7736109200636676
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl480-F32-3-allSk.dat,3,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,228,0.7771490100798492,1,0.3102221138316356,0.3102221138316356,0.059875659107611626,-0.03806674967993599,-0.04711911235824995,0.0302245387318345,0.4353865058347499,0.415960146316673,0.13053930396852637,0.45292270507618476,-0.09032150861258587,0.8719709145349801
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl480-F32-3-allSk.dat,3,main,30976,512,480,32,1024,0.968,0.016,0.015,0.001,0.032,0.0625,467,0.7334210685936586,1,0.3102221138316356,0.3102221138316356,0.06066047413275618,-0.041884103652492455,-0.05108398023051278,0.030310990080794964,0.4557300245960443,0.4327229567875239,0.14699129322446472,0.4702079537606133,-0.09021574701902615,0.9373692586682085
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30976-Na512-Cl32-F480-3-allSk.dat,3,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,86,0.946178492317925,1,0.3102221138316356,0.3102221138316356,0.0612644749587457,0.06255016099903106,-0.04378266393380741,0.07590616371170616,0.6706749076223246,-0.022785139678499183,0.698553163885179,0.8283582054933356,-0.23741356004221992,0.7827625229919016
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30976-Na512-Cl32-F480-3-allSk.dat,3,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,228,0.8925258767238665,1,0.3102221138316356,0.3102221138316356,0.06146940789213908,0.0624071090829396,-0.045077047190556656,0.07609262864786204,0.6886422262014267,0.028350712084734275,0.7039065105690672,0.9299498379175452,-0.21083152613558334,0.7814279840308331
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30976-Na512-Cl32-F480-3-allSk.dat,3,main,30976,512,32,480,1024,0.968,0.016,0.001,0.015,0.032,0.9375,467,0.8335238389835443,1,0.3102221138316356,0.3102221138316356,0.060048989705185116,0.056243995729610086,-0.04218377285474047,0.068980352325758,0.6642373853468968,0.0725943883169024,0.6672776312352053,0.9419215137522581,-0.1682279272186044,0.7325976381844925
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl480-F160-3-allSk.dat,3,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,86,0.9342949615357097,1,0.34843836150328816,0.34843836150328816,0.06473679835987925,-0.02774921481834037,-0.07380997733234412,0.07234420120844641,0.52229556998113,0.41518717444965514,0.32546585916449466,0.5922338573804118,-0.19540478204606332,0.9893827288746937
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl480-F160-3-allSk.dat,3,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,228,0.8295144083440287,1,0.34843836150328816,0.34843836150328816,0.06413138849643617,-0.026315262094542186,-0.07112307225414279,0.07055825054548323,0.5086411506016763,0.3983304548966609,0.3273537151203124,0.5628127299161514,-0.17815933356799263,0.9632884478229995
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl480-F160-3-allSk.dat,3,main,30720,640,480,160,1280,0.96,0.02,0.015,0.005,0.04,0.25,467,0.737224830600868,1,0.34843836150328816,0.34843836150328816,0.06335551997132093,-0.02602788788843216,-0.06880696617587867,0.06712138555443067,0.47744499933061657,0.3669590572271308,0.3192982672462674,0.534151141580358,-0.1912588016838351,0.9698664964036772
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl320-F320-3-allSk.dat,3,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,86,0.9614899575082196,1,0.34843836150328816,0.34843836150328816,0.06867437353418719,0.008760481408311836,-0.08858819412856353,0.1009773857491155,0.5173566789971088,0.2620862832428531,0.4695665487791618,0.7033132857800724,-0.3326673095060731,0.9967346912262912
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl320-F320-3-allSk.dat,3,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,228,0.8972241602124313,1,0.34843836150328816,0.34843836150328816,0.06698146007814501,0.009097538843811911,-0.08098070694480546,0.09384656976194035,0.510900047182791,0.25857607573968056,0.4639457000032766,0.6461594790488354,-0.2804776858325667,0.9365959869818798
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl320-F320-3-allSk.dat,3,main,30720,640,320,320,1280,0.96,0.02,0.01,0.01,0.04,0.5,467,0.8040036814819206,1,0.34843836150328816,0.34843836150328816,0.06559369140326451,0.006891663406524182,-0.07722455233688907,0.08697083619370592,0.5170798483279581,0.2706563504140787,0.46060498392114224,0.639872178150744,-0.2571062966527491,0.9085001118106699
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30720-Na640-Cl160-F480-3-allSk.dat,3,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,86,0.9705788200729897,1,0.34843836150328816,0.34843836150328816,0.06350050898640158,0.032119431697937975,-0.06881421113897321,0.0768182283992025,0.5180669151484363,0.18409903535233835,0.4919225182201542,0.7602621550118471,-0.22635830461432888,0.6987112247320795
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30720-Na640-Cl160-F480-3-allSk.dat,3,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,228,0.912105965811561,1,0.34843836150328816,0.34843836150328816,0.0641216325902207,0.03490890042739041,-0.07612139720764419,0.08425803528665919,0.5684369935217168,0.1849331197219075,0.5496033160006889,0.8196040880254513,-0.2596562679433709,0.7845398610748961
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30720-Na640-Cl160-F480-3-allSk.dat,3,main,30720,640,160,480,1280,0.96,0.02,0.005,0.015,0.04,0.75,467,0.8398057669917235,1,0.34843836150328816,0.34843836150328816,0.06367698323648864,0.03266429924106791,-0.07594583224065979,0.08156483060741718,0.575797510488878,0.18536698271523394,0.5578520179894308,0.8141503276490505,-0.25600655608998335,0.7919574795812085
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30656-Na672-Cl640-F32-3-allSk.dat,3,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,86,0.8615600501727662,1,0.35769732802471965,0.35769732802471965,0.058685837282043574,-0.03841647176282345,-0.04323891461585187,0.01732391492243601,0.39376344255424256,0.3621461851239506,0.1848838059524591,0.37351640019832855,-0.010853817138963107,0.8957837814248186
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30656-Na672-Cl640-F32-3-allSk.dat,3,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,228,0.7709651918534479,1,0.35769732802471965,0.35769732802471965,0.05928931244976858,-0.04246507014600437,-0.04909075050561448,0.024941112058397993,0.41210007604930654,0.382322666499049,0.17868084913129506,0.3991846933454753,-0.033185660666531974,0.9672293026403569
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30656-Na672-Cl640-F32-3-allSk.dat,3,main,30656,672,640,32,1344,0.958,0.021,0.02,0.001,0.042,0.047619047619047616,467,0.7107765622806437,1,0.35769732802471965,0.35769732802471965,0.060018653858739404,-0.04570460302272322,-0.05333971423117756,0.02909765088311529,0.4140627740744749,0.38980861809746764,0.15419686809729483,0.413079381272612,-0.06101965428044979,0.9795070098502183
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30656-Na672-Cl32-F640-3-allSk.dat,3,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,86,0.9815892097041243,1,0.35769732802471965,0.35769732802471965,0.058709158587355,0.06332028456049105,-0.0307892110516996,0.07176866072630916,0.6847642148349684,0.08807881936262224,0.6819794968232153,0.8762570692300125,-0.10568310470304078,0.7224524933530615
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30656-Na672-Cl32-F640-3-allSk.dat,3,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,228,0.9473959842331453,1,0.35769732802471965,0.35769732802471965,0.05876923373416648,0.06359529592545823,-0.03937355674958419,0.07396998157028176,0.6904465129614386,0.07827622224597873,0.6899940470880457,0.9500009790603805,-0.13221741723705097,0.736598216206791
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30656-Na672-Cl32-F640-3-allSk.dat,3,main,30656,672,32,640,1344,0.958,0.021,0.001,0.02,0.042,0.9523809523809523,461,0.8903626877026604,1,0.35769732802471965,0.35769732802471965,0.058047644100590476,0.058308414400459155,-0.04187447415263158,0.06911176223300168,0.6669442193410691,0.069370063359965,0.6679028401952944,0.9465469985987554,-0.14057118088841564,0.715829423606968
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl640-F160-3-allSk.dat,3,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,86,0.9110457248071464,1,0.3909670996920168,0.3909670996920168,0.06385317454392139,-0.04650972275749742,-0.07550166542671209,0.04700442915299096,0.49672470760792997,0.4123327030049883,0.2860448063050617,0.5088621543011458,-0.09572035533690568,0.8310563421826898
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl640-F160-3-allSk.dat,3,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,228,0.8280808088771251,1,0.3909670996920168,0.3909670996920168,0.06294653368929204,-0.035744239669188924,-0.06844722818904234,0.05696790667373366,0.44099162009357207,0.35028858230290805,0.2855100754311729,0.46346552491432075,-0.1436619680573093,0.9257438730398138
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl640-F160-3-allSk.dat,3,main,30400,800,640,160,1600,0.95,0.025,0.02,0.005,0.05,0.2,467,0.7134313387173928,1,0.3909670996920168,0.3909670996920168,0.06307863313954805,-0.03388773244923174,-0.06996514659763606,0.06415501983546446,0.42877585215795777,0.3388204911893176,0.28113097015695765,0.4667156223000324,-0.1758055941308817,0.9802391481131856
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl480-F320-3-allSk.dat,3,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,86,0.9422670452616067,1,0.3909670996920168,0.3909670996920168,0.06282255438432018,-0.007445905077879018,-0.07592202672801374,0.08121210321703437,0.46373925240679637,0.2743845134589148,0.3971851133665164,0.5585286073605418,-0.25021503878666174,0.9344543909742014
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl480-F320-3-allSk.dat,3,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,228,0.8275101946265964,1,0.3909670996920168,0.3909670996920168,0.06730533329401188,-0.004450162181483641,-0.08208120204342978,0.09349220701503147,0.47385889839387263,0.2797059306929581,0.4066683001174589,0.55769332332138,-0.2407781295237182,0.9378908195574787
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl480-F320-3-allSk.dat,3,main,30400,800,480,320,1600,0.95,0.025,0.015,0.01,0.05,0.4,467,0.7168485875775865,1,0.3909670996920168,0.3909670996920168,0.06606872423814387,-0.008521375831143985,-0.08174614095562,0.08664468867908678,0.4775771579967759,0.2850196877118628,0.40603938809921825,0.5645778647368217,-0.24080814875794077,0.9369331882478888
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl320-F480-3-allSk.dat,3,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,86,0.9706983207047349,1,0.3909670996920168,0.3909670996920168,0.06517617449722468,0.020352860242914834,-0.08305857534350027,0.09409247237419464,0.6312898683544307,0.23154446247403798,0.6259364536459274,0.6641124760126735,-0.24332295032629533,1.0067528439209361
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl320-F480-3-allSk.dat,3,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,228,0.9000997599762496,1,0.3909670996920168,0.3909670996920168,0.06733574033667548,0.022076235334270167,-0.08859829129454605,0.10084049918356361,0.628456805195446,0.24751613386997331,0.6092381697482777,0.6957473815813191,-0.24853340345188096,0.9894497692677809
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl320-F480-3-allSk.dat,3,main,30400,800,320,480,1600,0.95,0.025,0.01,0.015,0.05,0.6,461,0.8208427841169822,1,0.3909670996920168,0.3909670996920168,0.06612127394047138,0.017327209882881375,-0.08747861177730223,0.09379531919135123,0.583162602622871,0.24530701983360942,0.5525673397247391,0.7019851852857476,-0.25647850280661516,0.9227751887604138
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30400-Na800-Cl160-F640-3-allSk.dat,3,main,30400,800,160,640,1600,0.95,0.025,0.005,0.02,0.05,0.8,86,0.9689232637890942,1,0.3909670996920168,0.3909670996920168,0.06410561120674817,0.05353781295979386,-0.07771567225393547,0.09871493069935186,0.7130882050510413,0.16308956742095768,0.7157120665132398,0.8449432520734002,-0.24013194644955194,0.9202563897450036
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30400-Na800-Cl160-F640-3-allSk.dat,3,main,30400,800,160,640,1600,0.95,0.025,0.005,0.02,0.05,0.8,228,0.9384900523275362,1,0.3909670996920168,0.3909670996920168,0.06310356911432573,0.04796002329040722,-0.07677161617621975,0.0920067442280217,0.6695476902665739,0.16711334378857046,0.6650204029127315,0.8281412734612278,-0.22723223840134596,0.8571315328692565
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30400-Na800-Cl160-F640-3-allSk.dat,3,main,30400,800,160,640,1600,0.95,0.025,0.005,0.02,0.05,0.8,461,0.8790542381011691,1,0.3909670996920168,0.3909670996920168,0.062441685724190156,0.04086511108701153,-0.07952155314532652,0.08544935972198234,0.6371929216724828,0.15716914950657893,0.6338187690673959,0.844647480519685,-0.2466032891285735,0.8319325710892558
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30336-Na832-Cl800-F32-3-allSk.dat,3,main,30336,832,800,32,1664,0.948,0.026,0.025,0.001,0.052,0.038461538461538464,86,0.8856570100989176,1,0.39869211779766894,0.39869211779766894,0.060512679207474995,-0.05126070948868774,-0.059449313172822066,0.03586720790068083,0.38510905417678404,0.37043425020914356,0.11150733106296506,0.3953734955274576,-0.08801600731775315,1.0086580935874756
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.005,O30336-Na832-Cl800-F32-3-allSk.dat,3,main,30336,832,800,32,1664,0.948,0.026,0.025,0.001,0.052,0.038461538461538464,228,0.7701699532163648,1,0.39869211779766894,0.39869211779766894,0.06074518077317276,-0.05447274325919453,-0.06269570734892974,0.03572095590708595,0.4039535841126938,0.38921617611225323,0.11368632741510426,0.41328072293852636,-0.08178273769028696,0.9886024903697498
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.01,O30336-Na832-Cl800-F32-3-allSk.dat,3,main,30336,832,800,32,1664,0.948,0.026,0.025,0.001,0.052,0.038461538461538464,467,0.7011637843512475,1,0.39869211779766894,0.39869211779766894,0.060208935009391784,-0.05353769586364204,-0.060840890281244564,0.031214695484716226,0.3962124117603909,0.3801554395582485,0.11951762130264984,0.4026693441523701,-0.07492671625589992,0.9840562645199039
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O30336-Na832-Cl32-F800-3-allSk.dat,3,main,30336,832,32,800,1664,0.948,0.026,0.001,0.025,0.052,0.9615384615384616,86,0.901304380930767,1,0.39869211779766894,0.39869211779766894,0.05806243875829178,0.08354162209009094,-0.033269127522231275,0.09184989775135981,0.9976649639086639,0.13275217286684998,0.9908721892262536,0.8731928714326622,-0.03925739030255024,1.0183468037287242
