row_id,x_Fe,x_Cu,x_Ni,split0_FeFe_S0,split0_FeFe_S0_error,split0_FeCu_S0,split0_FeCu_S0_error,split0_CuCu_S0,split0_CuCu_S0_error,split0_FeNi_S0,split0_FeNi_S0_error,split0_CuNi_S0,split0_CuNi_S0_error,split0_NiNi_S0,split0_NiNi_S0_error,split1_FeFe_S0,split1_FeFe_S0_error,split1_FeCu_S0,split1_FeCu_S0_error,split1_CuCu_S0,split1_CuCu_S0_error,split1_FeNi_S0,split1_FeNi_S0_error,split1_CuNi_S0,split1_CuNi_S0_error,split1_NiNi_S0,split1_NiNi_S0_error,split2_FeFe_S0,split2_FeFe_S0_error,split2_FeCu_S0,split2_FeCu_S0_error,split2_CuCu_S0,split2_CuCu_S0_error,split2_FeNi_S0,split2_FeNi_S0_error,split2_CuNi_S0,split2_CuNi_S0_error,split2_NiNi_S0,split2_NiNi_S0_error,split3_FeFe_S0,split3_FeFe_S0_error,split3_FeCu_S0,split3_FeCu_S0_error,split3_CuCu_S0,split3_CuCu_S0_error,split3_FeNi_S0,split3_FeNi_S0_error,split3_CuNi_S0,split3_CuNi_S0_error,split3_NiNi_S0,split3_NiNi_S0_error
10,0.01,0.5,0.49,0.937834402047,0.0219114980363,-0.0891525284103,0.0217155497259,0.572974232312,0.0617151737528,-0.0512456608631,0.0247508971543,-0.589519820761,0.0705847050919,0.761294295936,0.081001526863,0.921059904302,0.036778093561,-0.0786811283223,0.0334724552662,0.540637484263,0.0816788307289,-0.0589347270551,0.0380701845117,-0.553233738071,0.0931435677497,0.71691012365,0.106794205992,0.872157803438,0.028908408361,-0.0462222575556,0.0292808368274,0.501375037657,0.0822582743248,-0.0896408804595,0.0349559289832,-0.515480468172,0.0965014035991,0.68280283982,0.113709239521,0.931762024264,0.0438385246513,-0.14673929871,0.0399188116221,0.630325933514,0.118558001963,0.0134110925848,0.0432498244661,-0.643141805799,0.134205206788,0.81221245599,0.152486545482
11,0.01,0.55,0.44,1.05302644059,0.0257924667769,-0.100913653901,0.0177417288964,0.446885179075,0.0343667699327,-0.0550387184053,0.0228944675639,-0.491787326346,0.0432563099935,0.722743214024,0.0546716335973,0.984929632099,0.0379001952852,-0.101378891525,0.0325967760599,0.434039024955,0.0563859831102,-0.0418955143643,0.0428200493028,-0.470568068268,0.0705155012976,0.689628461566,0.0887183821803,1.02994149672,0.0593546819549,-0.0919955038303,0.0256031842758,0.445321051416,0.056056980074,-0.057959004523,0.032121639448,-0.493784937434,0.0710048586864,0.722749349626,0.0906733726956,1.04314921678,0.044806520383,-0.103877611458,0.0295156251166,0.42436763951,0.0493908904735,-0.0535492171857,0.0371273679037,-0.463175547665,0.0624927006979,0.689009921194,0.0797658922092
12,0.01,0.6,0.39,1.06137621628,0.030061689206,-0.0798414838014,0.0163655627384,0.445704859374,0.0364082600434,-0.0803422024958,0.0230817070483,-0.551551927291,0.0513796719148,0.89937179222,0.0730140810776,1.00827532926,0.0507148075128,-0.0673282597892,0.0207393913707,0.414737034196,0.0615840618629,-0.0894430151392,0.0304587360243,-0.514584477328,0.0881862638793,0.855385256281,0.126743452854,1.01198729754,0.059975714579,-0.0870496587096,0.0287038469897,0.432566407096,0.0629145577502,-0.0632832098573,0.0391569060292,-0.527084055294,0.0879901973902,0.851668944057,0.12374820857,1.03408629341,0.0401180367004,-0.0758989711715,0.0292771295984,0.4441731602,0.0668627868575,-0.0761525904588,0.0425671002536,-0.548881672819,0.094568464574,0.894261234814,0.134598809869
13,0.01,0.65,0.34,0.951819961347,0.0288848925951,-0.125464281432,0.0154388471801,0.372102477339,0.0317248633954,0.00628572233561,0.0229578592288,-0.483829496462,0.0481921409255,0.869997329169,0.0734298368228,1.04827635471,0.0418464142034,-0.113787067569,0.0266279849477,0.378246033978,0.0386984823268,-0.036255923761,0.0409315937766,-0.498917375118,0.0590167940495,0.902969604943,0.0909185489548,0.817491521919,0.041632138317,-0.113998732237,0.0237205047432,0.351724724157,0.0434494841821,0.0222531741915,0.0345202894364,-0.45295441438,0.0653921011184,0.816941254453,0.0989959008002,0.869371656936,0.0525256200021,-0.117051301992,0.0249874691767,0.349535979648,0.0425422992045,0.00776546626466,0.0374248942455,-0.445765398518,0.0643251807968,0.804580838708,0.0980544227977
14,0.01,0.7,0.29,1.0378953123,0.0257557813466,-0.108255096385,0.0119111641202,0.307488907807,0.0164624231639,-0.0449792583815,0.0205371912621,-0.429939957916,0.0281943025564,0.891420279177,0.0495881840451,1.00391334649,0.0455024057304,-0.0761954478126,0.0200086883804,0.293716733448,0.0256691242229,-0.0944610786004,0.034078019744,-0.414348128011,0.0439366691428,0.874505919661,0.0767740820252,0.887254226906,0.0396674211089,-0.0927970737458,0.0200972899413,0.301684449774,0.030615421217,-0.0367890924548,0.0330782142814,-0.422969061617,0.0515326666236,0.879987230636,0.0872273136216,1.13191265137,0.0378295397198,-0.135129878262,0.0198222750791,0.294807736624,0.0278254322062,-0.0156760409366,0.0306270475922,-0.400137397813,0.0474320439275,0.826789858199,0.0826621271043
15,0.01,0.75,0.24,1.02441222857,0.0341565685649,-0.0962705501833,0.0127744241673,0.277547753519,0.0148229384651,-0.0563438439528,0.0246092748079,-0.423403320038,0.0284718263193,0.999101755973,0.0559745144474,-0.262957209149,1.91620593507,-0.0821719014594,2.62290836471,0.283523147141,7.9604476184,-0.211651932697,3.60682395636,-0.416150313083,10.8282835672,0.523525909241,15.2795221611,0.993632928875,0.721432992829,0.0166112999034,0.327814525534,-0.218198260561,0.419703471323,-0.261137986048,0.362314327024,-0.0668149976709,0.201238975993,0.186172481673,0.199852437748,0.957220451763,0.0559049256221,-0.106284764126,0.0203947105084,0.262232112672,0.0204500895456,-0.0112370258321,0.0373797264035,-0.384778253201,0.0386854508551,0.9009030538,0.0752926931247
16,0.01,0.8,0.19,1.02476598366,0.0251597557536,-0.104393651861,0.00903218300449,0.225047184339,0.00920068609829,-0.028766684202,0.0187355744341,-0.359528098,0.0191351269556,0.995368112874,0.0410033388031,0.986879236084,0.0454730753715,-0.130171928814,0.015703925151,0.222172135256,0.0126157417247,0.047654989265,0.0304040220705,-0.344860723897,0.0252481940127,0.939393052526,0.0523822159045,0.989055642587,0.0418679021493,-0.0642279905451,0.0141701316079,0.226368921154,0.0189142023448,-0.120684639175,0.0342232050206,-0.369915330628,0.0399551521021,1.04194264159,0.0877087310307,1.00345683197,0.0447209401937,-0.110664015123,0.0154171491768,0.214476818731,0.0166792506189,-0.0021972086569,0.0335555142267,-0.337630050105,0.0340387092046,0.935668151888,0.0697084664997
17,0.01,0.85,0.14,0.980769177888,0.0261595077974,-0.110570840266,0.00769691593008,0.179502010735,0.00510993451914,0.000859777844488,0.019324779087,-0.288182868256,0.0114876192382,0.960801800035,0.0275103310118,0.894603312383,0.03932900277,-0.102836560726,0.0126642876283,0.182876673631,0.0108053126702,-0.00538741862846,0.0294008324242,-0.30831274439,0.0257664675942,1.03292580556,0.063816012809,0.951422771723,0.0348279473489,-0.104905397763,0.00976646576969,0.171934652623,0.00789424557541,-0.00591829146131,0.0244777354889,-0.263693822872,0.0181779133231,0.880436646125,0.0439622713198,1.04636277433,0.0458882600384,-0.119227677802,0.013886936815,0.175447132599,0.0102247523905,0.0176960629808,0.0318010321618,-0.272700416311,0.0223236362101,0.910533621607,0.0501427350343
18,0.01,0.9,0.09,0.990284376234,0.0219555816435,-0.100060290908,0.00562582147383,0.14335502437,0.0031539323811,-0.0338532710978,0.0173331735513,-0.222291063584,0.00839917512247,0.971883180509,0.0251272480778,1.00608333628,0.0356641937315,-0.10624422545,0.0103648212706,0.146833472645,0.00557482822893,-0.0170057658791,0.031630576873,-0.233552774686,0.0140905960534,1.01188112907,0.0380652718028,1.01374251582,0.0372312448155,-0.0926988730942,0.0100978900487,0.138550627477,0.00561076678914,-0.069940619975,0.0331381117929,-0.206018629327,0.0137624870646,0.908044725157,0.0407025505353,0.855170736103,0.0436943102499,-0.0889404349533,0.00906387410252,0.137934530539,0.00532646384768,-0.0140773573098,0.0243114664882,-0.21077198859,0.0139007047525,0.934778453965,0.0407550183836
19,0.01,0.95,0.04,0.971375950309,0.0242493022501,-0.101273614673,0.0047740992282,0.112925971809,0.00190440882864,-0.0336916249875,0.0163994265733,-0.148337538138,0.00558187427872,1.02384394251,0.0243602791577,0.93714120431,0.0390519163959,-0.0875856551589,0.00728615841319,0.109089659549,0.00283438701371,-0.0927431451381,0.0295949498683,-0.141114817966,0.00898303378706,1.01663894968,0.0462572359161,0.862068587412,0.033292609496,-0.0920798045726,0.0077377184192,0.110752804837,0.00320710336554,0.00970036048344,0.033601200266,-0.148198041516,0.00938916578308,0.98061684249,0.0337125837092,1.00662846489,0.0435790708269,-0.111976919526,0.00882063992672,0.113807409107,0.00332298194532,-0.00975286417065,0.0321176726598,-0.13806449104,0.0102631526229,0.961567913529,0.047601030742
20,0.01,0.98,0.01,1.04587044633,0.0274777857627,-0.101172952242,0.00373336181393,0.0959978736023,0.000935781729253,-0.05303204279,0.0174798639774,-0.0659895191185,0.00302159663164,0.984568837002,0.0267245909177,1.04661888168,0.0466722074318,-0.103688855573,0.00707010534808,0.0962660489132,0.00188662587972,-0.0333519751093,0.0231186077684,-0.0707763604169,0.00497067501692,0.96354706822,0.036142751121,0.953851605,0.0404959341062,-0.0860908615953,0.00560318646448,0.0952779915086,0.00170063684823,-0.0724417697262,0.0226254326405,-0.0642550691978,0.00478860999555,1.01571170459,0.0392829971528,1.07353168414,0.042434691991,-0.106403114303,0.0072441817787,0.0945834220963,0.00195428206459,-0.0628279910149,0.0326509277751,-0.0576531789221,0.00530400299884,0.914162956641,0.0406037151883
21,0.04,0.95,0.01,1.0635556299,0.0264642063513,-0.221873901206,0.00793805824314,0.13595977419,0.00281356849509,0.00329083790232,0.0171435298595,-0.0740974337264,0.00500026697244,0.974469204256,0.0172234043761,0.958952529685,0.0439247048063,-0.19728078875,0.0119591422971,0.130498318103,0.00420783289968,0.00824135373522,0.0295242986754,-0.0750263387159,0.00825654827236,0.943322435723,0.0464605591195,1.03026444279,0.0471754330188,-0.206932616498,0.0133409308234,0.129009927143,0.00442572424325,-0.0473785158529,0.029199025768,-0.0575101058306,0.0081101766928,0.907867109785,0.0360662396146,1.07912638695,0.0578949016231,-0.232214143977,0.0167250430594,0.139958153073,0.00560275913646,0.0452338671277,0.0304913148055,-0.079356408045,0.00936955688507,0.950859668677,0.0339393031576
