algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_X,x_O,x_Na,x_Cl,x_X,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_NaNa,S0_NaCl,S0_ClCl,S0_OX,S0_XX,S0_reconstructed_OO,S0_reconstructed_OX,S0_reconstructed_XX
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na72-Cl72-3-allSk.dat,0,main,32640,72,72,144,0.9956076134699854,0.0021961932650073207,0.0021961932650073207,0.004392386530014641,89,0.9559365903821684,1,0.11397848324217887,0.11397848324217887,0.06343195924541589,-0.013308715472201745,-0.013308715472201749,0.4383171689079749,0.4383171689079749,0.4383171689079751,-0.022789765285151586,0.8733956120604353,0.0610491283898546,-0.018821365918552362,0.8766343378159499
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na88-Cl88-3-allSk.dat,0,main,32640,88,88,176,0.9946367625548513,0.002681618722574354,0.002681618722574354,0.005363237445148708,89,0.9405645728317926,1,0.1261802049406459,0.1261802049406459,0.06295932017957798,-0.01638852478172342,-0.016388524781723424,0.5657422213093997,0.5657422213093999,0.5657422213093998,-0.023652456261058767,1.1635244283799897,0.0601259426657705,-0.023176874013600832,1.1314844426187995
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na104-Cl104-3-allSk.dat,0,main,32640,104,104,208,0.9936678032148076,0.0031660983925962008,0.0031660983925962008,0.0063321967851924016,89,0.9307982434620563,1,0.1372682475471806,0.1372682475471806,0.06428004734030715,-0.013131406800980738,-0.013131406800980731,0.4434182146620556,0.4434182146620557,0.44341821466205555,-0.018199549461344378,0.9202116439016983,0.06150335539313209,-0.018570613590985253,0.8868364293241113
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na120-Cl120-3-allSk.dat,0,main,32640,120,120,240,0.9927007299270073,0.0036496350364963502,0.0036496350364963502,0.0072992700729927005,89,0.9210044596821181,1,0.1475017667734147,0.1475017667734147,0.0630829733937096,-0.015729154091989994,-0.01572915409199,0.44239848817954597,0.44239848817954597,0.442398488179546,-0.025613077876246806,0.8950554947768816,0.060677536700663184,-0.02224438304154852,0.8847969763590919
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na136-Cl136-3-allSk.dat,0,main,32640,136,136,272,0.9917355371900827,0.004132231404958678,0.004132231404958678,0.008264462809917356,89,0.9499795703568261,1,0.15705393735778908,0.15705393735778908,0.0646521095478078,-0.022960144069970538,-0.022960144069970545,0.4895048617163367,0.48950486171633667,0.4895048617163368,-0.0340676773000406,0.9897697012563875,0.061859464845018475,-0.03247054713779253,0.9790097234326735
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na160-Cl160-3-allSk.dat,0,main,32640,160,160,320,0.9902912621359223,0.0048543689320388345,0.0048543689320388345,0.009708737864077669,89,0.9254398656551405,1,0.17052321339305881,0.17052321339305881,0.06382609800318395,-0.018841532574290658,-0.018841532574290665,0.4626655503679354,0.4626655503679354,0.46266555036793533,-0.031678016333446316,0.9550649094119229,0.06037052560488562,-0.026645950902456313,0.9253311007358707
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na176-Cl176-3-allSk.dat,0,main,32640,176,176,352,0.9893307468477207,0.00533462657613967,0.00533462657613967,0.01066925315227934,89,0.9127767823623589,1,0.1788143669885311,0.1788143669885311,0.06314450463242373,-0.024144237553868075,-0.024144237553868075,0.5744428202140074,0.5744428202140075,0.5744428202140075,-0.02883635691539862,1.135207088655295,0.06102996450939768,-0.03414510820183803,1.148885640428015
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na192-Cl192-3-allSk.dat,0,main,32640,192,192,384,0.9883720930232558,0.005813953488372093,0.005813953488372093,0.011627906976744186,89,0.8941956037931518,1,0.18671308881197668,0.18671308881197668,0.0624734464604617,-0.025277536236581133,-0.025277536236581133,0.4668063389709436,0.46680633897094365,0.4668063389709436,-0.04128927387000334,0.9104654351997787,0.06056903204427398,-0.035747834569150407,0.9336126779418872
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na224-Cl224-3-allSk.dat,0,Sk_files_more,32640,224,224,448,0.9864603481624759,0.006769825918762089,0.006769825918762089,0.013539651837524178,89,0.893670913693358,1,0.2016168566676635,0.2016168566676635,0.06381971373808602,-0.022707723751390144,-0.02270772375139013,0.40811518540267583,0.40811518540267594,0.4081151854026759,-0.0326960938680387,0.811470855063213,0.06053253902466642,-0.03211357089983759,0.8162303708053518
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na240-Cl240-3-allSk.dat,0,Sk_files_more,32640,240,240,480,0.9855072463768116,0.007246376811594203,0.007246376811594203,0.014492753623188406,89,0.8765259916508081,1,0.2086424617726188,0.2086424617726188,0.06312459078489269,-0.0202740702210637,-0.020274070221063693,0.37107907656421074,0.37107907656421085,0.3710790765642108,-0.028078602564126667,0.7614560578098785,0.059884390117618175,-0.028671865071132778,0.7421581531284216
