algorithm,method,kcut,file,split,source,n_O,n_Na,n_Cl,n_X,x_O,x_Na,x_Cl,x_X,n_fit_points,fit_rmse_scaled,fit_success,kappa_D_input,kappa_D_fit,S0_OO,S0_ONa,S0_OCl,S0_NaNa,S0_NaCl,S0_ClCl,S0_OX,S0_XX,S0_reconstructed_OO,S0_reconstructed_OX,S0_reconstructed_XX
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na72-Cl72-1-allSk.dat,0,main,32640,72,72,144,0.9956076134699854,0.0021961932650073207,0.0021961932650073207,0.004392386530014641,89,0.9654840111568949,1,0.11397848324217887,0.11397848324217887,0.06391725217827511,-0.014961755699977153,-0.014961755699977153,0.5005336308638305,0.5005336308638305,0.5005336308638304,-0.02144535420129551,0.9880934038264264,0.062066146235358485,-0.02115911782782065,1.0010672617276608
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na88-Cl88-1-allSk.dat,0,main,32640,88,88,176,0.9946367625548513,0.002681618722574354,0.002681618722574354,0.005363237445148708,89,0.9449812217357625,1,0.1261802049406459,0.1261802049406459,0.062939879306414,-0.01999555896889745,-0.01999555896889746,0.5659705450502808,0.5659705450502808,0.5659705450502808,-0.028931750732255686,1.145258418408449,0.060906622702468854,-0.02827799068104576,1.1319410901005615
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na104-Cl104-1-allSk.dat,0,main,32640,104,104,208,0.9936678032148076,0.0031660983925962008,0.0031660983925962008,0.0063321967851924016,89,0.9157774120772699,1,0.1372682475471806,0.1372682475471806,0.06385171940089757,-0.01486649416925925,-0.014866494169259253,0.44981077696439803,0.449810776964398,0.44981077696439803,-0.02089671933347061,0.8761209724983902,0.06229501693753291,-0.021024397679106972,0.899621553928796
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na120-Cl120-1-allSk.dat,0,main,32640,120,120,240,0.9927007299270073,0.0036496350364963502,0.0036496350364963502,0.0072992700729927005,89,0.9081597207652568,1,0.1475017667734147,0.1475017667734147,0.062047513385646576,-0.020230376337808498,-0.02023037633780849,0.47801774337445424,0.4780177433744542,0.47801774337445424,-0.02878236088553301,0.9999948751222503,0.059964617671260184,-0.02861007258884052,0.9560354867489085
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na136-Cl136-1-allSk.dat,0,main,32640,136,136,272,0.9917355371900827,0.004132231404958678,0.004132231404958678,0.008264462809917356,89,0.9307697436098795,1,0.15705393735778908,0.15705393735778908,0.06419398720068546,-0.017557575786605988,-0.01755757578660601,0.4558130092942312,0.45581300929423113,0.4558130092942312,-0.024687731418348086,0.9005695503690149,0.060424825497269775,-0.024830161799811665,0.9116260185884624
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na160-Cl160-1-allSk.dat,0,main,32640,160,160,320,0.9902912621359223,0.0048543689320388345,0.0048543689320388345,0.009708737864077669,89,0.9313289197429521,1,0.17052321339305881,0.17052321339305881,0.06406122643874751,-0.02283956428914509,-0.02283956428914509,0.5421450668667727,0.5421450668667726,0.5421450668667726,-0.039849729849870084,1.1136223396583966,0.06102418388695695,-0.0323000215764012,1.0842901337335453
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na176-Cl176-1-allSk.dat,0,main,32640,176,176,352,0.9893307468477207,0.00533462657613967,0.00533462657613967,0.01066925315227934,89,0.9211243574538319,1,0.1788143669885311,0.1788143669885311,0.06461756588985705,-0.02367731045280077,-0.02367731045280075,0.49566555284358327,0.49566555284358327,0.49566555284358316,-0.04199538647012762,0.9925254317213871,0.060422688312464085,-0.03348477356286908,0.9913311056871665
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na192-Cl192-1-allSk.dat,0,main,32640,192,192,384,0.9883720930232558,0.005813953488372093,0.005813953488372093,0.011627906976744186,89,0.9279990997582817,1,0.18671308881197668,0.18671308881197668,0.06430053618187945,-0.028715122409631852,-0.028715122409631838,0.47208477460415593,0.47208477460415593,0.47208477460415593,-0.03687195137919266,0.9431902542979064,0.061543446986508196,-0.040609315556904946,0.9441695492083119
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na224-Cl224-1-allSk.dat,0,Sk_files_more,32640,224,224,448,0.9864603481624759,0.006769825918762089,0.006769825918762089,0.013539651837524178,89,0.9125065034497784,1,0.2016168566676635,0.2016168566676635,0.06289125702519693,-0.026994244408151652,-0.026994244408151652,0.44050499155994527,0.4405049915599452,0.4405049915599452,-0.04035929732809364,0.9026359894405999,0.06045191588513543,-0.03817562654802215,0.8810099831198905
matrix_BC_s_loss,"BC S-loss, fixed kappa_D",0.0025,O32640-Na240-Cl240-1-allSk.dat,0,Sk_files_more,32640,240,240,480,0.9855072463768116,0.007246376811594203,0.007246376811594203,0.014492753623188406,89,0.8950824537338006,1,0.2086424617726188,0.2086424617726188,0.06300706635700082,-0.023137912509963693,-0.02313791250996372,0.4249041376504859,0.4249041376504859,0.42490413765048607,-0.03317850142742198,0.8530783154971554,0.0602719744821263,-0.032721949676592775,0.8498082753009719
