# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.280000e+03 0.000000e+00 2.023858e+03 0.000000e+00 1.567673e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.478709e+03 0.000000e+00 1.920000e+03 0.000000e+00
3.093759e-04 5.415539e-01 1.160421e-01 1.162957e-01 2.442742e-02 -2.926552e-01 7.352180e-02 7.507193e-02 6.313696e-03 2.647765e-03 1.426059e-02 2.455835e-01 4.872801e-02
1.237504e-03 9.557903e-01 1.952649e-01 1.421174e-01 2.379819e-02 -5.865595e-01 1.287253e-01 7.092601e-02 4.666273e-03 -2.242498e-02 1.482515e-02 4.513627e-01 8.514154e-02
2.784383e-03 8.027706e-01 1.630672e-01 1.403039e-01 1.955358e-02 -4.664803e-01 1.127485e-01 7.438109e-02 4.602151e-03 -1.900932e-02 1.119353e-02 3.650087e-01 8.065706e-02
4.950015e-03 8.153229e-01 1.029253e-01 1.367610e-01 1.594894e-02 -4.741724e-01 7.584274e-02 7.454480e-02 6.014046e-03 -1.745474e-02 6.936213e-03 3.785967e-01 5.697390e-02
7.734398e-03 6.385663e-01 8.354460e-02 1.159577e-01 1.709219e-02 -3.429939e-01 5.021293e-02 7.550440e-02 4.528257e-03 -3.827033e-03 8.684911e-03 2.928862e-01 3.272700e-02
1.113753e-02 6.982305e-01 6.355278e-02 1.238309e-01 1.057514e-02 -3.846579e-01 4.164374e-02 8.110015e-02 5.886888e-03 -8.396397e-03 7.526272e-03 3.409726e-01 2.669340e-02
1.515942e-02 7.408748e-01 4.002437e-02 1.314681e-01 4.145829e-03 -3.896012e-01 2.469621e-02 8.375540e-02 2.347673e-03 -1.630963e-02 4.189100e-03 3.531146e-01 2.188997e-02
3.093759e-04 4.189098e-01 1.005432e-01 9.283659e-02 1.639312e-02 -2.205082e-01 6.188200e-02 6.337519e-02 4.651791e-03 6.499235e-03 7.314779e-03 1.894158e-01 4.272319e-02
6.187518e-04 8.833892e-01 2.213587e-01 1.588568e-01 3.048838e-02 -5.101415e-01 1.436322e-01 7.664097e-02 4.162177e-03 -3.030479e-02 2.061947e-02 3.763231e-01 9.258692e-02
1.546880e-03 6.706017e-01 1.302627e-01 1.100551e-01 1.563055e-02 -3.981821e-01 9.113524e-02 6.460266e-02 2.089524e-03 -5.784635e-03 1.163238e-02 3.206052e-01 6.348918e-02
3.093759e-03 6.123951e-01 1.357098e-01 1.155837e-01 1.736048e-02 -3.369137e-01 8.759712e-02 7.016655e-02 1.980747e-03 -3.879010e-03 1.308339e-02 2.762730e-01 5.381572e-02
5.259391e-03 5.677635e-01 5.344704e-02 1.080683e-01 1.074236e-02 -3.079565e-01 3.656848e-02 6.723898e-02 4.397251e-03 -5.425088e-03 3.785155e-03 2.579735e-01 2.683435e-02
8.043774e-03 6.557847e-01 5.729187e-02 1.090447e-01 1.066287e-02 -3.791855e-01 3.798900e-02 7.591313e-02 2.117786e-03 -1.822097e-04 8.000327e-03 3.354991e-01 2.878080e-02
1.144691e-02 6.696880e-01 4.985811e-02 1.187469e-01 1.065739e-02 -3.518918e-01 3.110572e-02 8.221355e-02 3.261697e-03 -3.435887e-03 8.367158e-03 3.154526e-01 1.578080e-02
1.546880e-02 7.734909e-01 3.032479e-02 1.496298e-01 8.068864e-03 -4.095235e-01 1.922736e-02 9.728779e-02 3.082977e-03 -1.857469e-02 5.712599e-03 3.728260e-01 1.577997e-02
1.237504e-03 4.861944e-01 1.017492e-01 1.025669e-01 1.341172e-02 -2.630471e-01 6.891903e-02 7.186187e-02 3.529076e-03 8.449697e-03 6.647942e-03 2.306270e-01 4.996712e-02
1.546880e-03 5.152064e-01 7.554775e-02 8.493125e-02 6.375723e-03 -3.035626e-01 5.411038e-02 5.960417e-02 1.539335e-03 8.072542e-03 3.155879e-03 2.615145e-01 4.217612e-02
2.475007e-03 8.119187e-01 1.150078e-01 1.434587e-01 1.793428e-02 -4.714477e-01 7.583972e-02 7.332528e-02 5.529774e-03 -2.294272e-02 9.762988e-03 3.636588e-01 5.270021e-02
4.021887e-03 7.245009e-01 1.431763e-01 1.313326e-01 2.069537e-02 -4.071565e-01 9.045793e-02 7.490266e-02 1.948671e-03 -1.028534e-02 1.596739e-02 3.325194e-01 5.337434e-02
6.187518e-03 6.460875e-01 9.098835e-02 1.253262e-01 1.738445e-02 -3.413761e-01 4.896680e-02 7.465798e-02 2.386510e-03 -8.885312e-03 1.129583e-02 2.800367e-01 2.572041e-02
8.971902e-03 7.609687e-01 8.118971e-02 1.343687e-01 1.420685e-02 -4.117553e-01 4.996901e-02 7.622771e-02 3.027537e-03 -1.748347e-02 8.223663e-03 3.366716e-01 3.361407e-02
1.237504e-02 7.960076e-01 3.416730e-02 1.484330e-01 8.664745e-03 -4.118123e-01 2.284990e-02 9.292956e-02 4.322413e-03 -1.262440e-02 5.878018e-03 3.641293e-01 1.202232e-02
1.639692e-02 8.436056e-01 6.375772e-02 1.553606e-01 1.369098e-02 -4.502920e-01 3.887223e-02 9.925228e-02 4.887185e-03 -2.634793e-02 7.664187e-03 4.047692e-01 2.411307e-02
2.784383e-03 7.482983e-01 3.849943e-02 1.322755e-01 9.651726e-03 -4.315990e-01 2.227898e-02 7.398417e-02 1.124935e-03 -1.240543e-02 8.708455e-03 3.454668e-01 1.654051e-02
3.093759e-03 7.747028e-01 5.565699e-02 1.361204e-01 1.758076e-02 -4.527913e-01 2.735756e-02 7.483627e-02 3.991523e-03 -1.846600e-02 1.109819e-02 3.550212e-01 1.431164e-02
4.021887e-03 7.503199e-01 6.633509e-02 1.414357e-01 6.904386e-03 -4.160473e-01 4.638299e-02 7.526688e-02 4.446310e-03 -1.889813e-02 5.949462e-03 3.262675e-01 2.927284e-02
5.568767e-03 5.774879e-01 2.973934e-02 1.098928e-01 1.147345e-02 -3.151627e-01 9.344256e-03 6.951823e-02 3.622077e-03 -3.806895e-03 5.642410e-03 2.697442e-01 8.541035e-03
7.734398e-03 7.612589e-01 6.178502e-02 1.168608e-01 1.156821e-02 -4.385800e-01 4.244773e-02 7.140861e-02 5.332053e-03 -8.190715e-03 5.746283e-03 3.649709e-01 2.822654e-02
1.051878e-02 6.626955e-01 7.453626e-02 1.185910e-01 1.239337e-02 -3.560694e-01 4.313092e-02 7.284573e-02 5.022414e-03 -1.090695e-02 3.812761e-03 3.091365e-01 2.766613e-02
