# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.280000e+03 0.000000e+00 2.023858e+03 0.000000e+00 1.567673e+03 0.000000e+00 3.200000e+03 0.000000e+00 2.478709e+03 0.000000e+00 1.920000e+03 0.000000e+00
3.093231e-04 3.405177e-01 8.672122e-02 8.926324e-02 8.391970e-03 -1.636676e-01 6.241183e-02 7.888966e-02 6.444912e-03 3.065133e-02 1.212008e-02 1.779706e-01 4.721010e-02
1.237293e-03 8.196151e-01 3.137424e-01 1.282498e-01 4.032520e-02 -4.931739e-01 2.166176e-01 6.591766e-02 7.663251e-03 -1.594260e-02 2.667300e-02 3.847931e-01 1.499708e-01
2.783908e-03 5.213425e-01 1.127127e-01 1.343747e-01 2.336251e-02 -2.444845e-01 6.503220e-02 8.398041e-02 9.503029e-03 -3.978460e-03 1.213422e-02 2.004335e-01 4.299762e-02
4.949170e-03 1.167394e+00 8.407581e-02 1.928093e-01 2.955018e-02 -6.990571e-01 7.754840e-02 8.627034e-02 9.538934e-03 -4.897541e-02 1.264076e-02 5.244967e-01 7.780915e-02
7.733079e-03 6.585537e-01 5.588678e-02 1.059856e-01 1.369999e-02 -3.765001e-01 4.948045e-02 7.762626e-02 5.050223e-03 6.652714e-03 9.483685e-03 3.360356e-01 4.313848e-02
1.113563e-02 5.719533e-01 7.483361e-02 1.055353e-01 1.955709e-02 -2.934097e-01 3.792310e-02 6.750611e-02 4.361082e-03 -8.245319e-03 9.886531e-03 2.712579e-01 2.505785e-02
1.515683e-02 8.167169e-01 1.011582e-01 1.494665e-01 2.223064e-02 -3.849462e-01 5.792854e-02 8.506737e-02 4.775229e-03 -1.314956e-02 1.319220e-02 3.407939e-01 4.337162e-02
3.093231e-04 4.135838e-01 4.874095e-02 8.752587e-02 2.245082e-02 -2.245103e-01 3.308251e-02 6.615341e-02 1.018011e-02 1.334700e-02 9.480957e-03 2.012823e-01 3.073840e-02
6.186463e-04 1.438070e+00 2.811787e-01 2.402563e-01 3.270964e-02 -8.607161e-01 2.151564e-01 8.389506e-02 1.233429e-02 -8.767884e-02 1.517374e-02 5.900649e-01 1.645973e-01
1.546616e-03 5.742705e-01 1.299389e-01 1.202222e-01 2.707793e-02 -3.027691e-01 7.569512e-02 6.785007e-02 6.267993e-03 -9.546010e-03 1.524585e-02 2.342964e-01 4.815154e-02
3.093231e-03 8.917486e-01 4.103166e-01 1.493298e-01 5.772719e-02 -5.104122e-01 2.566408e-01 6.768086e-02 1.087588e-02 -3.307491e-02 3.499471e-02 3.728396e-01 1.617262e-01
5.258493e-03 7.257795e-01 1.137366e-01 1.330151e-01 3.388121e-02 -4.009213e-01 7.885488e-02 7.620616e-02 1.100242e-02 -1.463536e-02 1.516413e-02 3.206957e-01 6.002535e-02
