# k^2  LiLi LiLi_error  LiCl LiCl_error  LiNa LiNa_error  ClCl ClCl_error  ClNa ClNa_error  NaNa NaNa_error
0.000000e+00 1.120000e+03 0.000000e+00 1.893146e+03 1.438037e-13 1.526303e+03 5.084230e-14 3.200000e+03 0.000000e+00 2.579922e+03 0.000000e+00 2.080000e+03 0.000000e+00
3.072388e-04 5.081905e-01 1.265599e-01 9.499971e-02 1.867131e-02 -2.540689e-01 7.478810e-02 6.373382e-02 2.626962e-03 1.008115e-02 1.279703e-02 2.009093e-01 4.198657e-02
1.228955e-03 5.854137e-01 1.118990e-01 1.060820e-01 2.054208e-02 -2.965492e-01 5.975149e-02 7.010345e-02 5.376157e-03 8.504038e-03 1.033382e-02 2.322659e-01 3.319364e-02
2.765149e-03 7.316451e-01 1.082484e-01 1.224548e-01 2.034970e-02 -3.731013e-01 6.029596e-02 7.180098e-02 5.583828e-03 7.582871e-05 1.018132e-02 2.790889e-01 3.612687e-02
4.915820e-03 6.763461e-01 9.516028e-02 1.152425e-01 1.442051e-02 -3.398145e-01 5.454452e-02 6.926105e-02 3.501974e-03 -3.024458e-04 9.426581e-03 2.647463e-01 2.942556e-02
7.680969e-03 8.054348e-01 5.814075e-02 1.365336e-01 9.885624e-03 -3.993527e-01 2.919673e-02 7.373223e-02 2.183999e-03 -1.383315e-02 7.013237e-03 2.991688e-01 1.392138e-02
1.106060e-02 7.840026e-01 8.436655e-02 1.343579e-01 1.815074e-02 -3.864814e-01 4.956348e-02 8.283170e-02 3.806884e-03 -8.930400e-03 9.120197e-03 3.068278e-01 2.990839e-02
1.505470e-02 8.327475e-01 4.416662e-02 1.351556e-01 9.228578e-03 -3.837881e-01 2.592897e-02 8.779092e-02 5.321395e-03 -4.339633e-03 6.364258e-03 3.282826e-01 1.791664e-02
3.072388e-04 8.765742e-01 2.629991e-01 1.340767e-01 3.681894e-02 -4.765044e-01 1.512861e-01 6.742348e-02 5.442682e-03 -1.440567e-02 2.173891e-02 3.336470e-01 8.631636e-02
6.144775e-04 5.122416e-01 1.621059e-01 8.330974e-02 1.689993e-02 -2.715314e-01 9.944437e-02 7.392014e-02 2.037555e-03 3.126318e-02 1.348651e-02 2.412737e-01 5.832012e-02
1.536194e-03 7.963518e-01 1.450972e-01 1.322561e-01 2.243029e-02 -4.170242e-01 7.868588e-02 7.143704e-02 4.901445e-03 -8.973434e-03 1.246450e-02 2.991805e-01 4.289255e-02
3.072388e-03 7.087591e-01 5.727555e-02 1.148296e-01 1.221237e-02 -3.681570e-01 3.206787e-02 7.005378e-02 2.511262e-03 1.947397e-03 6.517399e-03 2.803767e-01 2.317918e-02
5.223059e-03 6.821821e-01 5.311663e-02 1.071173e-01 7.871685e-03 -3.483837e-01 3.058553e-02 6.726026e-02 2.881806e-03 3.786250e-03 3.313361e-03 2.726452e-01 1.958182e-02
7.988208e-03 7.338740e-01 6.504023e-02 1.284933e-01 1.427530e-02 -3.499266e-01 3.334039e-02 7.938136e-02 3.651325e-03 -4.810389e-04 8.229769e-03 2.748189e-01 1.768759e-02
1.136783e-02 7.464630e-01 5.363109e-02 1.338942e-01 9.205125e-03 -3.611466e-01 3.279204e-02 8.654186e-02 1.570606e-03 -9.731791e-04 6.245640e-03 3.070641e-01 1.476162e-02
1.536194e-02 7.603053e-01 8.630423e-02 1.377436e-01 1.272271e-02 -3.435806e-01 5.040798e-02 8.877439e-02 5.934319e-03 -6.466125e-03 6.745787e-03 2.961521e-01 2.555166e-02
1.228955e-03 8.533505e-01 2.262958e-01 1.351076e-01 3.107919e-02 -4.567985e-01 1.286466e-01 6.881503e-02 4.281687e-03 -1.439009e-02 1.763653e-02 3.218656e-01 7.366055e-02
1.536194e-03 7.729970e-01 1.488518e-01 1.180478e-01 1.751852e-02 -4.121538e-01 9.115906e-02 6.762052e-02 5.677327e-03 -1.140722e-03 8.914645e-03 3.043498e-01 5.915334e-02
2.457910e-03 6.971028e-01 7.542002e-02 1.285398e-01 1.158113e-02 -3.449051e-01 4.291457e-02 7.695777e-02 3.887210e-03 9.243585e-04 8.150604e-03 2.606156e-01 2.198536e-02
3.994104e-03 7.104930e-01 6.665865e-02 1.149235e-01 8.027893e-03 -3.649212e-01 3.820290e-02 6.605711e-02 2.388976e-03 -3.536772e-03 4.328130e-03 2.722067e-01 2.194781e-02
6.144775e-03 9.136759e-01 4.867353e-02 1.522838e-01 7.019371e-03 -4.720364e-01 2.940752e-02 7.552102e-02 2.803358e-03 -2.083489e-02 2.834411e-03 3.464748e-01 1.943837e-02
8.909924e-03 7.660735e-01 4.725070e-02 1.313895e-01 7.520840e-03 -3.777622e-01 2.892153e-02 7.923268e-02 4.189895e-03 -1.394572e-03 3.800063e-03 3.121757e-01 1.894045e-02
